RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,GIR PUTTS,GREENS HIT,BIRDIE CONVERSION
1,0,20229,Stewart Cink,1.723,1997,1159,31.34
2,0,08793,Tiger Woods,1.724,1495,867,35.45
3,0,20593,Greg Chalmers,1.726,1317,763,32.85
4,0,25345,Carl Pettersson,1.733,1953,1127,33.19
5,0,01249,John Daly,1.736,1639,944,33.33
6,0,19846,Brian Gay,1.737,1808,1041,30.38
7,0,20433,Mark Hensby,1.738,1841,1059,31.53
7,0,02010,Loren Roberts,1.738,1646,947,29.78
9,0,23541,Ben Crane,1.740,1850,1063,31.13
9,0,06522,Ernie Els,1.740,1192,685,33.33
11,0,20157,Retief Goosen,1.743,1185,680,32.01
11,0,02239,Scott Verplank,1.743,1956,1122,30.92
13,0,01042,Paul Azinger,1.745,1485,851,32.47
13,0,19825,Darren Clarke,1.745,965,553,32.12
13,0,06373,José María Olazábal,1.745,1021,585,28.35
13,0,06527,Steve Stricker,1.745,1454,833,30.40
17,0,12680,Shigeki Maruyama,1.746,1867,1069,31.24
17,0,01968,Nick Price,1.746,929,532,29.22
19,0,20850,Daniel Chopra,1.748,2133,1220,32.05
19,0,21805,Harrison Frazar,1.748,1683,963,32.74
21,0,08931,Glen Day,1.749,1926,1101,30.54
21,0,01329,Brad Faxon,1.749,1719,983,29.15
21,0,10201,Matt Gogel,1.749,1672,956,30.75
21,0,10423,Mike Weir,1.749,1497,856,31.26
25,0,21731,Freddie Jacobson,1.750,1622,927,32.79
26,0,24024,Zach Johnson,1.751,2289,1307,30.25
26,0,23497,Tag Ridings,1.751,1012,578,32.01
28,0,06251,Chris DiMarco,1.752,2073,1183,29.54
28,0,22046,Geoff Ogilvy,1.752,1834,1047,33.14
28,0,02214,Kirk Triplett,1.752,1792,1023,29.83
31,0,01706,Davis Love III,1.753,1520,867,30.82
32,0,19972,José Coceres,1.754,1279,729,30.86
33,0,06004,Stephen Ames,1.755,2053,1170,30.82
33,0,21949,Joe Ogilvie,1.755,2032,1158,31.81
33,0,12602,Dean Wilson,1.755,1938,1104,31.08
36,0,01320,Bob Estes,1.756,1440,820,28.97
37,0,12760,Danny Ellis,1.757,1555,885,29.49
37,0,24502,Adam Scott,1.757,1079,614,32.90
37,0,06567,Vijay Singh,1.757,2540,1446,32.66
40,0,01457,Jay Haas,1.758,1674,952,28.16
40,0,26420,Richard Johnson,1.758,2082,1184,30.12
40,0,02206,David Toms,1.758,1603,912,30.95
43,0,11032,Frank Lickliter II,1.759,1764,1003,31.54
43,0,01810,Phil Mickelson,1.759,1740,989,32.86
43,0,20663,Brenden Pappas,1.759,2153,1224,31.67
43,0,12660,Jesper Parnevik,1.759,1799,1023,30.59
43,0,22548,Patrick Sheehan,1.759,2282,1297,30.53
48,0,24925,Jonathan Byrd,1.760,1614,917,32.53
49,0,23325,Vaughn Taylor,1.761,1779,1010,31.31
50,0,01928,Corey Pavin,1.762,1556,883,29.20
50,0,22405,Justin Rose,1.762,1545,877,30.32
52,0,06197,Michael Allen,1.763,1733,983,30.07
52,0,07457,Steve Flesch,1.763,2191,1243,30.27
52,0,08075,Jerry Kelly,1.763,2352,1334,29.58
52,0,20572,Rod Pampling,1.763,1973,1119,30.80
56,0,20098,Stuart Appleby,1.764,1612,914,30.85
56,0,23135,Tim Clark,1.764,1755,995,29.88
56,0,22913,John Rollins,1.764,1688,957,29.87
59,0,01161,Mark Calcavecchia,1.765,1608,911,30.88
59,0,23552,Hank Kuehne,1.765,1777,1007,31.14
61,0,21407,Arjun Atwal,1.766,1649,934,29.80
61,0,07223,Brian Bateman,1.766,1694,959,30.27
61,0,20127,Chris Riley,1.766,1469,832,27.68
64,0,22371,Aaron Baddeley,1.767,1573,890,30.15
64,0,01388,Robert Gamez,1.767,2154,1219,29.63
64,0,01619,Skip Kendall,1.767,1974,1117,29.06
67,0,01887,Mark O'Meara,1.768,1153,652,28.37
67,0,23320,Ryan Palmer,1.768,2085,1179,31.52
67,0,23623,Bo Van Pelt,1.768,2240,1267,31.36
70,0,06809,Bob Burns,1.769,1705,964,28.17
70,0,20121,Todd Fischer,1.769,2075,1173,28.61
70,0,01381,Fred Funk,1.769,2002,1132,28.43
70,0,10860,Justin Leonard,1.769,1788,1011,27.92
70,0,01685,J.L. Lewis,1.769,2243,1268,29.44
70,0,01707,Steve Lowery,1.769,1811,1024,30.63
70,0,21959,Ted Purdy,1.769,2402,1358,30.47
77,0,24357,K.J. Choi,1.770,1720,972,29.35
77,0,02246,Duffy Waldorf,1.770,1627,919,29.77
79,0,12652,Cameron Beckman,1.771,2051,1158,29.90
79,0,20029,Notah Begay III,1.771,1413,798,30.15
81,0,10585,Scott McCarron,1.772,1793,1012,30.89
82,0,01024,Billy Andrade,1.773,2137,1205,29.76
82,0,02002,John Riegger,1.773,1135,640,27.23
84,0,01473,Todd Hamilton,1.774,1762,993,27.68
84,0,01927,Dennis Paulson,1.774,1428,805,31.55
86,0,07867,Woody Austin,1.775,2047,1153,31.07
86,0,01139,Olin Browne,1.775,1938,1092,27.98
86,0,12645,Brent Geiberger,1.775,1906,1074,29.29
86,0,24781,Hunter Mahan,1.775,1912,1077,29.82
86,0,25396,Kevin Na,1.775,1984,1118,28.28
91,0,01157,Tom Byrum,1.776,1689,951,27.87
91,0,08537,J.P. Hayes,1.776,1526,859,27.94
91,0,10733,Kent Jones,1.776,2090,1177,29.13
91,0,10107,Deane Pappas,1.776,1419,799,30.41
91,0,01945,Kenny Perry,1.776,1668,939,30.74
91,0,01948,Tim Petrovic,1.776,2170,1222,28.42
91,0,06613,Tommy Tolles,1.776,1325,746,31.36
91,0,10425,Jay Williamson,1.776,2050,1154,28.00
99,0,01142,Bart Bryant,1.777,1521,856,28.86
99,0,01666,Bernhard Langer,1.777,1148,646,27.68
99,0,02104,Jeff Sluman,1.777,2134,1201,28.56
102,0,24507,Jason Bohn,1.778,2032,1143,31.85
102,0,01677,Tom Lehman,1.778,1508,848,30.21
102,0,07939,Dan Olsen,1.778,1437,808,29.37
102,0,01941,Tom Pernice Jr.,1.778,2118,1191,28.28
106,0,01938,David Peoples,1.779,1638,921,28.29
107,0,20498,Briny Baird,1.780,2195,1233,28.03
107,0,20628,Arron Oberholser,1.780,1568,881,27.42
107,0,24361,Pat Perez,1.780,2120,1191,30.81
107,0,07749,Brett Quigley,1.780,2066,1161,29.10
107,0,20548,Hidemichi Tanaka,1.780,1885,1059,26.96
112,0,01226,Fred Couples,1.781,1106,621,30.26
