RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
1,0,19846,Brian Gay,1.553,2628,1692
2,0,20593,Greg Chalmers,1.556,1960,1260
3,0,06373,José María Olazábal,1.560,1460,936
3,0,06527,Steve Stricker,1.560,2190,1404
5,0,20229,Stewart Cink,1.564,2731,1746
6,0,01329,Brad Faxon,1.567,2510,1602
6,0,01968,Nick Price,1.567,1410,900
8,0,23541,Ben Crane,1.569,2598,1656
9,0,01928,Corey Pavin,1.570,2232,1422
10,0,25345,Carl Pettersson,1.572,2744,1746
10,0,23497,Tag Ridings,1.572,1415,900
12,0,12602,Dean Wilson,1.573,2803,1782
13,0,10201,Matt Gogel,1.574,2380,1512
14,0,22371,Aaron Baddeley,1.576,2411,1530
15,0,21949,Joe Ogilvie,1.577,2895,1836
16,0,19825,Darren Clarke,1.578,1363,864
16,0,23552,Hank Kuehne,1.578,2528,1602
18,0,24925,Jonathan Byrd,1.579,2359,1494
18,0,19972,José Coceres,1.579,1819,1152
20,0,08793,Tiger Woods,1.580,2048,1296
21,0,20433,Mark Hensby,1.581,2646,1674
22,0,20127,Chris Riley,1.582,2107,1332
22,0,02010,Loren Roberts,1.582,2249,1422
24,0,06522,Ernie Els,1.583,1653,1044
24,0,21731,Freddie Jacobson,1.583,2280,1440
26,0,01761,Len Mattiace,1.584,2139,1350
27,0,12680,Shigeki Maruyama,1.585,2625,1656
27,0,12660,Jesper Parnevik,1.585,2454,1548
29,0,01320,Bob Estes,1.586,2027,1278
29,0,01938,David Peoples,1.586,2284,1440
31,0,01042,Paul Azinger,1.587,2142,1350
31,0,06809,Bob Burns,1.587,2456,1548
31,0,08931,Glen Day,1.587,2828,1782
34,0,01619,Skip Kendall,1.588,2829,1782
34,0,02214,Kirk Triplett,1.588,2401,1512
36,0,01887,Mark O'Meara,1.589,1659,1044
37,0,01706,Davis Love III,1.590,2146,1350
37,0,20663,Brenden Pappas,1.590,3091,1944
39,0,22913,John Rollins,1.591,2434,1530
40,0,01157,Tom Byrum,1.593,2380,1494
40,0,20850,Daniel Chopra,1.593,3040,1908
40,0,26420,Richard Johnson,1.593,2925,1836
40,0,22548,Patrick Sheehan,1.593,3182,1998
44,0,01473,Todd Hamilton,1.595,2526,1584
44,0,01927,Dennis Paulson,1.595,2038,1278
46,0,21805,Harrison Frazar,1.596,2356,1476
46,0,20157,Retief Goosen,1.596,1580,990
46,0,22046,Geoff Ogilvy,1.596,2499,1566
49,0,20098,Stuart Appleby,1.597,2242,1404
49,0,12760,Danny Ellis,1.597,2213,1386
49,0,24781,Hunter Mahan,1.597,2702,1692
49,0,25396,Kevin Na,1.597,2760,1728
49,0,10423,Mike Weir,1.597,2099,1314
54,0,06197,Michael Allen,1.598,2445,1530
55,0,10107,Deane Pappas,1.599,2015,1260
55,0,02239,Scott Verplank,1.599,2619,1638
57,0,01161,Mark Calcavecchia,1.600,2246,1404
57,0,06251,Chris DiMarco,1.600,2822,1764
57,0,20121,Todd Fischer,1.600,2938,1836
60,0,01388,Robert Gamez,1.601,2969,1854
60,0,01457,Jay Haas,1.601,2277,1422
60,0,01948,Tim Petrovic,1.601,3084,1926
63,0,11032,Frank Lickliter II,1.603,2481,1548
64,0,01249,John Daly,1.604,2281,1422
65,0,01381,Fred Funk,1.605,2774,1728
65,0,10860,Justin Leonard,1.605,2455,1530
67,0,21407,Arjun Atwal,1.606,2399,1494
67,0,23135,Tim Clark,1.606,2428,1512
67,0,12753,David Morland IV,1.606,2110,1314
67,0,20572,Rod Pampling,1.606,2718,1692
71,0,01024,Billy Andrade,1.607,3008,1872
71,0,07363,Craig Bowden,1.607,2401,1494
71,0,01378,David Frost,1.607,2256,1404
71,0,24024,Zach Johnson,1.607,3095,1926
71,0,06595,Kevin Sutherland,1.607,2343,1458
76,0,01666,Bernhard Langer,1.608,1592,990
76,0,01810,Phil Mickelson,1.608,2287,1422
76,0,23320,Ryan Palmer,1.608,2895,1800
76,0,06078,Esteban Toledo,1.608,2605,1620
80,0,12645,Brent Geiberger,1.609,2635,1638
80,0,08537,J.P. Hayes,1.609,2172,1350
80,0,08075,Jerry Kelly,1.609,3156,1962
80,0,10585,Scott McCarron,1.609,2490,1548
80,0,01920,Craig Parry,1.609,1448,900
80,0,23621,Rory Sabbatini,1.609,2490,1548
80,0,06613,Tommy Tolles,1.609,1940,1206
87,0,12652,Cameron Beckman,1.610,2782,1728
88,0,19881,Robert Damron,1.611,2667,1656
88,0,07457,Steve Flesch,1.611,3044,1890
88,0,24502,Adam Scott,1.611,1508,936
91,0,06004,Stephen Ames,1.612,2756,1710
91,0,07223,Brian Bateman,1.612,2321,1440
91,0,02223,Bob Tway,1.612,2467,1530
91,0,10425,Jay Williamson,1.612,2843,1764
95,0,12705,Cliff Kresge,1.613,2526,1566
95,0,22405,Justin Rose,1.613,2091,1296
97,0,02099,Scott Simpson,1.614,1598,990
97,0,08385,Omar Uresti,1.614,2470,1530
99,0,12782,Tim Herron,1.616,2415,1494
100,0,01132,Mark Brooks,1.617,2037,1260
101,0,01941,Tom Pernice Jr.,1.618,2884,1782
102,0,22621,Ben Curtis,1.620,1516,936
102,0,02246,Duffy Waldorf,1.620,2129,1314
104,0,20029,Notah Begay III,1.621,1955,1206
104,0,01707,Steve Lowery,1.621,2597,1602
104,0,07749,Brett Quigley,1.621,2859,1764
107,0,24357,K.J. Choi,1.622,2394,1476
107,0,23108,Matt Kuchar,1.622,2423,1494
107,0,21959,Ted Purdy,1.622,3270,2016
110,0,20104,Ken Duke,1.623,2541,1566
110,0,23623,Bo Van Pelt,1.623,3038,1872
112,0,20585,Niclas Fasth,1.624,1754,1080
112,0,01361,Dan Forsman,1.624,2251,1386
112,0,06332,Neal Lancaster,1.624,3010,1854
112,0,06567,Vijay Singh,1.624,3216,1980
116,0,06214,Guy Boros,1.625,1872,1152
116,0,20472,Alex Cejka,1.625,2048,1260
116,0,01219,John Cook,1.625,1550,954
116,0,25686,Jason Dufner,1.625,2311,1422
116,0,01577,Lee Janzen,1.625,2399,1476
121,0,20378,Mathias Grönberg,1.626,2546,1566
121,0,01685,J.L. Lewis,1.626,3102,1908
123,0,08337,Mike Heinen,1.627,1552,954
123,0,20382,Stephen Leaney,1.627,2196,1350
123,0,23325,Vaughn Taylor,1.627,2402,1476
126,0,22293,Heath Slocum,1.628,2637,1620
126,0,20580,Andre Stolz,1.628,1553,954
128,0,01139,Olin Browne,1.629,2580,1584
128,0,01527,Scott Hoch,1.629,1495,918
128,0,20628,Arron Oberholser,1.629,2140,1314
128,0,07939,Dan Olsen,1.629,2140,1314
128,0,10912,Craig Perks,1.629,2111,1296
128,0,20548,Hidemichi Tanaka,1.629,2610,1602
134,0,01261,Jay Delsing,1.630,2142,1314
134,0,02104,Jeff Sluman,1.630,2846,1746
136,0,12394,Tom Carter,1.631,3230,1980
137,0,21633,Steve Allan,1.632,2908,1782
137,0,02206,David Toms,1.632,2174,1332
