RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
139,0,21961,Charles Howell III,1.633,2969,1818
139,0,01926,Steve Pate,1.633,2028,1242
141,0,08835,Kris Cox,1.634,2088,1278
141,0,06575,Dudley Hart,1.634,1706,1044
141,0,01771,Blaine McCallister,1.634,2000,1224
144,0,23353,J.J. Henry,1.635,3031,1854
145,0,24507,Jason Bohn,1.636,2798,1710
145,0,21893,Brian Kortan,1.636,1826,1116
145,0,01677,Tom Lehman,1.636,1943,1188
145,0,01724,Jeff Maggert,1.636,1767,1080
149,0,07721,Pat Bates,1.637,2859,1746
149,0,01313,Steve Elkington,1.637,1797,1098
149,0,12823,Carlos Franco,1.637,2918,1782
152,0,23613,Rich Barcelo,1.638,1916,1170
152,0,06515,Shaun Micheel,1.638,2683,1638
152,0,12682,Hirofumi Miyase,1.638,1857,1134
152,0,24361,Pat Perez,1.638,2948,1800
156,0,19824,Craig Barlow,1.640,2302,1404
156,0,01203,Russ Cochran,1.640,1801,1098
156,0,02049,Gene Sauers,1.640,2391,1458
159,0,23983,Luke Donald,1.641,2127,1296
159,0,20634,Peter Lonard,1.641,1950,1188
159,0,08339,Spike McRoy,1.641,2688,1638
162,0,12510,Chad Campbell,1.642,2749,1674
163,0,01142,Bart Bryant,1.643,2041,1242
164,0,01226,Fred Couples,1.644,1539,936
165,0,01127,Danny Briggs,1.645,2398,1458
165,0,02002,John Riegger,1.645,1569,954
167,0,21878,Mark Wilson,1.646,1837,1116
168,0,01035,Tommy Armour III,1.647,2579,1566
168,0,07867,Woody Austin,1.647,2786,1692
168,0,10733,Kent Jones,1.647,2876,1746
168,0,02101,Joey Sindelar,1.647,2906,1764
168,0,23307,Roger Tambellini,1.647,2313,1404
173,0,23614,Rich Beem,1.649,2286,1386
173,0,01553,John Huston,1.649,1662,1008
175,0,21646,David Branshaw,1.650,2435,1476
175,0,23338,David Gossett,1.650,1693,1026
175,0,08881,Tripp Isenhour,1.650,1574,954
178,0,08123,Jeff Brehaut,1.651,3091,1872
178,0,20094,Jonathan Kaye,1.651,2259,1368
180,0,11123,Chris Couch,1.652,1635,990
181,0,01797,Rocco Mediate,1.653,1428,864
181,0,01945,Kenny Perry,1.653,2261,1368
183,0,24290,D.J. Brigman,1.654,2263,1368
183,0,10213,Dicky Pride,1.654,1876,1134
185,0,25237,Kevin Muncrief,1.656,1490,900
186,0,25900,Lucas Glover,1.659,2718,1638
186,0,23063,Scott Hend,1.659,2359,1422
186,0,02245,Grant Waite,1.659,2300,1386
189,0,26287,Roland Thatcher,1.660,1972,1188
190,0,10885,Robert Allenby,1.664,2635,1584
190,0,20645,John Senden,1.664,2875,1728
192,0,21209,Sergio Garcia,1.666,1919,1152
193,0,20498,Briny Baird,1.667,2910,1746
193,0,01766,Billy Mayfair,1.667,3151,1890
195,0,06621,Joe Durant,1.675,2563,1530
196,0,02106,Chris Smith,1.686,3186,1890
