RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY
1,0,09011,David Duval,$2591031
2,0,06567,Vijay Singh,$2488998
3,0,01887,Mark O'Meara,$2366699
4,0,08793,Tiger Woods,$2241117
5,0,10809,Jim Furyk,$2054334
6,0,02170,Hal Sutton,$1871240
7,0,01226,Fred Couples,$1839889
8,0,01810,Phil Mickelson,$1837246
9,0,10860,Justin Leonard,$1711323
10,0,01553,John Huston,$1624110
11,0,01706,Davis Love III,$1585819
12,0,01677,Tom Lehman,$1453673
13,0,01161,Mark Calcavecchia,$1411720
14,0,01577,Lee Janzen,$1355314
15,0,08931,Glen Day,$1336516
16,0,01766,Billy Mayfair,$1326352
17,0,06527,Steve Stricker,$1313948
18,0,01527,Scott Hoch,$1298053
19,0,12660,Jesper Parnevik,$1290822
20,0,02239,Scott Verplank,$1285269
21,0,02223,Bob Tway,$1283447
22,0,01219,John Cook,$1235511
23,0,02146,Payne Stewart,$1203746
24,0,02104,Jeff Sluman,$1191375
25,0,01381,Fred Funk,$1128488
26,5,02256,Tom Watson,$1076585
27,-1,01968,Nick Price,$1019404
28,-1,01926,Steve Pate,$1001254
29,-1,01723,Andrew Magee,$994302
30,-1,01724,Jeff Maggert,$992964
31,-1,01320,Bob Estes,$987930
32,0,06575,Dudley Hart,$924329
33,0,20229,Stewart Cink,$858898
34,0,01313,Steve Elkington,$855775
35,0,01619,Skip Kendall,$817164
36,0,01282,Trevor Dodds,$815340
37,0,01943,Chris Perry,$800171
38,0,01024,Billy Andrade,$787684
39,0,07457,Steve Flesch,$781686
40,0,06522,Ernie Els,$763783
41,0,01599,Steve Jones,$762144
42,0,01185,Brandel Chamblee,$755936
43,0,20098,Stuart Appleby,$717962
44,0,06621,Joe Durant,$651803
45,0,02206,David Toms,$639973
46,0,11032,Frank Lickliter II,$604847
47,0,20396,Lee Westwood,$599586
48,0,01139,Olin Browne,$590240
49,0,01116,Michael Bradley,$583001
50,0,12645,Brent Geiberger,$573098
51,0,01042,Paul Azinger,$568233
52,0,08537,J.P. Hayes,$563772
53,0,01035,Tommy Armour III,$558450
54,0,01457,Jay Haas,$546954
55,0,01376,Bob Friend,$544589
56,0,12782,Tim Herron,$531073
57,0,01941,Tom Pernice Jr.,$526450
58,0,01249,John Daly,$494940
59,0,01797,Rocco Mediate,$489996
60,0,01945,Kenny Perry,$487551
61,0,01329,Brad Faxon,$478662
62,0,02214,Kirk Triplett,$472145
63,0,10585,Scott McCarron,$470597
64,0,02010,Loren Roberts,$467285
65,0,02101,Joey Sindelar,$466797
66,0,01823,Larry Mize,$464294
67,0,21805,Harrison Frazar,$461633
68,0,02099,Scott Simpson,$449777
69,0,01510,Nolan Henke,$444561
70,0,06595,Kevin Sutherland,$444429
71,0,01707,Steve Lowery,$430540
72,0,02218,Ted Tryba,$426286
73,0,01761,Len Mattiace,$422516
74,0,01175,Jim Carter,$417784
75,0,01569,Peter Jacobsen,$417336
76,0,01690,Bruce Lietzke,$412938
77,0,06044,Scott Gump,$408592
78,0,02133,Craig Stadler,$405841
79,0,01098,Jay Don Blake,$405305
80,0,01266,Clark Dennis,$401440
81,0,02294,Willie Wood,$401410
82,0,02321,Fuzzy Zoeller,$392708
83,0,08635,Colin Montgomerie,$372656
84,0,10962,Bradley Hughes,$370767
85,0,19881,Robert Damron,$370211
86,0,06643,Paul Goydos,$368413
87,0,06004,Stephen Ames,$357859
88,0,01418,Bill Glasson,$357722
89,0,01326,Nick Faldo,$350703
90,0,06332,Neal Lancaster,$346563
91,0,01549,Mike Hulbert,$342004
92,0,08075,Jerry Kelly,$340144
93,0,01203,Russ Cochran,$339389
94,0,12663,Phil Tataurangi,$335821
95,0,02257,Brian Watts,$335735
96,0,06078,Esteban Toledo,$330944
97,0,08375,Paul Stankowski,$328086
98,0,06012,Greg Kraft,$326571
99,0,08553,Lee Porter,$325415
100,0,01361,Dan Forsman,$322658
101,0,01920,Craig Parry,$312710
102,0,01191,Barry Cheesman,$310535
103,0,01748,Doug Martin,$308218
104,0,02246,Duffy Waldorf,$290092
105,0,08385,Omar Uresti,$289847
106,0,01685,J.L. Lewis,$287753
107,0,01323,Brad Fabel,$285474
108,0,10457,Frank Nobilo,$285384
109,0,02279,Mark Wiebe,$282211
110,0,20099,Doug Barron,$279552
111,0,10423,Mike Weir,$275017
112,0,01666,Bernhard Langer,$265715
113,0,02008,Lee Rinker,$264164
114,0,06251,Chris DiMarco,$260334
115,0,01063,Ben Bates,$260225
116,0,06064,Jeff Gallagher,$259769
117,0,20583,David Carter,$257854
118,0,06617,Brian Henninger,$256714
119,0,07753,Kevin Wentworth,$256174
120,0,06613,Tommy Tolles,$255053
121,0,01157,Tom Byrum,$252832
122,0,01533,P.H. Horgan III,$249100
123,0,08993,Franklin Langham,$248412
124,0,07101,Dave Stockton Jr.,$245809
125,0,02245,Grant Waite,$245636
126,0,10569,Mike Brisky,$245389
127,0,02007,Larry Rinker,$240743
128,0,01905,Joe Ozaki,$240551
129,0,06581,David Sutherland,$239330
130,0,01996,Mike Reid,$238505
131,0,12702,Costantino Rocca,$232040
132,0,02131,Mike Springer,$230795
133,0,01771,Blaine McCallister,$228304
134,43,01869,Jack Nicklaus,$228157
135,-1,07749,Brett Quigley,$228076
136,-1,01132,Mark Brooks,$226820
137,-1,01891,David Ogrin,$224423
138,-1,01331,Rick Fehr,$221745
139,-1,02023,Clarence Rose,$220793
140,-1,10885,Robert Allenby,$216867
141,-1,02106,Chris Smith,$209933
142,-1,06373,José María Olazábal,$208486
143,-1,01633,Tom Kite,$205962
144,-1,06315,Pete Jordan,$202682
145,-1,01353,Bruce Fleisher,$201086
146,-1,02190,Doug Tewell,$200466
147,-1,01096,Phil Blackmar,$200219
148,-1,01302,R.W. Eaks,$199499
149,-1,01408,Kelly Gibson,$198574
150,-1,01705,Tim Loustalot,$197918
151,-1,02135,Mike Standly,$195976
152,-1,01378,David Frost,$190971
153,-1,01414,Bob Gilder,$190913
154,-1,01876,Greg Norman,$185925
155,-1,08339,Spike McRoy,$183770
156,-1,01261,Jay Delsing,$179683
157,-1,01717,Sandy Lyle,$176354
158,-1,02267,D.A. Weibring,$174504
159,-1,07569,Mark Carnevale,$174470
160,-1,21584,Richie Coughlan,$174035
161,-1,08547,John Maginnes,$172165
162,-1,02241,Bobby Wadkins,$171854
163,-1,01928,Corey Pavin,$168485
164,-1,01468,Gary Hallberg,$167540
165,-1,21007,Gabriel Hjertstedt,$167072
166,-1,01196,Brian Claar,$165630
167,-1,10733,Kent Jones,$158339
168,-1,19905,Andrew Coltart,$156305
169,-1,01385,Jim Gallagher Jr.,$153992
170,-1,10195,Tim Conley,$151355
171,-1,02002,John Riegger,$150874
172,-1,08633,Per-Ulrik Johansson,$149192
173,-1,08545,Glen Hnatiuk,$148098
174,-1,01475,Donnie Hammond,$145843
175,-1,07087,Hugh Royer III,$143963
176,-1,01093,Ronnie Black,$143631
177,-1,07269,Greg Turner,$141354
178,0,02300,Ian Woosnam,$127405
179,0,20869,Raymond Russell,$126117
180,0,20094,Jonathan Kaye,$123996
181,0,19824,Craig Barlow,$123111
182,0,19825,Darren Clarke,$121628
183,0,01014,Fulton Allem,$118714
184,0,06573,Brandt Jobe,$114285
185,0,01604,Steve Jurgensen,$113783
186,0,07707,Mike Small,$112336
187,0,22075,Ricardo Gonzalez,$110833
188,0,06132,Sonny Skinner,$109418
189,0,01886,Peter O'Malley,$108094
190,0,01975,Tom Purtzer,$107439
191,0,06090,Jim McGovern,$106726
192,182,01559,Hale Irwin,$105244
193,-1,21270,Massimo Florioli,$100000
194,-1,01201,Lennie Clements,$99839
195,-1,01306,David Edwards,$97252
196,-1,08337,Mike Heinen,$93134
197,-1,10944,Thomas Bjørn,$92838
198,-1,06014,Eric Booker,$92788
199,-1,01156,Curt Byrum,$92734
200,-1,01388,Robert Gamez,$87398
201,-1,01607,Brian Kamm,$87326
202,-1,20766,Padraig Harrington,$85852
203,-1,02159,Curtis Strange,$78836
204,-1,12680,Shigeki Maruyama,$78556
205,-1,06214,Guy Boros,$77203
206,-1,01334,Keith Fergus,$77098
207,-1,06056,Jim Estes,$73438
208,-1,20154,Guy Hill,$71495
209,-1,19958,Miguel Angel Jiménez,$67500
210,-1,01133,Billy Ray Brown,$63724
211,-1,01796,Mark McNulty,$57750
212,-1,01006,John Adams,$56467
213,-1,07867,Woody Austin,$56028
214,-1,10213,Dicky Pride,$52680
215,-1,20848,Ángel Cabrera,$50833
216,-1,01068,Andy Bean,$48964
217,-1,01960,Don Pooley,$48547
218,-1,01060,Dave Barr,$48131
219,-1,02049,Gene Sauers,$47917
220,-1,01118,Gordon Brand Jr.,$47705
221,-1,01235,Ben Crenshaw,$47143
222,-1,12823,Carlos Franco,$46079
223,-1,12461,Paul McGinley,$45500
224,-1,12755,Vance Veazey,$45145
