RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF HOLES
1,0,01200,Keith Clearwater,7
2,0,06006,JC Anderson,6
2,0,01042,Paul Azinger,6
2,0,01185,Brandel Chamblee,6
2,0,01196,Brian Claar,6
2,0,01331,Rick Fehr,6
2,0,01381,Fred Funk,6
2,0,01475,Donnie Hammond,6
2,0,02067,Ted Schulz,6
2,0,02256,Tom Watson,6
2,0,06589,Jeff Woodland,6
12,0,06204,Jeff Barlow,5
12,0,01129,Bill Britton,5
12,0,06124,Patrick Burke,5
12,0,10195,Tim Conley,5
12,0,06150,Carl Cooper,5
12,0,06144,John Dowdall,5
12,0,01329,Brad Faxon,5
12,0,06058,John Flannery,5
12,0,01390,Buddy Gardner,5
12,0,01414,Bob Gilder,5
12,0,06044,Scott Gump,5
12,0,01549,Mike Hulbert,5
12,0,01553,John Huston,5
12,0,01633,Tom Kite,5
12,0,06332,Neal Lancaster,5
12,0,01707,Steve Lowery,5
12,0,01783,Mark McCumber,5
12,0,01823,Larry Mize,5
12,0,01849,Bill Murchison,5
12,0,01864,Larry Nelson,5
12,0,01876,Greg Norman,5
12,0,01934,Dave Peege,5
12,0,01946,Peter Persons,5
12,0,01968,Nick Price,5
12,0,01971,Dillard Pruitt,5
12,0,02007,Larry Rinker,5
12,0,02111,Mike Smith,5
12,0,02131,Mike Springer,5
12,0,02170,Hal Sutton,5
12,0,02214,Kirk Triplett,5
12,0,02217,Dennis Trixler,5
12,0,02294,Willie Wood,5
12,0,02321,Fuzzy Zoeller,5
45,0,01014,Fulton Allem,4
45,0,06197,Michael Allen,4
45,0,01060,Dave Barr,4
45,0,01068,Andy Bean,4
45,0,01072,Chip Beck,4
45,0,06086,Russell Beiersdorf,4
45,0,01093,Ronnie Black,4
45,0,01098,Jay Don Blake,4
45,0,01116,Michael Bradley,4
45,0,01133,Billy Ray Brown,4
45,0,01157,Tom Byrum,4
45,0,01161,Mark Calcavecchia,4
45,0,07569,Mark Carnevale,4
45,0,01191,Barry Cheesman,4
45,0,01201,Lennie Clements,4
45,0,01203,Russ Cochran,4
45,0,01218,Jeff Cook,4
45,0,01226,Fred Couples,4
45,0,01242,Rod Curl,4
45,0,01248,Rick Dalpos,4
45,0,06034,Marco Dawson,4
45,0,01261,Jay Delsing,4
45,0,01288,Ed Dougherty,4
45,0,01306,David Edwards,4
45,0,01307,Joel Edwards,4
45,0,01313,Steve Elkington,4
45,0,06599,John Elliott,4
45,0,01320,Bob Estes,4
45,0,01323,Brad Fabel,4
45,0,01346,Ed Fiori,4
45,0,01353,Bruce Fleisher,4
45,0,01361,Dan Forsman,4
45,0,01374,Robin Freeman,4
45,0,01378,David Frost,4
45,0,01385,Jim Gallagher Jr.,4
45,0,01388,Robert Gamez,4
45,0,01408,Kelly Gibson,4
45,0,01418,Bill Glasson,4
45,0,01425,Ernie Gonzalez,4
45,0,06643,Paul Goydos,4
45,0,01443,Hubert Green,4
45,0,01444,Ken Green,4
45,0,01457,Jay Haas,4
45,0,01469,Dan Halldorson,4
45,0,06575,Dudley Hart,4
45,0,01507,Webb Heintzelman,4
45,0,01510,Nolan Henke,4
45,0,06617,Brian Henninger,4
45,0,01533,P.H. Horgan III,4
45,0,01550,Ed Humenik,4
45,0,01557,John Inman,4
45,0,01564,David Jackson,4
45,0,01577,Lee Janzen,4
45,0,01607,Brian Kamm,4
45,0,01619,Skip Kendall,4
45,0,01639,Kenny Knox,4
45,0,06012,Greg Kraft,4
45,0,01677,Tom Lehman,4
45,0,01682,Wayne Levi,4
45,0,01701,Bob Lohr,4
45,0,01706,Davis Love III,4
45,0,01724,Jeff Maggert,4
45,0,01725,John Mahaffey,4
45,0,01736,Roger Maltbie,4
45,0,01766,Billy Mayfair,4
45,0,01771,Blaine McCallister,4
45,0,06090,Jim McGovern,4
45,0,08635,Colin Montgomerie,4
45,0,01837,Gil Morgan,4
45,0,08045,Perry Moss,4
45,0,01887,Mark O'Meara,4
45,0,01890,Brett Ogle,4
45,0,01891,David Ogrin,4
45,0,01905,Joe Ozaki,4
45,0,01906,Masashi Jumbo Ozaki,4
45,0,01920,Craig Parry,4
45,0,01926,Steve Pate,4
45,0,01928,Corey Pavin,4
45,0,01938,David Peoples,4
45,0,01945,Kenny Perry,4
45,0,01960,Don Pooley,4
45,0,01975,Tom Purtzer,4
45,0,08759,Tad Rhyan,4
45,0,02010,Loren Roberts,4
45,0,02020,Eduardo Romero,4
45,0,06040,John Ross,4
45,0,02049,Gene Sauers,4
45,0,06136,Mike Schuchart,4
45,0,02090,Tom Sieckmann,4
45,0,02100,Tim Simpson,4
45,0,02101,Joey Sindelar,4
45,0,06567,Vijay Singh,4
45,0,02104,Jeff Sluman,4
45,0,02106,Chris Smith,4
45,0,02133,Craig Stadler,4
45,0,02146,Payne Stewart,4
45,0,02167,Mike Sullivan,4
45,0,02180,Harry Taylor,4
45,0,02206,David Toms,4
45,0,02218,Ted Tryba,4
45,0,02224,Greg Twiggs,4
45,0,02225,Howard Twitty,4
45,0,02242,Lanny Wadkins,4
45,0,02245,Grant Waite,4
45,0,02246,Duffy Waldorf,4
45,0,02257,Brian Watts,4
45,0,02267,D.A. Weibring,4
45,0,02279,Mark Wiebe,4
153,0,01006,John Adams,3
153,0,10885,Robert Allenby,3
153,0,01024,Billy Andrade,3
153,0,01035,Tommy Armour III,3
153,0,01047,Carl Baker,3
153,0,01049,Ian Baker-Finch,3
153,0,10505,Shane Bertsch,3
153,0,01096,Phil Blackmar,3
153,0,01132,Mark Brooks,3
153,0,01143,Brad Bryant,3
153,0,01150,George Burns,3
153,0,06691,Greg Cesario,3
153,0,01197,Bobby Clampett,3
153,0,01214,Frank Conner,3
153,0,01219,John Cook,3
153,0,01235,Ben Crenshaw,3
153,0,01249,John Daly,3
153,0,01258,John DeForest,3
153,0,06247,David Delong,3
153,0,01282,Trevor Dodds,3
153,0,01284,Mike Donald,3
153,0,06621,Joe Durant,3
153,0,09011,David Duval,3
153,0,01302,R.W. Eaks,3
153,0,01303,Bob Eastwood,3
153,0,01326,Nick Faldo,3
153,0,01342,Forrest Fezler,3
