RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES (OVERALL)
167,0,21805,Harrison Frazar,3.93,41,1044
168,0,32640,Troy Merritt,3.97,45,1134
168,0,30110,Kyle Stanley,3.97,70,1764
170,0,12510,Chad Campbell,3.98,71,1782
171,0,30925,Dustin Johnson,3.99,51,1278
172,0,23623,Bo Van Pelt,4.01,65,1620
173,0,28158,Steve Marino,4.02,55,1368
174,0,31401,Zack Miller,4.07,63,1548
175,0,10885,Robert Allenby,4.08,61,1494
175,0,26881,Jarrod Lyle,4.08,61,1494
177,0,34255,Joseph Bramlett,4.11,54,1314
178,0,24502,Adam Scott,4.14,44,1062
179,0,27797,Derek Lamely,4.19,49,1170
180,0,34072,Will Strickler,4.36,40,918
181,0,23788,D.J. Trahan,4.46,73,1638
182,0,27064,Jhonattan Vegas,4.76,72,1512
183,0,06621,Joe Durant,4.85,62,1278
184,0,08725,Tom Gillis,4.95,49,990
185,0,25444,Justin Hicks,5.19,56,1080
186,0,26289,Boo Weekley,5.56,66,1188
