RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES (OVERALL)
1,0,23983,Luke Donald,1.24,15,1206
2,0,21731,Freddie Jacobson,1.75,29,1656
3,0,20593,Greg Chalmers,1.83,29,1584
3,0,23108,Matt Kuchar,1.83,29,1584
3,0,23800,Bryce Molder,1.83,27,1476
6,0,29478,Kevin Kisner,1.98,25,1260
7,0,24490,George McNeill,2.01,25,1242
8,0,24925,Jonathan Byrd,2.03,30,1476
9,0,26420,Richard Johnson,2.08,24,1152
9,0,30711,Colt Knost,2.08,30,1440
11,0,25345,Carl Pettersson,2.11,36,1710
12,0,23638,Brendon de Jonge,2.12,40,1890
13,0,27466,Spencer Levin,2.16,44,2034
14,0,23325,Vaughn Taylor,2.18,35,1602
15,0,33911,Nate Smith,2.19,26,1188
16,0,12602,Dean Wilson,2.24,25,1116
17,0,25396,Kevin Na,2.25,34,1512
17,0,06527,Steve Stricker,2.25,28,1242
19,0,01948,Tim Petrovic,2.27,36,1584
20,0,21209,Sergio Garcia,2.28,25,1098
21,0,22378,Trevor Immelman,2.31,35,1512
22,0,29221,Webb Simpson,2.32,41,1764
23,0,24024,Zach Johnson,2.35,33,1404
23,0,26300,Matt Jones,2.35,30,1278
25,0,11123,Chris Couch,2.36,31,1314
25,0,23497,Tag Ridings,2.36,37,1566
27,0,23353,J.J. Henry,2.37,41,1728
27,0,26596,Ryan Moore,2.37,32,1350
29,0,27095,Nick Watney,2.38,33,1386
30,0,19846,Brian Gay,2.41,39,1620
30,0,20160,Charlie Wi,2.41,36,1494
32,0,01577,Lee Janzen,2.42,27,1116
33,0,01313,Steve Elkington,2.44,22,900
34,0,01116,Michael Bradley,2.48,33,1332
35,0,02206,David Toms,2.49,35,1404
36,0,24138,Ian Poulter,2.51,23,918
37,0,21949,Joe Ogilvie,2.52,34,1350
38,0,22371,Aaron Baddeley,2.53,35,1386
39,0,27649,Brandt Snedeker,2.55,39,1530
40,0,08375,Paul Stankowski,2.56,36,1404
41,0,07457,Steve Flesch,2.59,41,1584
42,0,08075,Jerry Kelly,2.61,40,1530
43,0,30926,Chris Kirk,2.62,41,1566
43,0,29518,Brendan Steele,2.62,42,1602
45,0,29910,Blake Adams,2.63,55,2088
46,0,31202,William McGirt,2.64,49,1854
46,0,27939,Matt McQuillan,2.64,28,1062
46,0,24663,Y.E. Yang,2.64,28,1062
49,0,28486,Michael Putnam,2.65,32,1206
50,0,24604,Hunter Haas,2.66,46,1728
51,0,22961,David Mathis,2.68,40,1494
52,0,10505,Shane Bertsch,2.69,30,1116
53,0,27936,Martin Laird,2.70,37,1368
54,0,10860,Justin Leonard,2.71,40,1476
55,0,33141,Keegan Bradley,2.75,45,1638
55,0,06251,Chris DiMarco,2.75,46,1674
55,0,12782,Tim Herron,2.75,42,1530
58,0,10809,Jim Furyk,2.78,43,1548
58,0,26758,David Hearn,2.78,44,1584
58,0,21961,Charles Howell III,2.78,54,1944
58,0,23320,Ryan Palmer,2.78,40,1440
58,0,20572,Rod Pampling,2.78,36,1296
58,0,20645,John Senden,2.78,47,1692
58,0,27330,Josh Teater,2.78,52,1872
65,0,27974,Sung Kang,2.82,32,1134
65,0,10585,Scott McCarron,2.82,33,1170
67,0,27141,J.B. Holmes,2.83,27,954
68,0,27214,Kevin Streelman,2.84,46,1620
69,0,21753,Brian Davis,2.86,54,1890
69,0,01706,Davis Love III,2.86,36,1260
71,0,28475,Jeff Overton,2.87,47,1638
72,0,32150,Michael Thompson,2.88,41,1422
73,0,28089,Jason Day,2.89,38,1314
74,0,20098,Stuart Appleby,2.91,34,1170
75,0,33413,Ben Martin,2.93,39,1332
75,0,22348,Nick O'Hern,2.93,47,1602
75,0,33419,Cameron Tringale,2.93,58,1980
78,0,20229,Stewart Cink,2.94,37,1260
78,0,23621,Rory Sabbatini,2.94,45,1530
80,0,29720,Andres Gonzales,2.96,32,1080
80,0,24924,Bill Haas,2.96,49,1656
82,0,22293,Heath Slocum,2.97,47,1584
83,0,27120,Troy Matteson,2.99,49,1638
84,0,20848,Ángel Cabrera,3.00,27,900
84,0,32876,Martin Piller,3.00,34,1134
84,0,21878,Mark Wilson,3.00,47,1566
87,0,21350,Ryuji Imada,3.01,45,1494
88,0,25632,Jimmy Walker,3.02,43,1422
89,0,25562,Andres Romero,3.03,42,1386
89,0,26679,Kevin Stadler,3.03,48,1584
91,0,21407,Arjun Atwal,3.05,50,1638
91,0,23409,James Driscoll,3.05,39,1278
91,0,30946,Alex Prugh,3.05,45,1476
94,0,20498,Briny Baird,3.06,33,1080
94,0,32366,Kevin Chappell,3.06,43,1404
94,0,20157,Retief Goosen,3.06,27,882
97,0,23673,Michael Connell,3.07,42,1368
98,0,25900,Lucas Glover,3.08,41,1332
98,0,31193,Jim Renner,3.08,36,1170
100,0,32102,Rickie Fowler,3.09,45,1458
100,0,26951,Johnson Wagner,3.09,45,1458
102,0,20070,Matt Bettencourt,3.11,47,1512
102,0,20472,Alex Cejka,3.11,33,1062
102,0,24357,K.J. Choi,3.11,42,1350
102,0,28679,Fabián Gómez,3.11,47,1512
102,0,19970,Robert Karlsson,3.11,33,1062
102,0,22046,Geoff Ogilvy,3.11,37,1188
108,0,26851,Marc Leishman,3.13,49,1566
109,0,06004,Stephen Ames,3.14,39,1242
110,0,28620,Aron Price,3.16,33,1044
111,0,29420,Billy Horschel,3.19,43,1350
111,0,26668,Marc Turnesa,3.19,31,972
111,0,27770,Camilo Villegas,3.19,39,1224
114,0,23541,Ben Crane,3.20,42,1314
114,0,22621,Ben Curtis,3.20,38,1188
116,0,29718,Anthony Kim,3.21,41,1278
116,0,35087,Bio Kim,3.21,41,1278
118,0,20127,Chris Riley,3.22,44,1368
119,0,24507,Jason Bohn,3.23,43,1332
120,0,32698,Bobby Gates,3.25,48,1476
121,0,26331,Charl Schwartzel,3.27,33,1008
122,0,25274,Steven Bowditch,3.29,51,1548
122,0,06643,Paul Goydos,3.29,48,1458
122,0,10733,Kent Jones,3.29,45,1368
122,0,27933,John Merrick,3.29,42,1278
126,0,07867,Woody Austin,3.30,35,1062
126,0,06522,Ernie Els,3.30,41,1242
126,0,20766,Padraig Harrington,3.30,35,1062
129,0,25240,D.A. Points,3.31,53,1602
130,0,12716,Charley Hoffman,3.32,55,1656
131,0,06573,Brandt Jobe,3.33,60,1800
132,0,24361,Pat Perez,3.36,46,1368
132,0,20436,Garrett Willis,3.36,43,1278
134,0,30692,Scott Stallings,3.37,51,1512
135,0,06515,Shaun Micheel,3.39,47,1386
136,0,24290,D.J. Brigman,3.40,41,1206
137,0,24140,Sean O'Hair,3.41,43,1260
137,0,25834,Daniel Summerhays,3.41,46,1350
139,0,25818,Scott Piercy,3.42,48,1404
140,0,23718,Nathan Green,3.43,50,1458
141,0,27963,Chris Stroud,3.47,55,1584
142,0,26287,Roland Thatcher,3.48,42,1206
143,0,28087,Kris Blanks,3.50,58,1656
143,0,23548,Bill Lunde,3.50,58,1656
145,0,30750,Tommy Gainey,3.53,66,1872
145,0,22913,John Rollins,3.53,54,1530
147,0,01810,Phil Mickelson,3.54,49,1386
148,0,25572,Graeme McDowell,3.55,30,846
149,0,24358,Robert Garrigus,3.61,54,1494
149,0,22405,Justin Rose,3.61,50,1386
151,0,24781,Hunter Mahan,3.62,58,1602
152,0,25686,Jason Dufner,3.63,51,1404
153,0,09011,David Duval,3.65,44,1206
154,0,25804,Bubba Watson,3.66,52,1422
155,0,25457,Alexandre Rocha,3.68,43,1170
156,0,24846,Ricky Barnes,3.70,52,1404
157,0,01766,Billy Mayfair,3.72,63,1692
158,0,23614,Rich Beem,3.77,36,954
158,0,08537,J.P. Hayes,3.77,38,1008
160,0,31557,Jim Herman,3.78,47,1242
161,0,26476,Chez Reavie,3.80,63,1656
162,0,24980,Scott Gutschewski,3.81,46,1206
163,0,12652,Cameron Beckman,3.83,49,1278
164,0,06567,Vijay Singh,3.87,55,1422
165,0,01797,Rocco Mediate,3.88,37,954
165,0,31323,Gary Woodland,3.88,65,1674
