RANK,MOVEMENT,PLAYER_ID,PLAYER,% TIMES IMPROVED,# OF TIMES IMPROVED
1,0,06004,Stephen Ames,100.0,1
1,0,19824,Craig Barlow,100.0,1
1,0,01132,Mark Brooks,100.0,1
1,0,01157,Tom Byrum,100.0,2
1,0,24357,K.J. Choi,100.0,4
1,0,20229,Stewart Cink,100.0,2
1,0,01313,Steve Elkington,100.0,2
1,0,23353,J.J. Henry,100.0,1
1,0,08545,Glen Hnatiuk,100.0,1
1,0,08881,Tripp Isenhour,100.0,1
1,0,01666,Bernhard Langer,100.0,1
1,0,11032,Frank Lickliter II,100.0,1
1,0,01766,Billy Mayfair,100.0,1
1,0,08339,Spike McRoy,100.0,2
1,0,06373,José María Olazábal,100.0,2
1,0,24361,Pat Perez,100.0,1
1,0,01941,Tom Pernice Jr.,100.0,1
1,0,02010,Loren Roberts,100.0,1
19,0,22913,John Rollins,75.0,3
20,0,06251,Chris DiMarco,66.7,2
20,0,10809,Jim Furyk,66.7,2
20,0,21209,Sergio Garcia,66.7,2
20,0,19846,Brian Gay,66.7,2
20,0,12645,Brent Geiberger,66.7,2
20,0,06575,Dudley Hart,66.7,2
20,0,01706,Davis Love III,66.7,2
20,0,01810,Phil Mickelson,66.7,4
20,0,22046,Geoff Ogilvy,66.7,2
20,0,20127,Chris Riley,66.7,2
20,0,02106,Chris Smith,66.7,2
31,0,06567,Vijay Singh,60.0,3
32,0,10885,Robert Allenby,50.0,2
32,0,01024,Billy Andrade,50.0,1
32,0,01035,Tommy Armour III,50.0,1
32,0,12510,Chad Campbell,50.0,1
32,0,01175,Jim Carter,50.0,1
32,0,01203,Russ Cochran,50.0,1
32,0,01226,Fred Couples,50.0,1
32,0,23541,Ben Crane,50.0,1
32,0,06522,Ernie Els,50.0,1
32,0,01320,Bob Estes,50.0,1
32,0,07457,Steve Flesch,50.0,2
32,0,23338,David Gossett,50.0,1
32,0,21806,Paul Gow,50.0,1
32,0,01457,Jay Haas,50.0,1
32,0,08537,J.P. Hayes,50.0,1
32,0,12782,Tim Herron,50.0,1
32,0,01527,Scott Hoch,50.0,1
32,0,21961,Charles Howell III,50.0,2
32,0,08633,Per-Ulrik Johansson,50.0,1
32,0,01685,J.L. Lewis,50.0,1
32,0,12680,Shigeki Maruyama,50.0,1
32,0,01761,Len Mattiace,50.0,1
32,0,01797,Rocco Mediate,50.0,1
32,0,01887,Mark O'Meara,50.0,1
32,0,01945,Kenny Perry,50.0,1
32,0,01968,Nick Price,50.0,1
32,0,11011,Mike Sposa,50.0,1
32,0,12663,Phil Tataurangi,50.0,1
32,0,02223,Bob Tway,50.0,1
32,0,02246,Duffy Waldorf,50.0,2
62,0,01381,Fred Funk,40.0,2
62,0,08075,Jerry Kelly,40.0,2
64,0,20098,Stuart Appleby,33.3,1
64,0,23135,Tim Clark,33.3,1
64,0,01329,Brad Faxon,33.3,1
64,0,01724,Jeff Maggert,33.3,1
64,0,02104,Jeff Sluman,33.3,1
64,0,02206,David Toms,33.3,1
64,0,02214,Kirk Triplett,33.3,1
71,0,10565,Ian Leggatt,25.0,1
71,0,10860,Justin Leonard,25.0,1
71,0,01938,David Peoples,25.0,1
74,0,20548,Hidemichi Tanaka,20.0,1
75,0,21633,Steve Allan,.0,0
75,0,07867,Woody Austin,.0,0
75,0,12652,Cameron Beckman,.0,0
75,0,23614,Rich Beem,.0,0
75,0,06809,Bob Burns,.0,0
75,0,01161,Mark Calcavecchia,.0,0
75,0,01185,Brandel Chamblee,.0,0
75,0,19972,José Coceres,.0,0
75,0,01219,John Cook,.0,0
75,0,01249,John Daly,.0,0
75,0,19881,Robert Damron,.0,0
75,0,23983,Luke Donald,.0,0
75,0,06036,Scott Dunlap,.0,0
75,0,09011,David Duval,.0,0
75,0,01307,Joel Edwards,.0,0
75,0,23125,Brad Elder,.0,0
75,0,01361,Dan Forsman,.0,0
75,0,12823,Carlos Franco,.0,0
75,0,01378,David Frost,.0,0
75,0,10201,Matt Gogel,.0,0
75,0,20574,Mathew Goggin,.0,0
75,0,20157,Retief Goosen,.0,0
75,0,06643,Paul Goydos,.0,0
75,0,10117,Bob Heintz,.0,0
75,0,01514,Eduardo Herrera,.0,0
75,0,21259,Jason Hill,.0,0
75,0,01553,John Huston,.0,0
75,0,01569,Peter Jacobsen,.0,0
75,0,01577,Lee Janzen,.0,0
75,0,19958,Miguel Angel Jiménez,.0,0
75,0,06573,Brandt Jobe,.0,0
75,0,23108,Matt Kuchar,.0,0
75,0,06332,Neal Lancaster,.0,0
75,0,20634,Peter Lonard,.0,0
75,0,01707,Steve Lowery,.0,0
75,0,01723,Andrew Magee,.0,0
75,0,06350,Bob May,.0,0
75,0,01771,Blaine McCallister,.0,0
75,0,10585,Scott McCarron,.0,0
75,0,12753,David Morland IV,.0,0
75,0,10457,Frank Nobilo,.0,0
