RANK,MOVEMENT,PLAYER_ID,PLAYER,BEST STREAK,CURRENT STREAK
1,0,02135,Mike Standly,258,3
2,0,02099,Scott Simpson,253,14
3,0,02131,Mike Springer,245,28
4,0,01607,Brian Kamm,241,78
5,0,02090,Tom Sieckmann,231,78
6,0,02100,Tim Simpson,230,230
7,0,02067,Ted Schulz,226,51
7,0,02159,Curtis Strange,226,126
9,0,01196,Brian Claar,215,6
10,0,01313,Steve Elkington,212,16
10,0,02255,Denis Watson,212,5
12,0,01659,Massy Kuramoto,207,2
13,0,02267,D.A. Weibring,201,10
14,0,05319,Gene Jones,195,33
15,0,01736,Roger Maltbie,194,13
16,0,02322,Richard Zokol,191,74
17,0,01161,Mark Calcavecchia,189,61
17,0,02007,Larry Rinker,189,1
17,0,02111,Mike Smith,189,5
20,0,01837,Gil Morgan,188,50
21,0,06086,Russell Beiersdorf,186,1
21,0,06691,Greg Cesario,186,7
21,0,01385,Jim Gallagher Jr.,186,1
21,0,01766,Billy Mayfair,186,19
21,0,02010,Loren Roberts,186,12
26,0,01006,John Adams,185,5
26,0,01035,Tommy Armour III,185,5
26,0,02245,Grant Waite,185,69
29,0,01024,Billy Andrade,184,1
30,0,01042,Paul Azinger,182,1
30,0,02217,Dennis Trixler,182,13
32,0,01533,P.H. Horgan III,181,4
32,0,01920,Craig Parry,181,21
34,0,01185,Brandel Chamblee,178,4
35,0,01282,Trevor Dodds,176,0
36,0,01096,Phil Blackmar,175,31
36,0,01098,Jay Don Blake,175,45
38,0,01072,Chip Beck,172,20
39,0,01571,Barry Jaeckel,170,65
40,0,01569,Peter Jacobsen,168,1
41,0,01346,Ed Fiori,166,47
41,0,01706,Davis Love III,166,61
41,0,02146,Payne Stewart,166,16
44,0,01143,Brad Bryant,165,4
45,0,06575,Dudley Hart,161,9
46,0,01129,Bill Britton,158,5
46,0,01549,Mike Hulbert,158,11
46,0,01666,Bernhard Langer,158,29
46,0,02190,Doug Tewell,158,56
50,0,01068,Andy Bean,157,2
50,0,01235,Ben Crenshaw,157,8
52,0,01331,Rick Fehr,156,14
53,0,01219,John Cook,155,6
53,0,01761,Len Mattiace,155,11
53,0,01869,Jack Nicklaus,155,17
56,0,01510,Nolan Henke,154,1
57,0,01926,Steve Pate,153,14
57,0,02279,Mark Wiebe,153,29
59,0,02104,Jeff Sluman,151,18
60,0,01261,Jay Delsing,150,5
60,0,08277,Greg Lesher,150,5
62,0,01557,John Inman,149,149
62,0,02167,Mike Sullivan,149,5
64,0,06136,Mike Schuchart,148,6
64,0,02241,Bobby Wadkins,148,13
66,0,01468,Gary Hallberg,147,23
66,0,01723,Andrew Magee,147,135
68,0,06034,Marco Dawson,146,2
68,0,02049,Gene Sauers,146,20
70,0,01197,Bobby Clampett,144,144
70,0,01288,Ed Dougherty,144,15
70,0,01418,Bill Glasson,144,8
70,0,02133,Craig Stadler,144,17
70,0,02242,Lanny Wadkins,144,22
75,0,01307,Joel Edwards,143,51
76,0,10195,Tim Conley,142,10
76,0,01218,Jeff Cook,142,7
76,0,02246,Duffy Waldorf,142,22
79,0,01876,Greg Norman,141,33
80,0,01203,Russ Cochran,140,46
80,0,01928,Corey Pavin,140,17
82,0,06643,Paul Goydos,139,28
82,0,01783,Mark McCumber,139,83
82,0,06090,Jim McGovern,139,22
82,0,02218,Ted Tryba,139,22
86,0,01823,Larry Mize,138,25
86,0,01968,Nick Price,138,20
88,0,01306,David Edwards,137,23
88,0,01353,Bruce Fleisher,137,2
88,0,01724,Jeff Maggert,137,1
91,0,01191,Barry Cheesman,135,10
91,0,01755,Dick Mast,135,10
91,0,02180,Harry Taylor,135,46
91,0,06589,Jeff Woodland,135,44
95,0,01132,Mark Brooks,134,51
95,0,06124,Patrick Burke,134,50
95,0,01408,Kelly Gibson,134,10
95,0,01444,Ken Green,134,9
95,0,01887,Mark O'Meara,134,13
95,0,01891,David Ogrin,134,5
95,0,02303,Robert Wrenn,134,13
102,0,01249,John Daly,133,20
103,0,01157,Tom Byrum,132,10
103,0,02185,Lance Ten Broeck,132,40
105,0,01201,Lennie Clements,131,23
105,0,01797,Rocco Mediate,131,4
105,0,02298,Jim Woodward,131,13
108,0,06012,Greg Kraft,130,4
108,0,10795,Neale Smith,130,2
108,0,02206,David Toms,130,9
111,0,10207,Jimmy Johnston,129,21
111,0,01975,Tom Purtzer,129,114
113,0,01329,Brad Faxon,127,69
113,0,06567,Vijay Singh,127,0
115,0,01378,David Frost,126,23
115,0,01701,Bob Lohr,126,14
115,0,08045,Perry Moss,126,0
118,0,06332,Neal Lancaster,125,2
118,0,01677,Tom Lehman,125,24
118,0,02033,Dave Rummells,125,58
121,0,06128,Steve Lamontagne,124,3
121,0,02101,Joey Sindelar,124,43
121,0,02223,Bob Tway,124,93
124,0,01116,Michael Bradley,123,0
124,0,01248,Rick Dalpos,123,41
124,0,01559,Hale Irwin,123,18
124,0,06040,John Ross,123,38
128,0,06197,Michael Allen,122,26
128,0,01320,Bob Estes,122,2
128,0,01443,Hubert Green,122,52
131,0,01284,Mike Donald,121,80
132,0,01435,Wayne Grady,119,58
133,0,01414,Bob Gilder,118,19
133,0,01499,Mark Hayes,118,9
133,0,01890,Brett Ogle,118,1
133,0,02225,Howard Twitty,118,1
137,0,01682,Wayne Levi,117,9
137,0,08575,Ron McDougal,117,117
137,0,01810,Phil Mickelson,117,6
137,0,01858,Tommy Nakajima,117,7
141,0,01457,Jay Haas,116,58
142,0,06599,John Elliott,115,0
143,0,01093,Ronnie Black,114,47
143,0,01619,Skip Kendall,114,41
143,0,02214,Kirk Triplett,114,12
146,0,01553,John Huston,113,56
146,0,01609,Jim Kane,113,12
148,0,01214,Frank Conner,112,8
148,0,01342,Forrest Fezler,112,1
148,0,06058,John Flannery,112,9
151,0,01639,Kenny Knox,111,6
151,0,01707,Steve Lowery,111,0
151,0,01715,Mark Lye,111,16
154,0,01943,Chris Perry,110,98
155,0,01133,Billy Ray Brown,109,6
155,0,01475,Donnie Hammond,109,45
157,0,01550,Ed Humenik,108,2
158,0,06247,David Delong,107,3
158,0,06284,Jim Hallet,107,5
158,0,01578,Tom Jenkins,107,4
158,0,01771,Blaine McCallister,107,7
158,0,01849,Bill Murchison,107,7
158,0,02201,Jim Thorpe,107,1
164,0,02294,Willie Wood,106,83
165,0,01361,Dan Forsman,105,13
166,0,06566,Jaime Gomez,104,13
166,0,08759,Tad Rhyan,104,1
166,0,02094,Tony Sills,104,20
169,0,06044,Scott Gump,103,22
170,0,01725,John Mahaffey,102,49
170,0,02256,Tom Watson,102,17
172,0,01326,Nick Faldo,101,101
172,0,01864,Larry Nelson,101,66
172,0,10107,Deane Pappas,101,101
175,0,01014,Fulton Allem,100,1
175,0,01374,Robin Freeman,100,11
175,0,01946,Peter Persons,100,6
175,0,01971,Dillard Pruitt,100,20
175,0,06401,Marty Schiene,100,14
180,0,01226,Fred Couples,99,52
180,0,01323,Brad Fabel,99,3
180,0,01633,Tom Kite,99,28
183,0,09011,David Duval,97,97
183,0,01648,Billy Kratzert,97,65
185,0,01376,Bob Friend,96,1
185,0,06617,Brian Henninger,96,5
185,0,01577,Lee Janzen,96,11
188,0,01564,David Jackson,95,3
188,0,01690,Bruce Lietzke,95,9
188,0,02230,Stan Utley,95,13
191,0,01305,Danny Edwards,94,4
191,0,01381,Fred Funk,94,59
191,0,01388,Robert Gamez,94,7
191,0,08553,Lee Porter,94,94
195,0,01871,Mike Nicolette,93,93
195,0,01945,Kenny Perry,93,2
197,0,01355,Raymond Floyd,92,45
197,0,01996,Mike Reid,92,11
199,0,01060,Dave Barr,91,37
199,0,07569,Mark Carnevale,91,19
199,0,01527,Scott Hoch,91,49
202,0,01142,Bart Bryant,90,90
202,0,02106,Chris Smith,90,14
204,0,06144,John Dowdall,89,89
204,0,01717,Sandy Lyle,89,89
204,0,01748,Doug Martin,89,10
204,0,01938,David Peoples,89,48
204,0,02170,Hal Sutton,89,4
209,0,01846,Jodie Mudd,88,9
210,0,01150,George Burns,86,40
210,0,02224,Greg Twiggs,86,20
212,0,01779,Gary McCord,85,74
212,0,01958,Dan Pohl,85,0
214,0,01901,Jay Overton,84,34
214,0,02313,Bruce Zabriski,84,14
216,0,01495,Morris Hatalsky,83,23
217,0,01641,Gary Koch,81,11
217,0,10860,Justin Leonard,81,27
217,0,01790,Pat McGowan,81,58
220,0,06373,José María Olazábal,80,49
220,0,02195,Leonard Thompson,80,10
220,0,02257,Brian Watts,80,5
223,0,01310,Dave Eichelberger,78,18
223,0,01390,Buddy Gardner,78,41
225,0,01049,Ian Baker-Finch,77,18
226,0,01930,Eddie Pearce,76,2
227,0,06150,Carl Cooper,75,5
228,0,01168,David Canipe,74,14
228,0,01303,Bob Eastwood,74,3
230,0,01200,Keith Clearwater,73,2
231,0,06006,JC Anderson,72,35
231,0,01117,Steve Brady,72,72
231,0,01175,Jim Carter,72,72
231,0,10909,Rett Crowder,72,72
231,0,01242,Rod Curl,72,72
231,0,01555,Stu Ingraham,72,72
231,0,02041,Bill Sander,72,72
231,0,02087,Don Shirey Jr.,72,34
239,0,02020,Eduardo Romero,71,0
239,0,06072,Greg Whisman,71,43
241,0,06524,Craig Lee,70,1
241,0,01886,Peter O'Malley,70,0
241,0,01905,Joe Ozaki,70,51
