RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,WGC POINTS
1,0,45486,Joaquin Niemann,489,0
2,0,30978,Kiradech Aphibarnrat,437,273
3,0,40098,Matt Fitzpatrick,301,132
4,0,33968,Thorbjørn Olesen,268,197
5,0,35947,John Oda,249,0
6,0,45478,Julian Suri,228,28
7,0,47504,Sam Burns,212,0
8,0,29970,Dylan Frittelli,180,21
9,0,29454,Bernd Wiesberger,175,136
10,0,46567,Paul Dunne,153,28
11,0,35296,Haotong Li,151,33
12,0,39113,Shubhankar Sharma,129,87
13,0,52330,Dylan Meyer,128,0
14,0,35541,John Peterson,113,0
15,0,34709,Eddie Pepperell,107,0
16,0,34414,Chris Paisley,100,17
17,0,29378,Daisuke Kataoka,98,55
18,0,35225,Brandon Stone,83,15
19,0,29936,Ryan Fox,76,11
20,0,39953,Chase Seiffert,75,0
21,0,47574,Scott Strohmeyer,68,0
22,0,52375,Doug Ghim,68,0
23,0,51394,A.J. McInerney,68,0
24,0,39384,Alex Kang,64,0
25,0,27324,Seungsu Han,63,0
26,0,36326,David Lipsky,58,16
27,0,46442,Maverick McNealy,54,0
28,0,26908,Yuta Ikeda,54,40
29,0,26418,Adam Bland,53,53
30,0,40006,Erik van Rooyen,51,0
31,0,39480,T.J. Vogel,51,0
32,0,47989,Sam Horsfield,50,0
33,0,34541,Poom Saksansin,48,37
34,0,21498,Hideto Tanihara,48,48
34,0,33870,Ashun Wu,48,48
36,0,48887,Matt Wallace,46,0
37,0,34579,Alexander Levy,42,42
38,0,35174,Matthew Southgate,40,37
39,0,32139,Danny Willett,39,0
40,0,33227,Hyun-woo Ryu,37,37
41,0,32367,Jorge Campillo,36,36
42,0,30261,Ryan Yip,36,0
43,0,31273,Gavin Kyle Green,35,22
44,0,22000,Chris Wood,34,0
45,0,33974,Dean Burmester,33,27
46,0,48153,Matthieu Pavon,32,0
47,0,47988,Nick Hardy,31,0
48,0,25203,SSP Chawrasia,30,27
49,0,51766,Wyndham Clark,30,0
49,0,30736,Oscar Fraustro,30,0
51,0,28258,K.T. Kim,28,0
52,0,40042,Tyler McCumber,28,0
53,0,47239,Phachara Khongwatmai,26,11
54,0,23821,Yusaku Miyazato,26,13
55,0,27330,Josh Teater,25,0
56,0,54926,George Cunningham,24,0
57,0,26341,Wade Ormsby,24,24
58,0,45157,Cam Davis,20,0
59,0,53165,Doc Redman,20,0
60,0,33115,Jinho Choi,19,0
61,0,24748,WC Liang,18,18
61,0,35912,Haydn Porteous,18,18
61,0,24459,Richard Sterne,18,18
64,0,28300,Joost Luiten,17,17
65,0,39004,Dru Love,16,0
66,0,55573,John VanDerLaan,16,0
67,0,33486,Roger Sloan,16,0
68,0,32815,Masahiro Kawamura,15,0
69,0,47238,Jazz Janewattananond,15,0
70,0,37249,Ryuko Tokimatsu,15,15
71,0,25349,Tim Wilkinson,14,0
72,0,29531,Richie Ramsay,13,13
