RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,WGC POINTS
73,0,39971,Sungjae Im,13,0
73,0,55752,Ben Kern,13,0
75,0,29939,Fabrizio Zanotti,13,8
76,0,36852,Jim Knous,13,0
76,0,51600,Jimmy Stanger,13,0
78,0,46046,Scottie Scheffler,13,0
79,0,48822,Sebastián Muñoz,12,0
80,0,34554,Jung-gon Hwang,11,0
81,0,28420,Ryan Brehm,11,0
82,0,22080,Prayad Marksaeng,11,0
83,0,51922,Sulman Raza,11,0
84,0,39524,Sean Crocker,10,0
84,0,35104,Tom Lewis,10,0
86,0,23797,Brett Rumford,10,5
87,0,33667,Carlos Ortiz,10,0
88,0,34310,Alexander Björk,10,10
89,0,32791,K.H. Lee,9,0
90,0,51890,Greyson Sigg,8,0
91,0,29772,Michael Lorenzo-Vera,8,4
92,0,23063,Scott Hend,8,5
93,0,31109,Richard Lee,8,0
94,0,39058,Lucas Herbert,7,0
95,0,20396,Lee Westwood,7,0
96,0,39251,Ryan Ruffels,7,0
97,0,50092,Zach Wright,6,0
98,0,35237,Santiago Rivas,6,0
99,0,32698,Bobby Gates,6,0
100,0,55412,Mickey DeMorat,6,0
100,0,39537,Chris Naegel,6,0
102,0,32775,Shugo Imahira,6,0
103,0,34587,Chan Kim,6,6
103,0,46464,Jordan L Smith,6,6
105,0,30163,Henrik Norlander,6,0
106,0,51997,Andrew Novak,6,0
107,0,48126,Calum Hill,5,0
108,0,27081,Seunghyuk Kim,5,0
108,0,36521,Young-han Song,5,0
110,0,26444,Juvic Pagunsan,5,0
111,0,26392,Chris Wilson,5,0
112,0,28593,Jesse Mueller,5,0
113,0,35834,Hyungjoon Lee,5,0
114,0,37380,Curtis Luck,5,0
115,0,46404,Marcus Kinhult,5,0
115,0,26328,Shaun Norris,5,0
117,0,35819,Vince India,5,0
118,0,36685,Cameron Wilson,5,0
119,0,29930,Mike Hendry,4,4
120,0,46458,Andrew Dorn,4,0
121,0,23409,James Driscoll,4,0
121,0,54781,Grant Hirschman,4,0
123,0,23699,Danny Chia,4,0
123,0,24155,Ryan Hogue,4,0
125,0,31670,Matthew Griffin,4,4
125,0,34575,Adrian Otaegui,4,0
127,0,39436,Joshua Creel,4,0
128,0,49947,Taylor Moore,4,0
128,0,27139,David Skinns,4,0
130,0,24321,Kodai Ichihara,4,4
131,0,48319,Tom Whitney,4,0
132,0,30907,Rhys Enoch,3,0
132,0,37447,Zander Lombard,3,0
134,0,51567,Will Cannon,3,0
134,0,55420,Cooper Musselman,3,0
136,0,28114,Dawie van der Walt,3,0
137,0,29334,Jaco Ahlers,3,3
138,0,23969,Graeme Storm,3,3
139,0,26497,Casey Wittenberg,3,0
140,0,47483,Will Zalatoris,3,0
141,0,36528,Yanwei Liu,3,3
142,0,21633,Steve Allan,3,0
143,0,37452,Ashley Hall,3,3
144,0,27466,Spencer Levin,3,0
144,0,55421,Chip McDaniel,3,0
146,0,36724,Augusto Núñez,3,0
147,0,28751,Andrew Dodt,3,3
148,0,47443,Junghwan Lee,3,0
149,0,52372,Cameron Champ,3,0
150,0,34697,Yi Cao,3,3
151,0,54871,Grant Booth,3,0
152,0,39958,Jeunghun Wang,3,0
153,0,32105,Nicholas Fung,2,0
154,0,28780,Nicholas Thompson,2,0
155,0,10375,Sean McCarty,2,0
156,0,49403,Grady Brame,2,0
157,0,33951,Julio Santos,2,0
