RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
1,0,01139,Olin Browne,31' 7",47067.500,1492,Under
2,0,02010,Loren Roberts,31' 8",27318.500,863,Under
3,0,23983,Luke Donald,32' 4",23131.250,716,Under
4,0,10809,Jim Furyk,32' 6",41588.167,1281,1 Under
5,0,24502,Adam Scott,32' 7",30233.167,929,Under
6,0,01418,Bill Glasson,32' 8",25736.333,787,Over
7,0,01381,Fred Funk,32' 9",48217.583,1474,Under
8,0,01035,Tommy Armour III,33' 0",53922.750,1636,Under
8,0,01945,Kenny Perry,33' 0",35529.333,1076,Under
10,0,01226,Fred Couples,33' 1",25644.333,776,Under
10,0,22295,Darron Stiles,33' 1",41107.917,1243,Under
12,0,20472,Alex Cejka,33' 4",41458.250,1243,Over
12,0,12680,Shigeki Maruyama,33' 4",50869.750,1526,Under
14,0,01487,Jeff Hart,33' 5",34412.667,1029,Over
15,0,20474,Phillip Price,33' 7",38228.250,1137,Under
16,0,02206,David Toms,33' 9",38259.167,1135,Under
17,0,08537,J.P. Hayes,33' 10",32139.917,950,Under
17,0,22293,Heath Slocum,33' 10",54737.250,1617,Under
17,0,08385,Omar Uresti,33' 10",44499.333,1314,Under
20,0,02214,Kirk Triplett,34' 0",26763.833,787,Under
21,0,12510,Chad Campbell,34' 1",46170.917,1353,Under
22,0,01320,Bob Estes,34' 3",48832.250,1426,Under
22,0,01388,Robert Gamez,34' 3",49284.000,1439,Under
22,0,10860,Justin Leonard,34' 3",33404.500,976,Under
22,0,01724,Jeff Maggert,34' 3",36711.250,1073,Under
26,0,23135,Tim Clark,34' 5",39728.917,1154,Under
26,0,22405,Justin Rose,34' 5",54572.917,1584,Under
28,0,06575,Dudley Hart,34' 6",44487.000,1291,Under
28,0,20628,Arron Oberholser,34' 6",31454.333,912,Under
28,0,02101,Joey Sindelar,34' 6",60869.167,1765,Under
28,0,23623,Bo Van Pelt,34' 6",57394.333,1663,Under
32,0,20098,Stuart Appleby,34' 7",39008.500,1129,Under
32,0,19824,Craig Barlow,34' 7",39142.000,1132,Under
32,0,08123,Jeff Brehaut,34' 7",39205.833,1133,Under
32,0,20229,Stewart Cink,34' 7",43917.000,1269,Under
32,0,06034,Marco Dawson,34' 7",48441.250,1400,Under
32,0,23725,Brendan Jones,34' 7",44751.500,1293,Under
38,0,07867,Woody Austin,34' 8",56011.750,1614,Under
38,0,20099,Doug Barron,34' 8",39877.000,1150,Under
38,0,01161,Mark Calcavecchia,34' 8",47408.667,1367,Under
38,0,08545,Glen Hnatiuk,34' 8",31115.333,897,Over
38,0,08075,Jerry Kelly,34' 8",47197.750,1360,Under
38,0,01797,Rocco Mediate,34' 8",40342.667,1165,Under
38,0,02104,Jeff Sluman,34' 8",52496.583,1514,Under
38,0,02239,Scott Verplank,34' 8",41104.417,1185,Under
46,0,24357,K.J. Choi,34' 9",33607.417,968,Under
46,0,22046,Geoff Ogilvy,34' 9",46126.167,1328,Under
46,0,21878,Mark Wilson,34' 9",39410.500,1135,Under
49,0,20498,Briny Baird,34' 10",55620.250,1597,Under
49,0,24507,Jason Bohn,34' 10",50855.250,1459,Under
49,0,01142,Bart Bryant,34' 10",47724.750,1370,Under
49,0,06251,Chris DiMarco,34' 10",36898.917,1059,Under
49,0,21209,Sergio Garcia,34' 10",32449.500,931,Under
49,0,20094,Jonathan Kaye,34' 10",39985.167,1149,Under
49,0,23621,Rory Sabbatini,34' 10",37439.917,1076,Under
56,0,01157,Tom Byrum,34' 11",47587.500,1362,Over
56,0,20623,Gavin Coles,34' 11",39466.250,1131,Over
56,0,01553,John Huston,34' 11",49665.583,1422,Under
56,0,26420,Richard Johnson,34' 11",28701.417,822,Under
56,0,23325,Vaughn Taylor,34' 11",55820.667,1600,Under
61,0,06621,Joe Durant,35' 0",42813.917,1222,Under
61,0,01457,Jay Haas,35' 0",24504.583,700,Over
63,0,20634,Peter Lonard,35' 1",41583.833,1184,Over
63,0,06373,José María Olazábal,35' 1",25740.000,733,Under
65,0,10885,Robert Allenby,35' 2",45735.333,1299,Under
65,0,22621,Ben Curtis,35' 2",31064.333,884,Over
65,0,21753,Brian Davis,35' 2",40110.833,1140,Under
65,0,26758,David Hearn,35' 2",38341.583,1091,Under
65,0,01766,Billy Mayfair,35' 2",63929.417,1820,Under
65,0,20548,Hidemichi Tanaka,35' 2",59542.833,1693,Under
71,0,19846,Brian Gay,35' 3",58313.500,1653,Over
71,0,24024,Zach Johnson,35' 3",52337.917,1486,Under
71,0,24138,Ian Poulter,35' 3",22796.250,646,Over
74,0,01473,Todd Hamilton,35' 4",47179.833,1334,Over
74,0,10425,Jay Williamson,35' 4",29341.500,831,Over
76,0,06004,Stephen Ames,35' 5",38820.583,1097,Under
76,0,20382,Stephen Leaney,35' 5",47965.417,1354,Under
76,0,01928,Corey Pavin,35' 5",38855.833,1097,Under
76,0,02223,Bob Tway,35' 5",41866.667,1182,Under
80,0,25345,Carl Pettersson,35' 6",59407.083,1674,Under
81,0,12652,Cameron Beckman,35' 7",53766.250,1511,Over
81,0,01361,Dan Forsman,35' 7",30053.083,844,Under
81,0,12823,Carlos Franco,35' 7",42718.083,1200,Under
81,0,20157,Retief Goosen,35' 7",27281.000,767,Under
81,0,24781,Hunter Mahan,35' 7",59105.000,1660,Under
81,0,12454,Mario Tiziani,35' 7",38458.000,1080,Under
87,0,01024,Billy Andrade,35' 8",46839.667,1313,Under
87,0,19972,José Coceres,35' 8",33723.167,945,Over
87,0,10117,Bob Heintz,35' 8",39344.250,1104,Under
87,0,21731,Freddie Jacobson,35' 8",35412.000,993,Over
87,0,06573,Brandt Jobe,35' 8",51938.833,1455,Under
87,0,01685,J.L. Lewis,35' 8",52043.083,1458,Under
87,0,08793,Tiger Woods,35' 8",35098.667,985,1 Under
94,0,01175,Jim Carter,35' 9",34728.583,972,Over
94,0,23108,Matt Kuchar,35' 9",35423.083,990,Under
94,0,23320,Ryan Palmer,35' 9",51461.583,1440,Under
94,0,20663,Brenden Pappas,35' 9",31252.250,874,Under
94,0,21959,Ted Purdy,35' 9",63887.750,1788,Under
94,0,02246,Duffy Waldorf,35' 9",45452.583,1271,Under
100,0,25240,D.A. Points,35' 10",52712.833,1472,Under
101,0,10962,Bradley Hughes,35' 11",31570.250,879,Over
101,0,10733,Kent Jones,35' 11",56513.250,1575,Under
103,0,06197,Michael Allen,36' 0",49535.667,1376,Under
103,0,21951,Joey Snyder III,36' 0",58779.667,1634,Under
105,0,21805,Harrison Frazar,36' 1",60281.000,1672,Under
105,0,23353,J.J. Henry,36' 1",55968.167,1551,Under
105,0,08993,Franklin Langham,36' 1",49277.667,1367,Over
105,0,01677,Tom Lehman,36' 1",32410.333,898,Under
105,0,01706,Davis Love III,36' 1",36465.000,1010,Under
105,0,06527,Steve Stricker,36' 1",38045.000,1055,Under
111,0,11032,Frank Lickliter II,36' 2",55674.750,1539,Under
112,0,23036,Chris Anderson,36' 3",37628.000,1039,Over
112,0,07223,Brian Bateman,36' 3",55347.917,1527,Over
112,0,01707,Steve Lowery,36' 3",55943.667,1543,Under
112,0,21949,Joe Ogilvie,36' 3",50804.583,1400,Even
112,0,20396,Lee Westwood,36' 3",21514.583,593,Over
117,0,19881,Robert Damron,36' 4",51550.083,1420,Over
117,0,12782,Tim Herron,36' 4",50461.083,1389,Under
117,0,24140,Sean O'Hair,36' 4",55688.167,1531,Under
117,0,22548,Patrick Sheehan,36' 4",62387.250,1719,Over
117,0,23322,Brett Wetterich,36' 4",43644.083,1202,Under
122,0,23614,Rich Beem,36' 5",31300.417,860,Over
122,0,24925,Jonathan Byrd,36' 5",60516.250,1662,Under
122,0,23541,Ben Crane,36' 5",42169.667,1159,Under
122,0,01329,Brad Faxon,36' 5",37175.333,1021,Under
122,0,20691,Greg Owen,36' 5",46032.000,1263,Under
122,0,12602,Dean Wilson,36' 5",51760.250,1422,Under
128,0,06332,Neal Lancaster,36' 6",55788.917,1529,Under
128,0,25396,Kevin Na,36' 6",51957.417,1423,Over
128,0,20645,John Senden,36' 6",59096.500,1618,Under
128,0,23349,Charles Warren,36' 6",52516.250,1438,Under
128,0,10423,Mike Weir,36' 6",30839.917,844,Over
133,0,21407,Arjun Atwal,36' 7",40096.917,1095,Under
133,0,01219,John Cook,36' 7",38247.667,1045,Over
133,0,07457,Steve Flesch,36' 7",41297.833,1129,Over
133,0,21806,Paul Gow,36' 7",44029.583,1203,Over
137,0,08931,Glen Day,36' 8",48128.667,1312,Under
137,0,20572,Rod Pampling,36' 8",45491.833,1242,Under
137,0,26679,Kevin Stadler,36' 8",54010.083,1472,Under
140,0,26287,Roland Thatcher,36' 9",44423.250,1208,Over
141,0,24227,Justin Bolli,36' 10",38960.500,1057,Over
141,0,24290,D.J. Brigman,36' 10",40553.750,1100,Over
141,0,24980,Scott Gutschewski,36' 10",47039.250,1278,Under
141,0,01666,Bernhard Langer,36' 10",29862.500,811,Under
141,0,06515,Shaun Micheel,36' 10",41959.833,1140,Under
141,0,10912,Craig Perks,36' 10",38500.250,1046,1 Over
141,0,01948,Tim Petrovic,36' 10",52416.500,1422,Over
141,0,23788,D.J. Trahan,36' 10",46505.083,1263,Under
149,0,21350,Ryuji Imada,36' 11",43765.750,1185,Under
149,0,01887,Mark O'Meara,36' 11",33992.083,921,Over
149,0,06567,Vijay Singh,36' 11",57910.833,1568,1 Under
152,0,01127,Danny Briggs,37' 0",40588.667,1098,Over
152,0,12645,Brent Geiberger,37' 0",34411.333,929,Over
152,0,25900,Lucas Glover,37' 0",51948.083,1404,Under
155,0,01132,Mark Brooks,37' 1",41491.417,1118,Over
155,0,12826,Paul Claxton,37' 1",43863.667,1183,Over
155,0,20121,Todd Fischer,37' 1",57963.333,1563,Over
155,0,20378,Mathias Grönberg,37' 1",37087.083,1001,Under
155,0,22913,John Rollins,37' 1",54816.333,1477,Under
160,0,01042,Paul Azinger,37' 2",38696.167,1042,Over
160,0,08725,Tom Gillis,37' 2",45371.500,1221,Over
160,0,01619,Skip Kendall,37' 2",46741.500,1258,Over
160,0,07749,Brett Quigley,37' 2",56296.833,1514,Under
164,0,21961,Charles Howell III,37' 3",48097.250,1290,Under
164,0,01941,Tom Pernice Jr.,37' 3",58950.750,1581,Under
164,0,23497,Tag Ridings,37' 3",55591.250,1493,Under
167,0,25847,Rob Rashell,37' 4",36137.750,968,Over
167,0,06595,Kevin Sutherland,37' 4",49653.500,1329,Under
167,0,21498,Hideto Tanihara,37' 4",29835.333,799,Over
167,0,27095,Nick Watney,37' 4",52921.083,1416,Under
167,0,20160,Charlie Wi,37' 4",40378.417,1081,Over
172,0,24604,Hunter Haas,37' 5",48571.583,1298,Under
172,0,20766,Padraig Harrington,37' 5",27030.333,723,Under
172,0,24361,Pat Perez,37' 5",49057.500,1312,Over
172,0,02106,Chris Smith,37' 5",57177.000,1529,Over
176,0,01577,Lee Janzen,37' 7",39910.917,1062,Over
176,0,24912,Will MacKenzie,37' 7",45732.833,1217,Over
178,0,20502,Michael Long,37' 8",43224.917,1147,Over
178,0,10585,Scott McCarron,37' 8",40772.833,1082,Under
180,0,01313,Steve Elkington,37' 9",37224.167,985,Under
180,0,01823,Larry Mize,37' 9",31193.833,827,Over
182,0,20433,Mark Hensby,37' 10",33399.000,882,Over
183,0,10201,Matt Gogel,38' 0",45788.500,1206,Over
183,0,01810,Phil Mickelson,38' 0",34013.167,896,Under
183,0,20127,Chris Riley,38' 0",28626.417,754,Over
186,0,20850,Daniel Chopra,38' 1",62866.000,1649,Under
186,0,20812,Tjaart van der Walt,38' 1",36914.083,969,Over
188,0,01599,Steve Jones,38' 2",31544.833,826,Over
189,0,21633,Steve Allan,38' 3",60485.583,1581,Over
190,0,22371,Aaron Baddeley,38' 4",51666.750,1347,Under
190,0,01249,John Daly,38' 4",38382.833,1001,Over
190,0,12662,Thomas Levet,38' 4",24821.500,647,Over
193,0,01723,Andrew Magee,38' 5",48335.000,1258,Over
194,0,28088,Matt Davidson,39' 2",35098.250,897,Over
194,0,23552,Hank Kuehne,39' 2",51904.917,1325,Over
196,0,23409,James Driscoll,39' 5",44009.917,1116,Over
197,0,12660,Jesper Parnevik,39' 8",47797.250,1206,Under
198,0,23063,Scott Hend,40' 6",46540.083,1149,Over
199,0,23540,Jason Allred,40' 7",45933.250,1132,Over
200,0,01927,Dennis Paulson,41' 2",41330.667,1005,Over
201,0,06599,John Elliott,41' 3",37846.500,917,Over
202,0,01761,Len Mattiace,42' 4",57576.000,1359,1 Over
