RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 1ST TEE LATE ROUNDS
1,0,46970,Jon Rahm,68.78,3164,46
2,0,28252,Seamus Power,68.83,1652,24
3,0,25396,Kevin Na,69.12,2281,33
4,0,37189,Harold Varner III,69.21,2284,33
5,0,34099,Harris English,69.25,2770,40
6,0,35230,Nelson Ledesma,69.27,762,11
7,0,40026,Daniel Berger,69.32,2634,38
8,0,35450,Patrick Cantlay,69.37,3191,46
9,0,46046,Scottie Scheffler,69.45,2778,40
10,0,30925,Dustin Johnson,69.49,2849,41
10,0,50525,Collin Morikawa,69.49,2710,39
12,0,34098,Russell Henley,69.52,1877,27
13,0,47504,Sam Burns,69.55,2295,33
14,0,27064,Jhonattan Vegas,69.60,2088,30
15,0,45526,Abraham Ancer,69.65,2786,40
15,0,34046,Jordan Spieth,69.65,3204,46
17,0,27644,Brian Harman,69.68,2578,37
18,0,46717,Viktor Hovland,69.69,3136,45
19,0,49766,Hank Lebioda,69.70,1394,20
20,0,36689,Brooks Koepka,69.71,2649,38
21,0,33419,Cameron Tringale,69.74,2720,39
22,0,33448,Justin Thomas,69.75,3697,53
23,0,31420,Anirban Lahiri,69.79,1326,19
23,0,49771,J.T. Poston,69.79,1675,24
25,0,32448,James Hahn,69.82,1536,22
25,0,26331,Charl Schwartzel,69.82,1536,22
27,0,32839,Hideki Matsuyama,69.83,2793,40
27,0,29221,Webb Simpson,69.83,2514,36
29,0,45486,Joaquin Niemann,69.87,2655,38
30,0,24361,Pat Perez,69.88,1747,25
31,0,33141,Keegan Bradley,69.89,2446,35
32,0,35891,Cameron Smith,69.90,2796,40
33,0,45157,Cam Davis,69.92,1748,25
34,0,29268,Bronson Burgoon,69.95,1399,20
34,0,34256,Andrew Putnam,69.95,1329,19
36,0,20229,Stewart Cink,69.97,2029,29
37,0,48081,Xander Schauffele,70.00,2590,37
37,0,30927,Brendon Todd,70.00,1820,26
39,0,30926,Chris Kirk,70.03,2101,30
40,0,33490,Bo Hoag,70.04,1681,24
41,0,51894,Vince Whaley,70.05,1401,20
42,0,47959,Bryson DeChambeau,70.06,3503,50
42,0,25818,Scott Piercy,70.06,1121,16
44,0,34264,Hudson Swafford,70.07,1892,27
45,0,31646,Emiliano Grillo,70.08,2663,38
46,0,47483,Will Zalatoris,70.09,3154,45
47,0,34255,Joseph Bramlett,70.10,1402,20
47,0,53165,Doc Redman,70.10,1402,20
49,0,25493,Nick Taylor,70.11,1332,19
50,0,21961,Charles Howell III,70.12,1192,17
51,0,49960,Sepp Straka,70.13,2104,30
52,0,24924,Bill Haas,70.14,491,7
53,0,34174,John Huh,70.15,912,13
54,0,29725,Tony Finau,70.16,3438,49
54,0,12716,Charley Hoffman,70.16,3087,44
54,0,26851,Marc Leishman,70.16,1754,25
57,0,39971,Sungjae Im,70.18,3439,49
58,0,30163,Henrik Norlander,70.19,1474,21
59,0,24140,Sean O'Hair,70.20,1053,15
60,0,49964,Aaron Wise,70.22,1896,27
61,0,26476,Chez Reavie,70.23,1545,22
62,0,26329,Louis Oosthuizen,70.24,2318,33
