RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL LATE ROUNDS
1,0,46970,Jon Rahm,68.79,3233,47
2,0,28252,Seamus Power,69.21,2284,33
3,0,35450,Patrick Cantlay,69.29,3326,48
4,0,40026,Daniel Berger,69.35,2982,43
5,0,50525,Collin Morikawa,69.43,3055,44
6,0,34099,Harris English,69.48,3196,46
7,0,30925,Dustin Johnson,69.55,2921,42
8,0,46046,Scottie Scheffler,69.56,3617,52
9,0,45526,Abraham Ancer,69.57,3548,51
10,0,46717,Viktor Hovland,69.58,3340,48
11,0,36689,Brooks Koepka,69.60,2784,40
12,0,34098,Russell Henley,69.70,2788,40
13,0,29221,Webb Simpson,69.71,2858,41
14,0,32757,Patton Kizzire,69.74,3278,47
14,0,49766,Hank Lebioda,69.74,2441,35
16,0,35891,Cameron Smith,69.75,3348,48
17,0,27644,Brian Harman,69.80,3420,49
18,0,39971,Sungjae Im,69.81,4677,67
18,0,33448,Justin Thomas,69.81,3770,54
20,0,27064,Jhonattan Vegas,69.83,2933,42
21,0,45486,Joaquin Niemann,69.86,3493,50
21,0,26329,Louis Oosthuizen,69.86,2934,42
23,0,25396,Kevin Na,69.87,3214,46
24,0,49964,Aaron Wise,69.88,2795,40
25,0,32839,Hideki Matsuyama,69.89,3215,46
26,0,48081,Xander Schauffele,69.95,2798,40
27,0,47504,Sam Burns,70.00,3010,43
27,0,23621,Rory Sabbatini,70.00,2240,32
29,0,47959,Bryson DeChambeau,70.02,3641,52
30,0,39997,Corey Conners,70.04,3712,53
31,0,20229,Stewart Cink,70.05,3012,43
32,0,25818,Scott Piercy,70.06,2452,35
33,0,29725,Tony Finau,70.10,4136,59
34,0,30926,Chris Kirk,70.12,2875,41
35,0,34431,Robert Streb,70.13,2805,40
35,0,37189,Harold Varner III,70.13,3156,45
37,0,33419,Cameron Tringale,70.14,3577,51
38,0,45157,Cam Davis,70.16,2666,38
38,0,31420,Anirban Lahiri,70.16,2245,32
38,0,24361,Pat Perez,70.16,3157,45
41,0,31646,Emiliano Grillo,70.18,3579,51
42,0,32448,James Hahn,70.19,2527,36
42,0,12716,Charley Hoffman,70.19,3790,54
44,0,23320,Ryan Palmer,70.20,2808,40
44,0,49960,Sepp Straka,70.20,3229,46
46,0,34046,Jordan Spieth,70.21,3721,53
47,0,47483,Will Zalatoris,70.22,3511,50
48,0,33141,Keegan Bradley,70.23,3722,53
48,0,21209,Sergio Garcia,70.23,2809,40
48,0,37455,Si Woo Kim,70.23,2809,40
51,0,33490,Bo Hoag,70.24,2950,42
52,0,35506,Mackenzie Hughes,70.25,2529,36
53,0,20396,Lee Westwood,70.27,2319,33
54,0,22056,Cameron Percy,70.28,2249,32
55,0,27129,Luke List,70.30,3023,43
56,0,25364,Paul Casey,70.32,2672,38
57,0,33204,Shane Lowry,70.33,2813,40
57,0,27330,Josh Teater,70.33,1477,21
59,0,30927,Brendon Todd,70.37,2885,41
60,0,24140,Sean O'Hair,70.38,1830,26
60,0,26476,Chez Reavie,70.38,2956,42
60,0,27214,Kevin Streelman,70.38,3378,48
63,0,39546,Keith Mitchell,70.41,2887,41
64,0,34174,John Huh,70.42,1690,24
65,0,30944,Jason Kokrak,70.43,3592,51
66,0,25900,Lucas Glover,70.44,3381,48
66,0,33597,Harry Higgs,70.44,2395,34
68,0,52375,Doug Ghim,70.48,3101,44
68,0,34360,Patrick Reed,70.48,2960,42
70,0,39977,Max Homa,70.49,3172,45
71,0,29535,Brice Garnett,70.50,3102,44
71,0,39953,Chase Seiffert,70.50,2397,34
73,0,48822,Sebastián Muñoz,70.51,3737,53
73,0,26331,Charl Schwartzel,70.51,2750,39
75,0,29420,Billy Horschel,70.52,2962,42
75,0,24024,Zach Johnson,70.52,2962,42
75,0,24502,Adam Scott,70.52,2045,29
78,0,34255,Joseph Bramlett,70.53,2539,36
79,0,22405,Justin Rose,70.54,1834,26
80,0,28237,Rory McIlroy,70.55,2681,38
81,0,28420,Ryan Brehm,70.57,1976,28
81,0,27649,Brandt Snedeker,70.57,2964,42
81,0,25493,Nick Taylor,70.57,2611,37
84,0,30692,Scott Stallings,70.58,2541,36
85,0,32333,Kevin Tway,70.59,1906,27
86,0,29974,Branden Grace,70.61,2895,41
87,0,19803,Ryan Armour,70.62,2966,42
87,0,33404,Chris Baker,70.62,1836,26
87,0,51766,Wyndham Clark,70.62,2401,34
87,0,33486,Roger Sloan,70.62,2966,42
91,0,46402,Talor Gooch,70.63,2896,41
91,0,26851,Marc Leishman,70.63,2684,38
91,0,40006,Erik van Rooyen,70.63,2472,35
91,0,27770,Camilo Villegas,70.63,2896,41
95,0,29268,Bronson Burgoon,70.64,2331,33
96,0,49298,Kramer Hickok,70.65,2402,34
96,0,32816,Satoshi Kodaira,70.65,2614,37
96,0,47347,Adam Schenk,70.65,3391,48
99,0,28089,Jason Day,70.66,2473,35
99,0,34363,Tyrrell Hatton,70.66,2049,29
101,0,34076,Joel Dahmen,70.67,2968,42
102,0,48119,Ben Taylor,70.68,1767,25
103,0,24138,Ian Poulter,70.69,2757,39
104,0,33399,Adam Hadwin,70.70,3111,44
104,0,46442,Maverick McNealy,70.70,2828,40
106,0,32662,Michael Gligic,70.71,2899,41
106,0,51894,Vince Whaley,70.71,2475,35
108,0,35532,Tom Hoge,70.73,3395,48
108,0,33410,Andrew Landry,70.73,2122,30
110,0,34256,Andrew Putnam,70.76,2901,41
111,0,47993,Denny McCarthy,70.77,3043,43
111,0,33667,Carlos Ortiz,70.77,3114,44
111,0,37275,Sam Ryder,70.77,3114,44
114,0,56278,Matthew Wolff,70.79,2053,29
115,0,34264,Hudson Swafford,70.81,2974,42
116,0,36871,Matthew NeSmith,70.82,2691,38
117,0,29908,C.T. Pan,70.83,2550,36
117,0,31560,Brian Stuard,70.83,3754,53
119,0,36699,Patrick Rodgers,70.84,3613,51
120,0,40098,Matt Fitzpatrick,70.85,2905,41
120,0,35230,Nelson Ledesma,70.85,1842,26
122,0,34563,Chesson Hadley,70.89,2481,35
122,0,29478,Kevin Kisner,70.89,2694,38
122,0,23788,D.J. Trahan,70.89,1914,27
125,0,33413,Ben Martin,70.90,2056,29
126,0,24357,K.J. Choi,70.92,1702,24
126,0,29970,Dylan Frittelli,70.92,2624,37
128,0,33120,Mark Anderson,70.93,1986,28
128,0,22371,Aaron Baddeley,70.93,1915,27
130,0,39324,J.J. Spaun,70.94,2341,33
131,0,27349,Alex Noren,70.95,3051,43
131,0,30163,Henrik Norlander,70.95,2767,39
131,0,30110,Kyle Stanley,70.95,2980,42
134,0,30911,Tommy Fleetwood,70.97,2129,30
134,0,21961,Charles Howell III,70.97,2200,31
134,0,27942,Rob Oppenheim,70.97,2626,37
137,0,24924,Bill Haas,71.00,1278,18
138,0,29518,Brendan Steele,71.03,2344,33
139,0,23983,Luke Donald,71.04,1776,25
139,0,33122,Russell Knox,71.04,3268,46
141,0,40042,Tyler McCumber,71.05,2629,37
142,0,32102,Rickie Fowler,71.06,2345,33
142,0,53165,Doc Redman,71.06,2416,34
144,0,26758,David Hearn,71.07,2132,30
144,0,26300,Matt Jones,71.07,2985,42
144,0,49771,J.T. Poston,71.07,3198,45
147,0,28775,Nate Lashley,71.08,2559,36
148,0,23108,Matt Kuchar,71.10,2204,31
149,0,25804,Bubba Watson,71.11,2560,36
150,0,36801,Mark Hubbard,71.14,2561,36
151,0,34314,Sebastian Cappelen,71.20,2136,30
152,0,32640,Troy Merritt,71.22,3205,45
153,0,32791,K.H. Lee,71.23,3419,48
154,0,46435,Austin Cook,71.27,2637,37
155,0,19846,Brian Gay,71.28,2281,32
155,0,35310,Lanto Griffin,71.28,3564,50
157,0,34466,Peter Malnati,71.29,3208,45
