RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL LATE ROUNDS
158,0,35461,Beau Hossler,71.30,2638,37
159,0,32254,Xinjun Zhang,71.31,2496,35
160,0,32618,Rhein Gibson,71.36,1784,25
160,0,27936,Martin Laird,71.36,2783,39
160,0,23623,Bo Van Pelt,71.36,2355,33
163,0,25686,Jason Dufner,71.40,3070,43
164,0,28679,Fabián Gómez,71.46,1858,26
165,0,23325,Vaughn Taylor,71.49,2645,37
166,0,48045,Michael Gellerman,71.50,1573,22
166,0,47128,Richy Werenski,71.50,3146,44
168,0,27095,Nick Watney,71.52,1931,27
169,0,52372,Cameron Champ,71.53,2289,32
169,0,46550,Brandon Hagy,71.53,2575,36
171,0,29926,Danny Lee,71.57,2147,30
172,0,32070,Rafael Campos,71.58,2219,31
173,0,32139,Danny Willett,71.60,1790,25
174,0,27556,Ted Potter Jr.,71.73,2367,33
175,0,45609,Tyler Duncan,71.76,2727,38
175,0,27974,Sung Kang,71.76,2942,41
177,0,56762,Will Gordon,71.77,2799,39
178,0,29479,Scott Brown,71.80,2513,35
179,0,33948,Byeong Hun An,71.81,2657,37
179,0,35104,Tom Lewis,71.81,2657,37
181,0,31323,Gary Woodland,71.86,2515,35
182,0,27141,J.B. Holmes,71.90,1510,21
183,0,34213,Grayson Murray,71.91,1654,23
184,0,26499,Rafa Cabrera Bello,71.92,2661,37
184,0,48887,Matt Wallace,71.92,1726,24
186,0,01810,Phil Mickelson,71.94,2518,35
187,0,27554,Scott Harrington,72.08,2883,40
188,0,35449,Adam Long,72.10,3028,42
189,0,35658,Kris Ventura,72.11,2668,37
190,0,46441,Robby Shelton,72.12,2380,33
191,0,32150,Michael Thompson,72.13,2308,32
192,0,31557,Jim Herman,72.14,2092,29
193,0,39975,Michael Kim,72.27,2385,33
194,0,35617,Martin Trainer,72.46,2029,28
195,0,24781,Hunter Mahan,72.70,1963,27
196,0,25632,Jimmy Walker,72.87,2186,30
