RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
1,0,23452,Nicolas Colsaerts,6' 8",13.333,2,E
2,0,21878,Mark Wilson,8' 7",25.750,3,-1
3,0,27933,John Merrick,9' 0",35.917,4,-1
4,0,29479,Scott Brown,13' 1",65.500,5,-1
5,0,27649,Brandt Snedeker,13' 10",83.167,6,-1
6,0,30852,Ryo Ishikawa,14' 1",141.167,10,-2
6,0,25632,Jimmy Walker,14' 1",169.333,12,+3
8,0,01116,Michael Bradley,14' 4",128.917,9,-2
8,0,21731,Freddie Jacobson,14' 4",57.167,4,+1
8,0,26476,Chez Reavie,14' 4",57.417,4,-2
11,0,10885,Robert Allenby,14' 8",73.167,5,+2
11,0,25274,Steven Bowditch,14' 8",161.583,11,+5
13,0,23108,Matt Kuchar,14' 10",178.000,12,+2
14,0,22378,Trevor Immelman,15' 0",120.000,8,+4
15,0,08075,Jerry Kelly,15' 1",135.833,9,E
16,0,34021,Bud Cauley,15' 3",137.333,9,+2
17,0,32102,Rickie Fowler,15' 7",171.083,11,-1
18,0,26300,Matt Jones,15' 9",188.833,12,-3
18,0,30926,Chris Kirk,15' 9",94.583,6,E
20,0,24361,Pat Perez,15' 10",142.333,9,-1
21,0,10423,Mike Weir,16' 0",160.000,10,-1
22,0,22806,Doug LaBelle II,16' 1",160.500,10,+7
22,0,27095,Nick Watney,16' 1",209.500,13,+8
24,0,26758,David Hearn,16' 2",193.583,12,+7
25,0,23541,Ben Crane,16' 5",163.833,10,+2
25,0,25804,Bubba Watson,16' 5",229.833,14,+1
27,0,28475,Jeff Overton,16' 6",247.000,15,+2
28,0,23135,Tim Clark,16' 8",149.667,9,+5
29,0,22913,John Rollins,16' 9",201.333,12,E
30,0,20098,Stuart Appleby,17' 1",188.000,11,+4
30,0,24781,Hunter Mahan,17' 1",204.667,12,E
32,0,08725,Tom Gillis,17' 2",120.333,7,+1
33,0,27214,Kevin Streelman,17' 3",120.583,7,+7
34,0,27330,Josh Teater,17' 4",121.083,7,+3
35,0,27963,Chris Stroud,17' 7",87.750,5,-1
36,0,28259,Sangmoon Bae,17' 8",265.250,15,+3
36,0,24357,K.J. Choi,17' 8",88.250,5,+1
38,0,24502,Adam Scott,17' 9",106.667,6,-1
39,0,24846,Ricky Barnes,18' 0",161.667,9,+2
40,0,28780,Nicholas Thompson,18' 1",234.917,13,-2
41,0,21099,David Lynn,18' 3",291.583,16,+4
42,0,32698,Bobby Gates,18' 5",165.917,9,+5
42,0,24924,Bill Haas,18' 5",276.500,15,-1
44,0,30925,Dustin Johnson,18' 6",203.333,11,E
45,0,23983,Luke Donald,18' 7",130.250,7,+2
