RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),ATTEMPTS
108,0,01945,Kenny Perry,8' 10",2400.833,272
108,0,22293,Heath Slocum,8' 10",3654.167,412
108,0,25804,Bubba Watson,8' 10",3218.083,365
108,0,12602,Dean Wilson,8' 10",4513.333,509
117,0,21407,Arjun Atwal,8' 11",4140.917,465
117,0,06575,Dudley Hart,8' 11",3482.417,392
117,0,01810,Phil Mickelson,8' 11",2009.500,226
117,0,26596,Ryan Moore,8' 11",3008.667,339
117,0,22046,Geoff Ogilvy,8' 11",2627.667,294
117,0,22548,Patrick Sheehan,8' 11",4578.583,513
117,0,11011,Mike Sposa,8' 11",3079.750,346
117,0,27770,Camilo Villegas,8' 11",3769.750,423
125,0,08123,Jeff Brehaut,9' 0",3830.000,426
125,0,06621,Joe Durant,9' 0",4357.000,484
125,0,21805,Harrison Frazar,9' 0",3749.833,415
125,0,24024,Zach Johnson,9' 0",3608.417,400
125,0,06012,Greg Kraft,9' 0",3613.750,401
130,0,10885,Robert Allenby,9' 1",2729.250,300
130,0,21646,David Branshaw,9' 1",3914.000,429
130,0,01388,Robert Gamez,9' 1",4084.917,449
130,0,24358,Robert Garrigus,9' 1",3651.250,402
130,0,27943,Matt Hansen,9' 1",2825.667,311
130,0,01577,Lee Janzen,9' 1",3539.750,390
130,0,12662,Thomas Levet,9' 1",2486.333,273
130,0,28475,Jeff Overton,9' 1",4398.000,482
130,0,19913,Ron Whittaker,9' 1",3476.833,383
139,0,06004,Stephen Ames,9' 2",2116.333,230
139,0,01329,Brad Faxon,9' 2",4484.750,489
139,0,21209,Sergio Garcia,9' 2",1745.167,191
139,0,20378,Mathias Grönberg,9' 2",3942.833,430
139,0,08375,Paul Stankowski,9' 2",3019.667,330
144,0,01761,Len Mattiace,9' 3",2915.667,314
144,0,12660,Jesper Parnevik,9' 3",3822.750,413
146,0,01139,Olin Browne,9' 4",4574.333,492
146,0,23353,J.J. Henry,9' 4",3542.833,378
146,0,01724,Jeff Maggert,9' 4",3448.583,368
146,0,28780,Nicholas Thompson,9' 4",4137.250,442
146,0,23788,D.J. Trahan,9' 4",4160.833,447
146,0,23322,Brett Wetterich,9' 4",3466.167,371
152,0,22371,Aaron Baddeley,9' 5",4184.167,446
152,0,22946,Henrik Bjornstad,9' 5",4709.333,502
152,0,22621,Ben Curtis,9' 5",3301.167,351
152,0,01553,John Huston,9' 5",3550.750,378
152,0,26420,Richard Johnson,9' 5",4234.083,450
152,0,21470,Daisuke Maruyama,9' 5",3693.917,392
152,0,25240,D.A. Points,9' 5",4027.417,429
152,0,12755,Vance Veazey,9' 5",3013.417,321
160,0,23673,Michael Connell,9' 6",2192.583,230
160,0,09011,David Duval,9' 6",2888.833,304
160,0,21961,Charles Howell III,9' 6",4080.500,429
160,0,02101,Joey Sindelar,9' 6",3557.083,375
164,0,23616,Ryan Hietala,9' 7",3195.417,333
164,0,01599,Steve Jones,9' 7",3904.667,407
164,0,10565,Ian Leggatt,9' 7",3861.833,403
164,0,27120,Troy Matteson,9' 7",4661.250,486
164,0,23497,Tag Ridings,9' 7",5048.000,529
169,0,25936,Alex Aragon,9' 8",3221.667,333
169,0,23614,Rich Beem,9' 8",3356.833,348
169,0,24980,Scott Gutschewski,9' 8",2351.167,243
169,0,01685,J.L. Lewis,9' 8",3016.833,312
169,0,20631,David McKenzie,9' 8",3536.583,365
174,0,26360,Bubba Dickerson,9' 9",4513.833,461
174,0,23409,James Driscoll,9' 9",4382.750,449
174,0,22892,Jason Gore,9' 9",3749.833,386
174,0,20608,David Howell,9' 9",1350.333,138
174,0,24912,Will MacKenzie,9' 9",3833.917,394
174,0,22913,John Rollins,9' 9",3724.333,381
180,0,25935,John Engler Jr.,9' 11",3962.667,398
180,0,24502,Adam Scott,9' 11",2484.917,250
182,0,07223,Brian Bateman,10' 0",3226.417,323
182,0,10505,Shane Bertsch,10' 0",5087.750,510
182,0,01473,Todd Hamilton,10' 0",3722.833,372
182,0,12716,Charley Hoffman,10' 0",4649.167,465
182,0,01706,Davis Love III,10' 0",2956.000,296
187,0,23048,Eric Axley,10' 1",4226.500,418
188,0,06573,Brandt Jobe,10' 2",3759.833,371
189,0,20593,Greg Chalmers,10' 3",3550.333,346
189,0,24781,Hunter Mahan,10' 3",4773.250,465
191,0,07013,Wes Short Jr.,10' 6",4943.250,472
191,0,02106,Chris Smith,10' 6",3159.917,301
193,0,01035,Tommy Armour III,10' 7",3228.417,305
194,0,01226,Fred Couples,10' 9",1996.250,185
194,0,23307,Roger Tambellini,10' 9",3078.167,287
196,0,11123,Chris Couch,11' 4",4003.083,353
