RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),ATTEMPTS
1,0,08385,Omar Uresti,6' 6",1892.167,290
2,0,01928,Corey Pavin,6' 7",2103.250,320
3,0,06527,Steve Stricker,6' 11",1738.167,252
4,0,06567,Vijay Singh,7' 0",2930.750,417
5,0,20766,Padraig Harrington,7' 2",1363.083,190
6,0,20127,Chris Riley,7' 3",3074.833,426
7,0,02239,Scott Verplank,7' 4",2606.833,355
8,0,06643,Paul Goydos,7' 5",2575.250,349
9,0,23983,Luke Donald,7' 6",1670.333,222
10,0,01219,John Cook,7' 7",2146.500,284
10,0,01381,Fred Funk,7' 7",3326.333,439
10,0,24138,Ian Poulter,7' 7",1653.417,217
10,0,02110,Jerry Smith,7' 7",3294.167,434
14,0,06522,Ernie Els,7' 8",2095.750,272
14,0,10809,Jim Furyk,7' 8",2276.667,298
16,0,01042,Paul Azinger,7' 9",3570.917,463
16,0,06034,Marco Dawson,7' 9",3332.667,429
16,0,22378,Trevor Immelman,7' 9",2521.917,327
16,0,20382,Stephen Leaney,7' 9",3082.250,396
20,0,24507,Jason Bohn,7' 10",3744.583,479
20,0,19846,Brian Gay,7' 10",4577.750,587
20,0,10860,Justin Leonard,7' 10",2715.250,348
20,0,20691,Greg Owen,7' 10",2430.667,309
20,0,02214,Kirk Triplett,7' 10",1992.000,253
20,0,27095,Nick Watney,7' 10",3759.333,478
20,0,10423,Mike Weir,7' 10",2648.333,339
20,0,21878,Mark Wilson,7' 10",2896.000,369
20,0,08793,Tiger Woods,7' 10",1086.500,139
29,0,12510,Chad Campbell,7' 11",2679.083,339
29,0,01320,Bob Estes,7' 11",3018.167,380
29,0,24924,Bill Haas,7' 11",3986.750,506
29,0,08537,J.P. Hayes,7' 11",2085.250,264
29,0,07749,Brett Quigley,7' 11",3647.500,463
29,0,22405,Justin Rose,7' 11",3373.583,426
35,0,06197,Michael Allen,8' 0",3302.583,411
35,0,24925,Jonathan Byrd,8' 0",2133.750,268
35,0,06251,Chris DiMarco,8' 0",2521.583,315
35,0,12782,Tim Herron,8' 0",2759.000,345
35,0,20094,Jonathan Kaye,8' 0",3474.083,436
35,0,01941,Tom Pernice Jr.,8' 0",3900.333,490
41,0,20098,Stuart Appleby,8' 1",2933.583,362
41,0,01132,Mark Brooks,8' 1",3576.333,444
41,0,19881,Robert Damron,8' 1",3725.500,459
41,0,07457,Steve Flesch,8' 1",4405.583,547
41,0,08075,Jerry Kelly,8' 1",3598.833,446
41,0,12680,Shigeki Maruyama,8' 1",3793.333,467
41,0,06595,Kevin Sutherland,8' 1",3534.750,437
41,0,23623,Bo Van Pelt,8' 1",3885.167,479
49,0,01024,Billy Andrade,8' 2",2640.500,323
49,0,19824,Craig Barlow,8' 2",2471.917,304
49,0,01142,Bart Bryant,8' 2",2885.167,352
49,0,21753,Brian Davis,8' 2",3577.417,440
49,0,21350,Ryuji Imada,8' 2",4030.167,494
49,0,06350,Bob May,8' 2",2198.750,269
49,0,23325,Vaughn Taylor,8' 2",3332.333,407
56,0,23135,Tim Clark,8' 3",2390.917,289
56,0,12760,Danny Ellis,8' 3",2827.000,341
56,0,20121,Todd Fischer,8' 3",4406.833,536
56,0,20634,Peter Lonard,8' 3",3097.750,374
56,0,01766,Billy Mayfair,8' 3",3300.833,400
56,0,21949,Joe Ogilvie,8' 3",3561.917,432
56,0,20572,Rod Pampling,8' 3",2954.583,357
56,0,23621,Rory Sabbatini,8' 3",2893.000,349
56,0,02104,Jeff Sluman,8' 3",3717.417,451
56,0,25632,Jimmy Walker,8' 3",2624.000,317
66,0,07867,Woody Austin,8' 4",4559.000,549
66,0,01161,Mark Calcavecchia,8' 4",3763.000,451
66,0,20472,Alex Cejka,8' 4",3462.750,416
66,0,01823,Larry Mize,8' 4",1915.000,230
66,0,20645,John Senden,8' 4",3080.167,371
66,0,02246,Duffy Waldorf,8' 4",3746.917,449
72,0,08835,Kris Cox,8' 5",3062.000,365
72,0,23541,Ben Crane,8' 5",3001.250,355
72,0,01313,Steve Elkington,8' 5",1959.667,232
72,0,10733,Kent Jones,8' 5",3824.917,455
72,0,11032,Frank Lickliter II,8' 5",3642.417,433
72,0,24140,Sean O'Hair,8' 5",3493.167,413
78,0,25900,Lucas Glover,8' 6",3806.417,448
78,0,23718,Nathan Green,8' 6",4542.167,536
78,0,01619,Skip Kendall,8' 6",2476.000,290
78,0,01677,Tom Lehman,8' 6",2117.333,248
78,0,20628,Arron Oberholser,8' 6",2531.083,297
78,0,24361,Pat Perez,8' 6",2020.917,238
78,0,01948,Tim Petrovic,8' 6",4446.917,522
78,0,25345,Carl Pettersson,8' 6",3717.500,436
78,0,21660,Jason Schultz,8' 6",3133.333,370
78,0,02223,Bob Tway,8' 6",3048.000,360
88,0,20498,Briny Baird,8' 7",2850.750,332
88,0,24357,K.J. Choi,8' 7",3464.500,405
88,0,20157,Retief Goosen,8' 7",2016.250,234
88,0,21731,Freddie Jacobson,8' 7",2432.333,284
88,0,06515,Shaun Micheel,8' 7",3347.083,391
88,0,02206,David Toms,8' 7",2747.167,320
94,0,20099,Doug Barron,8' 8",3519.417,406
94,0,20850,Daniel Chopra,8' 8",4485.083,516
94,0,01249,John Daly,8' 8",2053.750,237
94,0,20574,Mathew Goggin,8' 8",2553.000,296
94,0,01666,Bernhard Langer,8' 8",2736.000,317
94,0,25842,Jon Mills,8' 8",2658.333,306
94,0,20548,Hidemichi Tanaka,8' 8",3284.750,378
94,0,20812,Tjaart van der Walt,8' 8",2636.167,303
94,0,23349,Charles Warren,8' 8",3410.333,395
103,0,12823,Carlos Franco,8' 9",3676.917,420
103,0,12645,Brent Geiberger,8' 9",4404.333,502
103,0,20105,Jeff Gove,8' 9",3181.083,363
103,0,06373,José María Olazábal,8' 9",1586.417,181
103,0,21959,Ted Purdy,8' 9",3543.917,406
108,0,20229,Stewart Cink,8' 10",3330.250,377
108,0,27141,J.B. Holmes,8' 10",2870.083,324
108,0,01707,Steve Lowery,8' 10",4046.500,458
108,0,01887,Mark O'Meara,8' 10",2119.667,239
108,0,23320,Ryan Palmer,8' 10",4120.417,467
