RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS
1,0,33448,Justin Thomas,3172
2,0,50525,Collin Morikawa,3150
3,0,47959,Bryson DeChambeau,3081
4,0,35450,Patrick Cantlay,3076
5,0,34099,Harris English,2696
6,0,30925,Dustin Johnson,2578
7,0,29725,Tony Finau,2467
8,0,48081,Xander Schauffele,2352
9,0,34046,Jordan Spieth,2343
10,0,40026,Daniel Berger,2277
11,0,34360,Patrick Reed,2105
12,0,47504,Sam Burns,2026
13,0,46046,Scottie Scheffler,2002
14,0,29221,Webb Simpson,1984
15,0,25396,Kevin Na,1974
16,0,30944,Jason Kokrak,1957
17,0,36689,Brooks Koepka,1807
18,0,29420,Billy Horschel,1780
19,0,29478,Kevin Kisner,1640
20,0,20229,Stewart Cink,1608
21,0,39977,Max Homa,1500
22,0,27644,Brian Harman,1393
23,0,12716,Charley Hoffman,1372
24,0,52372,Cameron Champ,1355
25,0,27214,Kevin Streelman,1310
26,0,47483,Will Zalatoris,1296
27,0,23320,Ryan Palmer,1286
28,0,30927,Brendon Todd,1247
29,0,33419,Cameron Tringale,1240
30,0,35310,Lanto Griffin,1217
31,0,25900,Lucas Glover,1211
32,0,34098,Russell Henley,1184
33,0,33141,Keegan Bradley,1180
34,0,56278,Matthew Wolff,1175
35,0,46442,Maverick McNealy,1140
36,0,35449,Adam Long,1100
37,0,34076,Joel Dahmen,1052
38,0,46402,Talor Gooch,1048
39,0,01810,Phil Mickelson,1038
40,0,37189,Harold Varner III,1033
41,0,35532,Tom Hoge,992
42,0,34264,Hudson Swafford,989
43,0,25804,Bubba Watson,980
44,0,49771,J.T. Poston,966
45,0,33597,Harry Higgs,956
46,0,49964,Aaron Wise,924
47,0,32640,Troy Merritt,923
48,0,30926,Chris Kirk,910
49,0,32757,Patton Kizzire,895
50,0,29518,Brendan Steele,888
51,0,34431,Robert Streb,872
52,0,31323,Gary Woodland,869
53,0,47128,Richy Werenski,843
54,0,53165,Doc Redman,837
55,0,31560,Brian Stuard,811
56,0,47993,Denny McCarthy,790
57,0,39546,Keith Mitchell,788
58,0,51766,Wyndham Clark,761
59,0,24361,Pat Perez,753
60,0,34256,Andrew Putnam,746
61,0,46550,Brandon Hagy,743
62,0,19846,Brian Gay,741
63,0,23108,Matt Kuchar,734
