RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,12716,Charley Hoffman,69.0,49,71,-10.00
2,0,34099,Harris English,66.7,42,63,-9.00
3,0,24357,K.J. Choi,64.3,36,56,-2.00
4,0,20098,Stuart Appleby,62.5,45,72,-11.00
5,0,23320,Ryan Palmer,61.5,32,52,-7.00
6,0,30852,Ryo Ishikawa,61.2,41,67,-7.00
7,0,20848,Ángel Cabrera,60.0,24,40,-5.00
7,0,23621,Rory Sabbatini,60.0,45,75,-8.00
9,0,22913,John Rollins,59.6,34,57,-10.00
10,0,20229,Stewart Cink,59.0,36,61,-4.00
11,0,24490,George McNeill,57.8,37,64,-8.00
12,0,10885,Robert Allenby,57.4,35,61,-6.00
12,0,24781,Hunter Mahan,57.4,35,61,-4.00
14,0,27120,Troy Matteson,56.9,29,51,-6.00
15,0,01706,Davis Love III,56.7,34,60,-6.00
16,0,21209,Sergio Garcia,56.4,22,39,-4.00
17,0,34174,John Huh,56.1,23,41,-3.00
18,0,30944,Jason Kokrak,56.0,28,50,-4.00
19,0,32150,Michael Thompson,55.6,30,54,-10.00
20,0,22371,Aaron Baddeley,55.2,32,58,-9.00
21,0,34021,Bud Cauley,55.0,33,60,-7.00
21,0,27936,Martin Laird,55.0,22,40,-5.00
23,0,21961,Charles Howell III,54.7,52,95,-9.00
23,0,26300,Matt Jones,54.7,35,64,-12.00
25,0,21731,Freddie Jacobson,54.5,42,77,-11.00
26,0,24925,Jonathan Byrd,54.0,27,50,-7.00
27,0,27649,Brandt Snedeker,53.8,35,65,-12.00
27,0,30110,Kyle Stanley,53.8,35,65,-5.00
29,0,27770,Camilo Villegas,53.5,38,71,-2.00
30,0,32333,Kevin Tway,53.3,24,45,+1.00
31,0,12510,Chad Campbell,52.6,20,38,-6.00
31,0,20157,Retief Goosen,52.6,41,78,-8.00
33,0,29425,Andrew Svoboda,52.5,31,59,-9.00
33,0,26951,Johnson Wagner,52.5,31,59,-5.00
35,0,25720,Chad Collins,52.3,23,44,E
35,0,25834,Daniel Summerhays,52.3,34,65,-6.00
37,0,25345,Carl Pettersson,52.1,38,73,-7.00
38,0,33461,Morgan Hoffmann,51.8,44,85,-6.00
39,0,29740,Brad Fritsch,51.7,15,29,-3.00
39,0,27933,John Merrick,51.7,31,60,E
39,0,23800,Bryce Molder,51.7,30,58,-5.00
42,0,27436,Graham DeLaet,51.6,33,64,-7.00
42,0,26851,Marc Leishman,51.6,32,62,-8.00
42,0,31202,William McGirt,51.6,33,64,-6.00
42,0,22046,Geoff Ogilvy,51.6,33,64,-5.00
42,0,27556,Ted Potter Jr.,51.6,16,31,-1.00
47,0,29289,S.Y. Noh,51.5,34,66,-9.00
47,0,25562,Andres Romero,51.5,34,66,-2.00
49,0,25274,Steven Bowditch,51.4,37,72,-6.00
49,0,31557,Jim Herman,51.4,18,35,-1.00
49,0,29518,Brendan Steele,51.4,37,72,-10.00
52,0,36689,Brooks Koepka,51.3,20,39,-8.00
53,0,26758,David Hearn,51.2,43,84,-6.00
53,0,33418,Shawn Stefani,51.2,21,41,-4.00
55,0,32839,Hideki Matsuyama,50.9,28,55,-1.00
55,0,35541,John Peterson,50.9,28,55,-3.00
55,0,30692,Scott Stallings,50.9,28,55,E
55,0,34264,Hudson Swafford,50.9,28,55,-7.00
59,0,33141,Keegan Bradley,50.8,32,63,-10.00
59,0,28780,Nicholas Thompson,50.8,30,59,-3.00
61,0,30927,Brendon Todd,50.7,38,75,-10.00
62,0,35539,Luke Guthrie,50.6,39,77,-12.00
63,0,24494,Erik Compton,50.0,31,62,-6.00
63,0,27644,Brian Harman,50.0,45,90,-7.00
63,0,32640,Troy Merritt,50.0,26,52,-4.00
63,0,22405,Justin Rose,50.0,27,54,-3.00
63,0,06567,Vijay Singh,50.0,35,70,-5.00
63,0,26679,Kevin Stadler,50.0,30,60,-6.00
69,0,24924,Bill Haas,49.4,43,87,-6.00
70,0,23409,James Driscoll,49.2,29,59,-14.00
70,0,25349,Tim Wilkinson,49.2,32,65,-4.00
72,0,28259,Sangmoon Bae,49.1,26,53,-7.00
72,0,26289,Boo Weekley,49.1,27,55,-3.00
74,0,10809,Jim Furyk,48.9,23,47,-3.00
75,0,25572,Graeme McDowell,48.8,20,41,-3.00
76,0,33413,Ben Martin,48.3,29,60,-6.00
77,0,25686,Jason Dufner,47.7,21,44,-2.00
77,0,28307,Matt Every,47.7,31,65,-4.00
77,0,20396,Lee Westwood,47.7,21,44,-6.00
80,0,10423,Mike Weir,47.5,28,59,-10.00
81,0,23353,J.J. Henry,47.4,36,76,-1.00
82,0,29222,Billy Hurley III,47.2,25,53,-3.00
83,0,25191,Gonzalo Fernandez-Castaño,47.1,32,68,-3.00
83,0,27466,Spencer Levin,47.1,16,34,-6.00
85,0,22378,Trevor Immelman,47.0,31,66,-6.00
86,0,30926,Chris Kirk,46.9,45,96,-12.00
87,0,24846,Ricky Barnes,46.8,44,94,-11.00
88,0,37273,Derek Ernst,46.6,27,58,-3.00
89,0,35300,Andrew Loupe,46.5,20,43,-6.00
90,0,32334,Charlie Beljan,46.3,25,54,-3.00
90,0,20593,Greg Chalmers,46.3,38,82,-5.00
92,0,29926,Danny Lee,46.0,29,63,-4.00
93,0,34409,David Lingmerth,45.9,28,61,-9.00
94,0,32102,Rickie Fowler,45.8,22,48,-5.00
94,0,24358,Robert Garrigus,45.8,27,59,-7.00
96,0,26331,Charl Schwartzel,45.7,21,46,-2.00
97,0,25364,Paul Casey,45.5,25,55,-5.00
97,0,27141,J.B. Holmes,45.5,30,66,-2.00
97,0,31323,Gary Woodland,45.5,30,66,-3.00
100,0,29221,Webb Simpson,45.3,24,53,-2.00
101,0,20104,Ken Duke,45.2,19,42,E
101,0,02206,David Toms,45.2,14,31,-6.00
103,0,25396,Kevin Na,45.1,23,51,-5.00
104,0,29479,Scott Brown,44.7,34,76,-7.00
104,0,25900,Lucas Glover,44.7,17,38,-1.00
106,0,27963,Chris Stroud,44.6,33,74,-8.00
107,0,30750,Tommy Gainey,44.4,24,54,-1.00
107,0,19846,Brian Gay,44.4,20,45,-4.00
107,0,30925,Dustin Johnson,44.4,12,27,-2.00
110,0,32448,James Hahn,44.3,27,61,-1.00
111,0,23623,Bo Van Pelt,44.2,19,43,-2.00
112,0,24507,Jason Bohn,44.1,26,59,-9.00
113,0,25632,Jimmy Walker,44.0,37,84,-11.00
114,0,21753,Brian Davis,43.8,21,48,-7.00
115,0,06522,Ernie Els,43.7,31,71,-5.00
116,0,34261,Scott Langley,43.6,24,55,-3.00
116,0,28237,Rory McIlroy,43.6,17,39,-3.00
118,0,27895,Jonas Blixt,43.5,20,46,-3.00
118,0,28475,Jeff Overton,43.5,30,69,-8.00
120,0,28500,Martin Flores,43.3,26,60,-3.00
120,0,20160,Charlie Wi,43.3,26,60,-5.00
122,0,24912,Will MacKenzie,43.1,22,51,-6.00
123,0,33419,Cameron Tringale,43.0,40,93,-13.00
124,0,20498,Briny Baird,42.9,15,35,-1.00
125,0,07867,Woody Austin,42.6,20,47,-1.00
125,0,28132,Tyrone Van Aswegen,42.6,29,68,-3.00
127,0,01724,Jeff Maggert,42.4,14,33,-6.00
128,0,01810,Phil Mickelson,42.2,19,45,-4.00
128,0,24502,Adam Scott,42.2,19,45,-7.00
128,0,31560,Brian Stuard,42.2,27,64,-6.00
131,0,25804,Bubba Watson,42.1,16,38,-5.00
132,0,23108,Matt Kuchar,42.0,29,69,-7.00
133,0,27095,Nick Watney,41.7,25,60,-4.00
134,0,08075,Jerry Kelly,41.5,22,53,-7.00
135,0,23541,Ben Crane,41.4,24,58,-6.00
135,0,34265,Will Wilcox,41.4,12,29,-2.00
137,0,21878,Mark Wilson,41.3,19,46,-3.00
138,0,34046,Jordan Spieth,41.2,35,85,-7.00
138,0,27064,Jhonattan Vegas,41.2,21,51,-3.00
140,0,32366,Kevin Chappell,41.0,34,83,-7.00
140,0,23983,Luke Donald,41.0,16,39,-3.00
142,0,28089,Jason Day,40.9,9,22,-4.00
143,0,32200,Roberto Castro,40.8,20,49,-6.00
144,0,23135,Tim Clark,40.6,13,32,-4.00
144,0,23638,Brendon de Jonge,40.6,26,64,-5.00
146,0,22621,Ben Curtis,40.4,19,47,-3.00
147,0,33122,Russell Knox,40.0,26,65,-2.00
147,0,31193,Jim Renner,40.0,28,70,-3.00
147,0,20645,John Senden,40.0,28,70,-11.00
147,0,21528,Henrik Stenson,40.0,10,25,-3.00
147,0,27330,Josh Teater,40.0,26,65,-3.00
152,0,35732,Wes Roach,39.5,17,43,-3.00
153,0,29420,Billy Horschel,39.4,26,66,-5.00
154,0,26329,Louis Oosthuizen,39.3,11,28,-2.00
155,0,24663,Y.E. Yang,39.2,20,51,-6.00
156,0,29478,Kevin Kisner,38.8,26,67,-7.00
157,0,34563,Chesson Hadley,38.6,22,57,-4.00
158,0,27408,Martin Kaymer,38.5,15,39,-1.00
159,0,29535,Brice Garnett,38.4,33,86,-2.00
160,0,24140,Sean O'Hair,38.2,26,68,-2.00
160,0,34360,Patrick Reed,38.2,26,68,-6.00
162,0,25444,Justin Hicks,38.1,16,42,-4.00
163,0,24024,Zach Johnson,37.9,22,58,-5.00
164,0,10860,Justin Leonard,37.5,18,48,E
164,0,27214,Kevin Streelman,37.5,15,40,-3.00
166,0,24361,Pat Perez,37.3,22,59,-3.00
166,0,25240,D.A. Points,37.3,19,51,-5.00
168,0,24138,Ian Poulter,37.1,13,35,E
169,0,28092,D.H. Lee,37.0,10,27,-1.00
170,0,34098,Russell Henley,36.8,21,57,-5.00
171,0,26596,Ryan Moore,36.7,18,49,-4.00
172,0,34431,Robert Streb,36.5,19,52,-7.00
173,0,26956,Bronson La'Cassie,33.3,9,27,-3.00
174,0,22293,Heath Slocum,32.3,10,31,-3.00
175,0,35139,Richard Lee,30.8,16,52,-2.00
176,0,28486,Michael Putnam,30.6,19,62,-2.00
177,0,29461,Jamie Lovemark,30.3,10,33,-1.00
