RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# OF HOLES
109,0,26956,Bronson La'Cassie,75.00,294,392
110,0,31557,Jim Herman,74.95,377,503
111,0,29222,Billy Hurley III,74.94,634,846
112,0,31202,William McGirt,74.86,661,883
113,0,33418,Shawn Stefani,74.77,403,539
114,0,32448,James Hahn,74.74,506,677
115,0,34046,Jordan Spieth,74.69,602,806
116,0,27466,Spencer Levin,74.67,398,533
117,0,22293,Heath Slocum,74.64,521,698
118,0,33141,Keegan Bradley,74.58,572,767
118,0,20396,Lee Westwood,74.58,358,480
120,0,01810,Phil Mickelson,74.48,429,576
121,0,35732,Wes Roach,74.44,399,536
122,0,22046,Geoff Ogilvy,74.43,486,653
123,0,21209,Sergio Garcia,74.26,375,505
124,0,23541,Ben Crane,74.23,556,749
125,0,24494,Erik Compton,74.20,532,717
126,0,20098,Stuart Appleby,74.11,561,757
126,0,35539,Luke Guthrie,74.11,518,699
128,0,08075,Jerry Kelly,73.92,547,740
129,0,24925,Jonathan Byrd,73.91,456,617
129,0,25240,D.A. Points,73.91,473,640
131,0,22371,Aaron Baddeley,73.90,388,525
132,0,25396,Kevin Na,73.87,622,842
133,0,23638,Brendon de Jonge,73.77,762,1033
134,0,02206,David Toms,73.66,481,653
135,0,27649,Brandt Snedeker,73.64,570,774
136,0,24507,Jason Bohn,73.63,539,732
137,0,20848,Ángel Cabrera,73.53,414,563
137,0,20160,Charlie Wi,73.53,414,563
139,0,30110,Kyle Stanley,73.52,522,710
140,0,34409,David Lingmerth,73.46,465,633
140,0,25349,Tim Wilkinson,73.46,501,682
142,0,27895,Jonas Blixt,73.36,358,488
142,0,23983,Luke Donald,73.36,358,488
144,0,29926,Danny Lee,73.28,532,726
145,0,35541,John Peterson,73.27,392,535
146,0,07867,Woody Austin,73.18,371,507
146,0,24357,K.J. Choi,73.18,524,716
148,0,25191,Gonzalo Fernandez-Castaño,72.97,502,688
149,0,26331,Charl Schwartzel,72.87,376,516
150,0,30750,Tommy Gainey,72.84,405,556
150,0,25562,Andres Romero,72.84,429,589
152,0,23409,James Driscoll,72.69,378,520
153,0,21731,Freddie Jacobson,72.61,546,752
154,0,32200,Roberto Castro,72.57,471,649
155,0,30927,Brendon Todd,72.54,708,976
156,0,31560,Brian Stuard,72.48,582,803
157,0,29479,Scott Brown,72.40,674,931
158,0,34098,Russell Henley,72.38,595,822
159,0,27141,J.B. Holmes,72.26,474,656
159,0,34174,John Huh,72.26,560,775
161,0,24663,Y.E. Yang,72.15,513,711
162,0,37273,Derek Ernst,72.01,494,686
162,0,27214,Kevin Streelman,72.01,535,743
164,0,21878,Mark Wilson,71.99,437,607
165,0,20593,Greg Chalmers,71.97,475,660
166,0,01724,Jeff Maggert,71.68,372,519
167,0,28259,Sangmoon Bae,71.63,467,652
168,0,20498,Briny Baird,71.62,318,444
168,0,22621,Ben Curtis,71.62,472,659
170,0,23135,Tim Clark,71.35,553,775
171,0,25720,Chad Collins,70.36,432,614
172,0,10423,Mike Weir,70.08,335,478
173,0,35139,Richard Lee,69.99,471,673
174,0,21753,Brian Davis,69.72,608,872
175,0,10860,Justin Leonard,69.22,470,679
176,0,19846,Brian Gay,68.32,468,685
177,0,28092,D.H. Lee,67.97,314,462
