RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 1ST TEE LATE ROUNDS
61,0,52513,Carson Young,69.86,1956,28
63,0,27214,Kevin Streelman,69.87,2096,30
63,0,30927,Brendon Todd,69.87,2166,31
65,0,36799,Stephan Jaeger,69.89,2516,36
65,0,23108,Matt Kuchar,69.89,2586,37
67,0,56630,Akshay Bhatia,69.90,2027,29
68,0,39997,Corey Conners,69.91,2447,35
69,0,49947,Taylor Moore,69.97,2449,35
70,0,35461,Beau Hossler,69.98,2869,41
71,0,52375,Doug Ghim,70.00,1610,23
71,0,32791,K.H. Lee,70.00,2240,32
71,0,34256,Andrew Putnam,70.00,2520,36
74,0,33948,Byeong Hun An,70.02,2941,42
75,0,35901,Paul Haley II,70.06,1191,17
76,0,34099,Harris English,70.07,2102,30
76,0,49960,Sepp Straka,70.07,2032,29
78,0,47347,Adam Schenk,70.09,3154,45
79,0,55893,Sam Stevens,70.12,2384,34
80,0,40098,Matt Fitzpatrick,70.13,2665,38
80,0,51070,Vincent Norrman,70.13,2244,32
80,0,22056,Cameron Percy,70.13,1122,16
80,0,46414,Aaron Rai,70.13,2174,31
84,0,54591,Ben Griffin,70.14,3016,43
84,0,50188,S.H. Kim,70.14,2525,36
84,0,51634,Sahith Theegala,70.14,3016,43
87,0,30926,Chris Kirk,70.18,2807,40
88,0,47988,Nick Hardy,70.21,2317,33
88,0,28775,Nate Lashley,70.21,2036,29
90,0,35449,Adam Long,70.22,1896,27
90,0,58168,Davis Thompson,70.22,2528,36
92,0,47504,Sam Burns,70.24,2388,34
92,0,37455,Si Woo Kim,70.24,2318,33
94,0,49298,Kramer Hickok,70.29,1687,24
94,0,12716,Charley Hoffman,70.29,1687,24
94,0,36871,Matt NeSmith,70.29,2460,35
94,0,25818,Scott Piercy,70.29,1476,21
98,0,26476,Chez Reavie,70.36,985,14
98,0,50493,Justin Suh,70.36,2955,42
100,0,34046,Jordan Spieth,70.37,2674,38
101,0,27129,Luke List,70.38,1478,21
101,0,32640,Troy Merritt,70.38,1478,21
101,0,47995,Davis Riley,70.38,2745,39
104,0,51890,Greyson Sigg,70.39,2182,31
105,0,39975,Michael Kim,70.41,2605,37
106,0,34255,Joseph Bramlett,70.42,1338,19
107,0,32366,Kevin Chappell,70.43,986,14
108,0,25686,Jason Dufner,70.44,1268,18
109,0,45522,Christiaan Bezuidenhout,70.45,2184,31
110,0,49453,Trevor Cone,70.47,1198,17
110,0,33448,Justin Thomas,70.47,2255,32
112,0,35879,Kelly Kraft,70.48,1621,23
113,0,55454,Carl Yuan,70.52,1763,25
114,0,33413,Ben Martin,70.55,2046,29
115,0,31557,Jim Herman,70.57,494,7
115,0,39324,J.J. Spaun,70.57,1976,28
117,0,40115,Adam Svensson,70.58,2682,38
117,0,57366,Cameron Young,70.58,2188,31
119,0,32839,Hideki Matsuyama,70.62,2754,39
120,0,36724,Augusto Núñez,70.65,1413,20
121,0,57975,Harry Hall,70.66,2261,32
122,0,39058,Lucas Herbert,70.67,848,12
122,0,31202,William McGirt,70.67,636,9
124,0,46441,Robby Shelton,70.68,2191,31
125,0,46435,Austin Cook,70.70,1414,20
125,0,54628,Lee Hodges,70.70,2333,33
125,0,34610,Matthias Schwab,70.70,1626,23
125,0,25632,Jimmy Walker,70.70,1626,23
129,0,48867,Matti Schmid,70.71,1980,28
130,0,24925,Jonathan Byrd,70.73,1061,15
130,0,47983,Chad Ramey,70.73,1556,22
132,0,31577,Tano Goya,70.74,1910,27
132,0,48887,Matt Wallace,70.74,1627,23
134,0,40058,Zac Blair,70.75,1698,24
134,0,29289,S.Y. Noh,70.75,849,12
136,0,29221,Webb Simpson,70.76,1203,17
137,0,27963,Chris Stroud,70.77,920,13
138,0,37338,Zecheng Dou,70.78,1628,23
139,0,40162,Justin Lower,70.83,2125,30
140,0,48084,Wesley Bryan,70.85,921,13
141,0,50095,Austin Smotherman,70.86,2055,29
142,0,47079,Harrison Endycott,70.88,1843,26
143,0,33408,Tyson Alexander,70.92,1844,26
143,0,33653,Thomas Detry,70.92,2624,37
145,0,20229,Stewart Cink,70.94,1135,16
146,0,56762,Will Gordon,70.97,2342,33
146,0,54783,Dylan Wu,70.97,2058,29
148,0,59018,Ryan Gerard,71.00,1349,19
148,0,35310,Lanto Griffin,71.00,497,7
148,0,27095,Nick Watney,71.00,781,11
151,0,39546,Keith Mitchell,71.03,2131,30
151,0,48699,Callum Tarren,71.03,2628,37
153,0,29535,Brice Garnett,71.04,1705,24
153,0,34409,David Lingmerth,71.04,1847,26
153,0,34466,Peter Malnati,71.04,1989,28
156,0,51950,Max McGreevy,71.05,1563,22
157,0,51414,Brent Grant,71.08,1777,25
157,0,32448,James Hahn,71.08,924,13
159,0,39067,MJ Daffue,71.11,1351,19
159,0,23320,Ryan Palmer,71.11,1280,18
161,0,51997,Andrew Novak,71.13,2134,30
162,0,19803,Ryan Armour,71.14,1494,21
163,0,30692,Scott Stallings,71.19,1495,21
164,0,24024,Zach Johnson,71.20,1424,20
165,0,54421,Garrick Higgo,71.21,1353,19
165,0,27974,Sung Kang,71.21,997,14
167,0,53165,Doc Redman,71.30,1426,20
167,0,31323,Gary Woodland,71.30,2139,30
169,0,39954,Cody Gribble,71.33,1284,18
170,0,33204,Shane Lowry,71.35,1855,26
170,0,32139,Danny Willett,71.35,1855,26
172,0,29420,Billy Horschel,71.40,2142,30
173,0,24140,Sean O'Hair,71.43,1000,14
174,0,28420,Ryan Brehm,71.47,1072,15
175,0,51349,Nico Echavarria,71.50,1430,20
176,0,48117,Kurt Kitayama,71.52,1931,27
177,0,32816,Satoshi Kodaira,71.55,787,11
177,0,31560,Brian Stuard,71.55,787,11
179,0,32333,Kevin Tway,71.58,1360,19
180,0,47128,Richy Werenski,71.64,1003,14
181,0,29970,Dylan Frittelli,71.67,645,9
182,0,27554,Scott Harrington,71.76,1794,25
183,0,52411,Kyle Westmoreland,71.89,1294,18
184,0,36326,David Lipsky,71.90,2085,29
184,0,35617,Martin Trainer,71.90,719,10
186,0,39335,Kevin Roy,71.96,1655,23
187,0,33597,Harry Higgs,72.00,2160,30
188,0,49766,Hank Lebioda,72.12,1226,17
188,0,58967,Trevor Werbylo,72.12,1226,17
190,0,32662,Michael Gligic,72.25,867,12
190,0,46601,Trey Mullinax,72.25,1156,16
192,0,33410,Andrew Landry,73.00,292,4
193,0,51491,Brandon Matthews,73.07,1023,14
