RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 1ST TEE LATE ROUNDS
1,0,52955,Ludvig Åberg,68.31,1776,26
2,0,45609,Tyler Duncan,68.42,1300,19
3,0,46046,Scottie Scheffler,68.52,3700,54
4,0,27644,Brian Harman,68.60,2744,40
5,0,28237,Rory McIlroy,68.65,2952,43
6,0,46970,Jon Rahm,68.79,2958,43
7,0,45157,Cam Davis,68.80,2821,41
8,0,39977,Max Homa,68.85,3649,53
8,0,58696,Peter Kuest,68.85,1377,20
10,0,33399,Adam Hadwin,68.97,2207,32
11,0,26596,Ryan Moore,69.00,1587,23
12,0,47993,Denny McCarthy,69.07,2832,41
13,0,30911,Tommy Fleetwood,69.10,2695,39
14,0,31646,Emiliano Grillo,69.11,2419,35
15,0,55182,Tom Kim,69.16,2974,43
16,0,25900,Lucas Glover,69.19,2145,31
17,0,52374,Brandon Wu,69.21,2007,29
18,0,46717,Viktor Hovland,69.22,3807,55
19,0,57362,Austin Eckroat,69.26,2355,34
19,0,46442,Maverick McNealy,69.26,1870,27
21,0,35450,Patrick Cantlay,69.29,2910,42
22,0,39971,Sungjae Im,69.31,3604,52
23,0,22371,Aaron Baddeley,69.35,1387,20
23,0,29908,C.T. Pan,69.35,1179,17
25,0,55708,Hayden Buckley,69.38,1457,21
26,0,49771,J.T. Poston,69.41,2707,39
27,0,34363,Tyrrell Hatton,69.43,2430,35
28,0,40006,Erik van Rooyen,69.47,1181,17
29,0,30163,Henrik Norlander,69.48,1737,25
29,0,25493,Nick Taylor,69.48,2015,29
31,0,29725,Tony Finau,69.50,2502,36
32,0,51766,Wyndham Clark,69.52,3059,44
33,0,52453,Nicolai Hojgaard,69.53,1321,19
34,0,34431,Robert Streb,69.54,904,13
35,0,48081,Xander Schauffele,69.56,3130,45
36,0,47591,Eric Cole,69.57,3687,53
36,0,34098,Russell Henley,69.57,2087,30
38,0,28089,Jason Day,69.58,2644,38
38,0,36801,Mark Hubbard,69.58,2505,36
40,0,40250,Taylor Pendrith,69.61,2506,36
41,0,48119,Ben Taylor,69.65,1811,26
42,0,32757,Patton Kizzire,69.66,2020,29
43,0,35506,Mackenzie Hughes,69.67,2090,30
43,0,36699,Patrick Rodgers,69.67,2508,36
45,0,46340,Alex Smalley,69.68,2369,34
46,0,52372,Cameron Champ,69.70,1394,20
47,0,45242,Kevin Yu,69.71,1185,17
48,0,32102,Rickie Fowler,69.76,3418,49
48,0,33122,Russell Knox,69.76,1186,17
50,0,34563,Chesson Hadley,69.77,2163,31
50,0,55789,Taylor Montgomery,69.77,3000,43
52,0,35532,Tom Hoge,69.78,2512,36
53,0,34076,Joel Dahmen,69.79,1954,28
53,0,24502,Adam Scott,69.79,2024,29
55,0,33141,Keegan Bradley,69.80,2792,40
56,0,27349,Alex Noren,69.81,2513,36
57,0,27936,Martin Laird,69.82,768,11
57,0,28252,Seamus Power,69.82,2304,33
59,0,50525,Collin Morikawa,69.84,3422,49
59,0,22405,Justin Rose,69.84,2235,32
61,0,37275,Sam Ryder,69.86,2585,37
