RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL LATE ROUNDS
41,0,30927,Brendon Todd,69.76,3488,50
42,0,55893,Sam Stevens,69.79,3699,53
43,0,33141,Keegan Bradley,69.81,3002,43
44,0,55789,Taylor Montgomery,69.82,3421,49
44,0,50525,Collin Morikawa,69.82,3491,50
44,0,39324,J.J. Spaun,69.82,3421,49
47,0,45609,Tyler Duncan,69.84,3422,49
47,0,51634,Sahith Theegala,69.84,3562,51
49,0,33948,Byeong Hun An,69.85,3702,53
49,0,54591,Ben Griffin,69.85,4261,61
51,0,46414,Aaron Rai,69.86,3563,51
52,0,23108,Matt Kuchar,69.90,3495,50
53,0,22056,Cameron Percy,69.91,2237,32
54,0,56630,Akshay Bhatia,69.92,2727,39
54,0,36801,Mark Hubbard,69.92,4195,60
56,0,57362,Austin Eckroat,69.93,3846,55
56,0,34099,Harris English,69.93,2867,41
58,0,35461,Beau Hossler,69.94,3777,54
58,0,32791,K.H. Lee,69.94,3497,50
58,0,33413,Ben Martin,69.94,3287,47
58,0,36699,Patrick Rodgers,69.94,3427,49
58,0,58168,Davis Thompson,69.94,3287,47
63,0,37275,Sam Ryder,69.95,3917,56
64,0,49947,Taylor Moore,69.98,3219,46
64,0,34256,Andrew Putnam,69.98,3639,52
66,0,40098,Matt Fitzpatrick,70.00,2730,39
66,0,52375,Doug Ghim,70.00,2940,42
66,0,49298,Kramer Hickok,70.00,2940,42
66,0,51070,Vincent Norrman,70.00,2800,40
66,0,47995,Davis Riley,70.00,3360,48
66,0,40115,Adam Svensson,70.00,4620,66
72,0,35532,Tom Hoge,70.04,3642,52
72,0,50188,S.H. Kim,70.04,3782,54
74,0,50493,Justin Suh,70.05,3993,57
75,0,51890,Greyson Sigg,70.06,3503,50
76,0,12716,Charley Hoffman,70.08,2733,39
77,0,39975,Michael Kim,70.10,3435,49
77,0,28775,Nate Lashley,70.10,3645,52
79,0,40058,Zac Blair,70.11,2524,36
80,0,35506,Mackenzie Hughes,70.12,2945,42
81,0,52372,Cameron Champ,70.13,2735,39
81,0,28252,Seamus Power,70.13,2805,40
83,0,39997,Corey Conners,70.15,3297,47
84,0,37455,Si Woo Kim,70.16,3017,43
85,0,31202,William McGirt,70.17,1614,23
86,0,30926,Chris Kirk,70.18,3439,49
86,0,47347,Adam Schenk,70.18,4281,61
88,0,33122,Russell Knox,70.19,3369,48
89,0,35310,Lanto Griffin,70.21,1966,28
89,0,25818,Scott Piercy,70.21,2949,42
91,0,34431,Robert Streb,70.24,2880,41
92,0,32839,Hideki Matsuyama,70.25,3091,44
93,0,34255,Joseph Bramlett,70.26,2740,39
94,0,31577,Tano Goya,70.27,3162,45
95,0,52513,Carson Young,70.28,3725,53
96,0,27129,Luke List,70.29,2882,41
97,0,47504,Sam Burns,70.30,2601,37
97,0,24502,Adam Scott,70.30,2320,33
99,0,51997,Andrew Novak,70.31,3375,48
100,0,32366,Kevin Chappell,70.32,1547,22
101,0,32757,Patton Kizzire,70.33,3446,49
102,0,45522,Christiaan Bezuidenhout,70.40,3027,43
103,0,34076,Joel Dahmen,70.41,3098,44
104,0,46441,Robby Shelton,70.42,3873,55
105,0,47988,Nick Hardy,70.43,3803,54
105,0,54783,Dylan Wu,70.43,3803,54
107,0,57975,Harry Hall,70.48,3524,50
107,0,32816,Satoshi Kodaira,70.48,1903,27
107,0,39546,Keith Mitchell,70.48,3524,50
107,0,34046,Jordan Spieth,70.48,2819,40
111,0,40006,Erik van Rooyen,70.49,2608,37
111,0,57366,Cameron Young,70.49,2749,39
111,0,55454,Carl Yuan,70.49,2890,41
114,0,19803,Ryan Armour,70.50,2961,42
114,0,20229,Stewart Cink,70.50,2679,38
116,0,39058,Lucas Herbert,70.52,2186,31
117,0,49453,Trevor Cone,70.53,2398,34
117,0,30163,Henrik Norlander,70.53,3315,47
119,0,55708,Hayden Buckley,70.54,2751,39
119,0,27936,Martin Laird,70.54,2892,41
121,0,36871,Matt NeSmith,70.55,3316,47
122,0,35879,Kelly Kraft,70.56,2752,39
122,0,50095,Austin Smotherman,70.56,3175,45
124,0,32640,Troy Merritt,70.57,3246,46
124,0,26476,Chez Reavie,70.57,2964,42
126,0,33653,Thomas Detry,70.59,3600,51
126,0,23320,Ryan Palmer,70.59,2612,37
126,0,49960,Sepp Straka,70.59,3106,44
129,0,56762,Will Gordon,70.60,3671,52
130,0,51349,Nico Echavarria,70.62,2966,42
130,0,48867,Matti Schmid,70.62,2966,42
132,0,25686,Jason Dufner,70.64,3108,44
133,0,48119,Ben Taylor,70.70,3747,53
133,0,31323,Gary Woodland,70.70,3111,44
135,0,34409,David Lingmerth,70.71,2970,42
136,0,47079,Harrison Endycott,70.73,3112,44
137,0,48887,Matt Wallace,70.74,3042,43
138,0,54628,Lee Hodges,70.75,3608,51
138,0,40162,Justin Lower,70.75,3750,53
140,0,29535,Brice Garnett,70.77,2760,39
140,0,51414,Brent Grant,70.77,3043,43
142,0,35449,Adam Long,70.78,3610,51
142,0,47983,Chad Ramey,70.78,3539,50
144,0,39067,MJ Daffue,70.79,3044,43
144,0,33448,Justin Thomas,70.79,2407,34
146,0,27214,Kevin Streelman,70.82,3541,50
147,0,34610,Matthias Schwab,70.85,3401,48
148,0,27963,Chris Stroud,70.88,1772,25
149,0,29221,Webb Simpson,70.89,1914,27
150,0,24925,Jonathan Byrd,70.90,2056,29
150,0,24024,Zach Johnson,70.90,2127,30
152,0,48699,Callum Tarren,70.94,3476,49
153,0,52411,Kyle Westmoreland,70.95,2696,38
154,0,33597,Harry Higgs,70.96,3406,48
155,0,59018,Ryan Gerard,70.97,2058,29
155,0,29289,S.Y. Noh,70.97,2058,29
157,0,54421,Garrick Higgo,71.00,3337,47
157,0,25632,Jimmy Walker,71.00,2911,41
159,0,30692,Scott Stallings,71.03,2557,36
160,0,34466,Peter Malnati,71.06,3411,48
161,0,32333,Kevin Tway,71.07,2914,41
162,0,37338,Zecheng Dou,71.08,3625,51
163,0,32139,Danny Willett,71.11,2631,37
164,0,29970,Dylan Frittelli,71.12,2347,33
165,0,36724,Augusto Núñez,71.14,2632,37
166,0,32448,James Hahn,71.18,2349,33
167,0,35901,Paul Haley II,71.19,3417,48
167,0,53165,Doc Redman,71.19,2563,36
169,0,47128,Richy Werenski,71.22,3276,46
170,0,33408,Tyson Alexander,71.23,3134,44
171,0,39954,Cody Gribble,71.24,2351,33
172,0,46435,Austin Cook,71.26,2779,39
173,0,31557,Jim Herman,71.28,2780,39
173,0,24140,Sean O'Hair,71.28,1782,25
175,0,33204,Shane Lowry,71.29,2210,31
176,0,27974,Sung Kang,71.30,1640,23
177,0,36326,David Lipsky,71.33,3852,54
178,0,29420,Billy Horschel,71.41,2428,34
179,0,48084,Wesley Bryan,71.43,1643,23
179,0,51950,Max McGreevy,71.43,2857,40
181,0,33410,Andrew Landry,71.44,2286,32
182,0,58967,Trevor Werbylo,71.49,2645,37
183,0,39335,Kevin Roy,71.53,2718,38
184,0,48117,Kurt Kitayama,71.54,2504,35
185,0,27095,Nick Watney,71.57,2648,37
186,0,35617,Martin Trainer,71.60,2148,30
187,0,27554,Scott Harrington,71.73,3156,44
188,0,31560,Brian Stuard,71.76,2081,29
189,0,28420,Ryan Brehm,71.88,3019,42
190,0,49766,Hank Lebioda,72.07,2090,29
191,0,32662,Michael Gligic,72.24,2384,33
192,0,46601,Trey Mullinax,72.52,2248,31
193,0,51491,Brandon Matthews,72.93,2115,29
