RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL LATE ROUNDS
1,0,52955,Ludvig Åberg,68.32,1913,28
2,0,46046,Scottie Scheffler,68.38,3966,58
3,0,28237,Rory McIlroy,68.61,3019,44
4,0,46970,Jon Rahm,68.78,3095,45
5,0,39977,Max Homa,68.93,3791,55
6,0,27644,Brian Harman,69.02,3658,53
7,0,52453,Nicolai Hojgaard,69.13,1590,23
8,0,47993,Denny McCarthy,69.18,3528,51
9,0,35450,Patrick Cantlay,69.20,3114,45
9,0,30911,Tommy Fleetwood,69.20,2837,41
11,0,29725,Tony Finau,69.26,2909,42
11,0,55182,Tom Kim,69.26,3255,47
13,0,46717,Viktor Hovland,69.27,3879,56
13,0,58696,Peter Kuest,69.27,1801,26
15,0,34363,Tyrrell Hatton,69.39,2637,38
16,0,39971,Sungjae Im,69.41,4026,58
17,0,45157,Cam Davis,69.45,3542,51
18,0,29908,C.T. Pan,69.48,1737,25
19,0,46442,Maverick McNealy,69.50,2363,34
19,0,49771,J.T. Poston,69.50,3892,56
19,0,48081,Xander Schauffele,69.50,3336,48
19,0,45242,Kevin Yu,69.50,2502,36
23,0,33399,Adam Hadwin,69.52,3198,46
24,0,46340,Alex Smalley,69.53,3685,53
25,0,47591,Eric Cole,69.54,4520,65
26,0,28089,Jason Day,69.56,2852,41
27,0,26596,Ryan Moore,69.60,2784,40
27,0,40250,Taylor Pendrith,69.60,3480,50
29,0,52374,Brandon Wu,69.61,3550,51
30,0,22405,Justin Rose,69.62,2367,34
31,0,51766,Wyndham Clark,69.64,4039,58
31,0,25493,Nick Taylor,69.64,3134,45
33,0,31646,Emiliano Grillo,69.65,3761,54
34,0,22371,Aaron Baddeley,69.66,2229,32
34,0,34098,Russell Henley,69.66,2856,41
36,0,27349,Alex Noren,69.67,3135,45
37,0,32102,Rickie Fowler,69.69,3763,54
38,0,34563,Chesson Hadley,69.70,3485,50
39,0,25900,Lucas Glover,69.71,3555,51
39,0,36799,Stephan Jaeger,69.71,3834,55
