RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE LATE RNDS.
135,0,39335,Kevin Roy,70.87,1063,15
136,0,59018,Ryan Gerard,70.90,709,10
137,0,29970,Dylan Frittelli,70.92,1702,24
138,0,58967,Trevor Werbylo,70.95,1419,20
139,0,47504,Sam Burns,71.00,213,3
139,0,57362,Austin Eckroat,71.00,1491,21
139,0,30911,Tommy Fleetwood,71.00,142,2
139,0,39977,Max Homa,71.00,142,2
139,0,33204,Shane Lowry,71.00,355,5
139,0,34610,Matthias Schwab,71.00,1775,25
139,0,27963,Chris Stroud,71.00,852,12
146,0,47128,Richy Werenski,71.03,2273,32
147,0,53165,Doc Redman,71.06,1137,16
148,0,24925,Jonathan Byrd,71.07,995,14
149,0,24140,Sean O'Hair,71.09,782,11
150,0,34466,Peter Malnati,71.10,1422,20
150,0,29221,Webb Simpson,71.10,711,10
152,0,29289,S.Y. Noh,71.12,1209,17
153,0,39954,Cody Gribble,71.13,1067,15
154,0,33410,Andrew Landry,71.21,1994,28
155,0,32448,James Hahn,71.25,1425,20
155,0,35506,Mackenzie Hughes,71.25,855,12
157,0,32757,Patton Kizzire,71.30,1426,20
158,0,37338,Zecheng Dou,71.32,1997,28
159,0,36871,Matt NeSmith,71.33,856,12
160,0,40006,Erik van Rooyen,71.35,1427,20
161,0,25632,Jimmy Walker,71.39,1285,18
162,0,35449,Adam Long,71.42,1714,24
163,0,31557,Jim Herman,71.44,2286,32
163,0,27974,Sung Kang,71.44,643,9
165,0,35617,Martin Trainer,71.45,1429,20
166,0,34076,Joel Dahmen,71.50,1144,16
166,0,29420,Billy Horschel,71.50,286,4
168,0,28252,Seamus Power,71.57,501,7
169,0,49960,Sepp Straka,71.60,1074,15
170,0,48117,Kurt Kitayama,71.63,573,8
171,0,33408,Tyson Alexander,71.67,1290,18
172,0,27554,Scott Harrington,71.68,1362,19
173,0,48119,Ben Taylor,71.70,1936,27
174,0,36724,Augusto Núñez,71.71,1219,17
175,0,30163,Henrik Norlander,71.73,1578,22
176,0,35901,Paul Haley II,71.81,2226,31
176,0,27095,Nick Watney,71.81,1867,26
178,0,46435,Austin Cook,71.84,1365,19
179,0,55708,Hayden Buckley,71.89,1294,18
179,0,51950,Max McGreevy,71.89,1294,18
179,0,31560,Brian Stuard,71.89,1294,18
182,0,46717,Viktor Hovland,72.00,72,1
182,0,49766,Hank Lebioda,72.00,864,12
184,0,45157,Cam Davis,72.10,721,10
185,0,28420,Ryan Brehm,72.11,1947,27
186,0,48084,Wesley Bryan,72.20,722,10
187,0,32662,Michael Gligic,72.24,1517,21
188,0,27214,Kevin Streelman,72.25,1445,20
189,0,34046,Jordan Spieth,72.50,145,2
190,0,51491,Brandon Matthews,72.80,1092,15
190,0,46601,Trey Mullinax,72.80,1092,15
192,0,24502,Adam Scott,74.00,296,4
193,0,33448,Justin Thomas,76.00,152,2
