RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (YARDS),TOTAL DISTANCE (INCHES),NUMBER OF APPROACH SHOTS
1,0,30925,Dustin Johnson,152.5,740984000,135
2,0,35421,Brandon Harkins,153.7,1438292000,260
3,0,34563,Chesson Hadley,154.5,1390925000,250
4,0,46970,Jon Rahm,154.6,773621000,139
5,0,28500,Martin Flores,154.7,1292315000,232
5,0,34213,Grayson Murray,154.7,1091322000,196
5,0,29223,Sam Saunders,154.7,1091260000,196
8,0,37338,Zecheng Dou,155.1,731517000,131
8,0,36699,Patrick Rodgers,155.1,1189124000,213
10,0,32366,Kevin Chappell,156.0,1078251000,192
11,0,37189,Harold Varner III,156.1,1224865000,218
12,0,35461,Beau Hossler,156.4,1283437000,228
13,0,37275,Sam Ryder,156.5,1031172000,183
13,0,34046,Jordan Spieth,156.5,907324000,161
15,0,32757,Patton Kizzire,156.6,1172866000,208
16,0,29485,Brett Stegmaier,156.7,682606000,121
17,0,36689,Brooks Koepka,156.8,705609000,125
18,0,25240,D.A. Points,157.6,913710000,161
19,0,24361,Pat Perez,157.7,874168000,154
20,0,47125,Matt Atkins,157.8,721498000,127
21,0,49771,J.T. Poston,158.0,887215000,156
22,0,24846,Ricky Barnes,158.1,779695000,137
22,0,27129,Luke List,158.1,1218317000,214
24,0,24024,Zach Johnson,158.3,980437000,172
24,0,37278,Nicholas Lindheim,158.3,968954000,170
26,0,25364,Paul Casey,158.4,735763000,129
26,0,28775,Nate Lashley,158.4,467474000,82
28,0,33948,Byeong Hun An,158.6,1027749000,180
28,0,28237,Rory McIlroy,158.6,708114000,124
30,0,50526,Tom Lovelady,159.0,1299145000,227
30,0,46601,Trey Mullinax,159.0,1075841000,188
32,0,26499,Rafa Cabrera Bello,159.1,715850000,125
32,0,29974,Branden Grace,159.1,698613000,122
34,0,33204,Shane Lowry,159.5,861523000,150
35,0,22371,Aaron Baddeley,159.6,1125954000,196
35,0,35450,Patrick Cantlay,159.6,965446000,168
35,0,29484,Peter Uihlein,159.6,1108824000,193
38,0,28307,Matt Every,159.7,1236310000,215
38,0,32150,Michael Thompson,159.7,833698000,145
40,0,29268,Bronson Burgoon,160.0,875764000,152
40,0,20229,Stewart Cink,160.0,1123192000,195
40,0,26758,David Hearn,160.0,806410000,140
40,0,25198,Francesco Molinari,160.0,835126000,145
44,0,39546,Keith Mitchell,160.2,1366404000,237
45,0,31416,Derek Fathauer,160.4,1299638000,225
45,0,47347,Adam Schenk,160.4,1154843000,200
47,0,35376,Roberto Díaz,160.5,1022796000,177
47,0,32839,Hideki Matsuyama,160.5,814683000,141
47,0,25834,Daniel Summerhays,160.5,791481000,137
47,0,25804,Bubba Watson,160.5,1109414000,192
47,0,49964,Aaron Wise,160.5,1340502000,232
52,0,37455,Si Woo Kim,160.7,1289890000,223
53,0,29926,Danny Lee,160.8,1036023000,179
53,0,25892,Steve Wheatcroft,160.8,700381000,121
55,0,24924,Bill Haas,161.0,1066741000,184
56,0,26851,Marc Leishman,161.1,1159790000,200
57,0,39997,Corey Conners,161.2,1293771000,223
57,0,12716,Charley Hoffman,161.2,1143219000,197
57,0,47128,Richy Werenski,161.2,1276939000,220
60,0,25396,Kevin Na,161.3,1033721000,178
