RANK,MOVEMENT,PLAYER_ID,PLAYER,HOLE OUTS
1,0,39327,Ben Silverman,25
2,0,46435,Austin Cook,24
3,0,27958,Ryan Blaum,22
3,0,23621,Rory Sabbatini,22
5,0,30926,Chris Kirk,21
5,0,25632,Jimmy Walker,21
7,0,22371,Aaron Baddeley,20
7,0,31416,Derek Fathauer,20
9,0,24358,Robert Garrigus,19
9,0,34174,John Huh,19
9,0,32876,Martin Piller,19
12,0,35532,Tom Hoge,18
12,0,29461,Jamie Lovemark,18
12,0,39546,Keith Mitchell,18
12,0,27556,Ted Potter Jr.,18
12,0,27214,Kevin Streelman,18
17,0,40009,Dominic Bozzelli,17
17,0,29479,Scott Brown,17
17,0,34563,Chesson Hadley,17
17,0,39975,Michael Kim,17
17,0,33410,Andrew Landry,17
17,0,29926,Danny Lee,17
17,0,27129,Luke List,17
17,0,29908,C.T. Pan,17
17,0,34360,Patrick Reed,17
17,0,47128,Richy Werenski,17
17,0,32254,Xinjun Zhang,17
28,0,33948,Byeong Hun An,16
28,0,46402,Talor Gooch,16
28,0,50526,Tom Lovelady,16
28,0,29221,Webb Simpson,16
28,0,28132,Tyrone Van Aswegen,16
28,0,27064,Jhonattan Vegas,16
34,0,20472,Alex Cejka,15
34,0,20229,Stewart Cink,15
34,0,29725,Tony Finau,15
34,0,19846,Brian Gay,15
34,0,28679,Fabián Gómez,15
34,0,32757,Patton Kizzire,15
34,0,46601,Trey Mullinax,15
34,0,29223,Sam Saunders,15
34,0,46501,Ollie Schniederjans,15
34,0,32333,Kevin Tway,15
34,0,27095,Nick Watney,15
45,0,19803,Ryan Armour,14
45,0,34076,Joel Dahmen,14
45,0,28307,Matt Every,14
45,0,35461,Beau Hossler,14
45,0,30925,Dustin Johnson,14
45,0,24024,Zach Johnson,14
45,0,37455,Si Woo Kim,14
45,0,33122,Russell Knox,14
45,0,35879,Kelly Kraft,14
45,0,01810,Phil Mickelson,14
45,0,27649,Brandt Snedeker,14
45,0,30692,Scott Stallings,14
45,0,47287,Ethan Tracy,14
45,0,49964,Aaron Wise,14
59,0,45526,Abraham Ancer,13
59,0,47959,Bryson DeChambeau,13
59,0,45609,Tyler Duncan,13
59,0,34099,Harris English,13
59,0,35310,Lanto Griffin,13
59,0,24924,Bill Haas,13
59,0,33399,Adam Hadwin,13
59,0,27141,J.B. Holmes,13
59,0,30944,Jason Kokrak,13
59,0,34409,David Lingmerth,13
59,0,33413,Ben Martin,13
59,0,32640,Troy Merritt,13
59,0,23325,Vaughn Taylor,13
59,0,37189,Harold Varner III,13
73,0,39997,Corey Conners,12
73,0,23541,Ben Crane,12
73,0,28089,Jason Day,12
73,0,29535,Brice Garnett,12
73,0,35506,Mackenzie Hughes,12
73,0,37454,Whee Kim,12
73,0,29478,Kevin Kisner,12
73,0,27936,Martin Laird,12
73,0,25396,Kevin Na,12
73,0,27942,Rob Oppenheim,12
73,0,23320,Ryan Palmer,12
73,0,34358,Jonathan Randolph,12
73,0,35891,Cameron Smith,12
73,0,33448,Justin Thomas,12
87,0,24846,Ricky Barnes,11
87,0,33141,Keegan Bradley,11
87,0,48084,Wesley Bryan,11
87,0,29268,Bronson Burgoon,11
87,0,25364,Paul Casey,11
87,0,28500,Martin Flores,11
87,0,34363,Tyrrell Hatton,11
87,0,31202,William McGirt,11
87,0,28237,Rory McIlroy,11
87,0,24140,Sean O'Hair,11
87,0,34256,Andrew Putnam,11
87,0,26476,Chez Reavie,11
87,0,27963,Chris Stroud,11
87,0,25804,Bubba Watson,11
101,0,30978,Kiradech Aphibarnrat,10
101,0,47125,Matt Atkins,10
101,0,34021,Bud Cauley,10
101,0,35376,Roberto Díaz,10
101,0,30911,Tommy Fleetwood,10
101,0,39954,Cody Gribble,10
101,0,32448,James Hahn,10
101,0,35421,Brandon Harkins,10
101,0,27644,Brian Harman,10
101,0,34098,Russell Henley,10
101,0,12716,Charley Hoffman,10
101,0,29222,Billy Hurley III,10
101,0,26300,Matt Jones,10
101,0,36689,Brooks Koepka,10
101,0,26851,Marc Leishman,10
101,0,32839,Hideki Matsuyama,10
101,0,34213,Grayson Murray,10
101,0,25818,Scott Piercy,10
101,0,28252,Seamus Power,10
101,0,46970,Jon Rahm,10
101,0,37275,Sam Ryder,10
101,0,39328,Conrad Shindler,10
101,0,33418,Shawn Stefani,10
101,0,25834,Daniel Summerhays,10
101,0,25493,Nick Taylor,10
101,0,31323,Gary Woodland,10
127,0,40026,Daniel Berger,9
127,0,40058,Zac Blair,9
127,0,21961,Charles Howell III,9
127,0,36799,Stephan Jaeger,9
127,0,31420,Anirban Lahiri,9
127,0,28775,Nate Lashley,9
127,0,24781,Hunter Mahan,9
127,0,34466,Peter Malnati,9
127,0,25198,Francesco Molinari,9
127,0,24361,Pat Perez,9
127,0,36699,Patrick Rodgers,9
127,0,39324,J.J. Spaun,9
127,0,34431,Robert Streb,9
127,0,31560,Brian Stuard,9
141,0,27895,Jonas Blixt,8
141,0,24925,Jonathan Byrd,8
141,0,35450,Patrick Cantlay,8
141,0,20593,Greg Chalmers,8
141,0,32366,Kevin Chappell,8
141,0,32102,Rickie Fowler,8
141,0,10809,Jim Furyk,8
141,0,25900,Lucas Glover,8
141,0,20157,Retief Goosen,8
141,0,23353,J.J. Henry,8
141,0,23108,Matt Kuchar,8
141,0,26596,Ryan Moore,8
141,0,22056,Cameron Percy,8
141,0,24138,Ian Poulter,8
141,0,22405,Justin Rose,8
141,0,47347,Adam Schenk,8
141,0,34046,Jordan Spieth,8
141,0,29485,Brett Stegmaier,8
141,0,29484,Peter Uihlein,8
141,0,26951,Johnson Wagner,8
161,0,25686,Jason Dufner,7
161,0,29974,Branden Grace,7
161,0,29420,Billy Horschel,7
161,0,25572,Graeme McDowell,7
161,0,24502,Adam Scott,7
161,0,30110,Kyle Stanley,7
161,0,32150,Michael Thompson,7
161,0,08793,Tiger Woods,7
169,0,35545,Blayne Barber,6
169,0,12510,Chad Campbell,6
169,0,37338,Zecheng Dou,6
169,0,26758,David Hearn,6
169,0,37278,Nicholas Lindheim,6
169,0,20572,Rod Pampling,6
169,0,49771,J.T. Poston,6
