RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES
1,0,01329,Brad Faxon,.93,4,432
2,0,01334,Keith Fergus,.98,3,306
3,0,01510,Nolan Henke,1.11,5,450
4,0,02007,Larry Rinker,1.15,6,522
5,0,10809,Jim Furyk,1.23,6,486
6,0,06522,Ernie Els,1.28,3,234
7,0,02170,Hal Sutton,1.30,7,540
8,0,01968,Nick Price,1.31,4,306
9,0,01320,Bob Estes,1.39,7,504
10,0,01175,Jim Carter,1.43,8,558
11,0,01475,Donnie Hammond,1.56,7,450
12,0,02010,Loren Roberts,1.59,6,378
12,0,06527,Steve Stricker,1.59,6,378
14,0,01261,Jay Delsing,1.62,7,432
15,0,01905,Joe Ozaki,1.63,5,306
16,0,20229,Stewart Cink,1.65,8,486
17,0,02294,Willie Wood,1.71,8,468
18,0,02104,Jeff Sluman,1.72,9,522
19,0,01748,Doug Martin,1.74,10,576
20,0,12660,Jesper Parnevik,1.75,6,342
21,0,01098,Jay Don Blake,1.77,7,396
21,0,01677,Tom Lehman,1.77,7,396
21,0,01797,Rocco Mediate,1.77,7,396
24,0,01996,Mike Reid,1.78,8,450
25,0,01549,Mike Hulbert,1.85,10,540
25,0,01761,Len Mattiace,1.85,10,540
25,0,01945,Kenny Perry,1.85,8,432
28,0,06595,Kevin Sutherland,1.92,10,522
29,0,01249,John Daly,1.93,8,414
30,0,01353,Bruce Fleisher,2.00,9,450
31,0,08537,J.P. Hayes,2.02,8,396
32,0,01771,Blaine McCallister,2.04,11,540
33,0,01331,Rick Fehr,2.05,7,342
33,0,10457,Frank Nobilo,2.05,7,342
35,0,01457,Jay Haas,2.08,9,432
35,0,06012,Greg Kraft,2.08,9,432
37,0,01219,John Cook,2.14,10,468
37,0,06090,Jim McGovern,2.14,10,468
39,0,10207,Jimmy Johnston,2.16,7,324
40,0,01185,Brandel Chamblee,2.17,9,414
40,0,06575,Dudley Hart,2.17,9,414
