RANK,MOVEMENT,PLAYER_ID,PLAYER,% MADE,ATTEMPTS,PUTTS MADE
1,0,25892,Steve Wheatcroft,79.45,73,58
2,0,37273,Derek Ernst,77.78,27,21
3,0,20229,Stewart Cink,77.27,44,34
4,0,29222,Billy Hurley III,76.92,52,40
5,0,33410,Andrew Landry,74.07,27,20
6,0,27064,Jhonattan Vegas,73.61,72,53
7,0,30927,Brendon Todd,73.58,53,39
8,0,25834,Daniel Summerhays,71.93,57,41
9,0,01810,Phil Mickelson,71.67,60,43
10,0,32640,Troy Merritt,71.23,73,52
11,0,25632,Jimmy Walker,70.83,72,51
12,0,24494,Erik Compton,70.59,51,36
13,0,20472,Alex Cejka,70.00,40,28
13,0,34099,Harris English,70.00,80,56
13,0,39975,Michael Kim,70.00,70,49
16,0,24461,Thomas Aiken,69.70,33,23
16,0,35891,Cameron Smith,69.70,33,23
18,0,26758,David Hearn,69.23,52,36
19,0,23638,Brendon de Jonge,69.09,55,38
20,0,20098,Stuart Appleby,68.63,51,35
20,0,34409,David Lingmerth,68.63,51,35
20,0,26596,Ryan Moore,68.63,51,35
23,0,34098,Russell Henley,68.57,70,48
24,0,06527,Steve Stricker,68.42,38,26
25,0,29485,Brett Stegmaier,68.12,69,47
26,0,30163,Henrik Norlander,68.09,47,32
27,0,31646,Emiliano Grillo,68.06,72,49
28,0,28092,D.H. Lee,67.92,53,36
29,0,25720,Chad Collins,67.80,59,40
30,0,29725,Tony Finau,67.65,68,46
31,0,31560,Brian Stuard,67.35,49,33
32,0,25274,Steven Bowditch,67.31,52,35
33,0,22371,Aaron Baddeley,67.27,55,37
34,0,33419,Cameron Tringale,67.14,70,47
35,0,21731,Freddie Jacobson,67.11,76,51
36,0,37454,Whee Kim,66.67,48,32
36,0,29478,Kevin Kisner,66.67,69,46
36,0,25493,Nick Taylor,66.67,69,46
39,0,36689,Brooks Koepka,66.13,62,41
40,0,24924,Bill Haas,66.10,59,39
