RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 3 PUTTS,TOTAL ROUNDS
1,0,27943,Matt Hansen,1.06,70,66
2,0,07013,Wes Short Jr.,.95,89,94
2,0,28780,Nicholas Thompson,.95,88,93
4,0,01226,Fred Couples,.92,46,50
4,0,27141,J.B. Holmes,.92,71,77
6,0,12662,Thomas Levet,.86,44,51
7,0,23673,Michael Connell,.85,41,48
8,0,23307,Roger Tambellini,.84,51,61
9,0,01161,Mark Calcavecchia,.83,77,93
10,0,12823,Carlos Franco,.81,70,86
11,0,20574,Mathew Goggin,.80,56,70
12,0,01249,John Daly,.78,38,49
12,0,23409,James Driscoll,.78,62,80
14,0,22892,Jason Gore,.77,65,84
15,0,08537,J.P. Hayes,.76,42,55
15,0,02106,Chris Smith,.76,51,67
17,0,01553,John Huston,.75,54,72
18,0,24502,Adam Scott,.74,50,68
18,0,11011,Mike Sposa,.74,48,65
20,0,24358,Robert Garrigus,.72,60,83
20,0,20094,Jonathan Kaye,.72,66,92
22,0,21209,Sergio Garcia,.71,39,55
22,0,24781,Hunter Mahan,.71,70,98
22,0,21959,Ted Purdy,.71,72,101
25,0,01577,Lee Janzen,.70,55,79
25,0,24912,Will MacKenzie,.70,62,88
25,0,20812,Tjaart van der Walt,.70,40,57
28,0,01313,Steve Elkington,.69,35,51
28,0,24140,Sean O'Hair,.69,68,98
28,0,01945,Kenny Perry,.69,50,72
28,0,08375,Paul Stankowski,.69,48,70
32,0,21753,Brian Davis,.68,61,90
32,0,01685,J.L. Lewis,.68,39,57
34,0,07867,Woody Austin,.67,72,107
34,0,20099,Doug Barron,.67,49,73
34,0,02101,Joey Sindelar,.67,60,90
34,0,02110,Jerry Smith,.67,62,92
34,0,27095,Nick Watney,.67,64,95
39,0,25936,Alex Aragon,.66,40,61
39,0,23614,Rich Beem,.66,55,83
39,0,23135,Tim Clark,.66,52,79
39,0,20105,Jeff Gove,.66,57,87
39,0,06575,Dudley Hart,.66,55,83
39,0,20691,Greg Owen,.66,51,77
39,0,24361,Pat Perez,.66,33,50
46,0,21961,Charles Howell III,.65,60,93
46,0,01677,Tom Lehman,.65,39,60
46,0,27770,Camilo Villegas,.65,60,93
49,0,12510,Chad Campbell,.64,56,87
49,0,01219,John Cook,.64,43,67
49,0,11123,Chris Couch,.64,48,75
49,0,20634,Peter Lonard,.64,49,76
53,0,01388,Robert Gamez,.63,59,94
53,0,01599,Steve Jones,.63,52,82
53,0,23788,D.J. Trahan,.63,57,90
53,0,23623,Bo Van Pelt,.63,64,102
