RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 2 PUTTS,TOTAL ROUNDS
1,0,01142,Bart Bryant,11.09,954,86
2,0,01945,Kenny Perry,11.01,793,72
3,0,20105,Jeff Gove,11.00,957,87
4,0,01677,Tom Lehman,10.95,657,60
5,0,22293,Heath Slocum,10.90,1014,93
6,0,23353,J.J. Henry,10.89,1013,93
7,0,20645,John Senden,10.86,1010,93
8,0,06515,Shaun Micheel,10.85,1009,93
9,0,02106,Chris Smith,10.84,726,67
10,0,11123,Chris Couch,10.75,806,75
10,0,24980,Scott Gutschewski,10.75,548,51
10,0,24912,Will MacKenzie,10.75,946,88
10,0,19913,Ron Whittaker,10.75,849,79
14,0,06573,Brandt Jobe,10.72,943,88
14,0,20094,Jonathan Kaye,10.72,986,92
14,0,02101,Joey Sindelar,10.72,965,90
17,0,25842,Jon Mills,10.71,707,66
18,0,21961,Charles Howell III,10.69,994,93
19,0,24357,K.J. Choi,10.68,983,92
20,0,06621,Joe Durant,10.67,1078,101
21,0,23307,Roger Tambellini,10.66,650,61
22,0,06350,Bob May,10.65,660,62
23,0,20498,Briny Baird,10.64,819,77
23,0,20574,Mathew Goggin,10.64,745,70
23,0,02246,Duffy Waldorf,10.64,979,92
26,0,24024,Zach Johnson,10.63,935,88
27,0,01132,Mark Brooks,10.62,945,89
28,0,21209,Sergio Garcia,10.60,583,55
28,0,06595,Kevin Sutherland,10.60,1018,96
30,0,01724,Jeff Maggert,10.59,858,81
30,0,23349,Charles Warren,10.59,953,90
32,0,20628,Arron Oberholser,10.58,836,79
33,0,21646,David Branshaw,10.57,1036,98
33,0,01313,Steve Elkington,10.57,539,51
35,0,20472,Alex Cejka,10.56,961,91
35,0,22621,Ben Curtis,10.56,908,86
37,0,19824,Craig Barlow,10.55,770,73
38,0,08123,Jeff Brehaut,10.54,1012,96
39,0,08375,Paul Stankowski,10.53,737,70
40,0,22378,Trevor Immelman,10.51,904,86
40,0,27120,Troy Matteson,10.51,1062,101
42,0,21959,Ted Purdy,10.50,1060,101
43,0,23616,Ryan Hietala,10.49,619,59
43,0,21660,Jason Schultz,10.49,787,75
43,0,25804,Bubba Watson,10.49,829,79
46,0,01320,Bob Estes,10.47,890,85
46,0,10565,Ian Leggatt,10.47,796,76
46,0,12662,Thomas Levet,10.47,534,51
46,0,01823,Larry Mize,10.47,534,51
50,0,23673,Michael Connell,10.46,502,48
50,0,20378,Mathias Grönberg,10.46,931,89
50,0,01766,Billy Mayfair,10.46,983,94
50,0,23322,Brett Wetterich,10.46,858,82
54,0,23614,Rich Beem,10.45,867,83
55,0,10809,Jim Furyk,10.44,919,88
55,0,22913,John Rollins,10.44,950,91
55,0,28780,Nicholas Thompson,10.44,971,93
55,0,12755,Vance Veazey,10.44,616,59
59,0,12510,Chad Campbell,10.43,907,87
59,0,24781,Hunter Mahan,10.43,1022,98
59,0,25632,Jimmy Walker,10.43,605,58
62,0,25935,John Engler Jr.,10.42,698,67
62,0,12823,Carlos Franco,10.42,896,86
62,0,20691,Greg Owen,10.42,802,77
62,0,20548,Hidemichi Tanaka,10.42,761,73
66,0,06373,José María Olazábal,10.41,604,58
66,0,08385,Omar Uresti,10.41,614,59
68,0,26360,Bubba Dickerson,10.40,998,96
68,0,01381,Fred Funk,10.40,1092,105
68,0,12782,Tim Herron,10.40,842,81
68,0,26420,Richard Johnson,10.40,978,94
68,0,01619,Skip Kendall,10.40,749,72
68,0,01707,Steve Lowery,10.40,1009,97
68,0,08793,Tiger Woods,10.40,541,52
75,0,01226,Fred Couples,10.38,519,50
75,0,25900,Lucas Glover,10.38,1048,101
75,0,20634,Peter Lonard,10.38,789,76
78,0,07223,Brian Bateman,10.37,674,65
79,0,08075,Jerry Kelly,10.36,1036,100
80,0,24924,Bill Haas,10.35,994,96
81,0,24140,Sean O'Hair,10.34,1013,98
82,0,02223,Bob Tway,10.33,806,78
82,0,21878,Mark Wilson,10.33,785,76
84,0,24507,Jason Bohn,10.32,1073,104
84,0,06251,Chris DiMarco,10.32,805,78
84,0,20157,Retief Goosen,10.32,619,60
84,0,06012,Greg Kraft,10.32,774,75
84,0,21470,Daisuke Maruyama,10.32,815,79
84,0,22405,Justin Rose,10.32,980,95
90,0,10885,Robert Allenby,10.31,794,77
90,0,24138,Ian Poulter,10.31,536,52
92,0,06522,Ernie Els,10.30,659,64
92,0,21350,Ryuji Imada,10.30,1051,102
92,0,20382,Stephen Leaney,10.30,865,84
92,0,10860,Justin Leonard,10.30,814,79
92,0,02104,Jeff Sluman,10.30,1040,101
97,0,28475,Jeff Overton,10.29,957,93
97,0,12660,Jesper Parnevik,10.29,864,84
99,0,08835,Kris Cox,10.28,833,81
99,0,01599,Steve Jones,10.28,843,82
99,0,22548,Patrick Sheehan,10.28,1028,100
102,0,01024,Billy Andrade,10.26,759,74
102,0,11032,Frank Lickliter II,10.26,995,97
104,0,20631,David McKenzie,10.25,820,80
105,0,12645,Brent Geiberger,10.24,993,97
105,0,06643,Paul Goydos,10.24,737,72
105,0,01666,Bernhard Langer,10.24,737,72
105,0,07749,Brett Quigley,10.24,1075,105
109,0,01810,Phil Mickelson,10.23,706,69
110,0,23623,Bo Van Pelt,10.22,1042,102
110,0,27770,Camilo Villegas,10.22,950,93
112,0,23048,Eric Axley,10.21,909,89
112,0,22946,Henrik Bjornstad,10.21,970,95
112,0,01388,Robert Gamez,10.21,960,94
112,0,01706,Davis Love III,10.21,776,76
116,0,01928,Corey Pavin,10.20,714,70
117,0,24358,Robert Garrigus,10.19,846,83
117,0,12716,Charley Hoffman,10.19,999,98
117,0,23788,D.J. Trahan,10.19,917,90
120,0,06004,Stephen Ames,10.18,631,62
120,0,01035,Tommy Armour III,10.18,662,65
120,0,02110,Jerry Smith,10.18,937,92
123,0,01219,John Cook,10.15,680,67
123,0,07457,Steve Flesch,10.15,1167,115
123,0,10733,Kent Jones,10.15,1025,101
123,0,26596,Ryan Moore,10.15,660,65
127,0,20812,Tjaart van der Walt,10.14,578,57
128,0,06034,Marco Dawson,10.13,881,87
128,0,24502,Adam Scott,10.13,689,68
130,0,21407,Arjun Atwal,10.12,961,95
131,0,21731,Freddie Jacobson,10.11,566,56
131,0,22046,Geoff Ogilvy,10.11,708,70
133,0,22892,Jason Gore,10.10,848,84
133,0,01473,Todd Hamilton,10.10,727,72
133,0,23320,Ryan Palmer,10.10,1000,99
133,0,01948,Tim Petrovic,10.10,919,91
133,0,02206,David Toms,10.10,697,69
138,0,20098,Stuart Appleby,10.09,787,78
138,0,01139,Olin Browne,10.09,1049,104
140,0,24925,Jonathan Byrd,10.08,665,66
140,0,12760,Danny Ellis,10.08,645,64
140,0,20766,Padraig Harrington,10.08,504,50
140,0,24361,Pat Perez,10.08,504,50
140,0,25240,D.A. Points,10.08,806,80
145,0,20121,Todd Fischer,10.07,997,99
145,0,12602,Dean Wilson,10.07,1118,111
147,0,21753,Brian Davis,10.06,905,90
147,0,27141,J.B. Holmes,10.06,775,77
149,0,27943,Matt Hansen,10.05,663,66
149,0,01685,J.L. Lewis,10.05,573,57
149,0,10423,Mike Weir,10.05,854,85
152,0,20229,Stewart Cink,10.03,883,88
152,0,02239,Scott Verplank,10.03,863,86
154,0,06567,Vijay Singh,10.01,1001,100
155,0,06527,Steve Stricker,10.00,620,62
156,0,01577,Lee Janzen,9.99,789,79
156,0,23621,Rory Sabbatini,9.99,829,83
156,0,07013,Wes Short Jr.,9.99,939,94
159,0,06197,Michael Allen,9.96,837,84
159,0,23541,Ben Crane,9.96,797,80
161,0,23983,Luke Donald,9.95,627,63
162,0,10505,Shane Bertsch,9.94,1014,102
162,0,11011,Mike Sposa,9.94,646,65
164,0,19881,Robert Damron,9.93,904,91
165,0,27095,Nick Watney,9.92,942,95
166,0,01329,Brad Faxon,9.91,773,78
166,0,21805,Harrison Frazar,9.91,902,91
166,0,21949,Joe Ogilvie,9.91,902,91
169,0,25936,Alex Aragon,9.89,603,61
170,0,23409,James Driscoll,9.88,790,80
170,0,20572,Rod Pampling,9.88,830,84
170,0,02214,Kirk Triplett,9.88,553,56
173,0,23135,Tim Clark,9.87,780,79
173,0,09011,David Duval,9.87,681,69
173,0,06575,Dudley Hart,9.87,819,83
173,0,23497,Tag Ridings,9.87,987,100
177,0,01887,Mark O'Meara,9.86,493,50
177,0,25345,Carl Pettersson,9.86,917,93
179,0,20127,Chris Riley,9.85,808,82
180,0,01249,John Daly,9.84,482,49
181,0,01042,Paul Azinger,9.83,855,87
182,0,01161,Mark Calcavecchia,9.82,913,93
183,0,20593,Greg Chalmers,9.81,657,67
