RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
1,0,01024,Billy Andrade,24.00,24,1
1,0,12660,Jesper Parnevik,24.00,24,1
3,0,27120,Troy Matteson,25.00,25,1
3,0,01941,Tom Pernice Jr.,25.00,25,1
5,0,20472,Alex Cejka,26.00,26,1
5,0,01553,John Huston,26.00,26,1
5,0,06515,Shaun Micheel,26.00,26,1
5,0,23497,Tag Ridings,26.00,26,1
9,0,01139,Olin Browne,27.00,27,1
9,0,12510,Chad Campbell,27.00,27,1
9,0,09011,David Duval,27.00,27,1
9,0,01320,Bob Estes,27.00,27,1
9,0,06643,Paul Goydos,27.00,27,1
9,0,21350,Ryuji Imada,27.00,27,1
9,0,06573,Brandt Jobe,27.00,27,1
9,0,10860,Justin Leonard,27.00,27,1
9,0,25345,Carl Pettersson,27.00,27,1
9,0,25240,D.A. Points,27.00,27,1
19,0,06197,Michael Allen,28.00,28,1
19,0,06004,Stephen Ames,28.00,28,1
19,0,10505,Shane Bertsch,28.00,28,1
19,0,23135,Tim Clark,28.00,28,1
19,0,20121,Todd Fischer,28.00,28,1
19,0,25900,Lucas Glover,28.00,28,1
19,0,24924,Bill Haas,28.00,28,1
19,0,01685,J.L. Lewis,28.00,28,1
19,0,21949,Joe Ogilvie,28.00,28,1
19,0,23320,Ryan Palmer,28.00,28,1
19,0,22913,John Rollins,28.00,28,1
19,0,23621,Rory Sabbatini,28.00,28,1
19,0,10423,Mike Weir,28.00,28,1
32,0,20099,Doug Barron,29.00,29,1
32,0,07457,Steve Flesch,29.00,29,1
32,0,24358,Robert Garrigus,29.00,29,1
32,0,26420,Richard Johnson,29.00,29,1
32,0,08075,Jerry Kelly,29.00,29,1
32,0,01766,Billy Mayfair,29.00,29,1
32,0,22548,Patrick Sheehan,29.00,29,1
32,0,02104,Jeff Sluman,29.00,29,1
32,0,06595,Kevin Sutherland,29.00,29,1
41,0,21407,Arjun Atwal,30.00,30,1
41,0,01042,Paul Azinger,30.00,30,1
41,0,21646,David Branshaw,30.00,30,1
41,0,01161,Mark Calcavecchia,30.00,30,1
41,0,20850,Daniel Chopra,30.00,30,1
41,0,01219,John Cook,30.00,30,1
41,0,01226,Fred Couples,30.00,30,1
41,0,23541,Ben Crane,30.00,30,1
41,0,21753,Brian Davis,30.00,30,1
41,0,06621,Joe Durant,30.00,30,1
41,0,01313,Steve Elkington,30.00,30,1
41,0,01381,Fred Funk,30.00,30,1
41,0,20631,David McKenzie,30.00,30,1
41,0,02239,Scott Verplank,30.00,30,1
41,0,27095,Nick Watney,30.00,30,1
56,0,23614,Rich Beem,31.00,31,1
56,0,01388,Robert Gamez,31.00,31,1
56,0,19846,Brian Gay,31.00,31,1
56,0,12782,Tim Herron,31.00,31,1
56,0,01810,Phil Mickelson,31.00,31,1
56,0,22405,Justin Rose,31.00,31,1
56,0,22293,Heath Slocum,31.00,31,1
63,0,19824,Craig Barlow,32.00,32,1
63,0,01599,Steve Jones,32.00,32,1
63,0,01724,Jeff Maggert,32.00,32,1
63,0,20691,Greg Owen,32.00,32,1
63,0,12602,Dean Wilson,32.00,32,1
68,0,08123,Jeff Brehaut,33.00,33,1
68,0,22621,Ben Curtis,33.00,33,1
68,0,01928,Corey Pavin,33.00,33,1
68,0,20645,John Senden,33.00,33,1
72,0,06575,Dudley Hart,34.00,34,1
72,0,01666,Bernhard Langer,34.00,34,1
74,0,07867,Woody Austin,35.00,35,1
74,0,01887,Mark O'Meara,35.00,35,1
76,0,24361,Pat Perez,36.00,36,1
