RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,ATTEMPTS,2 PUTT OR BETTER %
1,0,06522,Ernie Els,4.94,8,162,95.06
2,0,01810,Phil Mickelson,5.28,15,284,94.72
3,0,19846,Brian Gay,5.56,16,288,94.44
4,0,30926,Chris Kirk,5.69,17,299,94.31
5,0,34046,Jordan Spieth,5.90,17,288,94.10
6,0,33204,Shane Lowry,6.29,11,175,93.71
7,0,35450,Patrick Cantlay,6.40,13,203,93.60
8,0,22986,Søren Kjeldsen,6.45,8,124,93.55
9,0,24357,K.J. Choi,6.57,14,213,93.43
10,0,23983,Luke Donald,6.67,13,195,93.33
11,0,10809,Jim Furyk,6.74,13,193,93.26
12,0,24846,Ricky Barnes,6.77,21,310,93.23
13,0,25364,Paul Casey,6.91,21,304,93.09
13,0,34360,Patrick Reed,6.91,23,333,93.09
15,0,27644,Brian Harman,7.18,25,348,92.82
15,0,34264,Hudson Swafford,7.18,26,362,92.82
17,0,21961,Charles Howell III,7.28,23,316,92.72
18,0,26331,Charl Schwartzel,7.29,14,192,92.71
19,0,39954,Cody Gribble,7.32,24,328,92.68
20,0,48084,Wesley Bryan,7.46,22,295,92.54
21,0,29479,Scott Brown,7.47,26,348,92.53
22,0,32150,Michael Thompson,7.48,16,214,92.52
23,0,34098,Russell Henley,7.51,31,413,92.49
24,0,36689,Brooks Koepka,7.53,22,292,92.47
25,0,25345,Carl Pettersson,7.69,17,221,92.31
26,0,22046,Geoff Ogilvy,7.74,24,310,92.26
27,0,49771,J.T. Poston,7.75,22,284,92.25
28,0,27958,Ryan Blaum,7.82,28,358,92.18
29,0,27770,Camilo Villegas,7.87,20,254,92.13
30,0,20593,Greg Chalmers,7.90,23,291,92.10
31,0,27436,Graham DeLaet,7.92,30,379,92.08
32,0,46443,Brian Campbell,7.93,13,164,92.07
33,0,23800,Bryce Molder,7.94,22,277,92.06
34,0,31557,Jim Herman,7.95,26,327,92.05
35,0,26476,Chez Reavie,7.97,29,364,92.03
36,0,23541,Ben Crane,7.99,25,313,92.01
37,0,28679,Fabián Gómez,8.11,18,222,91.89
38,0,29926,Danny Lee,8.12,25,308,91.88
39,0,25349,Tim Wilkinson,8.16,16,196,91.84
40,0,26851,Marc Leishman,8.18,26,318,91.82
41,0,28500,Martin Flores,8.28,28,338,91.72
41,0,34466,Peter Malnati,8.28,25,302,91.72
43,0,31560,Brian Stuard,8.30,23,277,91.70
44,0,25900,Lucas Glover,8.33,33,396,91.67
45,0,34409,David Lingmerth,8.36,24,287,91.64
46,0,22405,Justin Rose,8.37,20,239,91.63
47,0,25834,Daniel Summerhays,8.38,30,358,91.62
48,0,34099,Harris English,8.45,30,355,91.55
49,0,24507,Jason Bohn,8.46,23,272,91.54
50,0,29222,Billy Hurley III,8.52,27,317,91.48
51,0,24361,Pat Perez,8.55,30,351,91.45
52,0,35891,Cameron Smith,8.60,24,279,91.40
53,0,47128,Richy Werenski,8.61,23,267,91.39
54,0,26329,Louis Oosthuizen,8.70,22,253,91.30
55,0,27895,Jonas Blixt,8.73,22,252,91.27
56,0,22371,Aaron Baddeley,8.74,16,183,91.26
56,0,40026,Daniel Berger,8.74,27,309,91.26
58,0,19803,Ryan Armour,8.77,20,228,91.23
59,0,12510,Chad Campbell,8.79,35,398,91.21
60,0,20229,Stewart Cink,8.87,33,372,91.13
61,0,40058,Zac Blair,8.88,31,349,91.12
62,0,31416,Derek Fathauer,8.92,24,269,91.08
63,0,46440,Smylie Kaufman,8.95,23,257,91.05
64,0,29478,Kevin Kisner,8.98,30,334,91.02
65,0,24024,Zach Johnson,8.99,25,278,91.01
