RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL PAR 5 HOLES,TOTAL HOLE OUTS
1,0,01096,Phil Blackmar,17,335,0
2,0,01926,Steve Pate,14,391,0
3,0,01706,Davis Love III,13,292,0
4,0,02049,Gene Sauers,12,345,0
5,0,02033,Dave Rummells,11,357,0
6,0,01072,Chip Beck,10,304,0
6,0,01098,Jay Don Blake,10,331,0
6,0,01414,Bob Gilder,10,326,0
6,0,01725,John Mahaffey,10,338,0
10,0,01093,Ronnie Black,9,329,0
10,0,01248,Rick Dalpos,9,307,0
10,0,01418,Bill Glasson,9,310,0
10,0,01457,Jay Haas,9,363,0
10,0,01777,John McComish,9,243,0
10,0,02170,Hal Sutton,9,300,0
10,0,02256,Tom Watson,9,220,0
17,0,01161,Mark Calcavecchia,8,277,0
17,0,01361,Dan Forsman,8,408,0
17,0,01499,Mark Hayes,8,355,0
17,0,01884,Mac O'Grady,8,268,0
17,0,01958,Dan Pohl,8,304,0
17,0,02023,Clarence Rose,8,399,0
17,0,02246,Duffy Waldorf,8,302,0
24,0,01006,John Adams,7,337,0
24,0,01042,Paul Azinger,7,305,0
24,0,01150,George Burns,7,347,0
24,0,01226,Fred Couples,7,281,0
24,0,01329,Brad Faxon,7,325,0
24,0,01378,David Frost,7,313,0
24,0,01468,Gary Hallberg,7,310,0
24,0,01522,Lon Hinkle,7,240,0
24,0,01639,Kenny Knox,7,328,0
24,0,01771,Blaine McCallister,7,367,0
24,0,01783,Mark McCumber,7,310,0
24,0,01790,Pat McGowan,7,314,0
24,0,01876,Greg Norman,7,200,0
24,0,01945,Kenny Perry,7,270,0
24,0,02133,Craig Stadler,7,272,0
24,0,02146,Payne Stewart,7,316,0
24,0,02321,Fuzzy Zoeller,7,262,0
41,0,01197,Bobby Clampett,6,284,0
41,0,01261,Jay Delsing,6,328,0
41,0,01282,Trevor Dodds,6,272,0
41,0,01306,David Edwards,6,220,0
41,0,01355,Raymond Floyd,6,210,0
41,0,01446,Brad Greer,6,258,0
41,0,01469,Dan Halldorson,6,307,0
41,0,01569,Peter Jacobsen,6,289,0
41,0,01975,Tom Purtzer,6,318,0
41,0,01984,Sam Randolph,6,271,0
41,0,02041,Bill Sander,6,310,0
41,0,02101,Joey Sindelar,6,368,0
41,0,02190,Doug Tewell,6,252,0
41,0,02223,Bob Tway,6,302,0
41,0,02303,Robert Wrenn,6,239,0
56,0,01037,Dewey Arnette,5,209,0
56,0,01060,Dave Barr,5,308,0
56,0,01068,Andy Bean,5,188,0
56,0,01103,Charles Bolling,5,341,0
56,0,01200,Keith Clearwater,5,375,0
56,0,01206,Bobby Cole,5,326,0
56,0,01284,Mike Donald,5,374,0
56,0,01288,Ed Dougherty,5,268,0
56,0,01303,Bob Eastwood,5,306,0
56,0,01305,Danny Edwards,5,274,0
56,0,01310,Dave Eichelberger,5,303,0
56,0,01323,Brad Fabel,5,255,0
56,0,01390,Buddy Gardner,5,373,0
56,0,01436,David Graham,5,212,0
56,0,01475,Donnie Hammond,5,264,0
56,0,01527,Scott Hoch,5,289,0
56,0,01534,John Horne,5,202,0
56,0,01666,Bernhard Langer,5,186,0
56,0,01690,Bruce Lietzke,5,252,0
56,0,01846,Jodie Mudd,5,334,0
56,0,01887,Mark O'Meara,5,299,0
56,0,01960,Don Pooley,5,302,0
56,0,02100,Tim Simpson,5,372,0
56,0,02126,Bruce Soulsby,5,291,0
56,0,02279,Mark Wiebe,5,389,0
81,0,01039,Perry Arthur,4,246,0
81,0,01156,Curt Byrum,4,386,0
81,0,01168,David Canipe,4,273,0
81,0,01179,Antonio Cerda,4,318,0
81,0,01196,Brian Claar,4,357,0
81,0,01203,Russ Cochran,4,358,0
