RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF BIRDIES,TOTAL ROUNDS
135,0,01261,Jay Delsing,3.02,290,96
135,0,01725,John Mahaffey,3.02,311,103
135,0,01877,Tim Norris,3.02,278,92
140,0,01006,John Adams,3.01,292,97
140,0,01179,Antonio Cerda,3.01,274,91
142,0,01935,Calvin Peete,2.97,190,64
142,0,02246,Duffy Waldorf,2.97,270,91
144,0,01385,Jim Gallagher Jr.,2.96,302,102
144,0,01790,Pat McGowan,2.96,266,90
146,0,01513,Denny Hepler,2.95,165,56
146,0,02303,Robert Wrenn,2.95,224,76
148,0,01310,Dave Eichelberger,2.94,279,95
148,0,01425,Ernie Gonzalez,2.94,309,105
148,0,01559,Hale Irwin,2.94,206,70
151,0,01129,Bill Britton,2.93,240,82
151,0,01639,Kenny Knox,2.93,316,108
151,0,02010,Loren Roberts,2.93,240,82
154,0,01871,Mike Nicolette,2.92,149,51
155,0,01448,Tony Grimes,2.90,183,63
156,0,01949,Mark Pfeil,2.89,153,53
157,0,01501,Vance Heafner,2.88,236,82
158,0,01061,Ray Barr Jr.,2.87,227,79
158,0,01687,Jeff Lewis,2.87,178,62
160,0,01077,Mike Bender,2.85,225,79
160,0,01443,Hubert Green,2.85,202,71
160,0,02229,Brett Upper,2.85,231,81
163,0,01132,Mark Brooks,2.84,264,93
164,0,01648,Billy Kratzert,2.83,243,86
164,0,02016,Bill Rogers,2.83,212,75
166,0,01168,David Canipe,2.80,235,84
166,0,02094,Tony Sills,2.80,258,92
168,0,01436,David Graham,2.78,167,60
169,0,02152,Dave Stockton,2.77,155,56
170,0,01938,David Peoples,2.76,196,71
171,0,01891,David Ogrin,2.75,253,92
172,0,01571,Barry Jaeckel,2.73,268,98
172,0,02111,Mike Smith,2.73,202,74
174,0,02180,Harry Taylor,2.69,218,81
175,0,01534,John Horne,2.67,163,61
175,0,01861,Jim Nelford,2.67,211,79
177,0,01392,Tom Garner,2.64,211,80
177,0,02098,Jim Simons,2.64,145,55
177,0,02196,Robert Thompson,2.64,193,73
180,0,01526,David Hobby,2.62,173,66
181,0,02201,Jim Thorpe,2.57,149,58
182,0,01095,Woody Blackburn,2.55,140,55
183,0,02067,Ted Schulz,2.53,182,72
184,0,01593,Philip Jonas,2.50,150,60
184,0,02002,John Riegger,2.50,140,56
186,0,01584,Doug Johnson,2.49,182,73
187,0,01676,Ted Lehmann,2.47,158,64
188,0,02287,Jim Wilson,2.35,146,62
