RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS
1,0,23108,Matt Kuchar,6453677
2,0,06527,Steve Stricker,6322785
3,0,10809,Jim Furyk,6239422
4,0,01810,Phil Mickelson,5285977
5,0,30925,Dustin Johnson,5109366
6,0,08793,Tiger Woods,4114765
7,0,22293,Heath Slocum,4047437
8,0,24781,Hunter Mahan,3927612
9,0,23623,Bo Van Pelt,3749451
10,0,28475,Jeff Overton,3662281
11,0,24024,Zach Johnson,3651968
12,0,26596,Ryan Moore,3599967
13,0,24924,Bill Haas,3517224
14,0,32102,Rickie Fowler,3428198
15,0,25804,Bubba Watson,3369905
16,0,23541,Ben Crane,3104225
17,0,27095,Nick Watney,3036782
18,0,23320,Ryan Palmer,3016036
19,0,24140,Sean O'Hair,2954040
20,0,12716,Charley Hoffman,2829913
21,0,29718,Anthony Kim,2688734
22,0,02239,Scott Verplank,2684440
23,0,25396,Kevin Na,2595752
24,0,24507,Jason Bohn,2554234
25,0,23325,Vaughn Taylor,2524321
26,0,27141,J.B. Holmes,2456748
27,0,27649,Brandt Snedeker,2224474
28,0,28158,Steve Marino,2136239
29,0,02206,David Toms,1978916
30,0,25686,Jason Dufner,1969289
31,0,19846,Brian Gay,1884313
32,0,24846,Ricky Barnes,1866122
33,0,23788,D.J. Trahan,1841322
34,0,24925,Jonathan Byrd,1836780
35,0,20229,Stewart Cink,1835761
36,0,27120,Troy Matteson,1805710
37,0,25900,Lucas Glover,1800374
38,0,21961,Charles Howell III,1770404
39,0,23800,Bryce Molder,1717488
40,0,24358,Robert Garrigus,1703432
41,0,10860,Justin Leonard,1670883
42,0,27214,Kevin Streelman,1651226
43,0,01948,Tim Petrovic,1628621
44,0,08075,Jerry Kelly,1550128
45,0,29221,Webb Simpson,1474287
46,0,12510,Chad Campbell,1452446
47,0,24490,George McNeill,1448054
48,0,26679,Kevin Stadler,1432420
49,0,01706,Davis Love III,1382713
50,0,01945,Kenny Perry,1360636
51,0,06643,Paul Goydos,1351260
52,0,23548,Bill Lunde,1337855
53,0,25240,D.A. Points,1323708
54,0,30946,Alex Prugh,1272606
55,0,22913,John Rollins,1267953
56,0,27466,Spencer Levin,1264947
57,0,25632,Jimmy Walker,1248629
58,0,01797,Rocco Mediate,1240987
59,0,20127,Chris Riley,1206867
60,0,12652,Cameron Beckman,1205971
61,0,06595,Kevin Sutherland,1197597
62,0,08725,Tom Gillis,1166146
63,0,27963,Chris Stroud,1143211
64,0,28087,Kris Blanks,1129169
65,0,23353,J.J. Henry,1115682
66,0,24361,Pat Perez,1097650
67,0,21878,Mark Wilson,1088400
68,0,06515,Shaun Micheel,1025500
69,0,27330,Josh Teater,1005323
70,0,27797,Derek Lamely,972961
71,0,29910,Blake Adams,963593
72,0,06197,Michael Allen,951421
73,0,26289,Boo Weekley,942324
74,0,01724,Jeff Maggert,937271
75,0,09011,David Duval,919584
76,0,12602,Dean Wilson,914554
77,0,25818,Scott Piercy,905369
78,0,01928,Corey Pavin,902165
79,0,20070,Matt Bettencourt,892480
80,0,11123,Chris Couch,888146
81,0,08537,J.P. Hayes,876741
82,0,01941,Tom Pernice Jr.,876599
83,0,20436,Garrett Willis,871763
84,0,26951,Johnson Wagner,851900
85,0,22621,Ben Curtis,850286
86,0,23673,Michael Connell,846459
87,0,26287,Roland Thatcher,833968
88,0,25720,Chad Collins,815961
89,0,28780,Nicholas Thompson,813204
90,0,06621,Joe Durant,800575
91,0,20498,Briny Baird,787750
92,0,32640,Troy Merritt,786977
93,0,07867,Woody Austin,775914
94,0,27060,John Mallinger,763637
95,0,10585,Scott McCarron,759317
96,0,21949,Joe Ogilvie,742965
97,0,01320,Bob Estes,740068
98,0,01766,Billy Mayfair,690722
99,0,01577,Lee Janzen,690570
100,0,27933,John Merrick,677315
101,0,25190,Jeff Quinney,676850
102,0,08375,Paul Stankowski,666591
103,0,24912,Will MacKenzie,658683
104,0,01226,Fred Couples,608346
105,0,12714,Chris Tidland,588291
106,0,23349,Charles Warren,585414
107,0,07749,Brett Quigley,584040
108,0,26695,Michael Letzig,582239
109,0,12782,Tim Herron,552684
110,0,31560,Brian Stuard,536497
111,0,06251,Chris DiMarco,519286
112,0,23409,James Driscoll,511335
113,0,23322,Brett Wetterich,510672
114,0,28307,Matt Every,456847
115,0,07457,Steve Flesch,451374
116,0,10425,Jay Williamson,444945
117,0,01677,Tom Lehman,440635
118,0,21805,Harrison Frazar,423893
119,0,25892,Steve Wheatcroft,408595
120,0,24503,Jeff Klauk,406154
121,0,01116,Michael Bradley,399486
122,0,23307,Roger Tambellini,370736
123,0,21959,Ted Purdy,357892
124,0,28500,Martin Flores,318673
125,0,26498,Matt Weibring,315052
126,0,26476,Chez Reavie,312984
127,0,01619,Skip Kendall,304439
128,0,33419,Cameron Tringale,302618
129,0,02214,Kirk Triplett,285104
130,0,08385,Omar Uresti,283455
131,0,10733,Kent Jones,279627
132,0,08931,Glen Day,261150
133,0,12705,Cliff Kresge,209376
134,0,23614,Rich Beem,206089
135,0,23613,Rich Barcelo,188892
136,0,19824,Craig Barlow,184622
137,0,01249,John Daly,167512
138,0,01473,Todd Hamilton,165800
139,0,01161,Mark Calcavecchia,150060
140,0,02256,Tom Watson,149371
141,0,01707,Steve Lowery,147195
142,0,07363,Craig Bowden,140935
143,0,12755,Vance Veazey,111370
144,0,06034,Marco Dawson,108160
145,0,01388,Robert Gamez,101700
146,0,22892,Jason Gore,99613
147,0,20105,Jeff Gove,92155
148,0,32617,Jerod Turner,91343
149,0,24449,Parker McLachlin,79791
150,0,01381,Fred Funk,77803
151,0,26392,Chris Wilson,76481
152,0,01329,Brad Faxon,76253
153,0,11032,Frank Lickliter II,74721
154,0,24227,Justin Bolli,73990
155,0,06514,Kevin Johnson,69806
156,0,29285,Brent Delahoussaye,69708
157,0,01553,John Huston,69249
158,0,10505,Shane Bertsch,57108
159,0,06214,Guy Boros,54833
160,0,06012,Greg Kraft,52176
161,0,01132,Mark Brooks,46360
162,0,01978,Fran Quinn,45096
163,0,10213,Dicky Pride,40120
164,0,20094,Jonathan Kaye,38989
165,0,01175,Jim Carter,29285
166,0,07235,John Morse,28998
167,0,20628,Arron Oberholser,26417
168,0,23048,Eric Axley,24124
169,0,02106,Chris Smith,23400
170,0,01761,Len Mattiace,22200
171,0,12388,Michael Clark II,21045
172,0,26668,Marc Turnesa,19982
173,0,01035,Tommy Armour III,19572
174,0,19881,Robert Damron,17446
175,0,01157,Tom Byrum,13420
176,0,01374,Robin Freeman,13062
177,0,01685,J.L. Lewis,12960
178,0,01425,Ernie Gonzalez,10788
179,0,01042,Paul Azinger,9486
180,0,07223,Brian Bateman,8232
181,0,08339,Spike McRoy,6840
182,0,01385,Jim Gallagher Jr.,6552
183,0,02294,Willie Wood,6540
