RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,# OF WINS,# OF TOP-10S
1,0,10809,Jim Furyk,2980,3,7
239,0,01157,Tom Byrum,11,0,5152
240,0,27124,Chris Baryla,9,0,5154
241,0,24227,Justin Bolli,6,0,5157
242,0,01035,Tommy Armour III,6,0,5157
243,0,23048,Eric Axley,6,0,5157
244,0,02294,Willie Wood,5,0,5158
245,0,01374,Robin Freeman,2,0,5161
246,0,23778,Brad Adamonis,2,0,5161
247,0,01042,Paul Azinger,1,0,5162
248,0,08339,Spike McRoy,0,5163
