RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (YARDS),TOTAL DISTANCE (INCHES),NUMBER OF APPROACH SHOTS
1,0,10809,Jim Furyk,149.2,649915000,121
2,0,28132,Tyrone Van Aswegen,150.6,612630000,113
3,0,28023,Byron Smith,150.7,683745000,126
4,0,23548,Bill Lunde,150.8,624369000,115
5,0,34360,Patrick Reed,151.8,1142334000,209
6,0,23320,Ryan Palmer,152.0,793477000,145
7,0,25804,Bubba Watson,153.0,688382000,125
8,0,27436,Graham DeLaet,153.5,840223000,152
9,0,20157,Retief Goosen,153.9,1096778000,198
10,0,22371,Aaron Baddeley,154.4,1050822000,189
10,0,23623,Bo Van Pelt,154.4,1117274000,201
12,0,33486,Roger Sloan,154.9,774941000,139
13,0,33399,Adam Hadwin,155.0,1255361000,225
14,0,34431,Robert Streb,155.2,1352132000,242
15,0,29425,Andrew Svoboda,155.4,1499058000,268
16,0,32334,Charlie Beljan,155.5,1226098000,219
16,0,29420,Billy Horschel,155.5,1147330000,205
18,0,30946,Alex Prugh,155.6,1148094000,205
18,0,26951,Johnson Wagner,155.6,851672000,152
20,0,33418,Shawn Stefani,155.9,1408677000,251
21,0,27936,Martin Laird,156.0,1190778000,212
22,0,36699,Patrick Rodgers,156.1,741582000,132
22,0,22405,Justin Rose,156.1,668929000,119
24,0,25274,Steven Bowditch,156.3,1310637000,233
25,0,24846,Ricky Barnes,156.6,1076935000,191
25,0,34563,Chesson Hadley,156.6,1539033000,273
25,0,20396,Lee Westwood,156.6,603106000,107
28,0,31560,Brian Stuard,156.7,1286357000,228
29,0,34264,Hudson Swafford,157.0,1322385000,234
30,0,35545,Blayne Barber,157.1,1023429000,181
30,0,27895,Jonas Blixt,157.1,961599000,170
30,0,24507,Jason Bohn,157.1,1221587000,216
33,0,21961,Charles Howell III,157.2,1533682000,271
33,0,26329,Louis Oosthuizen,157.2,735867000,130
35,0,26331,Charl Schwartzel,157.3,719086000,127
36,0,06522,Ernie Els,157.5,697261000,123
36,0,35532,Tom Hoge,157.5,998204000,176
38,0,28307,Matt Every,157.7,1175097000,207
38,0,24358,Robert Garrigus,157.7,1118603000,197
38,0,32640,Troy Merritt,157.7,1294798000,228
38,0,30692,Scott Stallings,157.7,970690000,171
42,0,29478,Kevin Kisner,157.8,1346225000,237
43,0,30926,Chris Kirk,158.0,864733000,152
44,0,23800,Bryce Molder,158.1,1109828000,195
44,0,34046,Jordan Spieth,158.1,819808000,144
46,0,32150,Michael Thompson,158.3,1419098000,249
47,0,34256,Andrew Putnam,158.4,1071888000,188
48,0,33141,Keegan Bradley,158.5,986965000,173
48,0,28475,Jeff Overton,158.5,1249671000,219
50,0,30925,Dustin Johnson,158.6,873466000,153
51,0,27644,Brian Harman,158.7,1193966000,209
52,0,22892,Jason Gore,158.8,1000383000,175
53,0,23048,Eric Axley,159.0,744049000,130
53,0,01706,Davis Love III,159.0,726847000,127
55,0,30852,Ryo Ishikawa,159.1,1334772000,233
56,0,29720,Andres Gonzales,159.2,1346974000,235
56,0,23353,J.J. Henry,159.2,1214841000,212
58,0,32102,Rickie Fowler,159.3,831526000,145
58,0,21878,Mark Wilson,159.3,1267013000,221
60,0,25493,Nick Taylor,159.4,1475164000,257
61,0,28089,Jason Day,159.6,678035000,118
61,0,29725,Tony Finau,159.6,1505795000,262
61,0,34130,Sung Joon Park,159.6,1028713000,179
61,0,25818,Scott Piercy,159.6,1407665000,245
61,0,27095,Nick Watney,159.6,1395819000,243
66,0,27064,Jhonattan Vegas,159.7,1235949000,215
66,0,25892,Steve Wheatcroft,159.7,1242142000,216
68,0,20229,Stewart Cink,159.8,995317000,173
68,0,12716,Charley Hoffman,159.8,1288958000,224
70,0,29535,Brice Garnett,160.1,1164326000,202
71,0,26851,Marc Leishman,160.2,1009445000,175
72,0,30944,Jason Kokrak,160.3,1338422000,232
73,0,01810,Phil Mickelson,160.4,987726000,171
74,0,30736,Oscar Fraustro,160.5,779921000,135
75,0,37454,Whee Kim,160.6,884829000,153
76,0,35539,Luke Guthrie,160.9,1233988000,213
76,0,20766,Padraig Harrington,160.9,967032000,167
76,0,29222,Billy Hurley III,160.9,897907000,155
76,0,24781,Hunter Mahan,160.9,1048602000,181
76,0,33448,Justin Thomas,160.9,1413287000,244
81,0,23108,Matt Kuchar,161.0,1078092000,186
82,0,27141,J.B. Holmes,161.1,1113629000,192
82,0,25345,Carl Pettersson,161.1,1577603000,272
82,0,31193,Jim Renner,161.1,1084772000,187
82,0,23621,Rory Sabbatini,161.1,1090270000,188
86,0,24357,K.J. Choi,161.3,911914000,157
86,0,28500,Martin Flores,161.3,1242762000,214
88,0,34099,Harris English,161.4,1313116000,226
88,0,25900,Lucas Glover,161.4,1290041000,222
88,0,27933,John Merrick,161.4,1092289000,188
91,0,35451,Scott Pinckney,161.5,1296306000,223
91,0,29476,Kyle Reifers,161.5,1325973000,228
93,0,20472,Alex Cejka,161.6,1332433000,229
93,0,23983,Luke Donald,161.6,808602000,139
93,0,25686,Jason Dufner,161.6,849481000,146
96,0,32839,Hideki Matsuyama,161.7,1012915000,174
96,0,34265,Will Wilcox,161.7,541311000,93
98,0,27963,Chris Stroud,161.8,1205600000,207
99,0,34262,Jon Curran,161.9,1055000000,181
99,0,37273,Derek Ernst,161.9,1183009000,203
99,0,29221,Webb Simpson,161.9,944349000,162
99,0,27214,Kevin Streelman,161.9,1095489000,188
103,0,32366,Kevin Chappell,162.0,1241838000,213
103,0,23638,Brendon de Jonge,162.0,1498688000,257
103,0,31557,Jim Herman,162.0,1154990000,198
106,0,34098,Russell Henley,162.1,1050272000,180
107,0,33122,Russell Knox,162.2,1226379000,210
108,0,33461,Morgan Hoffmann,162.3,1215325000,208
108,0,25240,D.A. Points,162.3,1016669000,174
110,0,10885,Robert Allenby,162.5,1029586000,176
110,0,30711,Colt Knost,162.5,1187383000,203
110,0,33413,Ben Martin,162.5,1304869000,223
110,0,22046,Geoff Ogilvy,162.5,690492000,118
110,0,26476,Chez Reavie,162.5,819039000,140
110,0,27649,Brandt Snedeker,162.5,1211305000,207
116,0,27770,Camilo Villegas,162.6,1340866000,229
117,0,22293,Heath Slocum,162.7,814398000,139
118,0,25562,Andres Romero,162.8,1084337000,185
118,0,25632,Jimmy Walker,162.8,1084199000,185
120,0,28679,Fabián Gómez,162.9,1307909000,223
121,0,39977,Max Homa,163.0,1185198000,202
121,0,33667,Carlos Ortiz,163.0,1490905000,254
123,0,26758,David Hearn,163.1,1344864000,229
123,0,29289,S.Y. Noh,163.1,986283000,168
125,0,28259,Sangmoon Bae,163.2,1562979000,266
126,0,20848,Ángel Cabrera,163.3,846390000,144
127,0,24138,Ian Poulter,163.4,805939000,137
127,0,25834,Daniel Summerhays,163.4,1441221000,245
129,0,36801,Mark Hubbard,163.7,1013696000,172
130,0,24494,Erik Compton,163.8,1232617000,209
130,0,23541,Ben Crane,163.8,908327000,154
130,0,29926,Danny Lee,163.8,1633823000,277
130,0,10860,Justin Leonard,163.8,925866000,157
134,0,12510,Chad Campbell,163.9,1439964000,244
134,0,25364,Paul Casey,163.9,961608000,163
134,0,06567,Vijay Singh,163.9,1126633000,191
134,0,28780,Nicholas Thompson,163.9,1386801000,235
138,0,25720,Chad Collins,164.0,932797000,158
138,0,36689,Brooks Koepka,164.0,1033004000,175
138,0,34261,Scott Langley,164.0,1322211000,224
138,0,30927,Brendon Todd,164.0,1068745000,181
142,0,28486,Michael Putnam,164.1,1122756000,190
143,0,40026,Daniel Berger,164.2,1318515000,223
144,0,21209,Sergio Garcia,164.4,585835000,99
145,0,20593,Greg Chalmers,164.5,740472000,125
146,0,27466,Spencer Levin,164.6,1356649000,229
147,0,31416,Derek Fathauer,164.7,1286267000,217
148,0,20104,Ken Duke,165.0,1491227000,251
