RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY
1,0,06567,Vijay Singh,$11110166
2,2,08793,Tiger Woods,$6925472
3,-1,06522,Ernie Els,$5787225
4,-1,01810,Phil Mickelson,$5784823
5,0,20229,Stewart Cink,$4670270
6,0,20157,Retief Goosen,$3885573
7,0,24502,Adam Scott,$3774984
8,0,21209,Sergio Garcia,$3589215
9,0,06004,Stephen Ames,$3458205
10,8,20766,Padraig Harrington,$3355526
11,-1,01706,Davis Love III,$3247592
12,0,06251,Chris DiMarco,$3243142
13,-2,01473,Todd Hamilton,$3218778
14,-1,20098,Stuart Appleby,$2949235
15,-1,10423,Mike Weir,$2761536
16,-1,20433,Mark Hensby,$2750266
17,12,01457,Jay Haas,$2681626
18,2,01249,John Daly,$2679507
19,-3,23621,Rory Sabbatini,$2672897
20,-3,07457,Steve Flesch,$2649287
21,1,12510,Chad Campbell,$2622485
22,-3,24024,Zach Johnson,$2547185
23,-2,08075,Jerry Kelly,$2496222
24,-1,02239,Scott Verplank,$2413092
25,-1,02206,David Toms,$2357531
26,-1,20628,Arron Oberholser,$2355433
27,-1,23983,Luke Donald,$2346268
28,-1,12680,Shigeki Maruyama,$2332942
29,1,01226,Fred Couples,$2316109
30,-2,01381,Fred Funk,$2244481
31,1,01945,Kenny Perry,$2194543
32,-1,24357,K.J. Choi,$2100775
33,0,12823,Carlos Franco,$2010395
34,0,19825,Darren Clarke,$2009819
35,0,21961,Charles Howell III,$1763485
36,0,20572,Rod Pampling,$1737725
37,0,12782,Tim Herron,$1727577
38,0,10860,Justin Leonard,$1718523
39,0,20094,Jonathan Kaye,$1695332
40,0,21959,Ted Purdy,$1657876
41,0,12660,Jesper Parnevik,$1628935
42,0,02246,Duffy Waldorf,$1597912
43,0,23320,Ryan Palmer,$1592344
44,0,23623,Bo Van Pelt,$1575908
45,0,02214,Kirk Triplett,$1566426
46,0,02101,Joey Sindelar,$1536881
47,0,20127,Chris Riley,$1533732
48,0,01724,Jeff Maggert,$1527884
49,0,10885,Robert Allenby,$1513537
50,0,01941,Tom Pernice Jr.,$1502274
51,0,21805,Harrison Frazar,$1496764
52,0,07867,Woody Austin,$1495980
53,0,21949,Joe Ogilvie,$1483363
54,0,25364,Paul Casey,$1474272
55,0,25345,Carl Pettersson,$1367962
56,0,01677,Tom Lehman,$1343277
57,0,01948,Tim Petrovic,$1340854
58,0,20472,Alex Cejka,$1333483
59,0,01527,Scott Hoch,$1316860
60,0,01920,Craig Parry,$1308586
61,0,02104,Jeff Sluman,$1307635
62,0,21731,Freddie Jacobson,$1306548
63,0,11032,Frank Lickliter II,$1299234
64,0,25396,Kevin Na,$1296158
65,0,12645,Brent Geiberger,$1259779
