RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL (FOR ALL DISTANCES),PCT OF ALL 1-PUTTS
1,0,01941,Tom Pernice Jr.,383,719,53.3
2,0,21753,Brian Davis,374,736,50.8
2,0,20104,Ken Duke,374,770,48.6
2,0,22548,Patrick Sheehan,374,758,49.3
5,0,23718,Nathan Green,372,711,52.3
6,0,23048,Eric Axley,363,736,49.3
7,0,19846,Brian Gay,361,666,54.2
8,0,11032,Frank Lickliter II,353,705,50.1
8,0,25396,Kevin Na,353,682,51.8
10,0,28158,Steve Marino,346,706,49.0
11,0,21878,Mark Wilson,341,730,46.7
12,0,27060,John Mallinger,339,648,52.3
13,0,28780,Nicholas Thompson,337,675,49.9
14,0,26300,Matt Jones,335,596,56.2
15,0,24924,Bill Haas,331,614,53.9
15,0,25345,Carl Pettersson,331,713,46.4
17,0,21949,Joe Ogilvie,330,651,50.7
17,0,27214,Kevin Streelman,330,646,51.1
17,0,23325,Vaughn Taylor,330,686,48.1
20,0,20160,Charlie Wi,327,611,53.5
21,0,20498,Briny Baird,326,622,52.4
22,0,12782,Tim Herron,325,641,50.7
23,0,01766,Billy Mayfair,324,614,52.8
24,0,10505,Shane Bertsch,322,642,50.2
25,0,28475,Jeff Overton,320,639,50.1
26,0,26476,Chez Reavie,313,614,51.0
27,0,12602,Dean Wilson,312,669,46.6
28,0,21961,Charles Howell III,310,572,54.2
29,0,01945,Kenny Perry,303,623,48.6
30,0,12716,Charley Hoffman,301,593,50.8
31,0,27936,Martin Laird,299,586,51.0
31,0,20634,Peter Lonard,299,551,54.3
33,0,24925,Jonathan Byrd,298,558,53.4
33,0,07457,Steve Flesch,298,571,52.2
33,0,30925,Dustin Johnson,298,533,55.9
33,0,23623,Bo Van Pelt,298,615,48.5
37,0,27095,Nick Watney,297,571,52.0
38,0,07867,Woody Austin,295,610,48.4
39,0,24490,George McNeill,294,594,49.5
39,0,01948,Tim Petrovic,294,583,50.4
41,0,12660,Jesper Parnevik,291,570,51.1
41,0,06595,Kevin Sutherland,291,599,48.6
41,0,25804,Bubba Watson,291,532,54.7
44,0,25349,Tim Wilkinson,288,572,50.3
45,0,27120,Troy Matteson,287,573,50.1
46,0,24449,Parker McLachlin,286,571,50.1
47,0,01320,Bob Estes,284,569,49.9
47,0,24361,Pat Perez,284,555,51.2
49,0,25900,Lucas Glover,283,557,50.8
50,0,23135,Tim Clark,282,543,51.9
50,0,23353,J.J. Henry,282,603,46.8
50,0,26695,Michael Letzig,282,531,53.1
50,0,22913,John Rollins,282,561,50.3
54,0,27561,Nick Flanagan,281,541,51.9
54,0,22892,Jason Gore,281,578,48.6
56,0,22293,Heath Slocum,279,546,51.1
57,0,28089,Jason Day,278,536,51.9
57,0,23409,James Driscoll,278,518,53.7
57,0,23497,Tag Ridings,278,558,49.8
60,0,23788,D.J. Trahan,277,525,52.8
61,0,20378,Mathias Grönberg,276,559,49.4
61,0,26668,Marc Turnesa,276,571,48.3
63,0,22348,Nick O'Hern,273,519,52.6
63,0,25190,Jeff Quinney,273,563,48.5
65,0,24358,Robert Garrigus,271,565,48.0
65,0,20574,Mathew Goggin,271,534,50.7
67,0,10875,Todd Demsey,270,494,54.7
67,0,08075,Jerry Kelly,270,509,53.0
69,0,06197,Michael Allen,269,522,51.5
69,0,24663,Y.E. Yang,269,538,50.0
71,0,27933,John Merrick,268,494,54.3
72,0,01577,Lee Janzen,267,522,51.1
73,0,25842,Jon Mills,266,510,52.2
74,0,20850,Daniel Chopra,265,538,49.3
74,0,23157,Richard Johnson,265,529,50.1
76,0,10885,Robert Allenby,264,539,49.0
76,0,12510,Chad Campbell,264,582,45.4
78,0,01142,Bart Bryant,263,470,56.0
78,0,21350,Ryuji Imada,263,501,52.5
80,0,10809,Jim Furyk,262,515,50.9
81,0,23778,Brad Adamonis,261,486,53.7
81,0,27141,J.B. Holmes,261,497,52.5
83,0,12652,Cameron Beckman,258,507,50.9
83,0,23614,Rich Beem,258,528,48.9
83,0,23108,Matt Kuchar,258,499,51.7
86,0,10423,Mike Weir,257,495,51.9
87,0,23541,Ben Crane,256,547,46.8
88,0,20645,John Senden,254,496,51.2
89,0,20098,Stuart Appleby,252,499,50.5
89,0,20572,Rod Pampling,252,466,54.1
91,0,27649,Brandt Snedeker,251,488,51.4
92,0,01707,Steve Lowery,250,482,51.9
93,0,06575,Dudley Hart,248,496,50.0
94,0,06251,Chris DiMarco,247,532,46.4
95,0,06643,Paul Goydos,246,480,51.3
95,0,01724,Jeff Maggert,246,522,47.1
95,0,20443,Jin Park,246,477,51.6
98,0,12705,Cliff Kresge,245,478,51.3
98,0,01797,Rocco Mediate,245,468,52.4
98,0,26679,Kevin Stadler,245,484,50.6
101,0,22371,Aaron Baddeley,244,472,51.7
101,0,10860,Justin Leonard,244,524,46.6
101,0,07749,Brett Quigley,244,486,50.2
101,0,08385,Omar Uresti,244,429,56.9
101,0,02239,Scott Verplank,244,457,53.4
101,0,10425,Jay Williamson,244,487,50.1
107,0,25720,Chad Collins,243,479,50.7
107,0,22621,Ben Curtis,243,452,53.8
109,0,26951,Johnson Wagner,241,482,50.0
110,0,01473,Todd Hamilton,240,503,47.7
110,0,26596,Ryan Moore,240,466,51.5
112,0,29718,Anthony Kim,238,486,49.0
113,0,06567,Vijay Singh,237,429,55.2
114,0,01035,Tommy Armour III,235,450,52.2
114,0,21731,Freddie Jacobson,235,473,49.7
114,0,01706,Davis Love III,235,455,51.6
117,0,27770,Camilo Villegas,234,452,51.8
118,0,24227,Justin Bolli,232,462,50.2
118,0,08537,J.P. Hayes,232,438,53.0
120,0,01810,Phil Mickelson,231,446,51.8
