RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL (FOR ALL DISTANCES),PCT OF ALL 1-PUTTS
1,0,28158,Steve Marino,35,706,5.0
2,0,21878,Mark Wilson,31,730,4.2
3,0,22548,Patrick Sheehan,29,758,3.8
4,0,24924,Bill Haas,28,614,4.6
5,0,07867,Woody Austin,27,610,4.4
5,0,26300,Matt Jones,27,596,4.5
5,0,12660,Jesper Parnevik,27,570,4.7
5,0,25190,Jeff Quinney,27,563,4.8
9,0,12510,Chad Campbell,26,582,4.5
9,0,28475,Jeff Overton,26,639,4.1
9,0,01948,Tim Petrovic,26,583,4.5
9,0,25345,Carl Pettersson,26,713,3.6
13,0,10885,Robert Allenby,25,539,4.6
13,0,23108,Matt Kuchar,25,499,5.0
15,0,19803,Ryan Armour,24,498,4.8
15,0,20104,Ken Duke,24,770,3.1
15,0,06621,Joe Durant,24,458,5.2
15,0,01313,Steve Elkington,24,497,4.8
15,0,20378,Mathias Grönberg,24,559,4.3
15,0,24781,Hunter Mahan,24,462,5.2
15,0,24449,Parker McLachlin,24,571,4.2
15,0,01928,Corey Pavin,24,449,5.3
15,0,23623,Bo Van Pelt,24,615,3.9
24,0,27936,Martin Laird,23,586,3.9
24,0,20634,Peter Lonard,23,551,4.2
24,0,27060,John Mallinger,23,648,3.5
24,0,01766,Billy Mayfair,23,614,3.7
24,0,25396,Kevin Na,23,682,3.4
24,0,24361,Pat Perez,23,555,4.1
24,0,26668,Marc Turnesa,23,571,4.0
31,0,23048,Eric Axley,22,736,3.0
31,0,23614,Rich Beem,22,528,4.2
31,0,20229,Stewart Cink,22,454,4.8
31,0,21753,Brian Davis,22,736,3.0
31,0,23409,James Driscoll,22,518,4.2
31,0,27561,Nick Flanagan,22,541,4.1
31,0,24358,Robert Garrigus,22,565,3.9
31,0,01473,Todd Hamilton,22,503,4.4
31,0,08537,J.P. Hayes,22,438,5.0
31,0,21350,Ryuji Imada,22,501,4.4
31,0,01707,Steve Lowery,22,482,4.6
31,0,23621,Rory Sabbatini,22,428,5.1
31,0,06595,Kevin Sutherland,22,599,3.7
31,0,27770,Camilo Villegas,22,452,4.9
45,0,20498,Briny Baird,21,622,3.4
45,0,10505,Shane Bertsch,21,642,3.3
45,0,23541,Ben Crane,21,547,3.8
45,0,20433,Mark Hensby,21,443,4.7
45,0,01724,Jeff Maggert,21,522,4.0
45,0,27214,Kevin Streelman,21,646,3.3
45,0,28780,Nicholas Thompson,21,675,3.1
45,0,20160,Charlie Wi,21,611,3.4
45,0,10425,Jay Williamson,21,487,4.3
54,0,23718,Nathan Green,20,711,2.8
54,0,27120,Troy Matteson,20,573,3.5
54,0,10585,Scott McCarron,20,391,5.1
54,0,27933,John Merrick,20,494,4.0
54,0,26476,Chez Reavie,20,614,3.3
54,0,06527,Steve Stricker,20,430,4.7
54,0,25349,Tim Wilkinson,20,572,3.5
61,0,06197,Michael Allen,19,522,3.6
61,0,24357,K.J. Choi,19,399,4.8
61,0,07457,Steve Flesch,19,571,3.3
61,0,12782,Tim Herron,19,641,3.0
61,0,12716,Charley Hoffman,19,593,3.2
61,0,22348,Nick O'Hern,19,519,3.7
61,0,01941,Tom Pernice Jr.,19,719,2.6
61,0,01945,Kenny Perry,19,623,3.0
61,0,23325,Vaughn Taylor,19,686,2.8
61,0,12602,Dean Wilson,19,669,2.8
71,0,01142,Bart Bryant,18,470,3.8
71,0,24925,Jonathan Byrd,18,558,3.2
71,0,12823,Carlos Franco,18,417,4.3
71,0,23353,J.J. Henry,18,603,3.0
71,0,21961,Charles Howell III,18,572,3.1
71,0,25842,Jon Mills,18,510,3.5
71,0,02223,Bob Tway,18,446,4.0
78,0,20850,Daniel Chopra,17,538,3.2
78,0,25900,Lucas Glover,17,557,3.1
78,0,22892,Jason Gore,17,578,2.9
78,0,06575,Dudley Hart,17,496,3.4
78,0,21731,Freddie Jacobson,17,473,3.6
78,0,08075,Jerry Kelly,17,509,3.3
78,0,24490,George McNeill,17,594,2.9
78,0,06567,Vijay Singh,17,429,4.0
78,0,08845,Scott Sterling,17,470,3.6
78,0,26951,Johnson Wagner,17,482,3.5
78,0,27095,Nick Watney,17,571,3.0
89,0,01024,Billy Andrade,16,383,4.2
89,0,25720,Chad Collins,16,479,3.3
89,0,08931,Glen Day,16,389,4.1
89,0,06251,Chris DiMarco,16,532,3.0
89,0,20574,Mathew Goggin,16,534,3.0
89,0,06643,Paul Goydos,16,480,3.3
89,0,27141,J.B. Holmes,16,497,3.2
89,0,01577,Lee Janzen,16,522,3.1
89,0,30925,Dustin Johnson,16,533,3.0
89,0,12705,Cliff Kresge,16,478,3.3
89,0,26695,Michael Letzig,16,531,3.0
89,0,26596,Ryan Moore,16,466,3.4
89,0,07749,Brett Quigley,16,486,3.3
89,0,02002,John Riegger,16,419,3.8
89,0,20645,John Senden,16,496,3.2
89,0,26679,Kevin Stadler,16,484,3.3
89,0,25632,Jimmy Walker,16,430,3.7
106,0,01035,Tommy Armour III,15,450,3.3
106,0,01139,Olin Browne,15,428,3.5
106,0,06034,Marco Dawson,15,387,3.9
106,0,28089,Jason Day,15,536,2.8
106,0,10875,Todd Demsey,15,494,3.0
106,0,01320,Bob Estes,15,569,2.6
106,0,01388,Robert Gamez,15,458,3.3
106,0,23157,Richard Johnson,15,529,2.8
106,0,29718,Anthony Kim,15,486,3.1
106,0,22806,Doug LaBelle II,15,353,4.2
106,0,10860,Justin Leonard,15,524,2.9
106,0,01706,Davis Love III,15,455,3.3
106,0,06090,Jim McGovern,15,399,3.8
106,0,21949,Joe Ogilvie,15,651,2.3
106,0,23497,Tag Ridings,15,558,2.7
106,0,12309,Bob Sowards,15,347,4.3
106,0,27963,Chris Stroud,15,403,3.7
106,0,22582,Kyle Thompson,15,375,4.0
124,0,23778,Brad Adamonis,14,486,2.9
124,0,20098,Stuart Appleby,14,499,2.8
124,0,24227,Justin Bolli,14,462,3.0
124,0,01161,Mark Calcavecchia,14,368,3.8
124,0,23135,Tim Clark,14,543,2.6
124,0,21461,Kenneth Ferrie,14,399,3.5
124,0,10809,Jim Furyk,14,515,2.7
124,0,21209,Sergio Garcia,14,384,3.6
124,0,19846,Brian Gay,14,666,2.1
124,0,10733,Kent Jones,14,362,3.9
124,0,07547,Craig Kanada,14,404,3.5
124,0,11032,Frank Lickliter II,14,705,2.0
124,0,01810,Phil Mickelson,14,446,3.1
124,0,24140,Sean O'Hair,14,452,3.1
124,0,22293,Heath Slocum,14,546,2.6
124,0,08385,Omar Uresti,14,429,3.3
124,0,25804,Bubba Watson,14,532,2.6
124,0,26289,Boo Weekley,14,389,3.6
142,0,12652,Cameron Beckman,13,507,2.6
142,0,23125,Brad Elder,13,371,3.5
142,0,20157,Retief Goosen,13,305,4.3
142,0,26420,Richard Johnson,13,317,4.1
142,0,24024,Zach Johnson,13,471,2.8
142,0,20572,Rod Pampling,13,466,2.8
142,0,20663,Brenden Pappas,13,411,3.2
142,0,20443,Jin Park,13,477,2.7
142,0,25562,Andres Romero,13,360,3.6
142,0,02206,David Toms,13,388,3.4
142,0,23349,Charles Warren,13,448,2.9
153,0,22621,Ben Curtis,12,452,2.7
153,0,26631,Cody Freeman,12,372,3.2
153,0,30750,Tommy Gainey,12,289,4.2
153,0,20105,Jeff Gove,12,271,4.4
153,0,06012,Greg Kraft,12,386,3.1
153,0,01797,Rocco Mediate,12,468,2.6
153,0,21959,Ted Purdy,12,367,3.3
153,0,27649,Brandt Snedeker,12,488,2.5
161,0,06004,Stephen Ames,11,451,2.4
161,0,22371,Aaron Baddeley,11,472,2.3
161,0,20472,Alex Cejka,11,405,2.7
161,0,23320,Ryan Palmer,11,442,2.5
161,0,02239,Scott Verplank,11,457,2.4
166,0,01226,Fred Couples,10,353,2.8
166,0,21805,Harrison Frazar,10,390,2.6
166,0,22378,Trevor Immelman,10,338,3.0
166,0,06573,Brandt Jobe,10,296,3.4
166,0,27613,David Lutterus,10,323,3.1
166,0,22046,Geoff Ogilvy,10,344,2.9
166,0,10423,Mike Weir,10,495,2.0
166,0,19913,Ron Whittaker,10,255,3.9
174,0,21633,Steve Allan,9,313,2.9
174,0,23540,Jason Allred,9,351,2.6
174,0,25364,Paul Casey,9,233,3.9
174,0,20382,Stephen Leaney,9,307,2.9
174,0,24912,Will MacKenzie,9,385,2.3
174,0,24502,Adam Scott,9,245,3.7
174,0,24663,Y.E. Yang,9,538,1.7
181,0,12826,Paul Claxton,8,321,2.5
181,0,20623,Gavin Coles,8,302,2.6
181,0,20127,Chris Riley,8,305,2.6
181,0,22913,John Rollins,8,561,1.4
181,0,23788,D.J. Trahan,8,525,1.5
186,0,26500,Alejandro Cañizares,7,293,2.4
186,0,20766,Padraig Harrington,7,260,2.7
186,0,01553,John Huston,7,331,2.1
186,0,01677,Tom Lehman,7,262,2.7
190,0,20848,Ángel Cabrera,6,259,2.3
190,0,12680,Shigeki Maruyama,6,307,2.0
190,0,25594,Travis Perkins,6,266,2.3
193,0,09011,David Duval,5,287,1.7
193,0,06522,Ernie Els,5,258,1.9
195,0,23797,Brett Rumford,4,431,.9
196,0,24138,Ian Poulter,3,269,1.1
196,0,10649,Tom Scherrer,3,302,1.0
