RANK,MOVEMENT,PLAYER_ID,PLAYER,%
1,0,32662,Michael Gligic,93.33
2,0,48081,Xander Schauffele,89.47
3,0,34363,Tyrrell Hatton,83.33
4,0,33399,Adam Hadwin,81.25
4,0,34256,Andrew Putnam,81.25
6,0,24924,Bill Haas,80.00
6,0,40042,Tyler McCumber,80.00
8,0,46970,Jon Rahm,78.95
9,0,29974,Branden Grace,76.47
9,0,24502,Adam Scott,76.47
11,0,31420,Anirban Lahiri,75.00
11,0,36871,Matthew NeSmith,75.00
11,0,34264,Hudson Swafford,75.00
14,0,26329,Louis Oosthuizen,73.68
15,0,40006,Erik van Rooyen,73.33
16,0,35450,Patrick Cantlay,72.22
17,0,34314,Sebastian Cappelen,71.43
17,0,45157,Cam Davis,71.43
17,0,34099,Harris English,71.43
17,0,21961,Charles Howell III,71.43
21,0,25364,Paul Casey,70.59
21,0,26851,Marc Leishman,70.59
21,0,34360,Patrick Reed,70.59
21,0,27649,Brandt Snedeker,70.59
21,0,29518,Brendan Steele,70.59
26,0,34046,Jordan Spieth,70.00
27,0,36689,Brooks Koepka,69.23
27,0,49766,Hank Lebioda,69.23
29,0,32150,Michael Thompson,68.75
30,0,20229,Stewart Cink,68.42
30,0,47959,Bryson DeChambeau,68.42
30,0,31560,Brian Stuard,68.42
33,0,34255,Joseph Bramlett,66.67
33,0,33204,Shane Lowry,66.67
33,0,33413,Ben Martin,66.67
33,0,30163,Henrik Norlander,66.67
33,0,27095,Nick Watney,66.67
38,0,45526,Abraham Ancer,65.22
39,0,46402,Talor Gooch,65.00
39,0,33448,Justin Thomas,65.00
41,0,29221,Webb Simpson,64.71
41,0,51894,Vince Whaley,64.71
43,0,52372,Cameron Champ,64.29
43,0,01810,Phil Mickelson,64.29
45,0,45486,Joaquin Niemann,64.00
46,0,26300,Matt Jones,63.64
47,0,27064,Jhonattan Vegas,63.16
48,0,39997,Corey Conners,62.50
48,0,35532,Tom Hoge,62.50
48,0,35230,Nelson Ledesma,62.50
48,0,39546,Keith Mitchell,62.50
52,0,29725,Tony Finau,61.90
53,0,33597,Harry Higgs,61.54
53,0,31323,Gary Woodland,61.54
55,0,39977,Max Homa,61.11
55,0,50525,Collin Morikawa,61.11
55,0,26331,Charl Schwartzel,61.11
58,0,40026,Daniel Berger,60.00
58,0,46435,Austin Cook,60.00
58,0,32102,Rickie Fowler,60.00
58,0,31646,Emiliano Grillo,60.00
58,0,26758,David Hearn,60.00
58,0,33490,Bo Hoag,60.00
64,0,32757,Patton Kizzire,59.09
65,0,23320,Ryan Palmer,58.82
66,0,34563,Chesson Hadley,58.33
66,0,32448,James Hahn,58.33
68,0,29535,Brice Garnett,57.89
68,0,37455,Si Woo Kim,57.89
68,0,25396,Kevin Na,57.89
68,0,36699,Patrick Rodgers,57.89
72,0,32070,Rafael Campos,57.14
72,0,48045,Michael Gellerman,57.14
72,0,28679,Fabián Gómez,57.14
72,0,46717,Viktor Hovland,57.14
72,0,39971,Sungjae Im,57.14
77,0,35461,Beau Hossler,56.25
77,0,30925,Dustin Johnson,56.25
79,0,33141,Keegan Bradley,55.56
79,0,39975,Michael Kim,55.56
81,0,35891,Cameron Smith,55.00
82,0,23788,D.J. Trahan,54.55
82,0,56278,Matthew Wolff,54.55
84,0,46550,Brandon Hagy,53.85
84,0,35449,Adam Long,53.85
86,0,53165,Doc Redman,53.33
86,0,37275,Sam Ryder,53.33
88,0,28237,Rory McIlroy,52.94
88,0,25818,Scott Piercy,52.94
90,0,47504,Sam Burns,52.63
90,0,37189,Harold Varner III,52.63
92,0,29420,Billy Horschel,52.38
93,0,28420,Ryan Brehm,50.00
93,0,29479,Scott Brown,50.00
93,0,23983,Luke Donald,50.00
93,0,29970,Dylan Frittelli,50.00
93,0,52375,Doug Ghim,50.00
93,0,34098,Russell Henley,50.00
93,0,24024,Zach Johnson,50.00
