RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF ROUNDS
1,0,09011,David Duval,16
2,0,01353,Bruce Fleisher,12
3,0,20568,Anthony Painter,10
4,0,01920,Craig Parry,9
5,0,01200,Keith Clearwater,8
5,0,01306,David Edwards,8
5,0,02099,Scott Simpson,8
8,0,08725,Tom Gillis,7
8,0,21007,Gabriel Hjertstedt,7
10,0,07763,Doug Dunakey,6
10,0,02241,Bobby Wadkins,6
12,0,01098,Jay Don Blake,5
12,0,01443,Hubert Green,5
12,0,01557,John Inman,5
12,0,01706,Davis Love III,5
12,0,01823,Larry Mize,5
12,0,01996,Mike Reid,5
18,0,08931,Glen Day,4
18,0,01571,Barry Jaeckel,4
18,0,10585,Scott McCarron,4
18,0,10375,Sean McCarty,4
18,0,06140,Sean Murphy,4
18,0,06567,Vijay Singh,4
18,0,06527,Steve Stricker,4
25,0,06004,Stephen Ames,3
25,0,12652,Cameron Beckman,3
25,0,06124,Patrick Burke,3
25,0,01219,John Cook,3
25,0,12823,Carlos Franco,3
25,0,12624,Derek Gilchrist,3
25,0,01572,Mark James,3
25,0,06016,Brad Lardon,3
25,0,01677,Tom Lehman,3
25,0,01876,Greg Norman,3
25,0,01886,Peter O'Malley,3
25,0,01928,Corey Pavin,3
25,0,01960,Don Pooley,3
25,0,02010,Loren Roberts,3
25,0,02036,Jim Rutledge,3
25,0,02239,Scott Verplank,3
25,0,20565,Shinichi Yokota,3
42,0,22789,Brian Cairns,2
42,0,20229,Stewart Cink,2
42,0,19825,Darren Clarke,2
42,0,01256,Rodger Davis,2
42,0,01266,Clark Dennis,2
42,0,01323,Brad Fabel,2
42,0,01334,Keith Fergus,2
42,0,12645,Brent Geiberger,2
42,0,20157,Retief Goosen,2
42,0,01435,Wayne Grady,2
42,0,06575,Dudley Hart,2
42,0,01724,Jeff Maggert,2
42,0,08079,Gary March,2
42,0,20035,Rob McMillan,2
42,0,07235,John Morse,2
42,0,05466,Jack O'Keefe,2
42,0,12660,Jesper Parnevik,2
42,0,22707,Scott Pieri,2
42,0,07749,Brett Quigley,2
42,0,02007,Larry Rinker,2
42,0,02015,Chi Chi Rodriguez,2
42,0,02033,Dave Rummells,2
42,0,20817,David Russell,2
42,0,02100,Tim Simpson,2
42,0,02101,Joey Sindelar,2
42,0,02106,Chris Smith,2
42,0,10423,Mike Weir,2
42,0,02294,Willie Wood,2
