RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
1,0,19803,Ryan Armour,100.00%,3,3
1,0,40058,Zac Blair,100.00%,1,1
1,0,33141,Keegan Bradley,100.00%,4,4
1,0,56762,Will Gordon,100.00%,7,7
1,0,39954,Cody Gribble,100.00%,4,4
1,0,57975,Harry Hall,100.00%,5,5
1,0,27554,Scott Harrington,100.00%,4,4
1,0,33597,Harry Higgs,100.00%,8,8
1,0,27974,Sung Kang,100.00%,1,1
1,0,33122,Russell Knox,100.00%,1,1
1,0,23108,Matt Kuchar,100.00%,2,2
1,0,58696,Peter Kuest,100.00%,2,2
1,0,29289,S.Y. Noh,100.00%,2,2
1,0,36724,Augusto Núñez,100.00%,2,2
1,0,22056,Cameron Percy,100.00%,3,3
1,0,36699,Patrick Rodgers,100.00%,3,3
1,0,22405,Justin Rose,100.00%,1,1
1,0,47347,Adam Schenk,100.00%,4,4
1,0,48867,Matti Schmid,100.00%,1,1
1,0,46441,Robby Shelton,100.00%,5,5
1,0,51890,Greyson Sigg,100.00%,6,6
1,0,32139,Danny Willett,100.00%,5,5
23,0,37455,Si Woo Kim,88.89%,8,9
24,0,30926,Chris Kirk,87.50%,7,8
25,0,33399,Adam Hadwin,85.71%,6,7
25,0,55893,Sam Stevens,85.71%,6,7
27,0,32366,Kevin Chappell,83.33%,5,6
27,0,34363,Tyrrell Hatton,83.33%,5,6
27,0,12716,Charley Hoffman,83.33%,5,6
27,0,27214,Kevin Streelman,83.33%,5,6
31,0,47504,Sam Burns,80.00%,4,5
31,0,33653,Thomas Detry,80.00%,4,5
31,0,40098,Matt Fitzpatrick,80.00%,4,5
31,0,30911,Tommy Fleetwood,80.00%,8,10
31,0,46442,Maverick McNealy,80.00%,4,5
36,0,39067,MJ Daffue,77.78%,7,9
36,0,35879,Kelly Kraft,77.78%,7,9
38,0,37338,Zecheng Dou,75.00%,3,4
38,0,54591,Ben Griffin,75.00%,6,8
38,0,35310,Lanto Griffin,75.00%,3,4
38,0,35901,Paul Haley II,75.00%,6,8
38,0,27644,Brian Harman,75.00%,6,8
38,0,47993,Denny McCarthy,75.00%,3,4
38,0,24140,Sean O'Hair,75.00%,3,4
38,0,25818,Scott Piercy,75.00%,6,8
38,0,47983,Chad Ramey,75.00%,3,4
38,0,34431,Robert Streb,75.00%,3,4
48,0,34256,Andrew Putnam,71.43%,5,7
48,0,46970,Jon Rahm,71.43%,5,7
48,0,26476,Chez Reavie,71.43%,5,7
51,0,32102,Rickie Fowler,70.00%,7,10
51,0,50188,S.H. Kim,70.00%,7,10
51,0,36326,David Lipsky,70.00%,7,10
54,0,52955,Ludvig Åberg,66.67%,2,3
54,0,34255,Joseph Bramlett,66.67%,2,3
54,0,24925,Jonathan Byrd,66.67%,2,3
54,0,51766,Wyndham Clark,66.67%,2,3
54,0,25686,Jason Dufner,66.67%,2,3
54,0,45609,Tyler Duncan,66.67%,6,9
54,0,34099,Harris English,66.67%,4,6
54,0,29725,Tony Finau,66.67%,4,6
54,0,52375,Doug Ghim,66.67%,2,3
54,0,32662,Michael Gligic,66.67%,2,3
54,0,34563,Chesson Hadley,66.67%,2,3
54,0,49298,Kramer Hickok,66.67%,6,9
54,0,39975,Michael Kim,66.67%,2,3
54,0,48117,Kurt Kitayama,66.67%,4,6
54,0,32791,K.H. Lee,66.67%,4,6
54,0,32839,Hideki Matsuyama,66.67%,4,6
54,0,26596,Ryan Moore,66.67%,4,6
54,0,29221,Webb Simpson,66.67%,4,6
54,0,27963,Chris Stroud,66.67%,4,6
54,0,40115,Adam Svensson,66.67%,4,6
54,0,40006,Erik van Rooyen,66.67%,4,6
54,0,25632,Jimmy Walker,66.67%,4,6
54,0,27095,Nick Watney,66.67%,4,6
54,0,52374,Brandon Wu,66.67%,6,9
54,0,54783,Dylan Wu,66.67%,4,6
79,0,51997,Andrew Novak,63.64%,7,11
80,0,54421,Garrick Higgo,62.50%,5,8
80,0,39977,Max Homa,62.50%,5,8
80,0,39971,Sungjae Im,62.50%,5,8
80,0,27936,Martin Laird,62.50%,5,8
80,0,34409,David Lingmerth,62.50%,5,8
80,0,34466,Peter Malnati,62.50%,5,8
80,0,46340,Alex Smalley,62.50%,5,8
80,0,51634,Sahith Theegala,62.50%,5,8
88,0,22371,Aaron Baddeley,60.00%,3,5
88,0,56630,Akshay Bhatia,60.00%,3,5
88,0,52372,Cameron Champ,60.00%,3,5
88,0,49453,Trevor Cone,60.00%,3,5
88,0,28089,Jason Day,60.00%,3,5
88,0,32757,Patton Kizzire,60.00%,6,10
88,0,33204,Shane Lowry,60.00%,3,5
88,0,33413,Ben Martin,60.00%,3,5
88,0,39546,Keith Mitchell,60.00%,6,10
88,0,28252,Seamus Power,60.00%,3,5
88,0,39324,J.J. Spaun,60.00%,3,5
88,0,31560,Brian Stuard,60.00%,3,5
88,0,30927,Brendon Todd,60.00%,3,5
88,0,58967,Trevor Werbylo,60.00%,3,5
102,0,33948,Byeong Hun An,57.14%,4,7
102,0,47591,Eric Cole,57.14%,4,7
102,0,34076,Joel Dahmen,57.14%,8,14
102,0,35506,Mackenzie Hughes,57.14%,4,7
102,0,32640,Troy Merritt,57.14%,4,7
102,0,48081,Xander Schauffele,57.14%,4,7
102,0,55454,Carl Yuan,57.14%,4,7
109,0,35532,Tom Hoge,55.56%,5,9
109,0,46717,Viktor Hovland,55.56%,5,9
109,0,34610,Matthias Schwab,55.56%,5,9
109,0,33448,Justin Thomas,55.56%,5,9
113,0,36799,Stephan Jaeger,54.55%,6,11
114,0,45522,Christiaan Bezuidenhout,50.00%,2,4
114,0,28420,Ryan Brehm,50.00%,2,4
114,0,46435,Austin Cook,50.00%,3,6
114,0,45157,Cam Davis,50.00%,2,4
114,0,51349,Nico Echavarria,50.00%,1,2
114,0,31577,Tano Goya,50.00%,3,6
114,0,47988,Nick Hardy,50.00%,3,6
114,0,34098,Russell Henley,50.00%,3,6
114,0,52453,Nicolai Hojgaard,50.00%,2,4
114,0,32816,Satoshi Kodaira,50.00%,2,4
114,0,35449,Adam Long,50.00%,4,8
114,0,40162,Justin Lower,50.00%,2,4
114,0,31202,William McGirt,50.00%,1,2
114,0,23320,Ryan Palmer,50.00%,1,2
114,0,46414,Aaron Rai,50.00%,2,4
114,0,53165,Doc Redman,50.00%,2,4
114,0,47995,Davis Riley,50.00%,2,4
114,0,39335,Kevin Roy,50.00%,1,2
114,0,34046,Jordan Spieth,50.00%,3,6
