RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS
1,0,27974,Sung Kang,65.31%,32,49
2,0,39977,Max Homa,64.94%,50,77
3,0,27644,Brian Harman,64.84%,59,91
4,0,58696,Peter Kuest,64.71%,22,34
5,0,39971,Sungjae Im,64.58%,62,96
6,0,32816,Satoshi Kodaira,64.41%,38,59
7,0,46442,Maverick McNealy,64.10%,50,78
8,0,34256,Andrew Putnam,63.87%,76,119
9,0,23108,Matt Kuchar,63.64%,56,88
10,0,48081,Xander Schauffele,63.10%,53,84
11,0,39324,J.J. Spaun,62.92%,56,89
12,0,30926,Chris Kirk,62.37%,58,93
13,0,31202,William McGirt,62.07%,36,58
14,0,45157,Cam Davis,61.70%,58,94
15,0,22405,Justin Rose,61.67%,37,60
16,0,33948,Byeong Hun An,61.32%,65,106
17,0,31577,Tano Goya,61.11%,55,90
18,0,45522,Christiaan Bezuidenhout,60.92%,53,87
19,0,24140,Sean O'Hair,60.87%,42,69
19,0,32139,Danny Willett,60.87%,42,69
21,0,46441,Robby Shelton,60.82%,59,97
22,0,25900,Lucas Glover,60.44%,55,91
23,0,30927,Brendon Todd,60.34%,70,116
24,0,46717,Viktor Hovland,60.32%,38,63
25,0,54591,Ben Griffin,60.16%,74,123
26,0,33653,Thomas Detry,60.00%,60,100
26,0,50188,S.H. Kim,60.00%,75,125
28,0,49771,J.T. Poston,59.77%,52,87
29,0,39975,Michael Kim,59.76%,49,82
30,0,27963,Chris Stroud,59.62%,31,52
31,0,34046,Jordan Spieth,59.49%,47,79
32,0,26596,Ryan Moore,59.34%,54,91
33,0,51766,Wyndham Clark,58.75%,47,80
34,0,55454,Carl Yuan,58.67%,44,75
35,0,40162,Justin Lower,58.49%,62,106
36,0,37455,Si Woo Kim,58.40%,73,125
37,0,47591,Eric Cole,57.97%,80,138
37,0,12716,Charley Hoffman,57.97%,40,69
39,0,34563,Chesson Hadley,57.73%,56,97
40,0,34255,Joseph Bramlett,57.69%,45,78
40,0,28237,Rory McIlroy,57.69%,30,52
42,0,34409,David Lingmerth,57.38%,70,122
43,0,32102,Rickie Fowler,57.30%,51,89
43,0,33410,Andrew Landry,57.30%,51,89
45,0,56630,Akshay Bhatia,56.92%,37,65
45,0,39546,Keith Mitchell,56.92%,37,65
47,0,35310,Lanto Griffin,56.90%,33,58
48,0,29908,C.T. Pan,56.82%,25,44
49,0,33399,Adam Hadwin,56.76%,63,111
50,0,49298,Kramer Hickok,56.63%,47,83
50,0,32839,Hideki Matsuyama,56.63%,47,83
52,0,40115,Adam Svensson,56.30%,67,119
53,0,47504,Sam Burns,56.10%,46,82
54,0,49947,Taylor Moore,56.00%,56,100
55,0,29289,S.Y. Noh,55.93%,33,59
56,0,46435,Austin Cook,55.81%,48,86
57,0,34099,Harris English,55.79%,53,95
58,0,35461,Beau Hossler,55.74%,68,122
59,0,34363,Tyrrell Hatton,55.71%,39,70
60,0,27349,Alex Noren,55.56%,50,90
61,0,47993,Denny McCarthy,55.45%,61,110
62,0,32791,K.H. Lee,55.32%,52,94
63,0,30163,Henrik Norlander,55.29%,47,85
64,0,40058,Zac Blair,55.14%,59,107
65,0,34076,Joel Dahmen,55.05%,60,109
65,0,34466,Peter Malnati,55.05%,60,109
67,0,30911,Tommy Fleetwood,55.00%,44,80
67,0,24502,Adam Scott,55.00%,33,60
69,0,33408,Tyson Alexander,54.95%,61,111
70,0,57362,Austin Eckroat,54.90%,56,102
71,0,27936,Martin Laird,54.88%,45,82
72,0,51950,Max McGreevy,54.78%,63,115
73,0,58168,Davis Thompson,54.67%,41,75
74,0,36801,Mark Hubbard,54.55%,66,121
74,0,31560,Brian Stuard,54.55%,66,121
76,0,40250,Taylor Pendrith,54.46%,55,101
77,0,57975,Harry Hall,54.44%,49,90
77,0,54783,Dylan Wu,54.44%,49,90
79,0,27554,Scott Harrington,54.43%,43,79
80,0,35901,Paul Haley II,54.39%,62,114
80,0,27214,Kevin Streelman,54.39%,62,114
82,0,35449,Adam Long,54.14%,72,133
82,0,47347,Adam Schenk,54.14%,72,133
84,0,36724,Augusto Núñez,54.02%,47,87
85,0,39067,MJ Daffue,54.00%,54,100
86,0,28089,Jason Day,53.85%,42,78
87,0,52453,Nicolai Hojgaard,53.57%,15,28
87,0,33204,Shane Lowry,53.57%,30,56
89,0,51997,Andrew Novak,53.54%,53,99
90,0,55789,Taylor Montgomery,53.51%,61,114
91,0,55893,Sam Stevens,53.40%,55,103
92,0,29725,Tony Finau,53.33%,32,60
93,0,33141,Keegan Bradley,52.94%,36,68
94,0,46340,Alex Smalley,52.88%,55,104
95,0,54628,Lee Hodges,52.81%,47,89
96,0,48117,Kurt Kitayama,52.78%,38,72
97,0,36799,Stephan Jaeger,52.73%,58,110
97,0,33413,Ben Martin,52.73%,58,110
97,0,58967,Trevor Werbylo,52.73%,58,110
100,0,47983,Chad Ramey,52.69%,49,93
101,0,51890,Greyson Sigg,52.63%,50,95
102,0,49766,Hank Lebioda,52.46%,32,61
103,0,35506,Mackenzie Hughes,52.44%,43,82
104,0,36699,Patrick Rodgers,52.43%,54,103
105,0,48084,Wesley Bryan,52.00%,26,50
105,0,25632,Jimmy Walker,52.00%,52,100
107,0,46970,Jon Rahm,51.61%,32,62
108,0,32640,Troy Merritt,51.55%,50,97
109,0,40098,Matt Fitzpatrick,51.52%,34,66
110,0,32757,Patton Kizzire,51.46%,53,103
111,0,52513,Carson Young,51.43%,54,105
112,0,53165,Doc Redman,51.32%,39,76
113,0,47128,Richy Werenski,51.28%,60,117
114,0,51634,Sahith Theegala,51.19%,43,84
115,0,48887,Matt Wallace,51.02%,50,98
116,0,25493,Nick Taylor,50.98%,52,102
117,0,39954,Cody Gribble,50.72%,35,69
118,0,25686,Jason Dufner,50.70%,36,71
119,0,30692,Scott Stallings,50.67%,38,75
120,0,49453,Trevor Cone,50.63%,40,79
120,0,50525,Collin Morikawa,50.63%,40,79
122,0,23320,Ryan Palmer,50.60%,42,83
123,0,55708,Hayden Buckley,50.57%,44,87
124,0,47079,Harrison Endycott,50.00%,50,100
124,0,36871,Matt NeSmith,50.00%,51,102
124,0,22056,Cameron Percy,50.00%,31,62
124,0,39335,Kevin Roy,50.00%,36,72
124,0,37275,Sam Ryder,50.00%,61,122
124,0,46046,Scottie Scheffler,50.00%,30,60
130,0,25818,Scott Piercy,49.55%,55,111
131,0,54421,Garrick Higgo,49.50%,50,101
132,0,33597,Harry Higgs,49.48%,48,97
133,0,22371,Aaron Baddeley,49.38%,40,81
134,0,27095,Nick Watney,49.35%,38,77
135,0,55182,Tom Kim,49.33%,37,75
136,0,39997,Corey Conners,49.28%,34,69
137,0,32366,Kevin Chappell,49.06%,26,53
138,0,33122,Russell Knox,48.98%,48,98
139,0,45609,Tyler Duncan,48.81%,41,84
140,0,28775,Nate Lashley,48.51%,49,101
141,0,24925,Jonathan Byrd,48.39%,30,62
141,0,48699,Callum Tarren,48.39%,45,93
143,0,47988,Nick Hardy,47.86%,56,117
144,0,28420,Ryan Brehm,47.78%,43,90
145,0,29535,Brice Garnett,47.67%,41,86
146,0,19803,Ryan Armour,47.37%,45,95
146,0,48867,Matti Schmid,47.37%,36,76
146,0,29221,Webb Simpson,47.37%,27,57
149,0,50095,Austin Smotherman,47.27%,52,110
150,0,32333,Kevin Tway,46.99%,39,83
151,0,48119,Ben Taylor,46.90%,53,113
152,0,56762,Will Gordon,46.81%,44,94
152,0,35879,Kelly Kraft,46.81%,44,94
154,0,52375,Doug Ghim,46.77%,29,62
155,0,39058,Lucas Herbert,46.75%,36,77
156,0,52955,Ludvig Åberg,46.67%,14,30
156,0,34610,Matthias Schwab,46.67%,56,120
158,0,34431,Robert Streb,46.60%,48,103
159,0,50493,Justin Suh,46.51%,60,129
160,0,51414,Brent Grant,46.38%,32,69
161,0,28252,Seamus Power,46.15%,30,65
162,0,36326,David Lipsky,45.90%,56,122
163,0,51349,Nico Echavarria,45.88%,39,85
164,0,46601,Trey Mullinax,45.83%,33,72
165,0,26476,Chez Reavie,45.74%,43,94
166,0,57366,Cameron Young,45.71%,32,70
167,0,31646,Emiliano Grillo,45.45%,50,110
168,0,35532,Tom Hoge,45.37%,49,108
169,0,40006,Erik van Rooyen,45.31%,29,64
170,0,34098,Russell Henley,45.21%,33,73
171,0,29420,Billy Horschel,45.00%,27,60
171,0,52411,Kyle Westmoreland,45.00%,36,80
173,0,35450,Patrick Cantlay,44.29%,31,70
173,0,33448,Justin Thomas,44.29%,31,70
175,0,31323,Gary Woodland,43.75%,35,80
176,0,24024,Zach Johnson,43.21%,35,81
177,0,59018,Ryan Gerard,43.08%,28,65
178,0,51070,Vincent Norrman,43.06%,31,72
179,0,49960,Sepp Straka,42.86%,39,91
179,0,52374,Brandon Wu,42.86%,36,84
181,0,52372,Cameron Champ,42.47%,31,73
182,0,46414,Aaron Rai,41.67%,40,96
183,0,47995,Davis Riley,40.78%,42,103
184,0,29970,Dylan Frittelli,40.40%,40,99
185,0,35617,Martin Trainer,40.28%,29,72
186,0,31557,Jim Herman,40.00%,34,85
187,0,20229,Stewart Cink,39.47%,30,76
188,0,32662,Michael Gligic,39.02%,32,82
189,0,27129,Luke List,38.89%,35,90
190,0,45242,Kevin Yu,38.60%,22,57
191,0,37338,Zecheng Dou,37.84%,28,74
192,0,32448,James Hahn,34.25%,25,73
193,0,51491,Brandon Matthews,29.69%,19,64
