RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# SAVES,# BUNKERS,TOTAL O/U PAR
1,0,23108,Matt Kuchar,68.00%,85,125,+22.00
2,0,22405,Justin Rose,65.93%,60,91,+19.00
3,0,27644,Brian Harman,64.46%,78,121,+29.00
4,0,39971,Sungjae Im,61.90%,91,147,+25.00
5,0,27974,Sung Kang,61.43%,43,70,+14.00
6,0,33948,Byeong Hun An,61.29%,95,155,+23.00
7,0,46441,Robby Shelton,61.03%,83,136,+21.00
8,0,30927,Brendon Todd,60.40%,90,149,+44.00
9,0,45522,Christiaan Bezuidenhout,60.33%,73,121,+26.00
10,0,31202,William McGirt,60.26%,47,78,+20.00
11,0,30926,Chris Kirk,59.85%,79,132,+24.00
12,0,58696,Peter Kuest,59.32%,35,59,+8.00
13,0,34256,Andrew Putnam,59.26%,96,162,+33.00
14,0,50188,S.H. Kim,59.24%,109,184,+37.00
15,0,37455,Si Woo Kim,59.07%,114,193,+38.00
16,0,54591,Ben Griffin,58.92%,109,185,+29.00
17,0,34046,Jordan Spieth,58.57%,82,140,+20.00
18,0,24140,Sean O'Hair,58.43%,52,89,+28.00
19,0,46717,Viktor Hovland,58.25%,60,103,+18.00
20,0,30911,Tommy Fleetwood,57.85%,70,121,+19.00
21,0,32139,Danny Willett,57.69%,60,104,+29.00
22,0,34409,David Lingmerth,57.59%,91,158,+48.00
23,0,24502,Adam Scott,57.43%,58,101,+13.00
24,0,46442,Maverick McNealy,57.28%,59,103,+20.00
25,0,40098,Matt Fitzpatrick,57.27%,63,110,+22.00
26,0,57975,Harry Hall,56.69%,72,127,+38.00
27,0,47504,Sam Burns,56.56%,69,122,+42.00
27,0,26596,Ryan Moore,56.56%,69,122,+33.00
29,0,51766,Wyndham Clark,56.49%,74,131,+23.00
30,0,56630,Akshay Bhatia,56.44%,57,101,+18.00
31,0,39324,J.J. Spaun,56.15%,73,130,+20.00
32,0,35310,Lanto Griffin,56.12%,55,98,+16.00
33,0,48081,Xander Schauffele,56.10%,69,123,+28.00
34,0,39975,Michael Kim,56.00%,70,125,+28.00
35,0,55454,Carl Yuan,55.86%,62,111,+26.00
36,0,31577,Tano Goya,55.73%,73,131,+21.00
37,0,45157,Cam Davis,55.71%,78,140,+24.00
37,0,33653,Thomas Detry,55.71%,78,140,+41.00
39,0,39977,Max Homa,55.56%,70,126,+34.00
39,0,40162,Justin Lower,55.56%,80,144,+42.00
41,0,54783,Dylan Wu,55.48%,81,146,+14.00
42,0,49771,J.T. Poston,55.47%,76,137,+28.00
43,0,52453,Nicolai Hojgaard,55.17%,32,58,+9.00
44,0,36699,Patrick Rodgers,55.10%,81,147,+42.00
45,0,32102,Rickie Fowler,55.04%,71,129,+42.00
46,0,51634,Sahith Theegala,55.00%,77,140,+21.00
47,0,47993,Denny McCarthy,54.93%,78,142,+43.00
48,0,47591,Eric Cole,54.89%,101,184,+45.00
49,0,34466,Peter Malnati,54.78%,86,157,+42.00
50,0,34563,Chesson Hadley,54.74%,75,137,+36.00
51,0,34076,Joel Dahmen,54.73%,81,148,+44.00
52,0,32839,Hideki Matsuyama,54.69%,70,128,+50.00
53,0,31560,Brian Stuard,54.68%,76,139,+51.00
54,0,46435,Austin Cook,54.29%,57,105,+34.00
55,0,25900,Lucas Glover,54.26%,70,129,+40.00
55,0,32816,Satoshi Kodaira,54.26%,51,94,+15.00
55,0,58168,Davis Thompson,54.26%,70,129,+15.00
58,0,27554,Scott Harrington,54.24%,64,118,+32.00
59,0,27349,Alex Noren,54.14%,72,133,+36.00
60,0,46340,Alex Smalley,54.00%,81,150,+51.00
61,0,40115,Adam Svensson,53.89%,90,167,+38.00
62,0,51950,Max McGreevy,53.85%,84,156,+39.00
63,0,34255,Joseph Bramlett,53.78%,64,119,+22.00
64,0,33408,Tyson Alexander,53.55%,83,155,+41.00
65,0,47128,Richy Werenski,53.50%,84,157,+58.00
66,0,27963,Chris Stroud,53.42%,39,73,+17.00
67,0,50525,Collin Morikawa,53.33%,64,120,+32.00
68,0,40058,Zac Blair,53.28%,73,137,+41.00
69,0,36799,Stephan Jaeger,53.07%,95,179,+25.00
70,0,49298,Kramer Hickok,52.94%,63,119,+37.00
71,0,33410,Andrew Landry,52.89%,64,121,+39.00
72,0,35901,Paul Haley II,52.82%,75,142,+48.00
73,0,48117,Kurt Kitayama,52.78%,57,108,+46.00
74,0,33204,Shane Lowry,52.75%,48,91,+21.00
75,0,36801,Mark Hubbard,52.69%,98,186,+36.00
76,0,35461,Beau Hossler,52.51%,94,179,+40.00
77,0,28089,Jason Day,52.50%,63,120,+30.00
78,0,47347,Adam Schenk,52.38%,99,189,+52.00
79,0,29289,S.Y. Noh,52.27%,46,88,+15.00
80,0,33399,Adam Hadwin,52.05%,76,146,+46.00
80,0,32791,K.H. Lee,52.05%,76,146,+37.00
82,0,12716,Charley Hoffman,52.04%,51,98,+27.00
83,0,56762,Will Gordon,51.92%,81,156,+36.00
84,0,55789,Taylor Montgomery,51.85%,84,162,+48.00
85,0,39546,Keith Mitchell,51.67%,62,120,+24.00
86,0,39067,MJ Daffue,51.50%,86,167,+35.00
87,0,48887,Matt Wallace,51.45%,71,138,+62.00
88,0,53165,Doc Redman,51.43%,54,105,+37.00
89,0,32757,Patton Kizzire,51.39%,74,144,+52.00
90,0,36871,Matt NeSmith,51.35%,76,148,+37.00
91,0,34363,Tyrrell Hatton,51.30%,59,115,+24.00
92,0,30163,Henrik Norlander,51.24%,62,121,+35.00
93,0,33597,Harry Higgs,51.08%,71,139,+57.00
94,0,58967,Trevor Werbylo,51.01%,76,149,+47.00
95,0,55893,Sam Stevens,50.97%,79,155,+29.00
96,0,29908,C.T. Pan,50.77%,33,65,+11.00
97,0,48084,Wesley Bryan,50.72%,35,69,+17.00
98,0,54421,Garrick Higgo,50.66%,77,152,+42.00
99,0,28237,Rory McIlroy,50.57%,44,87,+14.00
100,0,29725,Tony Finau,50.46%,55,109,+23.00
101,0,49453,Trevor Cone,50.42%,60,119,+34.00
102,0,33413,Ben Martin,50.34%,74,147,+51.00
103,0,29535,Brice Garnett,50.00%,67,134,+34.00
103,0,29420,Billy Horschel,50.00%,43,86,+35.00
103,0,35449,Adam Long,50.00%,91,182,+55.00
103,0,25493,Nick Taylor,50.00%,75,150,+36.00
103,0,33448,Justin Thomas,50.00%,54,108,+39.00
108,0,51997,Andrew Novak,49.65%,71,143,+35.00
109,0,32640,Troy Merritt,49.62%,65,131,+45.00
109,0,51890,Greyson Sigg,49.62%,65,131,+34.00
111,0,25686,Jason Dufner,49.54%,54,109,+29.00
112,0,46970,Jon Rahm,49.51%,51,103,+25.00
113,0,27214,Kevin Streelman,49.38%,80,162,+45.00
114,0,47983,Chad Ramey,49.25%,66,134,+41.00
115,0,23320,Ryan Palmer,49.15%,58,118,+29.00
116,0,47988,Nick Hardy,49.14%,86,175,+57.00
117,0,47079,Harrison Endycott,48.98%,72,147,+49.00
118,0,52375,Doug Ghim,48.94%,46,94,+20.00
118,0,49766,Hank Lebioda,48.94%,46,94,+29.00
120,0,51414,Brent Grant,48.70%,56,115,+23.00
121,0,32366,Kevin Chappell,48.68%,37,76,+20.00
122,0,40250,Taylor Pendrith,48.63%,71,146,+36.00
123,0,49947,Taylor Moore,48.61%,70,144,+51.00
124,0,34099,Harris English,48.57%,68,140,+43.00
124,0,25632,Jimmy Walker,48.57%,68,140,+41.00
126,0,27936,Martin Laird,48.46%,63,130,+32.00
126,0,26476,Chez Reavie,48.46%,63,130,+38.00
128,0,57362,Austin Eckroat,48.41%,76,157,+35.00
129,0,22056,Cameron Percy,48.39%,45,93,+23.00
130,0,48119,Ben Taylor,48.37%,74,153,+59.00
131,0,51070,Vincent Norrman,48.28%,56,116,+29.00
131,0,29221,Webb Simpson,48.28%,42,87,+27.00
133,0,34610,Matthias Schwab,48.15%,78,162,+56.00
134,0,33122,Russell Knox,48.12%,64,133,+54.00
135,0,36724,Augusto Núñez,48.00%,60,125,+36.00
136,0,25818,Scott Piercy,47.95%,70,146,+45.00
137,0,39954,Cody Gribble,47.92%,46,96,+31.00
137,0,54628,Lee Hodges,47.92%,69,144,+38.00
139,0,35879,Kelly Kraft,47.76%,64,134,+53.00
140,0,37275,Sam Ryder,47.65%,81,170,+59.00
141,0,28775,Nate Lashley,47.62%,70,147,+41.00
141,0,27095,Nick Watney,47.62%,50,105,+42.00
143,0,35450,Patrick Cantlay,47.27%,52,110,+29.00
144,0,31646,Emiliano Grillo,47.24%,77,163,+55.00
145,0,48867,Matti Schmid,47.17%,50,106,+48.00
146,0,39997,Corey Conners,47.15%,58,123,+31.00
147,0,51349,Nico Echavarria,47.11%,57,121,+44.00
147,0,30692,Scott Stallings,47.11%,57,121,+40.00
149,0,28420,Ryan Brehm,46.92%,61,130,+46.00
150,0,52955,Ludvig Åberg,46.81%,22,47,+11.00
151,0,33141,Keegan Bradley,46.55%,54,116,+34.00
152,0,39335,Kevin Roy,46.53%,47,101,+27.00
153,0,50493,Justin Suh,46.51%,80,172,+62.00
154,0,32333,Kevin Tway,46.40%,58,125,+36.00
155,0,34098,Russell Henley,46.39%,45,97,+36.00
156,0,36326,David Lipsky,46.11%,77,167,+52.00
157,0,22371,Aaron Baddeley,46.09%,53,115,+37.00
158,0,46601,Trey Mullinax,46.08%,47,102,+32.00
159,0,35532,Tom Hoge,46.00%,69,150,+66.00
160,0,55708,Hayden Buckley,45.90%,56,122,+43.00
161,0,28252,Seamus Power,45.87%,50,109,+38.00
162,0,50095,Austin Smotherman,45.70%,69,151,+57.00
163,0,55182,Tom Kim,45.45%,55,121,+41.00
164,0,35506,Mackenzie Hughes,45.26%,62,137,+42.00
165,0,52411,Kyle Westmoreland,45.08%,55,122,+40.00
166,0,45609,Tyler Duncan,44.88%,57,127,+28.00
167,0,19803,Ryan Armour,44.36%,59,133,+49.00
168,0,59018,Ryan Gerard,44.33%,43,97,+32.00
169,0,46046,Scottie Scheffler,44.21%,42,95,+25.00
170,0,40006,Erik van Rooyen,43.88%,43,98,+39.00
171,0,49960,Sepp Straka,43.80%,53,121,+59.00
172,0,57366,Cameron Young,43.75%,49,112,+41.00
