RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF BIRDIES,TOTAL ROUNDS
1,0,28237,Rory McIlroy,4.51,334,74
1,0,46970,Jon Rahm,4.51,347,77
3,0,47959,Bryson DeChambeau,4.50,360,80
4,0,35891,Cameron Smith,4.48,367,82
5,0,47504,Sam Burns,4.43,372,84
6,0,46717,Viktor Hovland,4.40,365,83
7,0,46046,Scottie Scheffler,4.39,430,98
8,0,29221,Webb Simpson,4.34,321,74
9,0,33448,Justin Thomas,4.31,362,84
10,0,34046,Jordan Spieth,4.30,378,88
11,0,35450,Patrick Cantlay,4.29,335,78
12,0,30944,Jason Kokrak,4.28,377,88
12,0,48081,Xander Schauffele,4.28,325,76
14,0,34099,Harris English,4.26,392,92
15,0,30925,Dustin Johnson,4.25,306,72
16,0,40026,Daniel Berger,4.23,355,84
16,0,32757,Patton Kizzire,4.23,431,102
16,0,50525,Collin Morikawa,4.23,330,78
19,0,36689,Brooks Koepka,4.21,278,66
20,0,45526,Abraham Ancer,4.20,412,98
20,0,12716,Charley Hoffman,4.20,416,99
22,0,45157,Cam Davis,4.17,392,94
23,0,29725,Tony Finau,4.16,374,90
24,0,45486,Joaquin Niemann,4.14,422,102
25,0,52375,Doug Ghim,4.13,355,86
26,0,33419,Cameron Tringale,4.11,378,92
26,0,49964,Aaron Wise,4.11,329,80
28,0,31646,Emiliano Grillo,4.10,394,96
29,0,48822,Sebastián Muñoz,4.09,417,102
30,0,39971,Sungjae Im,4.08,498,122
30,0,23320,Ryan Palmer,4.08,302,74
32,0,27064,Jhonattan Vegas,4.07,358,88
33,0,33597,Harry Higgs,4.06,325,80
33,0,32839,Hideki Matsuyama,4.06,378,93
35,0,31420,Anirban Lahiri,4.03,274,68
36,0,25396,Kevin Na,4.00,348,87
36,0,28252,Seamus Power,4.00,232,58
36,0,34360,Patrick Reed,4.00,312,78
36,0,24502,Adam Scott,4.00,288,72
40,0,39997,Corey Conners,3.99,415,104
40,0,46442,Maverick McNealy,3.99,311,78
42,0,27214,Kevin Streelman,3.97,381,96
43,0,21209,Sergio Garcia,3.96,293,74
43,0,32448,James Hahn,3.96,277,70
43,0,49960,Sepp Straka,3.96,380,96
46,0,34076,Joel Dahmen,3.95,324,82
46,0,23621,Rory Sabbatini,3.95,296,75
48,0,20229,Stewart Cink,3.93,354,90
48,0,39977,Max Homa,3.93,338,86
50,0,40098,Matt Fitzpatrick,3.92,259,66
51,0,52372,Cameron Champ,3.91,293,75
51,0,27644,Brian Harman,3.91,391,100
51,0,34363,Tyrrell Hatton,3.91,219,56
51,0,33204,Shane Lowry,3.91,297,76
51,0,34466,Peter Malnati,3.91,313,80
56,0,25364,Paul Casey,3.90,281,72
56,0,47347,Adam Schenk,3.90,398,102
56,0,40006,Erik van Rooyen,3.90,285,73
59,0,56762,Will Gordon,3.89,342,88
59,0,37455,Si Woo Kim,3.89,366,94
59,0,33667,Carlos Ortiz,3.89,358,92
62,0,35532,Tom Hoge,3.88,372,96
62,0,27129,Luke List,3.88,345,89
64,0,22405,Justin Rose,3.87,209,54
65,0,26329,Louis Oosthuizen,3.86,286,74
66,0,56278,Matthew Wolff,3.84,211,55
67,0,25900,Lucas Glover,3.83,368,96
67,0,39546,Keith Mitchell,3.83,322,84
67,0,24361,Pat Perez,3.83,368,96
67,0,34264,Hudson Swafford,3.83,314,82
71,0,32070,Rafael Campos,3.82,229,60
71,0,27942,Rob Oppenheim,3.82,283,74
71,0,47483,Will Zalatoris,3.82,332,87
74,0,27330,Josh Teater,3.81,183,48
75,0,46402,Talor Gooch,3.80,342,90
76,0,19803,Ryan Armour,3.79,296,78
76,0,33486,Roger Sloan,3.79,311,82
78,0,29974,Branden Grace,3.78,306,81
78,0,49766,Hank Lebioda,3.78,272,72
80,0,33141,Keegan Bradley,3.77,324,86
81,0,27349,Alex Noren,3.76,308,82
81,0,37189,Harold Varner III,3.76,338,90
83,0,32816,Satoshi Kodaira,3.75,285,76
83,0,25818,Scott Piercy,3.75,296,79
85,0,36871,Matthew NeSmith,3.74,329,88
85,0,36699,Patrick Rodgers,3.74,381,102
85,0,31560,Brian Stuard,3.74,389,104
88,0,34098,Russell Henley,3.73,313,84
88,0,37275,Sam Ryder,3.73,321,86
88,0,27649,Brandt Snedeker,3.73,313,84
91,0,32102,Rickie Fowler,3.72,290,78
91,0,34563,Chesson Hadley,3.72,268,72
91,0,30926,Chris Kirk,3.72,320,86
91,0,29478,Kevin Kisner,3.72,290,78
91,0,01810,Phil Mickelson,3.72,275,74
91,0,25493,Nick Taylor,3.72,335,90
97,0,31323,Gary Woodland,3.71,260,70
98,0,29479,Scott Brown,3.69,295,80
98,0,29420,Billy Horschel,3.69,317,86
98,0,27556,Ted Potter Jr.,3.69,251,68
101,0,26300,Matt Jones,3.68,375,102
101,0,32139,Danny Willett,3.68,173,47
103,0,24024,Zach Johnson,3.67,308,84
104,0,35310,Lanto Griffin,3.66,329,90
104,0,35506,Mackenzie Hughes,3.66,329,90
104,0,22056,Cameron Percy,3.66,282,77
107,0,34255,Joseph Bramlett,3.65,285,78
107,0,35461,Beau Hossler,3.65,321,88
107,0,35230,Nelson Ledesma,3.65,175,48
110,0,49298,Kramer Hickok,3.64,251,69
110,0,32791,K.H. Lee,3.64,386,106
110,0,26331,Charl Schwartzel,3.64,313,86
113,0,29268,Bronson Burgoon,3.63,261,72
113,0,24138,Ian Poulter,3.63,261,72
113,0,32333,Kevin Tway,3.63,225,62
116,0,39953,Chase Seiffert,3.62,282,78
116,0,30927,Brendon Todd,3.62,311,86
118,0,31557,Jim Herman,3.61,238,66
118,0,36801,Mark Hubbard,3.61,347,96
120,0,27770,Camilo Villegas,3.60,277,77
121,0,25804,Bubba Watson,3.59,248,69
121,0,51894,Vince Whaley,3.59,287,80
123,0,27141,J.B. Holmes,3.58,172,48
123,0,23108,Matt Kuchar,3.58,236,66
123,0,27936,Martin Laird,3.58,286,80
123,0,33410,Andrew Landry,3.58,236,66
123,0,33413,Ben Martin,3.58,179,50
123,0,34256,Andrew Putnam,3.58,319,89
123,0,48887,Matt Wallace,3.58,190,53
130,0,29535,Brice Garnett,3.57,328,92
130,0,33122,Russell Knox,3.57,328,92
130,0,35449,Adam Long,3.57,300,84
130,0,40042,Tyler McCumber,3.57,243,68
130,0,32150,Michael Thompson,3.57,264,74
135,0,29926,Danny Lee,3.56,210,59
135,0,48119,Ben Taylor,3.56,178,50
137,0,33120,Mark Anderson,3.55,199,56
137,0,26758,David Hearn,3.55,227,64
137,0,26851,Marc Leishman,3.55,270,76
137,0,47993,Denny McCarthy,3.55,334,94
137,0,49771,J.T. Poston,3.55,298,84
142,0,46550,Brandon Hagy,3.54,262,74
142,0,29518,Brendan Steele,3.54,269,76
144,0,22371,Aaron Baddeley,3.52,190,54
144,0,30911,Tommy Fleetwood,3.52,211,60
146,0,51766,Wyndham Clark,3.51,274,78
147,0,24924,Bill Haas,3.50,154,44
147,0,35658,Kris Ventura,3.50,245,70
149,0,33490,Bo Hoag,3.49,304,87
149,0,46441,Robby Shelton,3.49,279,80
149,0,23325,Vaughn Taylor,3.49,272,78
149,0,23623,Bo Van Pelt,3.49,251,72
153,0,28420,Ryan Brehm,3.48,202,58
153,0,28089,Jason Day,3.48,226,65
153,0,32662,Michael Gligic,3.48,278,80
153,0,47128,Richy Werenski,3.48,299,86
153,0,20396,Lee Westwood,3.48,216,62
158,0,33399,Adam Hadwin,3.47,305,88
158,0,30692,Scott Stallings,3.47,264,76
160,0,32640,Troy Merritt,3.46,339,98
160,0,26476,Chez Reavie,3.46,291,84
160,0,39324,J.J. Spaun,3.46,249,72
163,0,32618,Rhein Gibson,3.45,193,56
163,0,34431,Robert Streb,3.45,283,82
165,0,29908,C.T. Pan,3.44,275,80
166,0,25686,Jason Dufner,3.43,295,86
166,0,53165,Doc Redman,3.43,261,76
168,0,34174,John Huh,3.41,198,58
168,0,28775,Nate Lashley,3.41,259,76
168,0,35104,Tom Lewis,3.41,273,80
171,0,33948,Byeong Hun An,3.40,286,84
172,0,34314,Sebastian Cappelen,3.39,183,54
172,0,29970,Dylan Frittelli,3.39,244,72
174,0,48045,Michael Gellerman,3.36,158,47
175,0,46435,Austin Cook,3.35,241,72
176,0,21961,Charles Howell III,3.34,234,70
176,0,32254,Xinjun Zhang,3.34,227,68
178,0,27554,Scott Harrington,3.33,263,79
178,0,34213,Grayson Murray,3.33,163,49
178,0,24140,Sean O'Hair,3.33,170,51
178,0,23788,D.J. Trahan,3.33,220,66
182,0,45609,Tyler Duncan,3.31,298,90
183,0,24781,Hunter Mahan,3.30,188,57
183,0,30110,Kyle Stanley,3.30,297,90
185,0,30163,Henrik Norlander,3.27,275,84
186,0,27974,Sung Kang,3.26,280,86
187,0,26499,Rafa Cabrera Bello,3.24,240,74
188,0,19846,Brian Gay,3.19,223,70
188,0,28679,Fabián Gómez,3.19,172,54
190,0,23983,Luke Donald,3.16,177,56
191,0,33404,Chris Baker,3.15,170,54
192,0,24357,K.J. Choi,3.13,163,52
193,0,25632,Jimmy Walker,3.11,230,74
194,0,39975,Michael Kim,3.07,212,69
195,0,27095,Nick Watney,2.98,161,54
196,0,35617,Martin Trainer,2.95,174,59
