RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 5 BIRDIES OR BETTER,PAR 5 HOLES
1,0,47959,Bryson DeChambeau,59.16,155,262
2,0,35891,Cameron Smith,58.65,156,266
3,0,46970,Jon Rahm,57.04,154,270
4,0,48081,Xander Schauffele,54.69,140,256
5,0,36689,Brooks Koepka,53.77,114,212
6,0,34099,Harris English,53.42,156,292
7,0,35450,Patrick Cantlay,53.08,138,260
8,0,47504,Sam Burns,52.88,147,278
9,0,28237,Rory McIlroy,52.80,132,250
10,0,29221,Webb Simpson,52.54,124,236
11,0,39977,Max Homa,52.41,152,290
12,0,46717,Viktor Hovland,52.30,148,283
13,0,21209,Sergio Garcia,52.16,121,232
14,0,46046,Scottie Scheffler,52.07,176,338
15,0,30944,Jason Kokrak,51.71,151,292
16,0,56278,Matthew Wolff,51.69,92,178
17,0,50525,Collin Morikawa,51.56,132,256
18,0,34360,Patrick Reed,51.14,135,264
19,0,40026,Daniel Berger,51.11,138,270
20,0,28420,Ryan Brehm,51.00,102,200
21,0,27644,Brian Harman,50.96,159,312
22,0,23320,Ryan Palmer,50.78,130,256
23,0,39971,Sungjae Im,50.50,204,404
24,0,27129,Luke List,50.33,151,300
25,0,45486,Joaquin Niemann,50.31,160,318
26,0,25364,Paul Casey,50.00,124,248
26,0,32839,Hideki Matsuyama,50.00,160,320
26,0,34046,Jordan Spieth,50.00,151,302
26,0,49960,Sepp Straka,50.00,152,304
30,0,37455,Si Woo Kim,49.69,159,320
31,0,45157,Cam Davis,49.68,154,310
31,0,33667,Carlos Ortiz,49.68,153,308
33,0,30925,Dustin Johnson,49.55,111,224
34,0,29725,Tony Finau,48.99,145,296
35,0,29420,Billy Horschel,48.94,138,282
36,0,33448,Justin Thomas,48.92,136,278
37,0,27942,Rob Oppenheim,48.80,122,250
38,0,33419,Cameron Tringale,48.69,149,306
39,0,24502,Adam Scott,48.62,106,218
40,0,36699,Patrick Rodgers,48.55,168,346
41,0,32757,Patton Kizzire,48.52,164,338
42,0,33597,Harry Higgs,48.51,130,268
