RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES/EAGLES,# HOLES
1,0,47959,Bryson DeChambeau,26.32,379,1440
2,0,46970,Jon Rahm,25.83,358,1386
3,0,35891,Cameron Smith,25.54,377,1476
4,0,47504,Sam Burns,25.33,383,1512
5,0,28237,Rory McIlroy,25.30,337,1332
6,0,33448,Justin Thomas,25.00,378,1512
7,0,46046,Scottie Scheffler,24.89,439,1764
8,0,29221,Webb Simpson,24.85,331,1332
9,0,46717,Viktor Hovland,24.83,371,1494
10,0,34046,Jordan Spieth,24.81,393,1584
11,0,48081,Xander Schauffele,24.71,338,1368
12,0,34099,Harris English,24.52,406,1656
13,0,30925,Dustin Johnson,24.46,317,1296
14,0,45157,Cam Davis,24.35,412,1692
15,0,36689,Brooks Koepka,24.33,289,1188
16,0,30944,Jason Kokrak,24.31,385,1584
17,0,35450,Patrick Cantlay,24.29,341,1404
17,0,32757,Patton Kizzire,24.29,446,1836
19,0,40026,Daniel Berger,24.07,364,1512
20,0,29725,Tony Finau,23.95,388,1620
21,0,50525,Collin Morikawa,23.93,336,1404
22,0,12716,Charley Hoffman,23.91,426,1782
23,0,45526,Abraham Ancer,23.64,417,1764
24,0,23320,Ryan Palmer,23.57,314,1332
25,0,45486,Joaquin Niemann,23.47,431,1836
25,0,49964,Aaron Wise,23.47,338,1440
27,0,32839,Hideki Matsuyama,23.42,392,1674
28,0,31646,Emiliano Grillo,23.38,404,1728
29,0,39971,Sungjae Im,23.36,513,2196
30,0,33597,Harry Higgs,23.33,336,1440
31,0,31420,Anirban Lahiri,23.20,284,1224
32,0,48822,Sebastián Muñoz,23.15,425,1836
33,0,52375,Doug Ghim,23.13,358,1548
33,0,33419,Cameron Tringale,23.13,383,1656
35,0,21209,Sergio Garcia,23.12,308,1332
36,0,39997,Corey Conners,23.02,431,1872
37,0,34360,Patrick Reed,23.01,323,1404
38,0,27064,Jhonattan Vegas,22.98,364,1584
39,0,24502,Adam Scott,22.84,296,1296
40,0,25396,Kevin Na,22.73,356,1566
41,0,46442,Maverick McNealy,22.72,319,1404
42,0,52372,Cameron Champ,22.67,306,1350
43,0,33667,Carlos Ortiz,22.64,375,1656
44,0,49960,Sepp Straka,22.63,391,1728
45,0,28252,Seamus Power,22.61,236,1044
46,0,39977,Max Homa,22.55,349,1548
47,0,32448,James Hahn,22.54,284,1260
48,0,40098,Matt Fitzpatrick,22.47,267,1188
49,0,27214,Kevin Streelman,22.45,388,1728
50,0,56278,Matthew Wolff,22.42,222,990
51,0,27129,Luke List,22.41,359,1602
52,0,23621,Rory Sabbatini,22.37,302,1350
53,0,20229,Stewart Cink,22.35,362,1620
53,0,56762,Will Gordon,22.35,354,1584
55,0,27644,Brian Harman,22.33,402,1800
55,0,22405,Justin Rose,22.33,217,972
57,0,34363,Tyrrell Hatton,22.32,225,1008
58,0,25364,Paul Casey,22.30,289,1296
58,0,26329,Louis Oosthuizen,22.30,297,1332
60,0,37455,Si Woo Kim,22.22,376,1692
60,0,40006,Erik van Rooyen,22.22,292,1314
60,0,47483,Will Zalatoris,22.22,348,1566
63,0,34076,Joel Dahmen,22.09,326,1476
63,0,34264,Hudson Swafford,22.09,326,1476
65,0,34466,Peter Malnati,22.08,318,1440
66,0,35532,Tom Hoge,21.99,380,1728
67,0,33204,Shane Lowry,21.93,300,1368
68,0,47347,Adam Schenk,21.90,402,1836
69,0,27330,Josh Teater,21.88,189,864
70,0,39546,Keith Mitchell,21.83,330,1512
71,0,46402,Talor Gooch,21.73,352,1620
72,0,27942,Rob Oppenheim,21.70,289,1332
73,0,33141,Keegan Bradley,21.64,335,1548
73,0,24361,Pat Perez,21.64,374,1728
75,0,49766,Hank Lebioda,21.60,280,1296
76,0,33486,Roger Sloan,21.54,318,1476
77,0,25900,Lucas Glover,21.53,372,1728
78,0,19803,Ryan Armour,21.51,302,1404
79,0,27649,Brandt Snedeker,21.49,325,1512
80,0,36699,Patrick Rodgers,21.46,394,1836
81,0,25493,Nick Taylor,21.42,347,1620
81,0,37189,Harold Varner III,21.42,347,1620
83,0,29974,Branden Grace,21.40,312,1458
84,0,32070,Rafael Campos,21.39,231,1080
85,0,25818,Scott Piercy,21.38,304,1422
85,0,37275,Sam Ryder,21.38,331,1548
87,0,27556,Ted Potter Jr.,21.32,261,1224
88,0,36871,Matthew NeSmith,21.28,337,1584
89,0,27349,Alex Noren,21.27,314,1476
90,0,34255,Joseph Bramlett,21.23,298,1404
90,0,29478,Kevin Kisner,21.23,298,1404
92,0,34098,Russell Henley,21.16,320,1512
93,0,32816,Satoshi Kodaira,21.13,289,1368
94,0,30926,Chris Kirk,21.12,327,1548
95,0,31323,Gary Woodland,21.11,266,1260
96,0,34563,Chesson Hadley,21.06,273,1296
96,0,29420,Billy Horschel,21.06,326,1548
96,0,26331,Charl Schwartzel,21.06,326,1548
99,0,31560,Brian Stuard,21.05,394,1872
100,0,29479,Scott Brown,21.04,303,1440
101,0,32791,K.H. Lee,20.96,400,1908
102,0,35230,Nelson Ledesma,20.95,181,864
103,0,26300,Matt Jones,20.92,384,1836
103,0,32139,Danny Willett,20.92,177,846
105,0,32333,Kevin Tway,20.88,233,1116
106,0,32102,Rickie Fowler,20.87,293,1404
107,0,35310,Lanto Griffin,20.86,338,1620
108,0,22056,Cameron Percy,20.85,289,1386
109,0,35506,Mackenzie Hughes,20.80,337,1620
109,0,01810,Phil Mickelson,20.80,277,1332
109,0,30927,Brendon Todd,20.80,322,1548
112,0,35461,Beau Hossler,20.71,328,1584
113,0,25804,Bubba Watson,20.69,257,1242
114,0,24024,Zach Johnson,20.63,312,1512
114,0,27770,Camilo Villegas,20.63,286,1386
114,0,51894,Vince Whaley,20.63,297,1440
117,0,31557,Jim Herman,20.62,245,1188
118,0,49298,Kramer Hickok,20.61,256,1242
119,0,27936,Martin Laird,20.56,296,1440
120,0,36801,Mark Hubbard,20.54,355,1728
121,0,49771,J.T. Poston,20.50,310,1512
122,0,24138,Ian Poulter,20.45,265,1296
123,0,32150,Michael Thompson,20.42,272,1332
124,0,35658,Kris Ventura,20.40,257,1260
125,0,26851,Marc Leishman,20.39,279,1368
126,0,29268,Bronson Burgoon,20.37,264,1296
126,0,39953,Chase Seiffert,20.37,286,1404
128,0,29535,Brice Garnett,20.35,337,1656
129,0,40042,Tyler McCumber,20.34,249,1224
130,0,48119,Ben Taylor,20.33,183,900
131,0,29518,Brendan Steele,20.32,278,1368
132,0,33122,Russell Knox,20.29,336,1656
132,0,23108,Matt Kuchar,20.29,241,1188
132,0,33410,Andrew Landry,20.29,241,1188
135,0,27141,J.B. Holmes,20.25,175,864
136,0,35449,Adam Long,20.24,306,1512
137,0,51766,Wyndham Clark,20.23,284,1404
137,0,48887,Matt Wallace,20.23,193,954
139,0,47993,Denny McCarthy,20.21,342,1692
140,0,22371,Aaron Baddeley,20.16,196,972
141,0,29926,Danny Lee,20.15,214,1062
142,0,26758,David Hearn,20.14,232,1152
143,0,46550,Brandon Hagy,20.12,268,1332
144,0,33490,Bo Hoag,20.11,315,1566
144,0,33413,Ben Martin,20.11,181,900
146,0,34256,Andrew Putnam,20.10,322,1602
147,0,33120,Mark Anderson,20.04,202,1008
148,0,47128,Richy Werenski,20.03,310,1548
149,0,28420,Ryan Brehm,20.02,209,1044
150,0,23325,Vaughn Taylor,20.01,281,1404
151,0,30911,Tommy Fleetwood,20.00,216,1080
152,0,32640,Troy Merritt,19.90,351,1764
153,0,30692,Scott Stallings,19.88,272,1368
154,0,32662,Michael Gligic,19.86,286,1440
155,0,23623,Bo Van Pelt,19.83,257,1296
156,0,34431,Robert Streb,19.78,292,1476
157,0,33399,Adam Hadwin,19.76,313,1584
158,0,24924,Bill Haas,19.70,156,792
159,0,28089,Jason Day,19.66,230,1170
160,0,20396,Lee Westwood,19.62,219,1116
161,0,29908,C.T. Pan,19.58,282,1440
161,0,46441,Robby Shelton,19.58,282,1440
163,0,34213,Grayson Murray,19.50,172,882
164,0,27554,Scott Harrington,19.48,277,1422
165,0,34174,John Huh,19.44,203,1044
165,0,28775,Nate Lashley,19.44,266,1368
165,0,26476,Chez Reavie,19.44,294,1512
168,0,53165,Doc Redman,19.37,265,1368
168,0,39324,J.J. Spaun,19.37,251,1296
170,0,32618,Rhein Gibson,19.35,195,1008
171,0,33948,Byeong Hun An,19.31,292,1512
171,0,35104,Tom Lewis,19.31,278,1440
173,0,25686,Jason Dufner,19.25,298,1548
174,0,34314,Sebastian Cappelen,19.24,187,972
175,0,24781,Hunter Mahan,19.20,197,1026
176,0,29970,Dylan Frittelli,19.14,248,1296
177,0,30110,Kyle Stanley,19.07,309,1620
178,0,48045,Michael Gellerman,19.03,161,846
179,0,23788,D.J. Trahan,19.02,226,1188
180,0,32254,Xinjun Zhang,18.95,232,1224
181,0,30163,Henrik Norlander,18.92,286,1512
182,0,46435,Austin Cook,18.90,245,1296
183,0,24140,Sean O'Hair,18.85,173,918
184,0,21961,Charles Howell III,18.81,237,1260
185,0,45609,Tyler Duncan,18.77,304,1620
186,0,26499,Rafa Cabrera Bello,18.62,248,1332
187,0,19846,Brian Gay,18.49,233,1260
188,0,27974,Sung Kang,18.41,285,1548
189,0,25632,Jimmy Walker,17.94,239,1332
190,0,28679,Fabián Gómez,17.90,174,972
191,0,39975,Michael Kim,17.87,222,1242
192,0,33404,Chris Baker,17.80,173,972
193,0,23983,Luke Donald,17.76,179,1008
194,0,24357,K.J. Choi,17.63,165,936
195,0,35617,Martin Trainer,17.14,182,1062
196,0,27095,Nick Watney,17.08,166,972
