RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX RANGE,TOTAL ATTEMPTS
1,0,52372,Cameron Champ,211.0,79558.7,377
2,0,37378,Min Woo Lee,208.0,97562.4,469
3,0,31323,Gary Woodland,204.1,111414.1,546
4,0,28237,Rory McIlroy,201.5,84430.3,419
5,0,33948,Byeong Hun An,200.7,125652.3,626
5,0,34255,Joseph Bramlett,200.7,128824.3,642
5,0,47663,Kevin Dougherty,200.7,103364.6,515
5,0,59095,Chris Gotterup,200.7,122641.5,611
9,0,51766,Wyndham Clark,200.5,105649.5,527
10,0,40250,Taylor Pendrith,200.4,154925.3,773
11,0,38991,Alejandro Tosti,200.3,119590.7,597
12,0,56149,Wilson Furr,200.2,86899.6,434
13,0,50484,Hayden Springer,199.8,111901.3,560
14,0,27064,Jhonattan Vegas,198.0,101392.7,512
15,0,52955,Ludvig Ãberg,197.9,117561.4,594
16,0,51070,Vincent Norrman,197.8,86238.5,436
17,0,59836,Pierceson Coody,197.7,122171.5,618
17,0,48867,Matti Schmid,197.7,104365.6,528
19,0,29725,Tony Finau,197.6,134532.7,681
20,0,54421,Garrick Higgo,197.1,120849.4,613
21,0,37212,Paul Barjon,197.0,78192.3,397
22,0,52453,Nicolai HÃ¸jgaard,196.9,77789.7,395
23,0,28420,Ryan Brehm,196.4,89963.5,458
24,0,54576,Patrick Fishburn,196.3,97545.9,497
25,0,51696,Rico Hoey,196.2,115370.2,588
26,0,57366,Cameron Young,196.1,137864.5,703
27,0,29936,Ryan Fox,196.0,119164.6,608
27,0,39546,Keith Mitchell,196.0,148568.7,758
29,0,33653,Thomas Detry,195.9,119866.3,612
30,0,45242,Kevin Yu,195.7,119405.6,610
31,0,59866,Nick Dunlap,195.5,113376.0,580
31,0,32333,Kevin Tway,195.5,79956.8,409
33,0,48699,Callum Tarren,195.4,108248.0,554
34,0,55893,Sam Stevens,194.8,149968.8,770
35,0,34046,Jordan Spieth,194.7,125758.0,646
36,0,50188,S.H. Kim,194.5,153867.1,791
37,0,48081,Xander Schauffele,194.4,103446.2,532
37,0,24502,Adam Scott,194.4,120558.4,620
39,0,60767,Blaine Hale Jr.,194.3,78502.2,404
39,0,47988,Nick Hardy,194.3,149195.9,768
41,0,33408,Tyson Alexander,193.8,111072.3,573
41,0,47504,Sam Burns,193.8,120175.5,620
41,0,58168,Davis Thompson,193.8,136429.2,704
44,0,46113,Ryan McCormick,193.4,82784.0,428
45,0,51977,Max Greyserman,193.2,99694.3,516
45,0,27129,Luke List,193.2,116471.7,603
47,0,47420,Jake Knapp,193.0,135109.6,700
48,0,48117,Kurt Kitayama,192.6,93392.9,485
48,0,49947,Taylor Moore,192.6,159101.0,826
50,0,36799,Stephan Jaeger,192.5,151329.6,786
51,0,33141,Keegan Bradley,192.4,127393.1,662
51,0,55454,Carl Yuan,192.4,99672.1,518
53,0,60067,Joe Highsmith,192.0,112884.3,588
54,0,51894,Vince Whaley,191.9,104760.3,546
55,0,52215,Robert MacIntyre,191.8,117746.3,614
56,0,35450,Patrick Cantlay,191.7,111948.4,584
56,0,47347,Adam Schenk,191.7,155433.0,811
58,0,50497,Adrien Dumont de Chassart,191.6,108834.2,568
59,0,60004,Jacob Bridgeman,191.5,112430.8,587
59,0,34099,Harris English,191.5,127762.3,667
61,0,59442,Parker Coody,191.4,90741.4,474
62,0,40006,Erik van Rooyen,191.1,129765.7,679
63,0,47995,Davis Riley,191.0,134250.3,703
63,0,33448,Justin Thomas,191.0,95522.6,500
65,0,36871,Matt NeSmith,190.9,112240.9,588
66,0,32366,Kevin Chappell,190.4,81868.3,430
66,0,27139,David Skinns,190.4,111386.3,585
66,0,50493,Justin Suh,190.4,112334.0,590
69,0,28089,Jason Day,190.3,110950.7,583
69,0,47483,Will Zalatoris,190.3,102014.7,536
71,0,48887,Matt Wallace,190.1,98091.5,516
72,0,52514,Trace Crowe,190.0,114599.3,603
72,0,45157,Cam Davis,190.0,121395.8,639
72,0,35617,Martin Trainer,190.0,72398.7,381
75,0,36699,Patrick Rodgers,189.8,178580.7,941
76,0,33968,ThorbjÃ¸rn Olesen,189.6,64857.8,342
77,0,34374,Erik Barnes,189.5,83370.7,440
77,0,35506,Mackenzie Hughes,189.5,159558.0,842
79,0,48153,Matthieu Pavon,189.4,106227.9,561
80,0,39977,Max Homa,189.3,112849.8,596
80,0,35461,Beau Hossler,189.3,151472.7,800
80,0,34587,Chan Kim,189.3,116424.8,615
80,0,59143,Mac Meissner,189.3,111101.5,587
84,0,33204,Shane Lowry,189.2,122426.5,647
85,0,35310,Lanto Griffin,189.1,97180.2,514
86,0,30911,Tommy Fleetwood,188.7,110039.7,583
86,0,39324,J.J. Spaun,188.7,129988.6,689
88,0,37275,Sam Ryder,188.6,119174.6,632
