RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL ACTUAL HANG TIME,TOTAL ATTEMPTS
1,0,51070,Vincent Norrman,4.0,1731.3,436
2,0,55789,Taylor Montgomery,3.8,1427.6,378
3,0,32839,Hideki Matsuyama,3.7,2232.1,611
4,0,52453,Nicolai HÃ¸jgaard,3.6,1402.3,395
5,0,52372,Cameron Champ,3.4,1278.6,377
5,0,52666,Sami Valimaki,3.4,1765.2,513
7,0,52955,Ludvig Ãberg,3.3,1964.5,594
8,0,33408,Tyson Alexander,3.2,1844.0,573
8,0,33948,Byeong Hun An,3.2,2021.8,626
8,0,59442,Parker Coody,3.2,1519.6,474
8,0,23320,Ryan Palmer,3.2,1242.0,389
12,0,47988,Nick Hardy,3.1,2347.9,768
12,0,27129,Luke List,3.1,1851.7,603
12,0,48887,Matt Wallace,3.1,1592.6,516
15,0,39997,Corey Conners,3.0,2272.0,747
15,0,40098,Matt Fitzpatrick,3.0,1812.3,602
17,0,22371,Aaron Baddeley,2.9,1685.7,577
17,0,28420,Ryan Brehm,2.9,1309.6,458
17,0,33653,Thomas Detry,2.9,1786.3,612
17,0,34099,Harris English,2.9,1946.8,667
17,0,31646,Emiliano Grillo,2.9,2092.5,721
17,0,12716,Charley Hoffman,2.9,1620.8,558
17,0,39977,Max Homa,2.9,1718.5,596
17,0,48117,Kurt Kitayama,2.9,1405.2,485
17,0,40162,Justin Lower,2.9,2145.6,729
17,0,39546,Keith Mitchell,2.9,2191.1,758
17,0,54783,Dylan Wu,2.9,1961.7,671
17,0,55454,Carl Yuan,2.9,1521.4,518
29,0,34255,Joseph Bramlett,2.8,1768.2,642
29,0,51766,Wyndham Clark,2.8,1473.7,527
29,0,45609,Tyler Duncan,2.8,1639.5,580
29,0,27349,Alex Noren,2.8,1352.5,490
29,0,29908,C.T. Pan,2.8,1489.6,530
29,0,34256,Andrew Putnam,2.8,2008.7,725
29,0,46046,Scottie Scheffler,2.8,1784.3,642
29,0,48867,Matti Schmid,2.8,1459.7,528
29,0,51890,Greyson Sigg,2.8,1849.4,659
38,0,29725,Tony Finau,2.7,1822.2,681
38,0,52375,Doug Ghim,2.7,1959.4,729
38,0,35310,Lanto Griffin,2.7,1378.7,514
38,0,27644,Brian Harman,2.7,2348.2,875
38,0,54421,Garrick Higgo,2.7,1668.3,613
38,0,35506,Mackenzie Hughes,2.7,2289.2,842
38,0,51997,Andrew Novak,2.7,1881.7,710
38,0,22405,Justin Rose,2.7,1376.0,505
38,0,46441,Robby Shelton,2.7,1809.9,670
38,0,55893,Sam Stevens,2.7,2050.2,770
38,0,40006,Erik van Rooyen,2.7,1807.2,679
49,0,32367,Jorge Campillo,2.6,942.9,359
49,0,51349,Nico Echavarria,2.6,1676.9,655
49,0,57975,Harry Hall,2.6,1687.0,647
49,0,36801,Mark Hubbard,2.6,2182.5,844
49,0,39975,Michael Kim,2.6,1640.3,621
49,0,50188,S.H. Kim,2.6,2053.6,791
49,0,28775,Nate Lashley,2.6,1611.4,614
49,0,26596,Ryan Moore,2.6,1716.8,669
49,0,49947,Taylor Moore,2.6,2147.9,825
49,0,37275,Sam Ryder,2.6,1649.0,632
49,0,25493,Nick Taylor,2.6,1911.6,740
49,0,51634,Sahith Theegala,2.6,2109.3,825
49,0,57366,Cameron Young,2.6,1825.4,703
62,0,47663,Kevin Dougherty,2.5,1302.0,515
62,0,50497,Adrien Dumont de Chassart,2.5,1430.4,568
62,0,57362,Austin Eckroat,2.5,1881.3,761
62,0,32102,Rickie Fowler,2.5,1460.4,588
62,0,34098,Russell Henley,2.5,1680.6,678
62,0,35532,Tom Hoge,2.5,2094.3,838
62,0,29420,Billy Horschel,2.5,1777.5,698
62,0,35461,Beau Hossler,2.5,2000.7,800
62,0,34587,Chan Kim,2.5,1549.4,615
62,0,37455,Si Woo Kim,2.5,2089.3,826
62,0,47420,Jake Knapp,2.5,1732.1,700
62,0,32791,K.H. Lee,2.5,1508.1,614
62,0,37378,Min Woo Lee,2.5,1179.7,469
62,0,36326,David Lipsky,2.5,1379.5,553
62,0,47993,Denny McCarthy,2.5,1987.7,786
62,0,46442,Maverick McNealy,2.5,1799.6,726
62,0,36871,Matt NeSmith,2.5,1492.2,588
62,0,28252,Seamus Power,2.5,1890.0,758
62,0,46414,Aaron Rai,2.5,1913.4,751
62,0,47983,Chad Ramey,2.5,1618.7,636
62,0,48081,Xander Schauffele,2.5,1322.3,532
62,0,34046,Jordan Spieth,2.5,1622.4,645
62,0,58168,Davis Thompson,2.5,1759.2,704
62,0,30927,Brendon Todd,2.5,2117.1,856
62,0,27064,Jhonattan Vegas,2.5,1260.0,512
62,0,47483,Will Zalatoris,2.5,1362.6,537
88,0,34374,Erik Barnes,2.4,1036.4,440
88,0,45522,Christiaan Bezuidenhout,2.4,1671.7,702
88,0,47504,Sam Burns,2.4,1513.4,620
88,0,35450,Patrick Cantlay,2.4,1412.4,584
88,0,47591,Eric Cole,2.4,2220.2,923
88,0,54591,Ben Griffin,2.4,1840.5,752
88,0,51287,Ryo Hisatsune,2.4,1625.2,666
88,0,46717,Viktor Hovland,2.4,1264.2,530
88,0,39971,Sungjae Im,2.4,1872.4,792
88,0,33968,ThorbjÃ¸rn Olesen,2.4,830.7,342
88,0,47995,Davis Riley,2.4,1698.2,703
88,0,36699,Patrick Rodgers,2.4,2233.4,941
88,0,47347,Adam Schenk,2.4,1934.7,813
88,0,39327,Ben Silverman,2.4,1906.5,800
88,0,29221,Webb Simpson,2.4,1114.7,465
88,0,27649,Brandt Snedeker,2.4,1394.3,575
88,0,39324,J.J. Spaun,2.4,1646.6,689
88,0,27330,Josh Teater,2.4,992.7,409
88,0,52513,Carson Young,2.4,1707.6,706
88,0,45242,Kevin Yu,2.4,1455.4,610
108,0,33141,Keegan Bradley,2.3,1542.8,662
108,0,28089,Jason Day,2.3,1323.2,583
108,0,30911,Tommy Fleetwood,2.3,1325.3,583
108,0,29936,Ryan Fox,2.3,1374.4,608
108,0,25900,Lucas Glover,2.3,1770.4,773
108,0,36799,Stephan Jaeger,2.3,1803.3,786
108,0,27936,Martin Laird,2.3,1254.3,542
108,0,52215,Robert MacIntyre,2.3,1428.5,614
108,0,32640,Troy Merritt,2.3,1462.8,624
108,0,26476,Chez Reavie,2.3,1292.7,571
108,0,50493,Justin Suh,2.3,1367.7,590
119,0,56630,Akshay Bhatia,2.2,1792.9,823
119,0,55708,Hayden Buckley,2.2,1310.4,608
119,0,34021,Bud Cauley,2.2,1141.3,511
119,0,45157,Cam Davis,2.2,1375.1,639
119,0,59095,Chris Gotterup,2.2,1373.4,611
119,0,34563,Chesson Hadley,2.2,1346.8,609
119,0,60067,Joe Highsmith,2.2,1268.0,588
119,0,54628,Lee Hodges,2.2,1654.7,756
119,0,30926,Chris Kirk,2.2,1517.0,701
119,0,28237,Rory McIlroy,2.2,935.3,420
119,0,48153,Matthieu Pavon,2.2,1247.9,561
119,0,47679,Victor Perez,2.2,1170.1,524
119,0,24502,Adam Scott,2.2,1335.3,620
119,0,50484,Hayden Springer,2.2,1223.1,560
119,0,40115,Adam Svensson,2.2,2112.0,963
119,0,48699,Callum Tarren,2.2,1209.3,554
119,0,38991,Alejandro Tosti,2.2,1333.9,596
119,0,31323,Gary Woodland,2.2,1226.5,546
137,0,56149,Wilson Furr,2.1,892.3,434
137,0,33399,Adam Hadwin,2.1,1495.2,700
137,0,55182,Tom Kim,2.1,1493.7,727
137,0,47806,Raul Pereda,2.1,803.0,389
137,0,57900,Chandler Phillips,2.1,1554.9,742
137,0,49771,J.T. Poston,2.1,1691.5,792
137,0,27770,Camilo Villegas,2.1,854.9,412
137,0,48319,Tom Whitney,2.1,1101.0,526
145,0,37212,Paul Barjon,2.0,788.8,397
145,0,40058,Zac Blair,2.0,1672.5,821
145,0,32070,Rafael Campos,2.0,904.1,443
145,0,32366,Kevin Chappell,2.0,880.1,430
145,0,34076,Joel Dahmen,2.0,1523.2,774
145,0,24024,Zach Johnson,2.0,917.5,457
145,0,33204,Shane Lowry,2.0,1305.4,647
145,0,46113,Ryan McCormick,2.0,866.5,428
145,0,50525,Collin Morikawa,2.0,1210.2,609
145,0,27139,David Skinns,2.0,1186.2,585
145,0,49960,Sepp Straka,2.0,1264.6,633
145,0,48119,Ben Taylor,2.0,941.0,474
145,0,33448,Justin Thomas,2.0,1004.5,500
145,0,51894,Vince Whaley,2.0,1102.2,546
159,0,34466,Peter Malnati,1.9,1397.0,746
159,0,40250,Taylor Pendrith,1.9,1486.9,773
159,0,52374,Brandon Wu,1.9,1248.0,647
162,0,60004,Jacob Bridgeman,1.8,1059.6,587
162,0,51977,Max Greyserman,1.8,951.0,516
162,0,51696,Rico Hoey,1.8,1080.7,588
165,0,60767,Blaine Hale Jr.,1.7,677.9,404
165,0,59143,Mac Meissner,1.7,1019.1,587
165,0,46340,Alex Smalley,1.7,915.8,524
165,0,35617,Martin Trainer,1.7,655.2,381
169,0,59866,Nick Dunlap,1.6,918.3,580
169,0,29478,Kevin Kisner,1.6,744.8,478
169,0,36884,Ben Kohles,1.6,1095.1,672
169,0,23108,Matt Kuchar,1.6,1040.6,668
169,0,33486,Roger Sloan,1.6,987.4,607
174,0,40026,Daniel Berger,1.5,922.0,595
174,0,59836,Pierceson Coody,1.5,914.6,618
174,0,52514,Trace Crowe,1.5,915.3,603
174,0,32757,Patton Kizzire,1.5,767.2,511
178,0,54576,Patrick Fishburn,1.4,707.3,497
178,0,27214,Kevin Streelman,1.4,746.7,546
180,0,30163,Henrik Norlander,1.0,399.3,419
181,0,29535,Brice Garnett,.8,332.2,419
182,0,50095,Austin Smotherman,.7,283.0,384
183,0,32333,Kevin Tway,.2,88.9,409
184,0,48084,Wesley Bryan,.0,2.8,385
