RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL VERT. LAUNCH ANGLE,TOTAL ATTEMPTS
1,0,33141,Keegan Bradley,13.17,8150.98,619
2,0,48084,Wesley Bryan,13.16,5104.74,388
3,0,51890,Greyson Sigg,13.03,8665.10,665
4,0,26476,Chez Reavie,12.97,7485.59,577
5,0,45609,Tyler Duncan,12.77,7468.99,585
6,0,32366,Kevin Chappell,12.53,5574.22,445
7,0,52666,Sami Valimaki,12.44,6381.50,513
8,3,23108,Matt Kuchar,12.34,8279.92,671
8,2,59143,Mac Meissner,12.34,7242.32,587
10,-2,47995,Davis Riley,12.33,8283.83,672
11,3,29535,Brice Garnett,12.28,5204.72,424
12,0,60767,Blaine Hale Jr.,12.25,5009.56,409
13,2,34021,Bud Cauley,12.20,6527.56,535
14,3,24024,Zach Johnson,12.18,5627.48,462
15,-2,32102,Rickie Fowler,12.17,6532.89,537
16,0,34587,Chan Kim,12.16,7478.41,615
17,1,32640,Troy Merritt,12.09,7667.07,634
17,-8,29221,Webb Simpson,12.09,5139.33,425
19,1,33948,Byeong Hun An,12.05,7546.39,626
20,1,36326,David Lipsky,12.04,6656.40,553
21,-2,28089,Jason Day,12.01,6449.06,537
21,0,49960,Sepp Straka,12.01,7195.60,599
23,0,27649,Brandt Snedeker,11.99,6954.48,580
24,0,27330,Josh Teater,11.96,4927.33,412
25,0,36799,Stephan Jaeger,11.88,8838.92,744
26,0,47806,Raul Pereda,11.85,4669.60,394
27,0,55708,Hayden Buckley,11.83,7249.84,613
28,0,30926,Chris Kirk,11.73,7850.05,669
29,1,39975,Michael Kim,11.72,7569.16,646
30,-1,55893,Sam Stevens,11.71,9275.28,792
31,1,51287,Ryo Hisatsune,11.62,7981.09,687
32,-1,27644,Brian Harman,11.61,9925.00,855
33,0,40162,Justin Lower,11.53,8495.25,737
34,1,52375,Doug Ghim,11.49,8616.65,750
35,-1,22405,Justin Rose,11.48,5383.57,469
36,0,39546,Keith Mitchell,11.47,8754.82,763
37,0,47591,Eric Cole,11.35,10274.48,905
38,0,29908,C.T. Pan,11.33,6004.84,530
39,4,58168,Davis Thompson,11.29,8153.63,722
40,-2,54591,Ben Griffin,11.25,8147.76,724
41,1,35461,Beau Hossler,11.21,8970.30,800
42,-2,45157,Cam Davis,11.16,6615.97,593
43,-2,52955,Ludvig Åberg,11.15,6446.39,578
44,-1,46717,Viktor Hovland,11.08,5519.19,498
44,6,57900,Chandler Phillips,11.08,8374.32,756
46,7,50095,Austin Smotherman,11.06,4555.17,412
46,0,27214,Kevin Streelman,11.06,6106.74,552
48,-3,32367,Jorge Campillo,11.05,3966.69,359
49,0,46113,Ryan McCormick,11.04,4791.52,434
50,-2,57975,Harry Hall,11.02,7127.32,647
51,1,47983,Chad Ramey,11.00,7062.55,642
52,8,32757,Patton Kizzire,10.99,5790.22,527
52,3,48887,Matt Wallace,10.99,5882.14,535
54,-8,57362,Austin Eckroat,10.97,8059.48,735
55,5,51349,Nico Echavarria,10.93,7376.32,675
56,1,29478,Kevin Kisner,10.92,5275.20,483
57,3,56149,Wilson Furr,10.91,4791.37,439
57,0,28775,Nate Lashley,10.91,6761.70,620
59,0,12716,Charley Hoffman,10.88,6072.07,558
60,4,50484,Hayden Springer,10.87,6326.15,582
61,-7,37455,Si Woo Kim,10.85,8627.80,795
61,2,48867,Matti Schmid,10.85,5731.20,528
63,-12,50525,Collin Morikawa,10.82,6093.82,563
63,3,55454,Carl Yuan,10.82,5661.45,523
65,4,35506,Mackenzie Hughes,10.81,8898.30,823
66,-11,29420,Billy Horschel,10.80,7161.45,663
67,5,46441,Robby Shelton,10.75,7449.96,693
68,6,50497,Adrien Dumont de Chassart,10.72,6356.46,593
69,6,51997,Andrew Novak,10.71,7756.34,724
70,2,23320,Ryan Palmer,10.70,4163.91,389
70,-1,49771,J.T. Poston,10.70,8293.24,775
72,-7,30911,Tommy Fleetwood,10.69,5695.73,533
73,4,34076,Joel Dahmen,10.68,8415.76,788
74,-7,47504,Sam Burns,10.66,6138.93,576
75,-6,45522,Christiaan Bezuidenhout,10.65,7004.97,658
75,-7,31646,Emiliano Grillo,10.65,7201.41,676
77,1,34374,Erik Barnes,10.62,4734.68,446
78,-2,33399,Adam Hadwin,10.60,7300.75,689
79,3,52513,Carson Young,10.53,7653.26,727
80,-2,33653,Thomas Detry,10.45,5988.28,573
80,1,51696,Rico Hoey,10.45,6145.22,588
80,0,46046,Scottie Scheffler,10.45,6271.86,600
83,0,54628,Lee Hodges,10.43,7760.36,744
83,6,47993,Denny McCarthy,10.43,7968.46,764
85,-2,51634,Sahith Theegala,10.42,8229.11,790
86,0,39324,J.J. Spaun,10.41,7236.57,695
87,0,50493,Justin Suh,10.40,6219.16,598
88,2,34099,Harris English,10.37,6646.38,641
89,4,50188,S.H. Kim,10.36,8498.42,820
90,5,33408,Tyson Alexander,10.31,6168.31,598
91,0,33968,Thorbjørn Olesen,10.29,3518.08,342
91,8,40250,Taylor Pendrith,10.29,7571.36,736
93,1,34563,Chesson Hadley,10.27,6254.40,609
94,2,30927,Brendon Todd,10.22,8448.75,827
94,5,40006,Erik van Rooyen,10.22,6940.27,679
94,5,47483,Will Zalatoris,10.22,5030.12,492
97,5,28237,Rory McIlroy,10.21,4289.24,420
98,-10,33204,Shane Lowry,10.20,6254.75,613
98,-13,48153,Matthieu Pavon,10.20,5332.25,523
100,5,60067,Joe Highsmith,10.18,6178.68,607
100,-4,57366,Cameron Young,10.18,6772.89,665
102,0,56630,Akshay Bhatia,10.10,7940.43,786
102,6,34255,Joseph Bramlett,10.10,6769.17,670
102,8,54421,Garrick Higgo,10.10,6372.39,631
105,-7,32839,Hideki Matsuyama,10.07,5739.89,570
105,2,27349,Alex Noren,10.07,4932.61,490
105,-14,33448,Justin Thomas,10.07,4714.67,468
108,-4,35532,Tom Hoge,10.04,8069.01,804
109,0,51977,Max Greyserman,10.01,5162.61,516
110,1,40058,Zac Blair,10.00,8258.47,826
111,2,52514,Trace Crowe,9.98,6075.57,609
112,3,48117,Kurt Kitayama,9.96,4304.01,432
112,0,33486,Roger Sloan,9.96,6095.70,612
112,1,48319,Tom Whitney,9.96,5281.11,530
115,-9,34046,Jordan Spieth,9.91,6023.68,608
116,0,35450,Patrick Cantlay,9.88,5406.97,547
116,1,47988,Nick Hardy,9.88,7639.98,773
118,0,36871,Matt NeSmith,9.81,5888.38,600
119,0,37212,Paul Barjon,9.80,3948.53,403
119,1,36801,Mark Hubbard,9.80,8490.68,866
121,-1,47663,Kevin Dougherty,9.75,5047.96,518
121,1,27129,Luke List,9.75,5965.67,612
123,-1,32070,Rafael Campos,9.74,4361.78,448
124,1,35617,Martin Trainer,9.73,3920.49,403
125,-1,54783,Dylan Wu,9.70,6539.89,674
126,1,59836,Pierceson Coody,9.69,6053.14,625
127,0,59095,Chris Gotterup,9.68,5547.77,573
128,4,36884,Ben Kohles,9.64,6592.12,684
129,2,40026,Daniel Berger,9.63,6008.87,624
130,3,46340,Alex Smalley,9.62,5118.85,532
131,3,45242,Kevin Yu,9.58,6044.62,631
132,-6,55182,Tom Kim,9.53,6528.52,685
133,-6,39977,Max Homa,9.52,5292.42,556
134,-7,34256,Andrew Putnam,9.42,6540.30,694
135,0,51766,Wyndham Clark,9.39,4556.52,485
136,3,27936,Martin Laird,9.38,5327.33,568
137,-1,37378,Min Woo Lee,9.37,4393.40,469
138,0,32791,K.H. Lee,9.36,5823.44,622
139,-2,29725,Tony Finau,9.34,5933.54,635
140,3,26596,Ryan Moore,9.28,6267.21,675
141,0,49947,Taylor Moore,9.25,7501.50,811
142,-3,39997,Corey Conners,9.24,6549.95,709
143,-1,25493,Nick Taylor,9.18,6487.58,707
144,1,39327,Ben Silverman,9.10,7277.70,800
145,1,52453,Nicolai Højgaard,9.09,3590.84,395
146,2,37275,Sam Ryder,9.08,5773.44,636
147,4,48119,Ben Taylor,8.99,4297.75,478
148,4,28420,Ryan Brehm,8.97,4151.61,463
149,-5,34098,Russell Henley,8.91,5717.05,642
150,-4,59866,Nick Dunlap,8.90,4745.10,533
151,2,25900,Lucas Glover,8.86,6676.74,754
152,1,36699,Patrick Rodgers,8.84,8167.46,924
153,4,27770,Camilo Villegas,8.79,3681.78,419
154,-5,28252,Seamus Power,8.78,6258.67,713
155,-5,24502,Adam Scott,8.74,5015.09,574
156,-1,39971,Sungjae Im,8.73,6611.87,757
156,2,52374,Brandon Wu,8.73,5846.84,670
158,-2,52215,Robert MacIntyre,8.62,4962.95,576
159,4,32333,Kevin Tway,8.60,3722.21,433
160,2,59442,Parker Coody,8.57,4063.57,474
161,0,34466,Peter Malnati,8.53,6163.67,723
162,-3,48081,Xander Schauffele,8.44,4129.02,489
162,2,51894,Vince Whaley,8.44,4843.71,574
164,2,47420,Jake Knapp,8.40,5656.40,673
165,-6,40098,Matt Fitzpatrick,8.38,4720.10,563
166,1,30163,Henrik Norlander,8.33,3738.07,449
167,-2,52372,Cameron Champ,8.32,3229.18,388
167,1,31323,Gary Woodland,8.32,4589.95,552
169,0,22371,Aaron Baddeley,8.29,4859.77,586
170,2,46442,Maverick McNealy,8.13,6081.58,748
171,0,54576,Patrick Fishburn,8.12,4238.65,522
172,-2,40115,Adam Svensson,8.08,7659.65,948
