RANK,MOVEMENT,PLAYER_ID,PLAYER,COMBINED RANK,CARRY EFFICIENCY RANK,TOTAL DIST. EFFIC. RANK
1,0,48084,Wesley Bryan,3,2,1
2,0,33948,Byeong Hun An,8,1,7
3,0,45609,Tyler Duncan,11,8,3
4,0,59143,Mac Meissner,12,5,7
5,0,51890,Greyson Sigg,13,6,7
6,0,34587,Chan Kim,14,3,11
7,0,23108,Matt Kuchar,17,10,7
8,0,34021,Bud Cauley,22,18,4
9,0,50095,Austin Smotherman,23,7,16
9,0,49960,Sepp Straka,23,21,2
11,0,32640,Troy Merritt,28,15,13
12,0,33141,Keegan Bradley,29,4,25
13,0,35461,Beau Hossler,31,9,22
14,0,26476,Chez Reavie,32,14,18
15,0,27330,Josh Teater,33,12,21
16,0,23320,Ryan Palmer,34,17,17
17,0,34563,Chesson Hadley,40,28,12
18,0,60767,Blaine Hale Jr.,44,13,31
18,0,47806,Raul Pereda,44,31,13
20,0,24024,Zach Johnson,45,10,35
21,0,52513,Carson Young,47,25,22
22,0,29535,Brice Garnett,48,29,19
23,0,52375,Doug Ghim,51,38,13
24,0,39975,Michael Kim,54,19,35
25,0,27644,Brian Harman,55,36,19
26,0,51287,Ryo Hisatsune,57,23,34
27,0,58168,Davis Thompson,58,15,43
28,0,34374,Erik Barnes,63,26,37
28,0,29908,C.T. Pan,63,57,6
30,0,32366,Kevin Chappell,66,20,46
31,0,46717,Viktor Hovland,68,38,30
32,0,34076,Joel Dahmen,72,67,5
33,0,57900,Chandler Phillips,73,32,41
34,0,36326,David Lipsky,74,52,22
35,0,27214,Kevin Streelman,84,38,46
36,0,29420,Billy Horschel,91,48,43
37,0,55893,Sam Stevens,92,23,69
38,0,39546,Keith Mitchell,95,29,66
39,0,47988,Nick Hardy,98,44,54
39,0,12716,Charley Hoffman,98,36,62
41,0,40162,Justin Lower,100,57,43
42,0,33448,Justin Thomas,102,73,29
43,0,33486,Roger Sloan,105,32,73
44,0,55708,Hayden Buckley,114,26,88
44,0,27649,Brandt Snedeker,114,35,79
46,0,52514,Trace Crowe,115,49,66
46,0,39324,J.J. Spaun,115,63,52
46,0,52666,Sami Valimaki,115,22,93
49,0,32102,Rickie Fowler,117,63,54
49,0,40250,Taylor Pendrith,117,38,79
51,0,48319,Tom Whitney,118,86,32
52,0,47995,Davis Riley,122,38,84
52,0,29221,Webb Simpson,122,61,61
54,0,45157,Cam Davis,123,70,53
54,0,32757,Patton Kizzire,123,81,42
54,0,34046,Jordan Spieth,123,61,62
57,0,34255,Joseph Bramlett,127,34,93
57,0,56149,Wilson Furr,127,43,84
59,0,30926,Chris Kirk,129,67,62
60,0,49771,J.T. Poston,132,86,46
60,0,47983,Chad Ramey,132,44,88
62,0,51349,Nico Echavarria,134,78,56
62,0,57975,Harry Hall,134,78,56
64,0,34098,Russell Henley,135,109,26
65,0,51997,Andrew Novak,136,52,84
66,0,36799,Stephan Jaeger,139,57,82
67,0,55454,Carl Yuan,141,57,84
68,0,60067,Joe Highsmith,142,70,72
69,0,59836,Pierceson Coody,147,44,103
70,0,46340,Alex Smalley,148,121,27
70,0,48887,Matt Wallace,148,55,93
72,0,40026,Daniel Berger,151,112,39
72,0,47591,Eric Cole,151,52,99
72,0,57362,Austin Eckroat,151,63,88
75,0,30911,Tommy Fleetwood,152,82,70
76,0,32367,Jorge Campillo,153,49,104
76,0,28775,Nate Lashley,153,94,59
76,0,25493,Nick Taylor,153,120,33
79,0,37212,Paul Barjon,154,92,62
80,0,50188,S.H. Kim,157,47,110
81,0,22405,Justin Rose,159,83,76
81,0,48867,Matti Schmid,159,51,108
83,0,60004,Jacob Bridgeman,161,95,66
83,0,33204,Shane Lowry,161,73,88
85,0,54421,Garrick Higgo,162,63,99
86,0,52955,Ludvig Ãberg,164,56,108
86,0,54783,Dylan Wu,164,76,88
88,0,47993,Denny McCarthy,166,116,50
89,0,46113,Ryan McCormick,168,70,98
90,0,51634,Sahith Theegala,169,123,46
91,0,26596,Ryan Moore,171,144,27
92,0,31646,Emiliano Grillo,172,116,56
93,0,48119,Ben Taylor,175,125,50
93,0,27064,Jhonattan Vegas,175,96,79
95,0,32070,Rafael Campos,177,101,76
95,0,29936,Ryan Fox,177,107,70
97,0,33399,Adam Hadwin,178,96,82
97,0,50493,Justin Suh,178,67,111
99,0,25900,Lucas Glover,180,141,39
100,0,35450,Patrick Cantlay,189,116,73
100,0,51977,Max Greyserman,189,88,101
102,0,48117,Kurt Kitayama,192,133,59
103,0,27770,Camilo Villegas,197,160,37
104,0,35506,Mackenzie Hughes,200,83,117
105,0,28237,Rory McIlroy,204,77,127
106,0,33408,Tyson Alexander,206,78,128
106,0,50525,Collin Morikawa,206,113,93
108,0,28089,Jason Day,208,83,125
109,0,40006,Erik van Rooyen,210,109,101
