RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. TO IMPACT,TOTAL ATTEMPTS
1,14,37212,Paul Barjon,330.2,112920.4,342
2,23,60767,Blaine Hale Jr.,327.6,111380.3,340
3,26,46113,Ryan McCormick,322.9,108824.4,337
4,1,47663,Kevin Dougherty,322.1,137870.4,428
5,35,55454,Carl Yuan,320.7,132148.6,412
6,44,32366,Kevin Chappell,320.2,116249.2,363
7,39,48084,Wesley Bryan,319.9,109734.6,343
8,5,59836,Pierceson Coody,319.3,164450.8,515
9,57,34374,Erik Barnes,317.9,123656.4,389
10,86,27330,Josh Teater,317.8,103281.5,325
11,1,39546,Keith Mitchell,314.9,200897.5,638
12,8,54421,Garrick Higgo,314.7,172144.6,547
13,23,45242,Kevin Yu,313.5,156769.9,500
14,10,58168,Davis Thompson,313.4,189284.0,604
15,64,35617,Martin Trainer,313.2,109316.9,349
16,62,32070,Rafael Campos,312.4,118397.6,379
17,143,47806,Raul Pereda,310.6,102496.9,330
18,89,27214,Kevin Streelman,310.4,135952.4,438
19,76,27139,David Skinns,309.6,149235.5,482
20,74,34099,Harris English,309.5,177030.0,572
21,-20,52372,Cameron Champ,308.8,104989.2,340
22,63,60004,Jacob Bridgeman,308.6,156162.3,506
23,-21,37378,Min Woo Lee,308.1,128166.9,416
24,66,55708,Hayden Buckley,308.0,164141.0,533
25,-22,33948,Byeong Hun An,307.4,171825.9,559
26,73,32757,Patton Kizzire,307.1,140639.1,458
27,97,48119,Ben Taylor,306.7,125457.4,409
28,62,36871,Matt NeSmith,306.6,161566.5,527
29,78,45609,Tyler Duncan,306.5,152327.6,497
29,52,50493,Justin Suh,306.5,164296.1,536
31,-27,28237,Rory McIlroy,306.1,104394.4,341
32,65,46340,Alex Smalley,306.0,139557.4,456
33,48,39324,J.J. Spaun,305.9,179554.3,587
34,-23,59095,Chris Gotterup,305.6,142388.8,466
34,70,30926,Chris Kirk,305.6,184273.4,603
36,54,57362,Austin Eckroat,305.0,194316.5,637
36,8,47988,Nick Hardy,305.0,203741.9,668
38,-28,40250,Taylor Pendrith,304.7,194681.4,639
39,-25,51766,Wyndham Clark,304.6,134948.1,443
40,48,51997,Andrew Novak,304.4,177772.8,584
41,103,48319,Tom Whitney,304.3,127192.0,418
42,101,49960,Sepp Straka,303.6,158186.9,521
43,84,54591,Ben Griffin,303.2,176763.9,583
44,53,35506,Mackenzie Hughes,302.6,217241.8,718
45,126,29535,Brice Garnett,302.1,113269.2,375
45,88,47347,Adam Schenk,302.1,195478.8,647
47,46,47591,Eric Cole,302.0,232220.9,769
48,-30,57366,Cameron Young,301.4,173908.1,577
49,84,37275,Sam Ryder,300.6,160799.9,535
50,-43,31323,Gary Woodland,300.5,146066.2,486
51,126,29478,Kevin Kisner,300.3,117723.6,392
52,-44,56149,Wilson Furr,300.2,119188.8,397
53,69,54783,Dylan Wu,300.1,175541.8,585
54,-48,34255,Joseph Bramlett,300.0,169185.2,564
55,-28,36799,Stephan Jaeger,299.4,200618.8,670
56,-35,52955,Ludvig Åberg,299.3,147246.3,492
57,-20,47504,Sam Burns,299.1,149869.6,501
57,-20,29725,Tony Finau,299.1,168976.4,565
59,105,24024,Zach Johnson,299.0,123188.4,412
60,81,32791,K.H. Lee,298.7,156819.9,525
61,-52,50484,Hayden Springer,298.6,135268.3,453
62,-28,33141,Keegan Bradley,298.5,166861.6,559
63,-24,33653,Thomas Detry,298.1,148162.7,497
63,-13,48117,Kurt Kitayama,298.1,115380.2,387
65,-23,59866,Nick Dunlap,297.7,144081.8,484
66,-12,48081,Xander Schauffele,297.2,122462.7,412
66,-20,24502,Adam Scott,297.2,140300.0,472
68,-23,33448,Justin Thomas,297.1,120318.7,405
69,-52,27064,Jhonattan Vegas,297.0,130689.2,440
70,-51,52453,Nicolai Højgaard,296.6,97293.6,328
71,-56,55893,Sam Stevens,296.4,195295.3,659
72,-50,51977,Max Greyserman,296.3,125638.7,424
73,-50,48867,Matti Schmid,296.1,129395.2,437
74,-28,34046,Jordan Spieth,295.9,149720.3,506
75,-49,51696,Rico Hoey,295.3,142913.9,484
76,-12,28089,Jason Day,295.2,144365.4,489
77,-49,51070,Vincent Norrman,294.9,110583.8,375
78,-47,29936,Ryan Fox,294.6,154056.9,523
79,-14,46717,Viktor Hovland,294.2,134460.3,457
80,-51,38991,Alejandro Tosti,293.6,150039.4,511
81,-50,28420,Ryan Brehm,293.5,111822.0,381
81,-22,47995,Davis Riley,293.5,170232.1,580
83,-13,45157,Cam Davis,293.4,156406.2,533
84,94,22371,Aaron Baddeley,293.2,140432.4,479
84,-14,35450,Patrick Cantlay,293.2,146608.6,500
86,-2,47483,Will Zalatoris,292.8,130600.6,446
87,71,34076,Joel Dahmen,292.7,191138.0,653
88,-13,52215,Robert MacIntyre,292.5,147115.9,503
89,-54,50188,S.H. Kim,292.4,198568.1,679
89,-29,49947,Taylor Moore,292.4,203781.6,697
91,45,57900,Chandler Phillips,292.2,190835.9,653
92,77,23108,Matt Kuchar,292.0,167889.1,575
93,-60,32333,Kevin Tway,291.9,103326.6,354
94,-13,46046,Scottie Scheffler,291.8,161661.6,554
95,-53,27129,Luke List,291.7,163070.1,559
96,-43,34587,Chan Kim,291.0,146975.5,505
97,-41,40006,Erik van Rooyen,290.8,175621.4,604
98,-57,54576,Patrick Fishburn,290.7,122982.7,423
99,7,30911,Tommy Fleetwood,290.3,134692.7,464
99,0,39977,Max Homa,290.3,136137.0,469
101,-15,47420,Jake Knapp,290.2,170336.6,587
102,-40,35461,Beau Hossler,289.9,198266.8,684
102,-40,59143,Mac Meissner,289.9,135387.9,467
104,-55,33408,Tyson Alexander,289.8,140561.7,485
105,2,48153,Matthieu Pavon,289.5,139844.8,483
105,-17,51634,Sahith Theegala,289.5,205804.9,711
107,71,25900,Lucas Glover,289.3,179943.5,622
108,-50,60067,Joe Highsmith,289.2,143433.9,496
109,-57,50497,Adrien Dumont de Chassart,289.0,149405.7,517
109,-8,33204,Shane Lowry,289.0,164429.1,569
109,-55,48699,Callum Tarren,289.0,131208.8,454
109,-41,52666,Sami Valimaki,289.0,133805.1,463
113,-1,32102,Rickie Fowler,288.9,140106.5,485
113,-52,39975,Michael Kim,288.9,157150.1,544
113,-27,36699,Patrick Rodgers,288.9,231712.6,802
116,4,29221,Webb Simpson,288.8,93004.9,322
117,-48,33968,Thorbjørn Olesen,288.7,76219.5,264
117,-61,51894,Vince Whaley,288.7,123276.4,427
119,-15,29420,Billy Horschel,288.6,159881.3,554
120,-50,59442,Parker Coody,288.5,105578.1,366
121,-48,12716,Charley Hoffman,288.2,136305.4,473
122,-21,56630,Akshay Bhatia,288.1,188718.3,655
122,-48,34563,Chesson Hadley,288.1,154109.1,535
124,-6,22405,Justin Rose,287.8,120866.6,420
125,-48,57975,Harry Hall,287.7,153070.3,532
126,-13,39997,Corey Conners,287.3,170062.4,592
126,-59,48887,Matt Wallace,287.3,133902.3,466
128,-52,52514,Trace Crowe,287.2,157123.8,547
129,-5,32839,Hideki Matsuyama,286.6,138127.7,482
130,6,50525,Collin Morikawa,285.6,133666.6,468
131,-30,32367,Jorge Campillo,285.1,82119.5,288
132,-5,39971,Sungjae Im,285.0,195193.2,685
133,5,28252,Seamus Power,284.7,175399.8,616
134,-55,50095,Austin Smotherman,284.6,101900.9,358
135,-14,33399,Adam Hadwin,284.4,166660.5,586
136,-7,34466,Peter Malnati,284.1,175882.2,619
136,-25,27349,Alex Noren,284.1,114227.3,402
138,45,30927,Brendon Todd,283.7,199705.4,704
139,-29,46442,Maverick McNealy,283.0,176873.7,625
139,-21,23320,Ryan Palmer,283.0,89716.3,317
141,6,40098,Matt Fitzpatrick,282.8,137168.8,485
142,-26,47983,Chad Ramey,282.6,160536.0,568
143,-26,33486,Roger Sloan,282.4,145159.9,514
144,-31,51287,Ryo Hisatsune,282.2,156598.1,555
145,-4,54628,Lee Hodges,282.0,177659.3,630
146,35,40058,Zac Blair,281.9,216488.4,768
147,-32,34021,Bud Cauley,281.5,123559.4,439
148,7,47679,Victor Perez,281.1,111599.6,397
148,-18,51890,Greyson Sigg,281.1,161606.6,575
150,-4,49771,J.T. Poston,280.8,193493.5,689
151,-19,40162,Justin Lower,280.7,182437.4,650
152,-29,40026,Daniel Berger,280.3,154699.1,552
152,2,55182,Tom Kim,280.3,171534.4,612
154,-23,51349,Nico Echavarria,280.1,161314.9,576
154,-3,35532,Tom Hoge,280.1,205626.0,734
156,-23,52513,Carson Young,280.0,174985.3,625
157,-33,35310,Lanto Griffin,279.8,128729.3,460
158,-18,32640,Troy Merritt,279.6,151823.5,543
158,-9,40115,Adam Svensson,279.6,225895.3,808
160,-4,31646,Emiliano Grillo,279.5,176092.6,630
161,-23,52375,Doug Ghim,279.4,182445.7,653
162,20,26596,Ryan Moore,279.1,157986.7,566
163,-15,46414,Aaron Rai,278.6,190003.8,682
164,-19,36801,Mark Hubbard,278.3,212652.9,764
165,-5,37455,Si Woo Kim,277.8,195036.3,702
166,-9,27644,Brian Harman,277.7,198298.9,714
167,1,45522,Christiaan Bezuidenhout,277.3,146705.8,529
168,3,47993,Denny McCarthy,276.1,183361.4,664
169,-19,27936,Martin Laird,275.8,130192.9,472
169,4,25493,Nick Taylor,275.8,171293.6,621
171,-20,30163,Henrik Norlander,275.2,110084.9,400
172,-14,28775,Nate Lashley,275.0,148749.6,541
173,-11,36326,David Lipsky,274.8,128323.7,467
174,-11,29908,C.T. Pan,274.6,127426.8,464
175,-22,55789,Taylor Montgomery,274.5,91695.9,334
176,-1,34098,Russell Henley,274.0,154240.5,563
177,-13,36884,Ben Kohles,273.7,159539.6,583
178,-9,39327,Ben Silverman,273.4,192495.8,704
179,-13,46441,Robby Shelton,273.0,152903.2,560
180,-13,52374,Brandon Wu,272.9,159359.4,584
181,-7,26476,Chez Reavie,272.3,129888.4,477
182,-6,27649,Brandt Snedeker,269.9,126298.4,468
183,-3,27770,Camilo Villegas,267.6,98466.3,368
184,-1,34256,Andrew Putnam,266.7,160566.5,602
