RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK
1,0,32200,Roberto Castro,9' 2",228.833,25,169
2,0,32839,Hideki Matsuyama,9' 6",550.833,58,30
3,0,20766,Padraig Harrington,9' 8",481.750,50,137
3,0,24024,Zach Johnson,9' 8",650.333,67,49
3,0,25349,Tim Wilkinson,9' 8",386.583,40,111
6,0,10860,Justin Leonard,10' 0",380.583,38,34
7,0,27895,Jonas Blixt,10' 1",453.583,45,107
8,0,24357,K.J. Choi,10' 2",518.917,51,16
8,0,10809,Jim Furyk,10' 2",173.083,17,18
8,0,24138,Ian Poulter,10' 2",436.000,43,54
11,0,25274,Steven Bowditch,10' 4",704.500,68,3
12,0,27936,Martin Laird,10' 5",564.250,54,67
12,0,34130,Sung Joon Park,10' 5",596.000,57,8
12,0,36699,Patrick Rodgers,10' 5",405.333,39,145
15,0,06522,Ernie Els,10' 6",358.000,34,144
15,0,27649,Brandt Snedeker,10' 6",631.417,60,15
15,0,27963,Chris Stroud,10' 6",568.167,54,71
18,0,32334,Charlie Beljan,10' 7",327.833,31,184
18,0,33419,Cameron Tringale,10' 7",866.167,82,27
20,0,30927,Brendon Todd,10' 8",545.667,51,22
20,0,21878,Mark Wilson,10' 8",620.083,58,63
22,0,29479,Scott Brown,10' 9",698.583,65,55
22,0,33448,Justin Thomas,10' 9",924.083,86,37
22,0,26289,Boo Weekley,10' 9",558.000,52,73
25,0,23108,Matt Kuchar,10' 10",866.250,80,13
26,0,32448,James Hahn,10' 11",535.833,49,108
26,0,25396,Kevin Na,10' 11",656.667,60,19
26,0,26329,Louis Oosthuizen,10' 11",381.833,35,41
29,0,32102,Rickie Fowler,11' 1",455.667,41,47
29,0,12716,Charley Hoffman,11' 1",565.083,51,100
29,0,22405,Justin Rose,11' 1",355.167,32,94
29,0,34046,Jordan Spieth,11' 1",575.750,52,4
29,0,25493,Nick Taylor,11' 1",799.750,72,113
34,0,24846,Ricky Barnes,11' 2",514.333,46,69
