RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS
1,0,22293,Heath Slocum,50.91,28,55
2,0,27556,Ted Potter Jr.,50.00,29,58
3,0,21209,Sergio Garcia,44.83,13,29
4,0,28089,Jason Day,43.18,19,44
5,0,25349,Tim Wilkinson,42.71,41,96
6,0,10809,Jim Furyk,41.18,21,51
7,0,23320,Ryan Palmer,39.39,26,66
8,0,20098,Stuart Appleby,39.32,46,117
9,0,32839,Hideki Matsuyama,39.22,20,51
10,0,21753,Brian Davis,38.30,36,94
11,0,30926,Chris Kirk,38.10,40,105
12,0,35539,Luke Guthrie,37.89,36,95
13,0,27963,Chris Stroud,37.80,31,82
14,0,34099,Harris English,37.21,32,86
15,0,31560,Brian Stuard,36.71,29,79
16,0,26596,Ryan Moore,36.67,22,60
17,0,29221,Webb Simpson,36.56,34,93
18,0,34360,Patrick Reed,36.54,38,104
19,0,19846,Brian Gay,36.47,31,85
20,0,25396,Kevin Na,36.25,29,80
21,0,29740,Brad Fritsch,36.17,17,47
22,0,30944,Jason Kokrak,36.07,22,61
23,0,24924,Bill Haas,35.71,30,84
24,0,20498,Briny Baird,35.48,22,62
25,0,22405,Justin Rose,35.29,18,51
26,0,30927,Brendon Todd,35.19,38,108
27,0,25345,Carl Pettersson,35.16,32,91
28,0,20645,John Senden,34.94,29,83
29,0,24494,Erik Compton,34.88,30,86
30,0,23108,Matt Kuchar,34.85,23,66
31,0,20157,Retief Goosen,34.74,33,95
32,0,24502,Adam Scott,34.69,17,49
33,0,34431,Robert Streb,34.62,18,52
34,0,24781,Hunter Mahan,34.57,28,81
35,0,25720,Chad Collins,34.44,31,90
36,0,27141,J.B. Holmes,34.38,33,96
37,0,34261,Scott Langley,34.31,35,102
38,0,28259,Sangmoon Bae,34.29,24,70
39,0,34265,Will Wilcox,34.21,13,38
40,0,25834,Daniel Summerhays,34.15,28,82
41,0,22621,Ben Curtis,34.07,31,91
42,0,20160,Charlie Wi,34.04,32,94
43,0,08075,Jerry Kelly,33.78,25,74
44,0,26758,David Hearn,33.66,34,101
45,0,28500,Martin Flores,33.33,26,78
45,0,24140,Sean O'Hair,33.33,30,90
45,0,26329,Louis Oosthuizen,33.33,12,36
45,0,31323,Gary Woodland,33.33,24,72
49,0,23541,Ben Crane,32.99,32,97
50,0,06522,Ernie Els,32.94,28,85
51,0,33122,Russell Knox,32.89,25,76
52,0,20104,Ken Duke,32.84,22,67
53,0,33461,Morgan Hoffmann,32.65,48,147
54,0,24357,K.J. Choi,32.47,25,77
54,0,12716,Charley Hoffman,32.47,25,77
54,0,01706,Davis Love III,32.47,25,77
57,0,27895,Jonas Blixt,32.39,23,71
58,0,27466,Spencer Levin,32.31,21,65
59,0,01810,Phil Mickelson,32.14,18,56
59,0,20396,Lee Westwood,32.14,18,56
61,0,29420,Billy Horschel,32.10,26,81
62,0,02206,David Toms,32.08,17,53
63,0,10860,Justin Leonard,32.04,33,103
64,0,27330,Josh Teater,31.82,28,88
65,0,10885,Robert Allenby,31.75,20,63
65,0,29222,Billy Hurley III,31.75,20,63
67,0,10423,Mike Weir,31.73,33,104
68,0,28307,Matt Every,31.33,26,83
69,0,25444,Justin Hicks,31.25,25,80
69,0,21731,Freddie Jacobson,31.25,30,96
69,0,32150,Michael Thompson,31.25,25,80
72,0,29289,S.Y. Noh,31.13,33,106
73,0,24846,Ricky Barnes,31.08,23,74
74,0,23135,Tim Clark,30.95,26,84
75,0,29926,Danny Lee,30.88,21,68
76,0,12510,Chad Campbell,30.77,16,52
76,0,35139,Richard Lee,30.77,24,78
78,0,29535,Brice Garnett,30.53,29,95
79,0,25240,D.A. Points,30.49,25,82
80,0,27649,Brandt Snedeker,30.38,24,79
81,0,33413,Ben Martin,30.26,23,76
82,0,24024,Zach Johnson,30.12,25,83
83,0,28092,D.H. Lee,30.00,18,60
83,0,30110,Kyle Stanley,30.00,21,70
83,0,25804,Bubba Watson,30.00,18,60
86,0,26851,Marc Leishman,29.89,26,87
87,0,25632,Jimmy Walker,29.87,23,77
88,0,26956,Bronson La'Cassie,29.55,13,44
89,0,28475,Jeff Overton,29.49,23,78
90,0,24138,Ian Poulter,29.41,15,51
91,0,32333,Kevin Tway,29.31,17,58
92,0,27936,Martin Laird,28.79,19,66
93,0,22378,Trevor Immelman,28.77,21,73
94,0,25274,Steven Bowditch,28.72,27,94
95,0,27770,Camilo Villegas,28.70,31,108
96,0,20229,Stewart Cink,28.57,26,91
96,0,29461,Jamie Lovemark,28.57,18,63
96,0,24490,George McNeill,28.57,20,70
96,0,35541,John Peterson,28.57,14,49
100,0,32200,Roberto Castro,28.40,23,81
101,0,23800,Bryce Molder,28.26,26,92
102,0,34046,Jordan Spieth,28.13,27,96
103,0,30925,Dustin Johnson,28.00,14,50
104,0,29479,Scott Brown,27.91,24,86
105,0,33419,Cameron Tringale,27.83,32,115
106,0,22046,Geoff Ogilvy,27.40,20,73
107,0,22371,Aaron Baddeley,27.37,26,95
108,0,21961,Charles Howell III,27.27,24,88
109,0,23353,J.J. Henry,27.17,25,92
110,0,24925,Jonathan Byrd,27.14,19,70
110,0,29425,Andrew Svoboda,27.14,19,70
112,0,32102,Rickie Fowler,26.92,21,78
113,0,35732,Wes Roach,26.87,18,67
114,0,31202,William McGirt,26.83,22,82
115,0,25572,Graeme McDowell,26.79,15,56
116,0,21878,Mark Wilson,26.76,19,71
117,0,33141,Keegan Bradley,26.56,17,64
118,0,23638,Brendon de Jonge,26.51,22,83
119,0,07867,Woody Austin,26.32,20,76
119,0,22913,John Rollins,26.32,25,95
121,0,23983,Luke Donald,26.23,16,61
122,0,27436,Graham DeLaet,26.09,18,69
123,0,24358,Robert Garrigus,25.93,21,81
124,0,37273,Derek Ernst,25.88,22,85
125,0,26331,Charl Schwartzel,25.81,16,62
125,0,26679,Kevin Stadler,25.81,16,62
127,0,26300,Matt Jones,25.76,17,66
128,0,25191,Gonzalo Fernandez-Castaño,25.58,22,86
129,0,25900,Lucas Glover,25.45,14,55
130,0,32640,Troy Merritt,25.35,18,71
131,0,35300,Andrew Loupe,25.27,23,91
132,0,27095,Nick Watney,25.00,15,60
133,0,25562,Andres Romero,24.73,23,93
134,0,34098,Russell Henley,24.49,24,98
135,0,28237,Rory McIlroy,24.39,10,41
136,0,32448,James Hahn,24.32,18,74
137,0,27214,Kevin Streelman,24.29,17,70
138,0,27408,Martin Kaymer,24.24,16,66
139,0,29478,Kevin Kisner,24.14,21,87
140,0,23623,Bo Van Pelt,23.53,16,68
141,0,26289,Boo Weekley,23.33,7,30
142,0,24361,Pat Perez,23.08,24,104
143,0,31193,Jim Renner,22.97,17,74
144,0,06567,Vijay Singh,22.86,16,70
144,0,29518,Brendan Steele,22.86,16,70
146,0,25686,Jason Dufner,22.73,10,44
146,0,33418,Shawn Stefani,22.73,15,66
146,0,26951,Johnson Wagner,22.73,15,66
149,0,24507,Jason Bohn,22.47,20,89
150,0,24663,Y.E. Yang,21.92,16,73
151,0,20593,Greg Chalmers,21.88,21,96
152,0,34021,Bud Cauley,21.82,12,55
153,0,01724,Jeff Maggert,21.74,10,46
153,0,28132,Tyrone Van Aswegen,21.74,20,92
155,0,21528,Henrik Stenson,21.43,9,42
156,0,32366,Kevin Chappell,21.18,18,85
156,0,30852,Ryo Ishikawa,21.18,18,85
158,0,34409,David Lingmerth,21.05,16,76
158,0,27933,John Merrick,21.05,16,76
160,0,27644,Brian Harman,20.91,23,110
161,0,30692,Scott Stallings,20.90,14,67
162,0,23409,James Driscoll,20.73,17,82
163,0,34264,Hudson Swafford,20.37,11,54
164,0,30750,Tommy Gainey,20.29,14,69
165,0,32334,Charlie Beljan,20.00,14,70
165,0,28486,Michael Putnam,20.00,20,100
167,0,20848,Ángel Cabrera,19.67,12,61
168,0,23621,Rory Sabbatini,19.48,15,77
169,0,27120,Troy Matteson,19.44,14,72
170,0,27064,Jhonattan Vegas,19.35,12,62
171,0,28780,Nicholas Thompson,18.31,13,71
172,0,24912,Will MacKenzie,18.28,17,93
173,0,25364,Paul Casey,17.95,7,39
174,0,31557,Jim Herman,17.39,8,46
175,0,36689,Brooks Koepka,17.07,7,41
176,0,34174,John Huh,16.90,12,71
177,0,34563,Chesson Hadley,15.24,16,105
