RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
1,0,10809,Jim Furyk,69.33,312,450
2,0,21209,Sergio Garcia,66.67,218,327
3,0,19846,Brian Gay,65.69,381,580
4,0,25396,Kevin Na,65.16,389,597
5,0,28089,Jason Day,64.95,202,311
6,0,10860,Justin Leonard,64.56,368,570
7,0,30927,Brendon Todd,63.57,445,700
8,0,33122,Russell Knox,63.40,336,530
9,0,30926,Chris Kirk,63.30,433,684
10,0,25349,Tim Wilkinson,63.19,357,565
11,0,27556,Ted Potter Jr.,62.76,268,427
12,0,23108,Matt Kuchar,62.40,327,524
13,0,34046,Jordan Spieth,62.39,413,662
14,0,33141,Keegan Bradley,62.31,329,528
15,0,20160,Charlie Wi,62.27,307,493
16,0,08075,Jerry Kelly,62.10,308,496
17,0,32102,Rickie Fowler,62.06,337,543
18,0,27963,Chris Stroud,61.89,341,551
19,0,24846,Ricky Barnes,61.80,343,555
20,0,01810,Phil Mickelson,61.71,274,444
21,0,34261,Scott Langley,61.67,370,600
21,0,26331,Charl Schwartzel,61.67,251,407
23,0,02206,David Toms,61.60,215,349
24,0,22293,Heath Slocum,61.58,250,406
25,0,21753,Brian Davis,61.55,397,645
26,0,06522,Ernie Els,61.36,335,546
26,0,29222,Billy Hurley III,61.36,324,528
28,0,21731,Freddie Jacobson,61.34,376,613
29,0,35539,Luke Guthrie,61.29,342,558
30,0,21961,Charles Howell III,61.26,378,617
31,0,22405,Justin Rose,61.23,248,405
32,0,35139,Richard Lee,61.21,344,562
33,0,20157,Retief Goosen,61.12,360,589
34,0,20098,Stuart Appleby,61.00,366,600
35,0,26758,David Hearn,60.99,358,587
36,0,24024,Zach Johnson,60.75,342,563
37,0,24502,Adam Scott,60.73,232,382
38,0,23983,Luke Donald,60.59,226,373
39,0,25572,Graeme McDowell,60.47,231,382
39,0,28475,Jeff Overton,60.47,283,468
41,0,32839,Hideki Matsuyama,60.42,313,518
41,0,31560,Brian Stuard,60.42,342,566
43,0,24924,Bill Haas,60.37,358,593
44,0,23800,Bryce Molder,60.34,286,474
45,0,29289,S.Y. Noh,60.33,330,547
46,0,24361,Pat Perez,60.30,325,539
47,0,22371,Aaron Baddeley,60.27,314,521
48,0,26956,Bronson La'Cassie,60.24,197,327
49,0,20645,John Senden,60.21,345,573
50,0,31323,Gary Woodland,60.11,333,554
51,0,12510,Chad Campbell,60.08,158,263
52,0,10885,Robert Allenby,59.96,283,472
52,0,25562,Andres Romero,59.96,328,547
54,0,29740,Brad Fritsch,59.93,181,302
55,0,27466,Spencer Levin,59.89,227,379
56,0,10423,Mike Weir,59.84,298,498
57,0,34021,Bud Cauley,59.76,196,328
57,0,30925,Dustin Johnson,59.76,196,328
59,0,30944,Jason Kokrak,59.75,242,405
60,0,25720,Chad Collins,59.66,318,533
60,0,27644,Brian Harman,59.66,426,714
62,0,29535,Brice Garnett,59.60,329,552
63,0,24140,Sean O'Hair,59.57,302,507
64,0,12716,Charley Hoffman,59.53,328,551
65,0,20593,Greg Chalmers,59.49,348,585
66,0,27649,Brandt Snedeker,59.48,342,575
67,0,29518,Brendan Steele,59.45,305,513
67,0,33418,Shawn Stefani,59.45,217,365
69,0,34360,Patrick Reed,59.42,350,589
70,0,23135,Tim Clark,59.34,286,482
70,0,33419,Cameron Tringale,59.34,394,664
72,0,27064,Jhonattan Vegas,59.23,247,417
73,0,06567,Vijay Singh,59.19,306,517
74,0,25804,Bubba Watson,59.14,249,421
75,0,23541,Ben Crane,59.10,315,533
75,0,33413,Ben Martin,59.10,289,489
77,0,29221,Webb Simpson,59.05,310,525
77,0,29425,Andrew Svoboda,59.05,261,442
79,0,31202,William McGirt,59.02,363,615
80,0,34431,Robert Streb,59.00,259,439
81,0,34265,Will Wilcox,58.90,172,292
82,0,28307,Matt Every,58.82,330,561
83,0,24494,Erik Compton,58.80,344,585
84,0,27895,Jonas Blixt,58.76,255,434
85,0,27436,Graham DeLaet,58.75,245,417
86,0,29479,Scott Brown,58.73,370,630
86,0,28092,D.H. Lee,58.73,212,361
88,0,28237,Rory McIlroy,58.52,206,352
89,0,27141,J.B. Holmes,58.51,354,605
90,0,32150,Michael Thompson,58.42,267,457
91,0,25632,Jimmy Walker,58.39,327,560
92,0,26951,Johnson Wagner,58.33,245,420
93,0,01724,Jeff Maggert,58.26,194,333
94,0,28132,Tyrone Van Aswegen,58.25,293,503
95,0,23320,Ryan Palmer,58.24,297,510
96,0,25834,Daniel Summerhays,58.22,340,584
97,0,24490,George McNeill,58.21,280,481
98,0,24138,Ian Poulter,58.05,220,379
99,0,24925,Jonathan Byrd,58.02,264,455
100,0,25191,Gonzalo Fernandez-Castaño,57.79,334,578
101,0,23623,Bo Van Pelt,57.78,271,469
102,0,27330,Josh Teater,57.69,319,553
103,0,26596,Ryan Moore,57.64,279,484
103,0,35732,Wes Roach,57.64,234,406
105,0,29926,Danny Lee,57.62,295,512
106,0,33461,Morgan Hoffmann,57.53,382,664
107,0,34174,John Huh,57.52,306,532
108,0,36689,Brooks Koepka,57.51,203,353
109,0,20104,Ken Duke,57.48,265,461
110,0,34099,Harris English,57.44,301,524
111,0,28500,Martin Flores,57.42,294,512
