RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS
1,0,32333,Kevin Tway,100.00,35,35
2,0,25396,Kevin Na,94.06,95,101
3,0,23353,J.J. Henry,94.03,63,67
4,0,24138,Ian Poulter,94.00,47,50
5,0,08075,Jerry Kelly,93.33,70,75
6,0,10423,Mike Weir,93.10,54,58
7,0,20157,Retief Goosen,92.23,95,103
8,0,28132,Tyrone Van Aswegen,92.21,71,77
9,0,25240,D.A. Points,92.06,58,63
10,0,33141,Keegan Bradley,92.05,81,88
11,0,27214,Kevin Streelman,91.55,65,71
12,0,19846,Brian Gay,91.21,83,91
13,0,07867,Woody Austin,91.18,62,68
14,0,01810,Phil Mickelson,91.04,61,67
15,0,29222,Billy Hurley III,91.01,81,89
16,0,28089,Jason Day,90.91,40,44
16,0,25572,Graeme McDowell,90.91,50,55
18,0,29420,Billy Horschel,90.63,58,64
19,0,31323,Gary Woodland,90.53,86,95
20,0,25686,Jason Dufner,90.38,47,52
21,0,12510,Chad Campbell,90.24,37,41
22,0,26951,Johnson Wagner,90.16,55,61
23,0,28475,Jeff Overton,90.12,73,81
24,0,24846,Ricky Barnes,90.11,82,91
25,0,20498,Briny Baird,89.80,44,49
26,0,24024,Zach Johnson,89.58,86,96
27,0,24358,Robert Garrigus,89.47,85,95
27,0,27556,Ted Potter Jr.,89.47,68,76
27,0,34265,Will Wilcox,89.47,51,57
30,0,30926,Chris Kirk,89.38,101,113
31,0,24502,Adam Scott,89.29,50,56
32,0,33418,Shawn Stefani,89.19,66,74
33,0,25720,Chad Collins,89.06,57,64
33,0,27120,Troy Matteson,89.06,57,64
35,0,01724,Jeff Maggert,88.89,48,54
36,0,30927,Brendon Todd,88.80,111,125
37,0,31202,William McGirt,88.78,87,98
38,0,26331,Charl Schwartzel,88.71,55,62
39,0,27141,J.B. Holmes,88.68,94,106
40,0,34360,Patrick Reed,88.57,62,70
41,0,27963,Chris Stroud,88.42,84,95
42,0,34046,Jordan Spieth,88.39,99,112
43,0,29479,Scott Brown,88.35,91,103
44,0,24361,Pat Perez,88.18,97,110
45,0,25834,Daniel Summerhays,88.17,82,93
46,0,26956,Bronson La'Cassie,88.10,37,42
47,0,24507,Jason Bohn,88.04,81,92
48,0,32448,James Hahn,87.95,73,83
48,0,22405,Justin Rose,87.95,73,83
50,0,21731,Freddie Jacobson,87.88,87,99
51,0,30944,Jason Kokrak,87.84,65,74
52,0,20645,John Senden,87.80,72,82
53,0,32200,Roberto Castro,87.78,79,90
54,0,35541,John Peterson,87.76,86,98
55,0,22621,Ben Curtis,87.69,57,65
56,0,20593,Greg Chalmers,87.65,71,81
56,0,29478,Kevin Kisner,87.65,71,81
58,0,23638,Brendon de Jonge,87.61,99,113
59,0,27770,Camilo Villegas,87.50,77,88
59,0,27095,Nick Watney,87.50,63,72
61,0,10860,Justin Leonard,87.36,76,87
62,0,29289,S.Y. Noh,87.34,69,79
62,0,22046,Geoff Ogilvy,87.34,69,79
64,0,25191,Gonzalo Fernandez-Castaño,87.23,82,94
65,0,29740,Brad Fritsch,87.18,34,39
66,0,10809,Jim Furyk,87.06,74,85
66,0,23320,Ryan Palmer,87.06,74,85
68,0,27436,Graham DeLaet,87.01,67,77
68,0,23623,Bo Van Pelt,87.01,67,77
70,0,27644,Brian Harman,86.96,120,138
71,0,27936,Martin Laird,86.89,53,61
72,0,29535,Brice Garnett,86.84,66,76
72,0,24140,Sean O'Hair,86.84,66,76
72,0,27649,Brandt Snedeker,86.84,66,76
75,0,34021,Bud Cauley,86.79,46,53
76,0,29425,Andrew Svoboda,86.75,72,83
77,0,27330,Josh Teater,86.59,71,82
78,0,22371,Aaron Baddeley,86.57,58,67
78,0,26679,Kevin Stadler,86.57,58,67
80,0,26851,Marc Leishman,86.54,90,104
81,0,24494,Erik Compton,86.52,77,89
82,0,28259,Sangmoon Bae,86.49,64,74
83,0,24925,Jonathan Byrd,86.42,70,81
84,0,34409,David Lingmerth,86.36,76,88
84,0,22293,Heath Slocum,86.36,57,66
