RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,START TOURNAMENT ID
1,0,08793,Tiger Woods,133,1998050
2,0,06567,Vijay Singh,24,2004070
3,0,06251,Chris DiMarco,20,2004140
4,0,06522,Ernie Els,13,2004130
4,0,06643,Paul Goydos,13,2003270
6,0,25345,Carl Pettersson,12,2004260
7,0,02206,David Toms,11,2004250
8,0,20572,Rod Pampling,10,2004300
9,0,24024,Zach Johnson,9,2004340
9,0,10860,Justin Leonard,9,2004300
11,0,12510,Chad Campbell,8,2004330
11,0,01381,Fred Funk,8,2004360
11,0,01473,Todd Hamilton,8,2004280
11,0,01619,Skip Kendall,8,2004340
15,0,01378,David Frost,7,2004390
15,0,24924,Bill Haas,7,2004290
15,0,22378,Trevor Immelman,7,2004230
15,0,24502,Adam Scott,7,2004260
19,0,19906,Gary Evans,6,1998295
19,0,12823,Carlos Franco,6,2004420
19,0,20157,Retief Goosen,6,2004230
19,0,01677,Tom Lehman,6,2004330
19,0,12680,Shigeki Maruyama,6,2004360
19,0,01938,David Peoples,6,2004370
19,0,02010,Loren Roberts,6,2004340
19,0,22913,John Rollins,6,2004380
27,0,10885,Robert Allenby,5,2004420
27,0,19825,Darren Clarke,5,2004300
27,0,21805,Harrison Frazar,5,2004380
27,0,20094,Jonathan Kaye,5,2004360
27,0,12389,Barry Lane,5,2001310
27,0,01941,Tom Pernice Jr.,5,2004420
27,0,02190,Doug Tewell,5,1999230
27,0,12755,Vance Veazey,5,2003420
35,0,06004,Stephen Ames,4,2004440
35,0,07223,Brian Bateman,4,2004400
35,0,20766,Padraig Harrington,4,2004340
35,0,19958,Miguel Angel Jiménez,4,2004300
35,0,01723,Andrew Magee,4,2003390
35,0,06350,Bob May,4,2003140
35,0,12461,Paul McGinley,4,2004300
35,0,22046,Geoff Ogilvy,4,2004450
35,0,10107,Deane Pappas,4,2004430
35,0,01945,Kenny Perry,4,2004360
35,0,02076,Peter Senior,4,2000310
35,0,02239,Scott Verplank,4,2004440
35,0,10425,Jay Williamson,4,2004430
48,0,21739,Aaron Barber,3,2004390
48,0,01157,Tom Byrum,3,2004400
48,0,01161,Mark Calcavecchia,3,2004460
48,0,20400,Michael Campbell,3,2004300
48,0,11653,Paul Curry,3,2000455
48,0,23688,Scott Drummond,3,2004340
48,0,12760,Danny Ellis,3,2004450
48,0,01320,Bob Estes,3,2004450
48,0,22379,Mark Foster,3,2003300
48,0,21209,Sergio Garcia,3,2004360
48,0,25732,S.K. Ho,3,2004340
48,0,20218,Shingo Katayama,3,2004090
48,0,20382,Stephen Leaney,3,2004440
48,0,01682,Wayne Levi,3,2001300
48,0,22122,Andrew McLardy,3,2004180
48,0,19795,Kelly Mitchum,3,2003450
48,0,08635,Colin Montgomerie,3,2004300
48,0,20628,Arron Oberholser,3,2004460
48,0,06373,José María Olazábal,3,2004420
48,0,20663,Brenden Pappas,3,2004460
48,0,02084,Bob Shearer,3,1984320
48,0,06581,David Sutherland,3,2004390
48,0,21498,Hideto Tanihara,3,2004020
71,0,06197,Michael Allen,2,2004460
71,0,21407,Arjun Atwal,2,2004460
71,0,20498,Briny Baird,2,2004470
71,0,01078,Jim Benepe,2,2004290
71,0,01096,Phil Blackmar,2,2003170
71,0,20764,Desvonde Botes,2,2000310
71,0,01142,Bart Bryant,2,2004470
71,0,20848,Ángel Cabrera,2,2004360
71,0,12394,Tom Carter,2,2004470
71,0,25364,Paul Casey,2,2004360
71,0,01185,Brandel Chamblee,2,2003450
71,0,23135,Tim Clark,2,2004470
71,0,23739,Ryan Dillon,2,2001420
71,0,20104,Ken Duke,2,2004460
71,0,06621,Joe Durant,2,2004470
71,0,25816,Kevin Durkin,2,2004140
71,0,07457,Steve Flesch,2,2004470
71,0,24184,Alastair Forsyth,2,2003430
71,0,20939,Keiichiro Fukabori,2,2004230
71,0,20763,Pierre Fulke,2,2003360
71,0,20473,Ignacio Garrido,2,2003430
71,0,19846,Brian Gay,2,2004470
71,0,01457,Jay Haas,2,2004480
71,0,19830,Joakim Haeggman,2,2004360
71,0,20608,David Howell,2,2004340
71,0,21961,Charles Howell III,2,2004470
71,0,01553,John Huston,2,2004470
71,0,01560,David Ishii,2,2002020
