RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL PAR 5 HOLES,TOTAL HOLE OUTS
1,0,01706,Davis Love III,18,326,0
2,0,01132,Mark Brooks,13,389,0
2,0,02135,Mike Standly,13,338,0
4,0,01388,Robert Gamez,12,268,0
5,0,01374,Robin Freeman,11,323,0
6,0,06197,Michael Allen,10,346,0
6,0,01161,Mark Calcavecchia,10,289,0
6,0,01261,Jay Delsing,10,308,0
6,0,01468,Gary Hallberg,10,273,0
6,0,01510,Nolan Henke,10,282,0
6,0,01549,Mike Hulbert,10,364,0
6,0,01677,Tom Lehman,10,270,0
13,0,12661,Todd Barranger,9,237,0
13,0,01096,Phil Blackmar,9,233,0
13,0,06214,Guy Boros,9,331,0
13,0,01408,Kelly Gibson,9,334,0
13,0,01475,Donnie Hammond,9,288,0
13,0,12660,Jesper Parnevik,9,200,0
13,0,01971,Dillard Pruitt,9,313,0
13,0,06567,Vijay Singh,9,246,0
13,0,02133,Craig Stadler,9,245,0
22,0,01060,Dave Barr,8,329,0
22,0,06809,Bob Burns,8,250,0
22,0,01201,Lennie Clements,8,302,0
22,0,06128,Steve Lamontagne,8,281,0
22,0,01837,Gil Morgan,8,212,0
22,0,06657,Steve Rintoul,8,285,0
22,0,02095,Larry Silveira,8,277,0
22,0,08375,Paul Stankowski,8,281,0
22,0,02206,David Toms,8,327,0
22,0,02218,Ted Tryba,8,391,0
32,0,01143,Brad Bryant,7,393,0
32,0,07569,Mark Carnevale,7,299,0
32,0,01203,Russ Cochran,7,332,0
32,0,06034,Marco Dawson,7,308,0
32,0,08931,Glen Day,7,333,0
32,0,06058,John Flannery,7,337,0
32,0,01444,Ken Green,7,297,0
32,0,06575,Dudley Hart,7,279,0
32,0,08337,Mike Heinen,7,277,0
32,0,01527,Scott Hoch,7,312,0
32,0,01724,Jeff Maggert,7,300,0
32,0,06350,Bob May,7,281,0
32,0,06140,Sean Murphy,7,311,0
32,0,01887,Mark O'Meara,7,325,0
32,0,01968,Nick Price,7,189,0
32,0,02131,Mike Springer,7,281,0
32,0,07101,Dave Stockton Jr.,7,309,0
32,0,06527,Steve Stricker,7,329,0
32,0,02201,Jim Thorpe,7,273,0
32,0,02225,Howard Twitty,7,310,0
32,0,06791,Mark Wurtz,7,289,0
53,0,01116,Michael Bradley,6,309,0
53,0,01156,Curt Byrum,6,295,0
53,0,01320,Bob Estes,6,322,0
53,0,01330,David Feherty,6,230,0
53,0,01361,Dan Forsman,6,243,0
53,0,06617,Brian Henninger,6,223,0
53,0,01553,John Huston,6,287,0
53,0,01607,Brian Kamm,6,326,0
53,0,06332,Neal Lancaster,6,325,0
53,0,01682,Wayne Levi,6,294,0
53,0,01707,Steve Lowery,6,327,0
53,0,06090,Jim McGovern,6,344,0
53,0,01810,Phil Mickelson,6,209,0
53,0,01890,Brett Ogle,6,200,0
53,0,01927,Dennis Paulson,6,283,0
53,0,01975,Tom Purtzer,6,230,0
53,0,02067,Ted Schulz,6,285,0
53,0,02246,Duffy Waldorf,6,290,0
53,0,02256,Tom Watson,6,186,0
72,0,01006,John Adams,5,297,0
72,0,01024,Billy Andrade,5,303,0
72,0,01098,Jay Don Blake,5,308,0
72,0,06609,Rob Boldt,5,203,0
72,0,01133,Billy Ray Brown,5,200,0
72,0,01226,Fred Couples,5,160,0
72,0,01266,Clark Dennis,5,355,0
72,0,06251,Chris DiMarco,5,311,0
72,0,01381,Fred Funk,5,376,0
72,0,01385,Jim Gallagher Jr.,5,294,0
72,0,01418,Bill Glasson,5,264,0
72,0,01457,Jay Haas,5,351,0
72,0,01824,Yoshinori Mizumaki,5,219,0
72,0,01938,David Peoples,5,315,0
72,0,10213,Dicky Pride,5,253,0
72,0,02049,Gene Sauers,5,281,0
72,0,02099,Scott Simpson,5,247,0
72,0,06591,Rocky Walcher,5,231,0
72,0,02303,Robert Wrenn,5,187,0
91,0,01072,Chip Beck,4,295,0
91,0,06020,Steve Brodie,4,303,0
91,0,01139,Olin Browne,4,327,0
91,0,01200,Keith Clearwater,4,328,0
91,0,01331,Rick Fehr,4,272,0
91,0,01495,Morris Hatalsky,4,274,0
91,0,01557,John Inman,4,339,0
91,0,06012,Greg Kraft,4,300,0
91,0,01690,Bruce Lietzke,4,206,0
91,0,01701,Bob Lohr,4,321,0
91,0,01864,Larry Nelson,4,207,0
91,0,01876,Greg Norman,4,201,0
91,0,01891,David Ogrin,4,319,0
91,0,02033,Dave Rummells,4,354,0
91,0,02100,Tim Simpson,4,322,0
91,0,02104,Jeff Sluman,4,320,0
91,0,02167,Mike Sullivan,4,257,0
91,0,02170,Hal Sutton,4,344,0
91,0,02214,Kirk Triplett,4,308,0
91,0,02223,Bob Tway,4,282,0
91,0,02242,Lanny Wadkins,4,228,0
91,0,02321,Fuzzy Zoeller,4,252,0
113,0,01014,Fulton Allem,3,274,0
113,0,01093,Ronnie Black,3,288,0
113,0,01129,Bill Britton,3,234,0
113,0,01185,Brandel Chamblee,3,296,0
113,0,01329,Brad Faxon,3,303,0
113,0,01353,Bruce Fleisher,3,285,0
113,0,01378,David Frost,3,252,0
113,0,10809,Jim Furyk,3,336,0
113,0,06643,Paul Goydos,3,375,0
113,0,01435,Wayne Grady,3,187,0
113,0,01577,Lee Janzen,3,303,0
113,0,01633,Tom Kite,3,277,0
113,0,06016,Brad Lardon,3,192,0
113,0,01766,Billy Mayfair,3,333,0
113,0,01771,Blaine McCallister,3,323,0
113,0,07235,John Morse,3,272,0
113,0,01920,Craig Parry,3,208,0
113,0,01926,Steve Pate,3,327,0
113,0,01945,Kenny Perry,3,322,0
113,0,06062,Charles Raulerson,3,216,0
113,0,01996,Mike Reid,3,228,0
113,0,12663,Phil Tataurangi,3,232,0
113,0,02239,Scott Verplank,3,219,0
113,0,02241,Bobby Wadkins,3,234,0
137,0,07781,Ty Armstrong,2,209,0
137,0,01219,John Cook,2,269,0
137,0,01235,Ben Crenshaw,2,294,0
137,0,01288,Ed Dougherty,2,349,0
137,0,01306,David Edwards,2,288,0
