RANK,MOVEMENT,PLAYER_ID,PLAYER,FREQUENCY,# OF HOLES,# OF EAGLES
1,0,01706,Davis Love III,91.0,1638,18
2,0,12660,Jesper Parnevik,112.0,1008,9
3,0,01388,Robert Gamez,113.3,1360,12
4,0,06214,Guy Boros,119.6,1674,14
5,0,02133,Craig Stadler,124.2,1242,10
6,0,01374,Robin Freeman,126.0,1638,13
7,0,02135,Mike Standly,128.1,1665,13
8,0,01837,Gil Morgan,130.0,1170,9
9,0,01677,Tom Lehman,132.5,1458,11
10,0,12661,Todd Barranger,134.0,1206,9
10,0,01096,Phil Blackmar,134.0,1206,9
12,0,01132,Mark Brooks,134.4,2016,15
13,0,01468,Gary Hallberg,139.5,1395,10
14,0,01510,Nolan Henke,142.2,1422,10
15,0,01261,Jay Delsing,144.0,1584,11
16,0,01810,Phil Mickelson,146.3,1170,8
17,0,01890,Brett Ogle,149.1,1044,7
18,0,01161,Mark Calcavecchia,151.2,1512,10
18,0,02131,Mike Springer,151.2,1512,10
20,0,02201,Jim Thorpe,151.9,1367,9
21,0,01408,Kelly Gibson,152.2,1674,11
22,0,01226,Fred Couples,153.0,918,6
23,0,08931,Glen Day,153.8,1692,11
24,0,01968,Nick Price,154.3,1080,7
25,0,02099,Scott Simpson,157.5,1260,8
26,0,02256,Tom Watson,162.0,972,6
27,0,01475,Donnie Hammond,166.0,1494,9
28,0,01418,Bill Glasson,168.8,1350,8
29,0,06567,Vijay Singh,170.9,1196,7
30,0,02095,Larry Silveira,173.3,1386,8
30,0,08375,Paul Stankowski,173.3,1386,8
32,0,01724,Jeff Maggert,176.0,1584,9
32,0,01971,Dillard Pruitt,176.0,1584,9
34,0,06617,Brian Henninger,177.4,1242,7
35,0,06657,Steve Rintoul,180.0,1440,8
36,0,01887,Mark O'Meara,182.0,1638,9
37,0,01824,Yoshinori Mizumaki,183.0,1098,6
38,0,01549,Mike Hulbert,185.4,1854,10
39,0,02303,Robert Wrenn,187.2,936,5
40,0,06058,John Flannery,188.0,1692,9
41,0,01201,Lennie Clements,189.0,1512,8
41,0,01876,Greg Norman,189.0,1134,6
43,0,10213,Dicky Pride,190.3,1332,7
44,0,06034,Marco Dawson,191.3,1530,8
44,0,06140,Sean Murphy,191.3,1530,8
46,0,07569,Mark Carnevale,193.5,1548,8
46,0,06012,Greg Kraft,193.5,1548,8
48,0,01927,Dennis Paulson,198.0,1386,7
49,0,06350,Bob May,200.6,1404,7
50,0,01435,Wayne Grady,201.6,1008,5
51,0,06128,Steve Lamontagne,201.9,1413,7
52,0,07101,Dave Stockton Jr.,202.5,1620,8
53,0,08337,Mike Heinen,203.1,1422,7
54,0,01129,Bill Britton,204.0,1224,6
54,0,01361,Dan Forsman,204.0,1224,6
54,0,01975,Tom Purtzer,204.0,1224,6
57,0,02246,Duffy Waldorf,205.7,1440,7
