RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:APP,MEASURED ROUNDS
180,0,02106,Chris Smith,-.456,-26.876,59
181,0,25936,Alex Aragon,-.507,-27.385,54
182,0,12760,Danny Ellis,-.508,-30.470,60
183,0,25842,Jon Mills,-.514,-27.756,54
184,0,23497,Tag Ridings,-.577,-51.942,90
185,0,22371,Aaron Baddeley,-.607,-41.259,68
186,0,01823,Larry Mize,-.616,-25.275,41
187,0,01887,Mark O'Meara,-.683,-24.598,36
188,0,20127,Chris Riley,-.704,-48.549,69
189,0,11011,Mike Sposa,-.706,-40.961,58
190,0,21660,Jason Schultz,-.785,-51.050,65
191,0,01473,Todd Hamilton,-.786,-44.041,56
192,0,20548,Hidemichi Tanaka,-.788,-51.201,65
193,0,01761,Len Mattiace,-.879,-45.710,52
194,0,25935,John Engler Jr.,-1.022,-64.378,63
195,0,23616,Ryan Hietala,-1.040,-53.053,51
196,0,23409,James Driscoll,-1.044,-79.325,76
