RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:APP,MEASURED ROUNDS
1,0,08793,Tiger Woods,2.072,76.672,37
2,0,24502,Adam Scott,1.115,56.881,51
3,0,10809,Jim Furyk,1.085,73.759,68
4,0,01810,Phil Mickelson,.983,46.209,47
5,0,23983,Luke Donald,.931,40.025,43
6,0,23135,Tim Clark,.867,50.262,58
7,0,06567,Vijay Singh,.809,67.972,84
8,0,02101,Joey Sindelar,.792,60.211,76
9,0,22378,Trevor Immelman,.764,55.802,73
10,0,06004,Stephen Ames,.763,33.593,44
11,0,20229,Stewart Cink,.759,55.429,73
12,0,20766,Padraig Harrington,.744,28.272,38
13,0,21209,Sergio Garcia,.719,28.042,39
14,0,01928,Corey Pavin,.653,37.249,57
15,0,06515,Shaun Micheel,.637,49.708,78
16,0,22405,Justin Rose,.616,52.997,86
17,0,20628,Arron Oberholser,.589,36.497,62
18,0,20498,Briny Baird,.580,40.575,70
19,0,20157,Retief Goosen,.574,26.410,46
20,0,20382,Stephen Leaney,.549,42.255,77
21,0,23325,Vaughn Taylor,.524,40.310,77
22,0,25900,Lucas Glover,.510,43.895,86
23,0,20691,Greg Owen,.505,31.283,62
24,0,01320,Bob Estes,.497,37.246,75
25,0,01706,Davis Love III,.488,27.799,57
26,0,06621,Joe Durant,.486,46.616,96
27,0,10885,Robert Allenby,.481,28.878,60
28,0,06251,Chris DiMarco,.477,29.085,61
29,0,02104,Jeff Sluman,.457,37.903,83
30,0,12510,Chad Campbell,.454,30.404,67
31,0,02206,David Toms,.453,28.089,62
32,0,06373,José María Olazábal,.449,17.513,39
33,0,21959,Ted Purdy,.439,35.154,80
34,0,20472,Alex Cejka,.434,34.692,80
35,0,24507,Jason Bohn,.428,38.109,89
36,0,10423,Mike Weir,.422,26.592,63
37,0,01945,Kenny Perry,.412,24.690,60
38,0,06522,Ernie Els,.408,19.153,47
39,0,11032,Frank Lickliter II,.406,34.549,85
40,0,06527,Steve Stricker,.398,20.678,52
41,0,20645,John Senden,.387,30.569,79
42,0,01142,Bart Bryant,.379,26.923,71
43,0,07749,Brett Quigley,.372,34.941,94
44,0,23353,J.J. Henry,.370,28.518,77
45,0,01381,Fred Funk,.357,30.321,85
46,0,23349,Charles Warren,.353,28.588,81
47,0,01024,Billy Andrade,.348,20.851,60
48,0,24138,Ian Poulter,.345,14.510,42
49,0,02110,Jerry Smith,.344,28.861,84
50,0,02239,Scott Verplank,.332,22.608,68
51,0,22293,Heath Slocum,.328,27.564,84
52,0,01161,Mark Calcavecchia,.324,25.622,79
53,0,23621,Rory Sabbatini,.323,20.645,64
54,0,24781,Hunter Mahan,.312,27.755,89
55,0,01677,Tom Lehman,.308,14.497,47
56,0,21646,David Branshaw,.304,26.473,87
57,0,24358,Robert Garrigus,.284,21.051,74
57,0,06350,Bob May,.284,15.328,54
59,0,01388,Robert Gamez,.279,22.897,82
60,0,24357,K.J. Choi,.277,21.897,79
61,0,06573,Brandt Jobe,.265,18.549,70
62,0,24024,Zach Johnson,.254,19.557,77
63,0,27770,Camilo Villegas,.249,20.391,82
64,0,24925,Jonathan Byrd,.247,13.316,54
65,0,20105,Jeff Gove,.245,19.842,81
66,0,07867,Woody Austin,.244,22.663,93
67,0,21470,Daisuke Maruyama,.224,15.678,70
68,0,20098,Stuart Appleby,.222,14.192,64
69,0,08075,Jerry Kelly,.212,17.822,84
70,0,07457,Steve Flesch,.202,20.760,103
71,0,19846,Brian Gay,.196,19.580,100
71,0,25804,Bubba Watson,.196,14.110,72
73,0,24361,Pat Perez,.195,8.194,42
74,0,08537,J.P. Hayes,.189,9.438,50
75,0,06643,Paul Goydos,.188,12.056,64
76,0,12782,Tim Herron,.180,11.169,62
77,0,01707,Steve Lowery,.178,14.759,83
78,0,21961,Charles Howell III,.165,13.018,79
79,0,19881,Robert Damron,.161,13.235,82
80,0,21731,Freddie Jacobson,.157,8.481,54
81,0,01666,Bernhard Langer,.146,8.599,59
82,0,24924,Bill Haas,.141,12.385,88
83,0,22046,Geoff Ogilvy,.127,6.591,52
84,0,21753,Brian Davis,.118,9.573,81
84,0,23623,Bo Van Pelt,.118,10.650,90
86,0,10860,Justin Leonard,.111,7.185,65
87,0,12823,Carlos Franco,.102,7.843,77
88,0,21350,Ryuji Imada,.100,8.736,87
89,0,06575,Dudley Hart,.098,6.926,71
90,0,12716,Charley Hoffman,.097,8.627,89
91,0,01226,Fred Couples,.080,2.546,32
91,0,01724,Jeff Maggert,.080,5.426,68
93,0,12662,Thomas Levet,.079,3.785,48
93,0,23322,Brett Wetterich,.079,5.782,73
95,0,01766,Billy Mayfair,.077,5.967,77
96,0,01139,Olin Browne,.072,6.210,86
97,0,01577,Lee Janzen,.071,4.825,68
98,0,23788,D.J. Trahan,.069,5.239,76
99,0,20634,Peter Lonard,.067,4.442,66
100,0,07013,Wes Short Jr.,.066,5.619,85
101,0,22621,Ben Curtis,.065,4.346,67
102,0,21878,Mark Wilson,.059,4.276,72
103,0,08835,Kris Cox,.054,3.893,72
103,0,24912,Will MacKenzie,.054,4.067,75
105,0,23048,Eric Axley,.048,3.830,79
106,0,01941,Tom Pernice Jr.,.045,3.878,87
107,0,22548,Patrick Sheehan,.043,3.727,87
108,0,19824,Craig Barlow,.032,1.871,58
108,0,09011,David Duval,.032,1.702,53
110,0,10733,Kent Jones,.029,2.588,88
111,0,12680,Shigeki Maruyama,.025,1.964,80
112,0,22913,John Rollins,.021,1.567,76
113,0,02223,Bob Tway,.019,1.264,67
114,0,20094,Jonathan Kaye,.009,.805,86
114,0,21949,Joe Ogilvie,.009,.739,78
116,0,12660,Jesper Parnevik,.006,.422,73
117,0,25345,Carl Pettersson,.003,.260,75
118,0,02246,Duffy Waldorf,.002,.127,82
119,0,08123,Jeff Brehaut,-.003,-.238,85
119,0,08375,Paul Stankowski,-.003,-.214,63
121,0,12602,Dean Wilson,-.007,-.680,93
122,0,10565,Ian Leggatt,-.012,-.841,70
123,0,20608,David Howell,-.018,-.535,30
124,0,01329,Brad Faxon,-.020,-1.466,73
125,0,24140,Sean O'Hair,-.021,-1.594,76
126,0,25240,D.A. Points,-.026,-1.863,71
127,0,01249,John Daly,-.028,-1.141,41
128,0,26420,Richard Johnson,-.038,-3.256,85
129,0,20574,Mathew Goggin,-.046,-2.644,58
130,0,10505,Shane Bertsch,-.047,-4.203,90
131,0,23718,Nathan Green,-.050,-4.735,94
132,0,20378,Mathias Grönberg,-.052,-4.099,79
133,0,08385,Omar Uresti,-.054,-2.763,51
134,0,23614,Rich Beem,-.076,-4.954,65
135,0,01553,John Huston,-.077,-5.004,65
136,0,01035,Tommy Armour III,-.080,-4.258,53
137,0,27120,Troy Matteson,-.082,-7.235,88
138,0,02214,Kirk Triplett,-.091,-4.443,49
139,0,27943,Matt Hansen,-.105,-6.068,58
140,0,27095,Nick Watney,-.115,-9.885,86
141,0,01599,Steve Jones,-.124,-8.548,69
142,0,01042,Paul Azinger,-.125,-9.967,80
143,0,19913,Ron Whittaker,-.133,-9.424,71
144,0,23320,Ryan Palmer,-.141,-11.558,82
145,0,20812,Tjaart van der Walt,-.146,-7.606,52
146,0,06595,Kevin Sutherland,-.148,-12.909,87
147,0,01313,Steve Elkington,-.153,-7.023,46
148,0,22892,Jason Gore,-.159,-11.429,72
149,0,01619,Skip Kendall,-.160,-9.451,59
150,0,25632,Jimmy Walker,-.172,-9.638,56
151,0,11123,Chris Couch,-.176,-11.790,67
152,0,20121,Todd Fischer,-.186,-16.769,90
153,0,12645,Brent Geiberger,-.189,-16.978,90
154,0,26360,Bubba Dickerson,-.195,-16.773,86
155,0,23673,Michael Connell,-.203,-8.506,42
156,0,28475,Jeff Overton,-.219,-19.034,87
157,0,01219,John Cook,-.223,-12.262,55
158,0,06197,Michael Allen,-.232,-16.718,72
159,0,21407,Arjun Atwal,-.235,-19.272,82
159,0,06034,Marco Dawson,-.235,-18.074,77
161,0,01132,Mark Brooks,-.243,-17.968,74
162,0,07223,Brian Bateman,-.248,-14.650,59
163,0,20850,Daniel Chopra,-.253,-22.733,90
164,0,24980,Scott Gutschewski,-.274,-12.342,45
164,0,26596,Ryan Moore,-.274,-15.889,58
166,0,27141,J.B. Holmes,-.280,-17.611,63
167,0,01948,Tim Petrovic,-.281,-23.337,83
168,0,20631,David McKenzie,-.295,-20.357,69
169,0,22946,Henrik Bjornstad,-.304,-27.034,89
170,0,06012,Greg Kraft,-.316,-21.149,67
171,0,20572,Rod Pampling,-.317,-20.612,65
172,0,21805,Harrison Frazar,-.322,-24.145,75
173,0,28780,Nicholas Thompson,-.324,-25.287,78
174,0,23307,Roger Tambellini,-.388,-20.566,53
175,0,23541,Ben Crane,-.408,-24.861,61
176,0,20099,Doug Barron,-.415,-27.803,67
177,0,12755,Vance Veazey,-.424,-22.903,54
178,0,01685,J.L. Lewis,-.428,-21.418,50
179,0,20593,Greg Chalmers,-.430,-24.525,57
